Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,Eвроремонт,1,Индивидуальная,270 см,Застройщик,104271469,https://999.md/ru/104271469?location=subcategory&index=636&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,7,10,38 м²,1-комнатная квартира,,Новострой,Estate Invest Company,,,86 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136"
2,Белый вариант,2,,,Застройщик,103843077,https://999.md/ru/103843077?location=subcategory&index=637&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,6,10,77 м²,2-х комнатная квартира,Подземная,Новострой,Exfactor-grup,,,139 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,143,,Частное лицо,104360018,https://999.md/ru/104360018?location=subcategory&index=638&cardCategoryId=270&cardSubcategoryId=1404,Бетон,1,9,52 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,40 м²,65 000 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Центр,  Страшены,  Страшены","Страшены, Страшены, Центр, str. Iona Iakir, 2"
1,Eвроремонт,1,Индивидуальная,,Частное лицо,103468776,https://999.md/ru/103468776?location=subcategory&index=639&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,7,16,78 м²,3-х комнатная квартира,,Новострой,Exfactor-grup,,78 м²,185 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Pietrarilor, 10/5"
2,Eвроремонт,,,,Застройщик,104050640,https://999.md/ru/104050640?location=subcategory&index=640&cardCategoryId=270&cardSubcategoryId=1404,,4,6,78 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,102 600 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, Центр, str. Ștefan cel Mare și Sfînt, 189"
1,Eвроремонт,2,Индивидуальная,,Агентство,103955424,https://999.md/ru/103955424?location=subcategory&index=641&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,7,12,90 м²,3-х комнатная квартира,Oткрытое,Новострой,Exfactor-grup,,,235 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
1,Белый вариант,1,Индивидуальная,,Агентство,103954941,https://999.md/ru/103954941?location=subcategory&index=642&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,9,54 м²,1-комнатная квартира,Oткрытое,Новострой,Inamstro,,,102 980 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,,,Застройщик,103692955,https://999.md/ru/103692955?location=subcategory&index=643&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,9,10,74 м²,2-х комнатная квартира,Подземная,Новострой,Exfactor-grup,,,205 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 11"
1,Косметический pемонт,1,,,Агентство,103680731,https://999.md/ru/103680731?location=subcategory&index=644&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,5,35 м²,1-комнатная квартира,Oткрытое,Вторичный,,,,65 000 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Iazului, 13"
1,Нуждается в ремонте,1,Хрущевка,,Агентство,104028216,https://999.md/ru/104028216?location=subcategory&index=645&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,5,47 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,66 000 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Расположение
,,,,,Агентство,104031473,https://999.md/ru/104031473?location=subcategory&index=646&cardCategoryId=270&cardSubcategoryId=1404,,7,13,90 м²,3-х комнатная квартира,,Новострой,,,,227 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
Нет,Eвроремонт,1,Индивидуальная,,Агентство,104027989,https://999.md/ru/104027989?location=subcategory&index=647&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,7,9,71 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,141 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, ул. Картуша, 95/5"
,Белый вариант,2,,,Застройщик,88894927,https://999.md/ru/88894927?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjUzNDEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4ODg5NDkyNyIsImkiOiI4OS4xNDkuOTEuMTYyIiwicyI6ImRlc2t0b3BfcmVkZXNpZ24iLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InBybyIsImwiOiIwZjQwMGNkNi0zMWZlLTRjNmUtOGFjNS1kYThlZjkyZmVhMGYiLCJlIjoiODkuMTQ5LjkxLjE2MiIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA2LTE0VDE4OjI5OjAxLjkyMDU5MDYwOVoifX0.XtE6DoTdCJk74pyCSOi9tCmrdALiNUOxBoX1gGXzNWM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=648&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,6,7,64 м²,2-х комнатная квартира,,Новострой,,,,118 400 €,,Продам,"2-х комнатная квартира,  Окраина,  Кодру,  Кишинёв мун.",Расположение
,,,,,Частное лицо,103961531,https://999.md/ru/103961531?location=subcategory&index=649&cardCategoryId=270&cardSubcategoryId=1404,,2,15,65 м²,3-х комнатная квартира,,Новострой,,,,168 500 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/a"
,Eвроремонт,1,Индивидуальная,270 см,Застройщик,104271166,https://999.md/ru/104271166?location=subcategory&index=650&cardCategoryId=270&cardSubcategoryId=1404,,2,10,73 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,136 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/4"
1,Eвроремонт,1,Индивидуальная,,Агентство,104067309,https://999.md/ru/104067309?location=subcategory&index=651&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,13,13,84 м²,2-х комнатная квартира,Oткрытое,Новострой,Inamstro,,,265 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
1,Белый вариант,1,Индивидуальная,,Агентство,104093640,https://999.md/ru/104093640?location=subcategory&index=652&cardCategoryId=270&cardSubcategoryId=1404,,7,10,64 м²,2-х комнатная квартира,Oткрытое,Новострой,Nicons,,,80 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Cartușa, 99/5"
Нет,Белый вариант,2,,,Агентство,104095450,https://999.md/ru/104095450?location=subcategory&index=653&cardCategoryId=270&cardSubcategoryId=1404,,7,7,88 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,123 200 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, ул. Молдова, 2/3"
1,Eвроремонт,1,,,Застройщик,103692897,https://999.md/ru/103692897?location=subcategory&index=654&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,1,11,72 м²,2-х комнатная квартира,,Новострой,,,,140 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 93"
1,Индивидуальный дизайн,2,На земле,300 см,Застройщик,100674442,https://999.md/ru/100674442?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjUzNDEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2NzQ0NDIiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjA2YTg4Mzk5LTMyMmYtNDM3OS05YjZjLTFiNzFkYWExYzhkYSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTg6Mjk6MDEuOTIwNzMwNzM5WiJ9fQ.7L2QR9sAUqPhI4YXjqYw13o8Fey892QicrPoUhEA8PU&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=655&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,2,2,85 м²,3-х комнатная квартира,Oткрытое,Новострой,,15 м²,70 м²,899 €,Квартира с ливингом,Сдаю помесячно,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Moara Rosie, 33/5"
2,Белый вариант,2,Индивидуальная,,Агентство,103975186,https://999.md/ru/103975186?location=subcategory&index=656&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,13,18,91 м²,3-х комнатная квартира,Oткрытое,Новострой,Sky House,,,125 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
,,,,,Агентство,103313865,https://999.md/ru/103313865?location=subcategory&index=657&cardCategoryId=270&cardSubcategoryId=1404,,9,9,71 м²,3-х комнатная квартира,,Вторичный,,,,85 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 202/1"
1,Белый вариант,1,,,Агентство,103349881,https://999.md/ru/103349881?location=subcategory&index=658&cardCategoryId=270&cardSubcategoryId=1404,,6,7,45 м²,1-комнатная квартира,Oткрытое,Новострой,,,,42 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Криково,  Кишинёв мун.","Кишинёв мун., Криково, Центр, str. Calea Basarabiei, 1"
1,Нуждается в ремонте,2,Брж (Брежневка),,Агентство,103657652,https://999.md/ru/103657652?location=subcategory&index=659&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,5,56 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,80 000 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 18/2"
1,Косметический pемонт,1,Мс (Молд. Серия),,Агентство,103986275,https://999.md/ru/103986275?location=subcategory&index=660&cardCategoryId=270&cardSubcategoryId=1404,,8,9,55 м²,2-х комнатная квартира,,Вторичный,,,,83 500 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Igor Vieru, 16/1"
,Белый вариант,2,,,Застройщик,103437627,https://999.md/ru/103437627?location=subcategory&index=661&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,9,51 м²,1-комнатная квартира,Подземная,Новострой,Exfactor-grup,,,82 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62"
1,Eвроремонт,2,Индивидуальная,,Агентство,103135618,https://999.md/ru/103135618?location=subcategory&index=662&cardCategoryId=270&cardSubcategoryId=1404,,2,10,109 м²,2-х комнатная квартира,Oткрытое,Новострой,Volare Tur,,,250 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
1,Белый вариант,2,,,Частное лицо,103117267,https://999.md/ru/103117267?location=subcategory&index=663&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,8,9,230 м²,3-х комнатная квартира,,Новострой,,,160 м²,169 999 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 93/4"
,Eвроремонт,1,Индивидуальная,,Агентство,102560140,https://999.md/ru/102560140?location=subcategory&index=664&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,11,13,70 м²,2-х комнатная квартира,Oткрытое,Новострой,Exfactor-grup,,,199 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,Индивидуальная,,Агентство,102558615,https://999.md/ru/102558615?location=subcategory&index=665&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,1,9,86 м²,2-х комнатная квартира,Oткрытое,Новострой,Exfactor-grup,,,235 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
1,Белый вариант,1,Индивидуальная,286 см,Застройщик,102013891,https://999.md/ru/102013891?location=subcategory&index=666&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,5,6,44 м²,1-комнатная квартира,Гараж,Новострой,Astercon,13 м²,,63 800 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, Durlești, 8"
2,Белый вариант,2,,,Частное лицо,103753991,https://999.md/ru/103753991?location=subcategory&index=667&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,4,65 м²,2-х комнатная квартира,Подземная,Новострой,,,,129 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 58/27"
Нет,Нуждается в ремонте,2,143,,Агентство,103224617,https://999.md/ru/103224617?location=subcategory&index=668&cardCategoryId=270&cardSubcategoryId=1404,Бетон,1,9,56 м²,2-х комнатная квартира,Oткрытое,Вторичный,,16 м²,40 м²,65 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Muncesti, 784"
3,Eвроремонт,4 и более,На земле,,Застройщик,102933270,https://999.md/ru/102933270?location=subcategory&index=669&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,3,285 м²,5-ти комн. кварт. и более,Oткрытое,Новострой,,,,760 000 €,Квартира с ливингом,Продам,"5-ти комн. кварт. и более,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 42s"
,Белый вариант,1,,,Частное лицо,100959401,https://999.md/ru/100959401?location=subcategory&index=670&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,13,48 м²,1-комнатная квартира,Подземная,Новострой,Inamstro,,,118 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Ghenadie Iablocikin, 2/2"
,Eвроремонт,,,,Частное лицо,104602573,https://999.md/ru/104602573?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjUzNDEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MDI1NzMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZGI1NTJiOGMtYzViNi00N2QwLWI1YTItNjAzNTIwM2RkODVkIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE4OjI5OjAxLjkyMDgzNjMyOVoifX0.01ixflv7wQHol5uEuMpbZIXtUqRe3L8pYDVChZTx3wA&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=671&cardCategoryId=270&cardSubcategoryId=1404,,3,21,66 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,163 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15"
2,Eвроремонт,2,102,,Агентство,101419450,https://999.md/ru/101419450?location=subcategory&index=672&cardCategoryId=270&cardSubcategoryId=1404,,2,5,77 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,,109 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, Chimistilor, 9"
,Eвроремонт,1,,,Агентство,103177694,https://999.md/ru/103177694?location=subcategory&index=673&cardCategoryId=270&cardSubcategoryId=1404,,8,14,69 м²,2-х комнатная квартира,,Новострой,,,,220 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, -"
1,Eвроремонт,,Индивидуальная,3 см,Частное лицо,103158305,https://999.md/ru/103158305?location=subcategory&index=674&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,10,66 м²,2-х комнатная квартира,,Новострой,,12 м²,40 м²,145 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo 24/2, 2"
Нет,Eвроремонт,1,,,Агентство,103430062,https://999.md/ru/103430062?location=subcategory&index=675&cardCategoryId=270&cardSubcategoryId=1404,,3,5,40 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,73 900 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 4/2"
1,,1,,,Агентство,103446608,https://999.md/ru/103446608?location=subcategory&index=676&cardCategoryId=270&cardSubcategoryId=1404,,2,14,56 м²,1-комнатная квартира,Oткрытое,Новострой,,,,109 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
2,Белый вариант,2,Индивидуальная,,Агентство,103446210,https://999.md/ru/103446210?location=subcategory&index=677&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,13,18,91 м²,3-х комнатная квартира,Oткрытое,Новострой,Sky House,,,133 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
Нет,Белый вариант,1,Индивидуальная,300 см,Частное лицо,103825444,https://999.md/ru/103825444?location=subcategory&index=678&cardCategoryId=270&cardSubcategoryId=1404,Бетон,11,16,46 м²,1-комнатная квартира,Oткрытое,Новострой,Sky House,17 м²,29 м²,128 000 €,,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 63"
2,Индивидуальный дизайн,4 и более,,,,103273431,https://999.md/ru/103273431?location=subcategory&index=679&cardCategoryId=270&cardSubcategoryId=1404,,19,20,188 м²,3-х комнатная квартира,Гараж,Новострой,,,,880 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Bogdan Petriceicu Hașdeu, 20"
Нет,Eвроремонт,1,,,Агентство,103374629,https://999.md/ru/103374629?location=subcategory&index=680&cardCategoryId=270&cardSubcategoryId=1404,,1,5,56 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,107 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Titulescu, 10"
1,Eвроремонт,1,Индивидуальная,,Агентство,103374934,https://999.md/ru/103374934?location=subcategory&index=681&cardCategoryId=270&cardSubcategoryId=1404,,1,17,47 м²,1-комнатная квартира,Oткрытое,Новострой,Braus Imobiliare,,,113 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
,,,,,Застройщик,100621976,https://999.md/ru/100621976?location=subcategory&index=682&cardCategoryId=270&cardSubcategoryId=1404,,2,4,45 м²,1-комнатная квартира,,Новострой,,,,51 750 €,,Продам,"1-комнатная квартира,  Окраина,  Чореску,  Кишинёв мун.","Кишинёв мун., Чореску, Окраина, str. Chişinău, 57"
