Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Площадь кухни,Застройщик,Жилая площадь,price,Ливинг,Тип,title,Адрес
Нет,Eвроремонт,1,Индивидуальная,,Агентство,103222683,https://999.md/ru/103222683?location=subcategory&index=2290&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,3,7,64 м²,2-х комнатная квартира,Подземная,Новострой,,Maxmod Imobil,,167 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Виссарион Белинский, 71"
1,Eвроремонт,1,Индивидуальная,,Агентство,103222434,https://999.md/ru/103222434?location=subcategory&index=2291&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,7,11,78 м²,2-х комнатная квартира,Oткрытое,Новострой,,Eldorado Terra,,167 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ginta Latina, 12/12"
,Eвроремонт,,,,Агентство,103192538,https://999.md/ru/103192538?location=subcategory&index=2292&cardCategoryId=270&cardSubcategoryId=1404,,1,1,45 м²,1-комнатная квартира,Oткрытое,Вторичный,22 м²,,18 м²,135 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Mitropolit Dosoftei, 130"
1,Eвроремонт,1,,,Агентство,102677842,https://999.md/ru/102677842?location=subcategory&index=2293&cardCategoryId=270&cardSubcategoryId=1404,,10,14,48 м²,2-х комнатная квартира,Подземная,Новострой,,,,188 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, Bd. Ștefan cel Mare și Sfânt, 171/3"
,Белый вариант,,,,Агентство,102476938,https://999.md/ru/102476938?location=subcategory&index=2294&cardCategoryId=270&cardSubcategoryId=1404,,2,5,36 м²,1-комнатная квартира,,Новострой,,,,66 000 €,,Продам,"1-комнатная квартира,  Буюканы,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Буюканы,  str. Bisericii, 19"
1,Белый вариант,2,,280 см,Агентство,104441252,https://999.md/ru/104441252?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjgwMDgsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0NDEyNTIiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiYTU4ZmJkZjEtMWY5MC00ZTFiLTlkY2UtNzFmM2RkNjEzN2Y5IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQxOToxMzoyOC4yNzgxNTExMzdaIn19.GEvbfuDWY6JYQoqu-HWgMoawMnYbGI3goZC-58vW9OI&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2295&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,9,73 м²,2-х комнатная квартира,,Новострой,14 м²,Golban Trade,,109 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 98/F"
1,Eвроремонт,1,Индивидуальная,,Агентство,103264949,https://999.md/ru/103264949?location=subcategory&index=2296&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,3,11,63 м²,1-комнатная квартира,Oткрытое,Новострой,,Dansicons,,126 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 21/3"
1,Белый вариант,1,,,Агентство,104614149,https://999.md/ru/104614149?location=subcategory&index=2297&cardCategoryId=270&cardSubcategoryId=1404,,11,16,98 м²,2-х комнатная квартира,,Новострой,,,,142 100 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
1,Косметический pемонт,1,,,Агентство,104614147,https://999.md/ru/104614147?location=subcategory&index=2298&cardCategoryId=270&cardSubcategoryId=1404,,4,5,52 м²,2-х комнатная квартира,,Вторичный,,,,71 900 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, ул. Джордже Кошбук, 13"
1,Индивидуальный дизайн,1,Ст (Сталинка),,Агентство,103246238,https://999.md/ru/103246238?location=subcategory&index=2299&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,5,75 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,335 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, пр-т Штефан чел Маре ши Сфынт, 132"
1,Белый вариант,1,,,Агентство,103892413,https://999.md/ru/103892413?location=subcategory&index=2300&cardCategoryId=270&cardSubcategoryId=1404,,4,6,62 м²,2-х комнатная квартира,,Новострой,,,,88 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Iurie Babei, -"
1,Белый вариант,1,,,Агентство,104483625,https://999.md/ru/104483625?location=subcategory&index=2301&cardCategoryId=270&cardSubcategoryId=1404,,10,18,54 м²,2-х комнатная квартира,,Новострой,,,,81 450 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, -"
,Eвроремонт,1,,,Агентство,104308623,https://999.md/ru/104308623?location=subcategory&index=2302&cardCategoryId=270&cardSubcategoryId=1404,,3,6,44 м²,2-х комнатная квартира,,Вторичный,,,,110 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, -"
1,Белый вариант,1,,,Агентство,102863758,https://999.md/ru/102863758?location=subcategory&index=2303&cardCategoryId=270&cardSubcategoryId=1404,,9,9,51 м²,2-х комнатная квартира,,Новострой,,,,92 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 0"
,Eвроремонт,,,,Агентство,103707395,https://999.md/ru/103707395?location=subcategory&index=2304&cardCategoryId=270&cardSubcategoryId=1404,,5,10,88 м²,2-х комнатная квартира,,Новострой,,,,155 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 87"
,,1,,,Агентство,104258738,https://999.md/ru/104258738?location=subcategory&index=2305&cardCategoryId=270&cardSubcategoryId=1404,,3,5,48 м²,3-х комнатная квартира,,Вторичный,,,,95 500 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, -"
,Eвроремонт,,,,Частное лицо,104602573,https://999.md/ru/104602573?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjgwMDgsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MDI1NzMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZGI1NTJiOGMtYzViNi00N2QwLWI1YTItNjAzNTIwM2RkODVkIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE5OjEzOjI4LjI3ODI2MDY1NFoifX0.2Avdlb8fqgqhNf2jKLywu3zgs0yJNsDjBhIZAzjURFk&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2306&cardCategoryId=270&cardSubcategoryId=1404,,3,21,66 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,163 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15"
Нет,Eвроремонт,1,Индивидуальная,,Агентство,104083671,https://999.md/ru/104083671?location=subcategory&index=2307&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,8,9,38 м²,1-комнатная квартира,Подземная,Новострой,,Pamir Construct,,118 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Гика Водэ, 5"
2,Косметический pемонт,1,,,Частное лицо,101395356,https://999.md/ru/101395356?location=subcategory&index=2308&cardCategoryId=270&cardSubcategoryId=1404,,5,12,70 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,,117 000 €,,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 13"
,,,,,Агентство,104607368,https://999.md/ru/104607368?location=subcategory&index=2309&cardCategoryId=270&cardSubcategoryId=1404,,1,5,60 м²,2-х комнатная квартира,,Вторичный,,,,89 900 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Izmail, 102/3"
,Косметический pемонт,2,Индивидуальная,260 см,Агентство,89412901,https://999.md/ru/89412901?location=subcategory&index=2310&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,6,93 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,,89 990 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Maria Drăgan, 2"
1,Eвроремонт,1,Индивидуальная,,Агентство,103776436,https://999.md/ru/103776436?location=subcategory&index=2311&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,13,72 м²,2-х комнатная квартира,Подземная,Новострой,,Exfactor-grup,,189 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28"
1,Сдан в эксплуатацию,2,,,Частное лицо,104607428,https://999.md/ru/104607428?location=subcategory&index=2312&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,9,9,76 м²,2-х комнатная квартира,Oткрытое,Новострой,,Basconslux,,115 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Страшены,  Страшены","Страшены, Страшены, Центр, str. Ştefan cel Mare și Sfînt, 40"
Нет,Eвроремонт,1,Индивидуальная,,Агентство,103824070,https://999.md/ru/103824070?location=subcategory&index=2313&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,9,9,75 м²,2-х комнатная квартира,Oткрытое,Новострой,,Exfactor-grup,75 м²,205 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 11"
1,Eвроремонт,1,Индивидуальная,,Застройщик,104197967,https://999.md/ru/104197967?location=subcategory&index=2314&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,7,9,56 м²,2-х комнатная квартира,Oткрытое,Новострой,,Solomon Construct Imobil,55 м²,126 900 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,Индивидуальная,,Застройщик,104198049,https://999.md/ru/104198049?location=subcategory&index=2315&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,2,9,56 м²,2-х комнатная квартира,Oткрытое,Новострой,,Solomon Construct Imobil,,126 900 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 98"
1,Eвроремонт,2,,,Застройщик,104277571,https://999.md/ru/104277571?location=subcategory&index=2316&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,12,12,105 м²,3-х комнатная квартира,Oткрытое,Новострой,,Lagmar Impex,,219 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 14/C"
1,Сдан в эксплуатацию,1,Мс (Молд. Серия),1 см,Частное лицо,104410274,https://999.md/ru/104410274?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjgwMDgsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0MTAyNzQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiODYyOTg5OTQtOTJjZS00OTcwLTk1ZGMtYWIxZDk1YTg0Y2ExIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE5OjEzOjI4LjI3ODMxMzA2MloifX0.IzBf5LnrUcolvw0rnMpDH4BJe7fY1UQHdKdKVnYO200&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2317&cardCategoryId=270&cardSubcategoryId=1404,Блочный,2,9,47 м²,1-комнатная квартира,Oткрытое,Новострой,1 м²,Nicons,1 м²,470 €,Квартира с ливингом,Сдаю помесячно,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Tudor Vladimirescu, 16"
Нет,Eвроремонт,1,Индивидуальная,,Застройщик,103870332,https://999.md/ru/103870332?location=subcategory&index=2318&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,8,10,70 м²,2-х комнатная квартира,Oткрытое,Новострой,,Basconslux,,154 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 43/F"
1,Индивидуальный дизайн,1,Индивидуальная,260 см,Частное лицо,104310021,https://999.md/ru/104310021?location=subcategory&index=2319&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,7,9,61 м²,1-комнатная квартира,,Новострой,18 м²,,42 м²,97 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Страшены,  Страшены","Страшены, Страшены, Центр, str. Ştefan cel Mare și Sfînt, 41"
