Балкон / лоджия,Состояние квартиры,Санузел,Высота потолков,Планировка,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,,,275 см,,Застройщик,104599687,https://999.md/ru/104599687?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjkwNzksIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1OTk2ODciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNjMwZDU4ZTctODlhYi00Zjk4LWIwZDUtMDA1ODhiNjQ3N2Y2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNFQxOTozMToxOS43MDI2NDk3MDhaIn19.GwScqXky8yP2RjQx796KrjnlauWoTQDadwMihIbq1bc&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2897&cardCategoryId=270&cardSubcategoryId=1404,,8,9,64 м²,Oткрытое,1-комнатная квартира,Новострой,Inamstro,,,146 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6"
,Сдан в эксплуатацию,,,,Застройщик,100933362,https://999.md/ru/100933362?location=subcategory&index=2898&cardCategoryId=270&cardSubcategoryId=1404,,5,8,51 м²,,1-комнатная квартира,Новострой,,,,81 600 €,,Продам,"1-комнатная квартира,  Аэропорт,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Аэропорт, пр. Дачия, 62"
Нет,Eвроремонт,1,270 см,Индивидуальная,Застройщик,104498870,https://999.md/ru/104498870?location=subcategory&index=2899&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,7,9,24 м²,Oткрытое,Комната,Вторичный,AMIC,6 м²,15 м²,46 300 €,Квартира без ливинга,Продам,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 34"
,,,,,Агентство,103945892,https://999.md/ru/103945892?location=subcategory&index=2900&cardCategoryId=270&cardSubcategoryId=1404,,8,9,49 м²,,2-х комнатная квартира,Вторичный,,,,85 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, ---"
1,Белый вариант,1,,,Частное лицо,102284410,https://999.md/ru/102284410?location=subcategory&index=2901&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,9,53 м²,,2-х комнатная квартира,Новострой,Lagmar Impex,,,83 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 1/8"
1,Eвроремонт,1,,,Агентство,104391005,https://999.md/ru/104391005?location=subcategory&index=2902&cardCategoryId=270&cardSubcategoryId=1404,,4,5,44 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,90 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Constantin Stamati, , *"
Нет,Eвроремонт,1,270 см,Гостинка,Застройщик,104531868,https://999.md/ru/104531868?location=subcategory&index=2903&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,7,9,24 м²,Oткрытое,Комната,Вторичный,A-casa,6 м²,15 м²,46 300 €,Квартира без ливинга,Продам,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Индепенденцей, 34"
,Eвроремонт,1,,,Агентство,104564071,https://999.md/ru/104564071?location=subcategory&index=2904&cardCategoryId=270&cardSubcategoryId=1404,,9,9,23 м²,,1-комнатная квартира,Вторичный,,,,42 900 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана,  str. Petru Zadnipru, 4/3"
1,Eвроремонт,1,,Индивидуальная,Агентство,103012652,https://999.md/ru/103012652?location=subcategory&index=2905&cardCategoryId=270&cardSubcategoryId=1404,,11,12,65 м²,,2-х комнатная квартира,Новострой,,,,174 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Str. Cornești , 7"
1,Белый вариант,2,,,Агентство,103961335,https://999.md/ru/103961335?location=subcategory&index=2906&cardCategoryId=270&cardSubcategoryId=1404,,6,11,85 м²,Подземная,3-х комнатная квартира,Новострой,,,,85 000 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, **"
1,Белый вариант,1,,Индивидуальная,Агентство,102390002,https://999.md/ru/102390002?location=subcategory&index=2907&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,7,9,50 м²,Oткрытое,1-комнатная квартира,Новострой,,,,92 000 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Ion Buzdugan, 11"
1,Белый вариант,1,,,Агентство,103549025,https://999.md/ru/103549025?location=subcategory&index=2908&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,6,55 м²,Подземная,1-комнатная квартира,Новострой,,,,85 250 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы,  str. Bisericii, 25"
3,Белый вариант,1,,,Агентство,104573683,https://999.md/ru/104573683?location=subcategory&index=2909&cardCategoryId=270&cardSubcategoryId=1404,,6,6,48 м²,,1-комнатная квартира,Новострой,,,,81 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника,  bd. Dacia , 58/27"
2,Белый вариант,1,,,Агентство,104500820,https://999.md/ru/104500820?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjkwNzksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1MDA4MjAiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImUwZjAyYjViLWEyNTgtNDY5YS04OGEzLWRjZWM5YTIxNzEyNSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMTk6MzE6MTkuNzAyODE0N1oifX0.39yIGTYyZyB9GeuJkfVp8Knwa6PKMdmm9-cG7f_K4hM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2910&cardCategoryId=270&cardSubcategoryId=1404,,3,5,43 м²,Подземная,1-комнатная квартира,Новострой,,,,98 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Independenței, Botanica, Chișinău, 5a"
3,Индивидуальный дизайн,2,,,Агентство,104352102,https://999.md/ru/104352102?location=subcategory&index=2911&cardCategoryId=270&cardSubcategoryId=1404,,9,9,258 м²,,2-х комнатная квартира,Новострой,,,,700 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Pan Halippa, ."
1,Белый вариант,1,290 см,,Застройщик,100965923,https://999.md/ru/100965923?location=subcategory&index=2912&cardCategoryId=270&cardSubcategoryId=1404,,2,4,47 м²,Подземная,1-комнатная квартира,Новострой,,15 м²,,57 562 €,,Продам,"1-комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, str. Suceava, 5"
,Eвроремонт,2,,,Застройщик,104597098,https://999.md/ru/104597098?location=subcategory&index=2913&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,9,72 м²,,2-х комнатная квартира,Новострой,,,,146 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/3"
Нет,Индивидуальный дизайн,2,,,Частное лицо,103395239,https://999.md/ru/103395239?location=subcategory&index=2914&cardCategoryId=270&cardSubcategoryId=1404,,2,9,71 м²,Oткрытое,2-х комнатная квартира,Новострой,Solomon Construct Imobil,15 м²,,189 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 63"
Нет,Незавершенное cтроительство,1,,Индивидуальная,Агентство,104096548,https://999.md/ru/104096548?location=subcategory&index=2915&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,10,47 м²,Oткрытое,1-комнатная квартира,Новострой,Estate Invest Company,,,55 000 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 134"
1,Eвроремонт,1,,Индивидуальная,Агентство,100128334,https://999.md/ru/100128334?location=subcategory&index=2916&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,10,10,117 м²,,3-х комнатная квартира,Новострой,Basconslux,,117 м²,255 500 €,,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Bogdan Voievod, 7"
1,Белый вариант,2,275 см,,Застройщик,100621297,https://999.md/ru/100621297?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjkwNzksIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2MjEyOTciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTk6MzE6MTkuNzAyODk3ODJaIn19.i_eeIblk70GSaDwjW_-5AiHjAIQTAE14b5xEyz0qSCg&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2917&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,5,5,63 м²,Гараж,2-х комнатная квартира,Новострой,Astercon,11 м²,,97 790 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.","Кишинёв мун., Ставчены, Центр, Grătiești , 10"
2,Незавершенное cтроительство,2,,Индивидуальная,Агентство,103833712,https://999.md/ru/103833712?location=subcategory&index=2918&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,6,85 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,139 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Europa, 29 D"
Нет,Eвроремонт,1,,Индивидуальная,Агентство,104261392,https://999.md/ru/104261392?location=subcategory&index=2919&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,4,25 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,47 000 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Isnovat, 13"
1,Незавершенное cтроительство,2,,Индивидуальная,Агентство,103893661,https://999.md/ru/103893661?location=subcategory&index=2920&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,15,18,67 м²,Oткрытое,2-х комнатная квартира,Новострой,Sky House,,,95 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Diminetii, 18"
1,Белый вариант,1,,Индивидуальная,Агентство,102752970,https://999.md/ru/102752970?location=subcategory&index=2921&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,8,8,77 м²,Oткрытое,2-х комнатная квартира,Новострой,Boiar House,,,95 900 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24/A"
Нет,Незавершенное cтроительство,1,,Индивидуальная,Агентство,102180042,https://999.md/ru/102180042?location=subcategory&index=2922&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,16,52 м²,Oткрытое,2-х комнатная квартира,Новострой,Lagmar Impex,,,81 200 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Calea Mosilor, 1"
Нет,Eвроремонт,1,,Индивидуальная,Агентство,104376728,https://999.md/ru/104376728?location=subcategory&index=2923&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,8,11,45 м²,Oткрытое,1-комнатная квартира,Новострой,,,,99 000 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Tudor Vladimirescu, 12/2"
1,Косметический pемонт,2,,Индивидуальная,Агентство,104459378,https://999.md/ru/104459378?location=subcategory&index=2924&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,8,10,72 м²,Oткрытое,2-х комнатная квартира,Новострой,Basconslux,,,164 500 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Creangă, 49/3"
1,Eвроремонт,1,,Индивидуальная,Агентство,104205260,https://999.md/ru/104205260?location=subcategory&index=2925&cardCategoryId=270&cardSubcategoryId=1404,Бетон,Цоколь,3,42 м²,Oткрытое,1-комнатная квартира,Новострой,,,,66 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Tiras, 8"
Нет,Косметический pемонт,1,,,Агентство,104490796,https://999.md/ru/104490796?location=subcategory&index=2926&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,5,23 м²,,Комната,Вторичный,,,,48 000 €,,Продам,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 45/1"
Нет,Белый вариант,2,,Индивидуальная,Агентство,102831438,https://999.md/ru/102831438?location=subcategory&index=2927&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,1,14,39 м²,Oткрытое,2-х комнатная квартира,Новострой,Ecosem Grup,,,40 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Băcioii Noi, 14/B"
1,Eвроремонт,1,,,Агентство,104583639,https://999.md/ru/104583639?location=subcategory&index=2928&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,13,50 м²,Подземная,1-комнатная квартира,Новострой,Exfactor-grup,,,154 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
1,Eвроремонт,1,,Индивидуальная,Агентство,104448688,https://999.md/ru/104448688?location=subcategory&index=2929&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,2,15,68 м²,Oткрытое,2-х комнатная квартира,Новострой,Horus,,68 м²,135 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Флорилор, 28/2"
2,Косметический pемонт,1,,Индивидуальная,Агентство,103233993,https://999.md/ru/103233993?location=subcategory&index=2930&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,9,25,45 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,64 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 50"
2,Eвроремонт,2,,135,Частное лицо,104568342,https://999.md/ru/104568342?location=subcategory&index=2931&cardCategoryId=270&cardSubcategoryId=1404,,2,9,60 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,102 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, 1"
Нет,Eвроремонт,1,,Хрущевка,Агентство,100228114,https://999.md/ru/100228114?location=subcategory&index=2932&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,6,7,65 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,99 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Nicolae Dimo, 11/3"
,Eвроремонт,,,143,Агентство,104599898,https://999.md/ru/104599898?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjkwNzksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1OTk4OTgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiY2FjMTk4ZjktZGQ5MC00YTcyLWI0MmYtOTVjYmMzNmVkMmUzIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQxOTozMToxOS43MDI5NjE3OThaIn19.lk_SUt6ztayjaW_eKwHEUQ37sa16ZvJcy25z9VQb76I&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2933&cardCategoryId=270&cardSubcategoryId=1404,,7,9,54 м²,,2-х комнатная квартира,Вторичный,,,,93 500 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 13"
1,Белый вариант,1,,Индивидуальная,Агентство,104515463,https://999.md/ru/104515463?location=subcategory&index=2934&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,8,10,54 м²,Подземная,2-х комнатная квартира,Новострой,Lagmar Impex,,,67 500 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142"
2,Белый вариант,2,,Индивидуальная,Агентство,104533934,https://999.md/ru/104533934?location=subcategory&index=2935&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,9,10,90 м²,Подземная,3-х комнатная квартира,Новострой,,,,140 000 €,,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 1/9"
1,Eвроремонт,2,3000 см,,Агентство,104500810,https://999.md/ru/104500810?location=subcategory&index=2936&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,1,12,106 м²,Подземная,3-х комнатная квартира,Новострой,Exfactor-grup,,,285 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
1,Eвроремонт,2,280 см,Индивидуальная,Застройщик,104327973,https://999.md/ru/104327973?location=subcategory&index=2937&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,1,11,83 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,13 м²,40 м²,145 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Botanica Veche, 45"
1,Eвроремонт,,,,Агентство,103346157,https://999.md/ru/103346157?location=subcategory&index=2938&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,5,42 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,88 700 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Miorița, 10"
2,Белый вариант,1,,Индивидуальная,Агентство,104506348,https://999.md/ru/104506348?location=subcategory&index=2939&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,13,69 м²,Подземная,2-х комнатная квартира,Новострой,Exfactor-grup,,,137 999 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28/C"
Нет,Eвроремонт,2,,,Агентство,103996679,https://999.md/ru/103996679?location=subcategory&index=2940&cardCategoryId=270&cardSubcategoryId=1404,,7,9,56 м²,,2-х комнатная квартира,Вторичный,,,,109 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Calea Orheiului, 105/2"
,Eвроремонт,,,,Застройщик,104000422,https://999.md/ru/104000422?location=subcategory&index=2941&cardCategoryId=270&cardSubcategoryId=1404,,8,9,36 м²,,1-комнатная квартира,Новострой,,,,88 500 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 27"
,Eвроремонт,,,,Застройщик,104000457,https://999.md/ru/104000457?location=subcategory&index=2942&cardCategoryId=270&cardSubcategoryId=1404,,8,9,35 м²,,1-комнатная квартира,Новострой,,,,82 000 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 27"
1,Eвроремонт,1,,Индивидуальная,Агентство,104205389,https://999.md/ru/104205389?location=subcategory&index=2943&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,2,11,60 м²,Oткрытое,2-х комнатная квартира,Новострой,Solomon Construct Imobil,,,149 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, jubiliara, 39/1"
1,Косметический pемонт,1,,102,Агентство,102715752,https://999.md/ru/102715752?location=subcategory&index=2944&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,5,65 м²,,2-х комнатная квартира,Вторичный,,,,87 900 €,,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, Gheorghe Madan, 87/3"
