Балкон / лоджия,Состояние квартиры,Санузел,Высота потолков,Планировка,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,Индивидуальный дизайн,,,Индивидуальная,Частное лицо,104328775,https://999.md/ru/104328775?location=subcategory&index=2592&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,5,75 м²,Oткрытое,3-х комнатная квартира,Вторичный,A-casa,,63 м²,149 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 4/1"
,Eвроремонт,1,,,Агентство,103057200,https://999.md/ru/103057200?location=subcategory&index=2593&cardCategoryId=270&cardSubcategoryId=1404,,1,1,89 м²,,3-х комнатная квартира,Вторичный,,,,120 000 €,,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. București, 0"
,,,,,Агентство,101591166,https://999.md/ru/101591166?location=subcategory&index=2594&cardCategoryId=270&cardSubcategoryId=1404,,4,9,70 м²,,3-х комнатная квартира,Новострой,,,,86 500 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, ----"
3,Белый вариант,2,,,Агентство,88286193,https://999.md/ru/88286193?location=subcategory&index=2595&cardCategoryId=270&cardSubcategoryId=1404,,2,15,78 м²,,3-х комнатная квартира,Новострой,,,,132 000 €,,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, bd. Renașterii Naționale, 0"
,Белый вариант,,,,Застройщик,89031899,https://999.md/ru/89031899?location=subcategory&index=2596&cardCategoryId=270&cardSubcategoryId=1404,,2,9,75 м²,,2-х комнатная квартира,Новострой,Estate Invest Company,,,108 605 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Bucovinei, 1"
1,Eвроремонт,1,,Индивидуальная,Частное лицо,104471647,https://999.md/ru/104471647?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njg1NDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0NzE2NDciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNmQzOWVhZGUtYmYzZS00YWQxLWExZTMtZjQ1NDE5NThlZmM2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQxOToyMjoyNy40ODQzMTA5MDRaIn19.K5ytDTrFZFGaTQh1VzbQCPA85N1a138cHMXISwxdSdI&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2597&cardCategoryId=270&cardSubcategoryId=1404,Блочный,5,10,55 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,15 м²,20 м²,750 €,,Сдаю помесячно,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 41/C"
,Белый вариант,,,,Частное лицо,101539063,https://999.md/ru/101539063?location=subcategory&index=2598&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,10,13,63 м²,,2-х комнатная квартира,Новострой,Inamstro,,63 м²,142 000 €,,Продам,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 6"
1,Белый вариант,3,,,Агентство,103896867,https://999.md/ru/103896867?location=subcategory&index=2599&cardCategoryId=270&cardSubcategoryId=1404,,9,9,155 м²,Подземная,3-х комнатная квартира,Новострой,,,,342 500 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, **"
3,Индивидуальный дизайн,2,270 см,Индивидуальная,Застройщик,102156517,https://999.md/ru/102156517?location=subcategory&index=2600&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,7,16,96 м²,Oткрытое,3-х комнатная квартира,Новострой,,,,189 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 18"
1,Eвроремонт,1,,,Агентство,103294431,https://999.md/ru/103294431?location=subcategory&index=2601&cardCategoryId=270&cardSubcategoryId=1404,,1,11,91 м²,Подземная,3-х комнатная квартира,Новострой,,,,229 000 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str.Mircea cel Batran, --"
1,Eвроремонт,1,,,Агентство,103743895,https://999.md/ru/103743895?location=subcategory&index=2602&cardCategoryId=270&cardSubcategoryId=1404,,7,12,71 м²,,2-х комнатная квартира,Новострой,Exfactor-grup,,,185 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, -"
,,,,,Агентство,100496896,https://999.md/ru/100496896?location=subcategory&index=2603&cardCategoryId=270&cardSubcategoryId=1404,,9,12,62 м²,,1-комнатная квартира,Новострой,,,,118 700 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Грэдина Ботаникэ, 18/1"
,Eвроремонт,2,,,Агентство,103177415,https://999.md/ru/103177415?location=subcategory&index=2604&cardCategoryId=270&cardSubcategoryId=1404,,10,10,97 м²,,3-х комнатная квартира,Новострой,,,,209 999 €,,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Constantin Virnav, 0"
1,Белый вариант,1,286 см,Индивидуальная,Застройщик,102240307,https://999.md/ru/102240307?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njg1NDcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIyNDAzMDciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTk6MjI6MjcuNDg0MzYxOTc0WiJ9fQ.00ELKh7heqFjyhzbPvVsraA-nMLvwE4Pq-8lSJVHXHU&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2605&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,2,6,64 м²,Гараж,2-х комнатная квартира,Новострой,Astercon,13 м²,,86 252 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Durlești, 8"
,,,,,Агентство,89051153,https://999.md/ru/89051153?location=subcategory&index=2606&cardCategoryId=270&cardSubcategoryId=1404,,3,11,42 м²,,1-комнатная квартира,Новострой,,,,69 650 €,,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, ---"
1,Косметический pемонт,1,280 см,,Частное лицо,104480154,https://999.md/ru/104480154?location=subcategory&index=2607&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,5,29 м²,,1-комнатная квартира,Вторичный,,,,65 000 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Николай Димо, 17/3"
,Eвроремонт,,,,Застройщик,103060461,https://999.md/ru/103060461?location=subcategory&index=2608&cardCategoryId=270&cardSubcategoryId=1404,Бетон,5,10,75 м²,,2-х комнатная квартира,Новострой,Basconslux,,,163 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 7"
,,,,,Частное лицо,104229126,https://999.md/ru/104229126?location=subcategory&index=2609&cardCategoryId=270&cardSubcategoryId=1404,,4,4,37 м²,,1-комнатная квартира,Вторичный,,,,29 990 €,,Продам,"1-комнатная квартира,  Центр,  Каушаны,  Каушаны","Каушаны, Каушаны, Центр, str. Mihai Eminescu, 27"
Нет,Белый вариант,1,,,Агентство,102476290,https://999.md/ru/102476290?location=subcategory&index=2610&cardCategoryId=270&cardSubcategoryId=1404,,4,8,68 м²,Подземная,2-х комнатная квартира,Новострой,,,,74 800 €,,Продам,"2-х комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, Str.Nicolae Dimo , **"
Нет,Eвроремонт,1,3 см,Индивидуальная,Частное лицо,103693243,https://999.md/ru/103693243?location=subcategory&index=2611&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,6,40 м²,Oткрытое,1-комнатная квартира,Вторичный,Casa de Piatra,20 м²,20 м²,62 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, bd. Grigore Vieru, 21/2"
Нет,Eвроремонт,1,,Индивидуальная,Частное лицо,104321400,https://999.md/ru/104321400?location=subcategory&index=2612&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,6,40 м²,Oткрытое,1-комнатная квартира,Вторичный,,,38 м²,63 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, bd. Grigore Vieru, 21/2"
1,Eвроремонт,1,,Индивидуальная,Агентство,101613574,https://999.md/ru/101613574?location=subcategory&index=2613&cardCategoryId=270&cardSubcategoryId=1404,,6,10,60 м²,Oткрытое,1-комнатная квартира,Новострой,,,,163 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, **"
1,Eвроремонт,1,,Индивидуальная,Частное лицо,104362149,https://999.md/ru/104362149?location=subcategory&index=2614&cardCategoryId=270&cardSubcategoryId=1404,,5,5,62 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,90 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Magda Isanos, 15"
1,Белый вариант,2,,Индивидуальная,Застройщик,88793844,https://999.md/ru/88793844?location=subcategory&index=2615&cardCategoryId=270&cardSubcategoryId=1404,,2,6,72 м²,Подземная,2-х комнатная квартира,Новострой,Dansicons,,,89 875 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев","Оргеев, Оргеев, Центр, str. Constantin Negruzzi, 91/P"
,,,,,Агентство,101014647,https://999.md/ru/101014647?location=subcategory&index=2616&cardCategoryId=270&cardSubcategoryId=1404,,3,7,41 м²,,1-комнатная квартира,Новострой,,,,61 790 €,,Продам,"1-комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 87"
,,,,,Агентство,103427295,https://999.md/ru/103427295?location=subcategory&index=2617&cardCategoryId=270&cardSubcategoryId=1404,,5,9,36 м²,,1-комнатная квартира,Новострой,,,,77 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Băcioii Noi, -"
,,,,,Агентство,104156220,https://999.md/ru/104156220?location=subcategory&index=2618&cardCategoryId=270&cardSubcategoryId=1404,,6,9,69 м²,,3-х комнатная квартира,Вторичный,,,,82 000 €,,Продам,"3-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, БАМ, str. Bulgară, ---"
2,Индивидуальный дизайн,1,,143,Частное лицо,104603870,https://999.md/ru/104603870?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njg1NDcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MDM4NzAiLCJpIjoiMi41NC4xMzQuNzgiLCJ1IjoiZmQ3MTZhYWMtNjQ5OC00MjA4LTkzMTYtNjBjYWZlM2RjMjcyIiwicyI6Im1vYmlsZV9yZWRlc2lnbiIsInAiOiJhZF9mb290ZXIiLCJ4IjoiIiwibCI6ImQ3YWNhNzMxLWY1OGMtNGVjZS1iNjg4LWRlZjkzNzk4MDJlMCIsImUiOiIyLjU0LjEzNC43OC9mZDcxNmFhYy02NDk4LTQyMDgtOTMxNi02MGNhZmUzZGMyNzIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE5OjIyOjI3LjQ4NDY5MTE3MloifX0.e1ZYt4wdaLcizks8323YfxQo8YiItRF65evQ5R-2bLQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2619&cardCategoryId=270&cardSubcategoryId=1404,,6,9,72 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,117 000 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 19/3"
,,,,,Застройщик,101256314,https://999.md/ru/101256314?location=subcategory&index=2620&cardCategoryId=270&cardSubcategoryId=1404,,9,6,50 м²,,1-комнатная квартира,Новострой,Estate Invest Company,,,62 375 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Doina, 158"
1,Белый вариант,1,,,Агентство,104607213,https://999.md/ru/104607213?location=subcategory&index=2621&cardCategoryId=270&cardSubcategoryId=1404,,3,16,50 м²,,1-комнатная квартира,Новострой,,,,77 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
2,Нуждается в ремонте,1,,Мс (Молд. Серия),Агентство,103761533,https://999.md/ru/103761533?location=subcategory&index=2622&cardCategoryId=270&cardSubcategoryId=1404,Панельный,3,9,75 м²,Oткрытое,3-х комнатная квартира,Вторичный,,9 м²,45 м²,93 300 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 19"
,Индивидуальный дизайн,,,,Частное лицо,86188371,https://999.md/ru/86188371?location=subcategory&index=2623&cardCategoryId=270&cardSubcategoryId=1404,,5,16,55 м²,,1-комнатная квартира,Новострой,,,,160 000 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1/B"
,,,,,Застройщик,104613488,https://999.md/ru/104613488?location=subcategory&index=2624&cardCategoryId=270&cardSubcategoryId=1404,,4,5,45 м²,,2-х комнатная квартира,Вторичный,,,,69 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Titulescu, 6"
1,Eвроремонт,1,,,Застройщик,102444662,https://999.md/ru/102444662?location=subcategory&index=2625&cardCategoryId=270&cardSubcategoryId=1404,,2,5,32 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,59 000 €,,Продам,"1-комнатная квартира,  Центр,  Криково,  Кишинёв мун.","Кишинёв мун., Криково, Центр, str. Chişinău, 99"
1,Белый вариант,2,,,Агентство,104372355,https://999.md/ru/104372355?location=subcategory&index=2626&cardCategoryId=270&cardSubcategoryId=1404,,1,16,76 м²,,3-х комнатная квартира,Новострой,,,,126 390 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника,  șos. Muncești, 94"
1,Белый вариант,1,,,Агентство,103905304,https://999.md/ru/103905304?location=subcategory&index=2627&cardCategoryId=270&cardSubcategoryId=1404,,3,8,47 м²,Подземная,1-комнатная квартира,Новострой,,,,71 910 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Regina Elisabeta, **"
,Белый вариант,,,,Застройщик,103645176,https://999.md/ru/103645176?location=subcategory&index=2628&cardCategoryId=270&cardSubcategoryId=1404,,3,9,47 м²,,1-комнатная квартира,Новострой,Varincom,,,62 510 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Студенческая, 19"
2,Белый вариант,1,,,Агентство,104500820,https://999.md/ru/104500820?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njg1NDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1MDA4MjAiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImUwZjAyYjViLWEyNTgtNDY5YS04OGEzLWRjZWM5YTIxNzEyNSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMTk6MjI6MjcuNDg0NDQ5Njk1WiJ9fQ.nRiHXAQF62spXGgdUaqVBlfBipBfo2YTfADOCXryPPw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2629&cardCategoryId=270&cardSubcategoryId=1404,,3,5,43 м²,Подземная,1-комнатная квартира,Новострой,,,,98 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Independenței, Botanica, Chișinău, 5a"
1,Белый вариант,1,,,Агентство,103905701,https://999.md/ru/103905701?location=subcategory&index=2630&cardCategoryId=270&cardSubcategoryId=1404,,7,7,92 м²,Подземная,3-х комнатная квартира,Новострой,,,,134 900 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Regina Elisabeta, **"
1,Eвроремонт,1,,,Агентство,104188924,https://999.md/ru/104188924?location=subcategory&index=2631&cardCategoryId=270&cardSubcategoryId=1404,,9,9,32 м²,Oткрытое,1-комнатная квартира,Новострой,,,,75 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Str. Băcioii Noi, 14"
2,Нуждается в ремонте,1,,Мс (Молд. Серия),Агентство,104475870,https://999.md/ru/104475870?location=subcategory&index=2632&cardCategoryId=270&cardSubcategoryId=1404,,3,9,75 м²,Oткрытое,3-х комнатная квартира,Вторичный,,9 м²,45 м²,93 300 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 17/1"
