Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
1,Косметический pемонт,1,,,Агентство,104482889,https://999.md/ru/104482889?location=subcategory&index=1415&cardCategoryId=270&cardSubcategoryId=1404,,3,9,54 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,114 900 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 4/1"
1,Косметический pемонт,2,,,Агентство,104466899,https://999.md/ru/104466899?location=subcategory&index=1416&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,7,9,60 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,96 500 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Pietrarilor, 8/1"
1,Eвроремонт,2,143,,Агентство,104461796,https://999.md/ru/104461796?location=subcategory&index=1417&cardCategoryId=270&cardSubcategoryId=1404,Панельный,8,9,60 м²,,2-х комнатная квартира,Вторичный,,,,118 900 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, ул. Игорь Виеру, 13"
1,Eвроремонт,1,,,Агентство,104449629,https://999.md/ru/104449629?location=subcategory&index=1418&cardCategoryId=270&cardSubcategoryId=1404,,4,5,50 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,94 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Hristo Botev, 17"
1,Eвроремонт,2,,,Агентство,104433038,https://999.md/ru/104433038?location=subcategory&index=1419&cardCategoryId=270&cardSubcategoryId=1404,,8,9,75 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,138 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 33"
,Eвроремонт,1,,,Агентство,104371814,https://999.md/ru/104371814?location=subcategory&index=1420&cardCategoryId=270&cardSubcategoryId=1404,,1,10,36 м²,Подземная,1-комнатная квартира,Новострой,Pamir Construct,,,117 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Ghica Vodă, 5"
,Eвроремонт,2,,,Агентство,104340597,https://999.md/ru/104340597?location=subcategory&index=1421&cardCategoryId=270&cardSubcategoryId=1404,,1,9,70 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,119 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 17/1"
2,Косметический pемонт,2,,,Агентство,104323653,https://999.md/ru/104323653?location=subcategory&index=1422&cardCategoryId=270&cardSubcategoryId=1404,,5,9,85 м²,Oткрытое,4-x комнатная квартира,Вторичный,,,,109 900 €,,Продам,"4-x комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 7"
1,Eвроремонт,1,,,Агентство,104321913,https://999.md/ru/104321913?location=subcategory&index=1423&cardCategoryId=270&cardSubcategoryId=1404,,2,11,38 м²,Oткрытое,1-комнатная квартира,Новострой,Sky House,,,103 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Andrei Doga, 26/E"
2,Индивидуальный дизайн,2,,,Частное лицо,101500097,https://999.md/ru/101500097?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY1NTMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE1MDAwOTciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZjczNDRiMjgtNDQwMi00NTA0LWJhYWQtZmEyOWY1YzQ4Zjc3IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE4OjQ5OjEzLjgxMDEzNjQyNFoifX0.fO2ahE1u6fKV5_O3MftCis6Mlnr46fYrGqCnooMNIME&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1424&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,9,11,92 м²,Подземная,3-х комнатная квартира,Новострой,Exfactor-grup,,,182 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, пр-т Алба Юлия, 77/5"
,Eвроремонт,3,,,Агентство,104303289,https://999.md/ru/104303289?location=subcategory&index=1425&cardCategoryId=270&cardSubcategoryId=1404,,9,10,195 м²,Oткрытое,3-х комнатная квартира,Новострой,Dansicons,,,349 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 57"
3,Eвроремонт,2,Индивидуальная,,Агентство,104181912,https://999.md/ru/104181912?location=subcategory&index=1426&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,11,13,120 м²,Подземная,3-х комнатная квартира,Новострой,,,,225 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, 4"
1,Eвроремонт,1,,,Агентство,104127259,https://999.md/ru/104127259?location=subcategory&index=1427&cardCategoryId=270&cardSubcategoryId=1404,,3,15,53 м²,Oткрытое,1-комнатная квартира,Новострой,,,,100 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, ул. Албишоара, 80/7"
,Eвроремонт,1,,,Агентство,104075662,https://999.md/ru/104075662?location=subcategory&index=1428&cardCategoryId=270&cardSubcategoryId=1404,,8,9,38 м²,Oткрытое,1-комнатная квартира,Новострой,Pamir Construct,,,118 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Гика Водэ, 5"
1,Eвроремонт,1,,,Агентство,104038929,https://999.md/ru/104038929?location=subcategory&index=1429&cardCategoryId=270&cardSubcategoryId=1404,,11,11,95 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,164 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, ш. Хынчешть, 55/5"
1,Eвроремонт,2,,,Агентство,104031042,https://999.md/ru/104031042?location=subcategory&index=1430&cardCategoryId=270&cardSubcategoryId=1404,,7,13,90 м²,Oткрытое,3-х комнатная квартира,Новострой,Exfactor-grup,,,227 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28"
2,Eвроремонт,2,,,Агентство,104021740,https://999.md/ru/104021740?location=subcategory&index=1431&cardCategoryId=270&cardSubcategoryId=1404,,10,16,70 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,124 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, пр-т Дачия, 40/3"
1,Белый вариант,1,,,Агентство,104021039,https://999.md/ru/104021039?location=subcategory&index=1432&cardCategoryId=270&cardSubcategoryId=1404,,6,7,95 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,85 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Гидигич,  Кишинёв мун.","Кишинёв мун., Гидигич, Центр, ул. Алексей Матеевич, 16/2"
,Eвроремонт,1,,,Агентство,104020995,https://999.md/ru/104020995?location=subcategory&index=1433&cardCategoryId=270&cardSubcategoryId=1404,,2,12,54 м²,Oткрытое,2-х комнатная квартира,Новострой,Inamstro,,,145 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Иоана Раду, 27/4"
1,Eвроремонт,2,,,Агентство,104007177,https://999.md/ru/104007177?location=subcategory&index=1434&cardCategoryId=270&cardSubcategoryId=1404,,2,10,78 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,169 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Ашхабад, 127/6"
1,Косметический pемонт,1,,,Агентство,104002770,https://999.md/ru/104002770?location=subcategory&index=1435&cardCategoryId=270&cardSubcategoryId=1404,,4,5,59 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,74 500 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, ул. Волунтарилор, 4"
1,Eвроремонт,1,,,Агентство,103972387,https://999.md/ru/103972387?location=subcategory&index=1436&cardCategoryId=270&cardSubcategoryId=1404,,14,15,56 м²,Oткрытое,1-комнатная квартира,Новострой,Exfactor-grup,,,145 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, ул. Пьетрарилор, 10/5"
1,Незавершенное cтроительство,2,,290 см,Застройщик,101794768,https://999.md/ru/101794768?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY1NTMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3OTQ3NjgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMTg6NDk6MTMuODEwMTgzMzA2WiJ9fQ.mjCo-rWJUA_ogwrALtD2B_-PB6w2rAYhkSf3LLQr6X4&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1437&cardCategoryId=270&cardSubcategoryId=1404,,1,10,72 м²,,2-х комнатная квартира,Новострой,Solomon Construct Imobil,,,74 870 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a"
1,Eвроремонт,1,,,Агентство,103965430,https://999.md/ru/103965430?location=subcategory&index=1438&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,3,9,31 м²,Oткрытое,1-комнатная квартира,Новострой,Solomon Construct Imobil,,,79 500 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, ул. Яловень, 38/1"
1,Eвроремонт,1,,,Агентство,103954254,https://999.md/ru/103954254?location=subcategory&index=1439&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,9,9,74 м²,Подземная,2-х комнатная квартира,Новострой,Exfactor-grup,,,204 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Ион Буздуган, 11"
1,,1,,,Агентство,103941831,https://999.md/ru/103941831?location=subcategory&index=1440&cardCategoryId=270&cardSubcategoryId=1404,,Пентхаус,13,85 м²,Oткрытое,3-х комнатная квартира,Новострой,Inamstro,,,209 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Каля Ешилор, 6"
,Eвроремонт,1,,,Агентство,103836869,https://999.md/ru/103836869?location=subcategory&index=1441&cardCategoryId=270&cardSubcategoryId=1404,,6,15,72 м²,Подземная,2-х комнатная квартира,Новострой,Exfactor-grup,,,204 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/A"
1,Eвроремонт,1,,,Агентство,103829204,https://999.md/ru/103829204?location=subcategory&index=1442&cardCategoryId=270&cardSubcategoryId=1404,,2,10,60 м²,Oткрытое,2-х комнатная квартира,Новострой,Solomon Construct Imobil,,,149 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Jubiliara, 39/1"
,Eвроремонт,1,,,Агентство,103828377,https://999.md/ru/103828377?location=subcategory&index=1443&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,5,42 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,79 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Николай Димо, 13/4"
1,Eвроремонт,2,,,Агентство,103747109,https://999.md/ru/103747109?location=subcategory&index=1444&cardCategoryId=270&cardSubcategoryId=1404,,10,11,130 м²,Oткрытое,3-х комнатная квартира,Новострой,,,,185 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Гренобле, 128/1"
1,Eвроремонт,2,,,Агентство,103677685,https://999.md/ru/103677685?location=subcategory&index=1445&cardCategoryId=270&cardSubcategoryId=1404,,7,13,70 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,177 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28a"
1,Eвроремонт,2,,,Агентство,103667318,https://999.md/ru/103667318?location=subcategory&index=1446&cardCategoryId=270&cardSubcategoryId=1404,,7,13,71 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,177 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
2,Белый вариант,1,,,Агентство,103616705,https://999.md/ru/103616705?location=subcategory&index=1447&cardCategoryId=270&cardSubcategoryId=1404,,11,14,73 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,134 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
3,Eвроремонт,3,Индивидуальная,,Агентство,103609860,https://999.md/ru/103609860?location=subcategory&index=1448&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,3,5,185 м²,Подземная,3-х комнатная квартира,Новострой,,,,420 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Штефан Няга, 20"
,Eвроремонт,1,,,Агентство,103576852,https://999.md/ru/103576852?location=subcategory&index=1449&cardCategoryId=270&cardSubcategoryId=1404,,3,4,40 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,80 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Николай Зелински, 5/4"
1,Eвроремонт,1,Индивидуальная,,Агентство,103563505,https://999.md/ru/103563505?location=subcategory&index=1450&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,6,9,45 м²,Oткрытое,1-комнатная квартира,Новострой,Forum Prim,,,99 900 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Николае Костин, 44/7"
Нет,Eвроремонт,2,Индивидуальная,,Застройщик,104453797,https://999.md/ru/104453797?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY1NTMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0NTM3OTciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMDk3M2U4ZjgtNTMxZS00NGMyLTg2ZWUtNzAyMDliNzVlMGI5IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE4OjQ5OjEzLjgxMDI5MjUyM1oifX0.5NGbmhcy0x7HYcqOoFVIWyj2LdlpUsMxnYDIBOSn_GU&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1451&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,9,10,71 м²,Oткрытое,2-х комнатная квартира,Новострой,Carpeni,,,167 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25"
,Eвроремонт,1,,,Агентство,103511378,https://999.md/ru/103511378?location=subcategory&index=1452&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,6,10,65 м²,Oткрытое,2-х комнатная квартира,Новострой,Basconslux,,,149 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 3/K"
1,Eвроремонт,1,,,Агентство,103486174,https://999.md/ru/103486174?location=subcategory&index=1453&cardCategoryId=270&cardSubcategoryId=1404,,2,13,65 м²,Oткрытое,2-х комнатная квартира,Новострой,Loid,,,194 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Voda, 5/1"
1,Eвроремонт,1,,,Агентство,103287483,https://999.md/ru/103287483?location=subcategory&index=1454&cardCategoryId=270&cardSubcategoryId=1404,,4,7,65 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,117 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Tudor Vladimirescu, 52"
1,Eвроремонт,1,,,Агентство,103287354,https://999.md/ru/103287354?location=subcategory&index=1455&cardCategoryId=270&cardSubcategoryId=1404,,11,12,65 м²,Oткрытое,2-х комнатная квартира,Новострой,Lagmar Impex,,,174 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Cornesti, 11"
1,Белый вариант,2,,,Агентство,103181653,https://999.md/ru/103181653?location=subcategory&index=1456&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,11,14,65 м²,Oткрытое,2-х комнатная квартира,Новострой,Lagmar Impex,,,126 750 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu, 19"
2,Eвроремонт,1,Индивидуальная,,Агентство,103142537,https://999.md/ru/103142537?location=subcategory&index=1457&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,10,12,67 м²,Подземная,2-х комнатная квартира,Новострой,Exfactor-grup,,,199 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/A"
1,Eвроремонт,1,,,Агентство,103034702,https://999.md/ru/103034702?location=subcategory&index=1458&cardCategoryId=270&cardSubcategoryId=1404,,5,5,48 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,89 000 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 18/2"
1,Eвроремонт,1,,,Агентство,101903179,https://999.md/ru/101903179?location=subcategory&index=1459&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,8,17,72 м²,Подземная,2-х комнатная квартира,Новострой,Braus Imobiliare,,,169 900 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Constantin Vârnav, 32/A"
,,,,,Агентство,103964691,https://999.md/ru/103964691?location=subcategory&index=1460&cardCategoryId=270&cardSubcategoryId=1404,,3,8,37 м²,,1-комнатная квартира,Новострой,,,,79 275 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Postei, --"
,,,,,Частное лицо,104299289,https://999.md/ru/104299289?location=subcategory&index=1461&cardCategoryId=270&cardSubcategoryId=1404,,4,12,45 м²,,1-комнатная квартира,Новострой,,,,81 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, 5"
1,Eвроремонт,1,,,Агентство,103260424,https://999.md/ru/103260424?location=subcategory&index=1462&cardCategoryId=270&cardSubcategoryId=1404,,3,6,63 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,105 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Otovasca, 15"
