Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,,,,,Застройщик,104577999,https://999.md/ru/104577999?location=subcategory&index=2978&cardCategoryId=270&cardSubcategoryId=1404,,9,10,230 м²,,3-х комнатная квартира,Новострой,,,,385 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Nicolae Costin, 62"
2,Eвроремонт,2,143,,Агентство,104006587,https://999.md/ru/104006587?location=subcategory&index=2979&cardCategoryId=270&cardSubcategoryId=1404,Панельный,8,9,75 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,114 900 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Nicolae Milescu Spătarul, 13"
,Eвроремонт,1,,,Агентство,104549057,https://999.md/ru/104549057?location=subcategory&index=2980&cardCategoryId=270&cardSubcategoryId=1404,,5,11,38 м²,,1-комнатная квартира,Новострой,Estate Invest Company,,,86 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, -"
2,Eвроремонт,2,,,Агентство,104536733,https://999.md/ru/104536733?location=subcategory&index=2981&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,8,51 м²,Подземная,1-комнатная квартира,Новострой,Exfactor-grup,,,127 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62"
,Белый вариант,,,,Застройщик,104418146,https://999.md/ru/104418146?location=subcategory&index=2982&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,6,10,41 м²,,1-комнатная квартира,Новострой,,,,53 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/3"
1,Незавершенное cтроительство,2,Индивидуальная,,Агентство,102757087,https://999.md/ru/102757087?location=subcategory&index=2983&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,3,9,49 м²,Oткрытое,1-комнатная квартира,Новострой,,,,80 000 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, calea mosilor, 4"
1,Косметический pемонт,1,Индивидуальная,,Частное лицо,104276229,https://999.md/ru/104276229?location=subcategory&index=2984&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,Цоколь,5,31 м²,Oткрытое,1-комнатная квартира,Вторичный,A-casa,,,7 000 $,Квартира без ливинга,Продам,"1-комнатная квартира,  Окраина,  Григориополь,  Григориополь","Григориополь, Григориополь, Окраина, Консервный завод , 25"
,,,,,Агентство,104517125,https://999.md/ru/104517125?location=subcategory&index=2985&cardCategoryId=270&cardSubcategoryId=1404,,1,5,47 м²,,2-х комнатная квартира,Вторичный,,,,66 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 22"
2,Белый вариант,2,Индивидуальная,,Застройщик,82612261,https://999.md/ru/82612261?location=subcategory&index=2986&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,2,9,80 м²,Oткрытое,2-х комнатная квартира,Новострой,,,80 м²,153 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 128"
2,Белый вариант,2,,,Застройщик,103079854,https://999.md/ru/103079854?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjkyMjAsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwNzk4NTQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNjVlMjFhYjYtMjQxMC00YmJjLTkwNWEtNWVjOTExZDI3NGU0IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNFQxOTozMzo0MC43Mzk3OTg1NTlaIn19.UM57Nbnk-H9uXZPT1-rD0PgxhljGHdqfEWiufXyhn1c&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2987&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,15,18,108 м²,Подземная,3-х комнатная квартира,Новострой,Sky House,,,136 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 3"
1,Eвроремонт,1,,3 см,Частное лицо,104531102,https://999.md/ru/104531102?location=subcategory&index=2988&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,9,110 м²,Oткрытое,2-х комнатная квартира,Новострой,Volare Tur,,110 м²,249 999 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Grenoble 120/3 , 120/3"
,,,,,Частное лицо,89750964,https://999.md/ru/89750964?location=subcategory&index=2989&cardCategoryId=270&cardSubcategoryId=1404,,6,9,82 м²,,3-х комнатная квартира,Новострой,Lagmar Impex,,,95 120 €,,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, șos. Hâncești, 142"
,Косметический pемонт,1,Ст (Сталинка),,Частное лицо,104506328,https://999.md/ru/104506328?location=subcategory&index=2990&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,2,33 м²,,2-х комнатная квартира,Вторичный,,,,52 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Костюжень, 3/13"
3,Eвроремонт,2,Индивидуальная,,Агентство,103929327,https://999.md/ru/103929327?location=subcategory&index=2991&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,10,79 м²,Oткрытое,2-х комнатная квартира,Новострой,Solomon Construct Imobil,,,145 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Nicolaie Milescu Spataru, 63"
1,Eвроремонт,1,,,Агентство,103461777,https://999.md/ru/103461777?location=subcategory&index=2992&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,15,19,60 м²,Подземная,2-х комнатная квартира,Новострой,,,,149 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15"
1,Eвроремонт,2,Мс (Молд. Серия),,Агентство,104515789,https://999.md/ru/104515789?location=subcategory&index=2993&cardCategoryId=270&cardSubcategoryId=1404,,1,5,64 м²,,3-х комнатная квартира,Вторичный,,,,94 000 €,Квартира без ливинга,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 34/2"
1,Белый вариант,1,,,Агентство,104171814,https://999.md/ru/104171814?location=subcategory&index=2994&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,11,18,44 м²,Подземная,1-комнатная квартира,Новострой,Sky House,,,72 550 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 98"
1,Eвроремонт,2,,3000 см,Агентство,104197302,https://999.md/ru/104197302?location=subcategory&index=2995&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,1,14,86 м²,Подземная,2-х комнатная квартира,Новострой,Exfactor-grup,,,239 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
2,Eвроремонт,1,,,Агентство,102816069,https://999.md/ru/102816069?location=subcategory&index=2996&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,1,14,92 м²,Подземная,3-х комнатная квартира,Новострой,Exfactor-grup,,,229 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 41/A"
2,Белый вариант,2,,,Агентство,104488826,https://999.md/ru/104488826?location=subcategory&index=2997&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,8,10,69 м²,Подземная,2-х комнатная квартира,Новострой,Lagmar Impex,,,99 350 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Iazului, 74/1"
1,Eвроремонт,2,,,Частное лицо,103663571,https://999.md/ru/103663571?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjkyMjAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NjM1NzEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNGE1MmUxY2MtMGUzZS00YmExLTgwZjctNTVkZGNlZWFiMzk5IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQxOTozMzo0MC43Mzk4NzQyNzdaIn19.qFt-HISPEjm-sZwJZrLmGGYSR4ldmpOtKPjrIULtqEs&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2998&cardCategoryId=270&cardSubcategoryId=1404,,7,10,75 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,67 м²,153 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, bd. Stefan cel Mare si Sfint, 6"
1,Белый вариант,1,Индивидуальная,,Агентство,101444730,https://999.md/ru/101444730?location=subcategory&index=2999&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,3,10,44 м²,Oткрытое,1-комнатная квартира,Новострой,Lagmar Impex,,,70 400 €,,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, Ceucari, 1/1"
,,,,,Застройщик,104153084,https://999.md/ru/104153084?location=subcategory&index=3000&cardCategoryId=270&cardSubcategoryId=1404,,4,5,47 м²,,2-х комнатная квартира,Вторичный,,,,94 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Paris, 38/2"
1,Eвроремонт,1,,,Агентство,104083358,https://999.md/ru/104083358?location=subcategory&index=3001&cardCategoryId=270&cardSubcategoryId=1404,,1,5,86 м²,Oткрытое,3-х комнатная квартира,Новострой,,,,164 500 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 88/1"
2,,,,,Агентство,104462751,https://999.md/ru/104462751?location=subcategory&index=3002&cardCategoryId=270&cardSubcategoryId=1404,,3,5,57 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,85 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 15"
,,,,,Агентство,104474988,https://999.md/ru/104474988?location=subcategory&index=3003&cardCategoryId=270&cardSubcategoryId=1404,,10,11,62 м²,,2-х комнатная квартира,Новострой,,,,114 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 316"
1,Eвроремонт,1,Индивидуальная,,Агентство,102998960,https://999.md/ru/102998960?location=subcategory&index=3004&cardCategoryId=270&cardSubcategoryId=1404,,11,15,52 м²,Oткрытое,1-комнатная квартира,Новострой,Basconslux,,,106 000 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Alba-Iulia, 75/22"
1,Eвроремонт,2,Индивидуальная,,Агентство,104300390,https://999.md/ru/104300390?location=subcategory&index=3005&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,15,17,92 м²,,2-х комнатная квартира,Новострой,Basconslux,,,198 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, Melestiu, 26/6"
1,Белый вариант,1,Индивидуальная,,Агентство,104199280,https://999.md/ru/104199280?location=subcategory&index=3006&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,11,13,72 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,134 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Vasile Lupu, 28b"
1,Eвроремонт,2,135,,Агентство,104233235,https://999.md/ru/104233235?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjkyMjAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQyMzMyMzUiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiOWRhNWY4NGYtOWIwNi00YWY1LTkzZWItMTViZWEyYjAzNGIyIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQxOTozMzo0MC43Mzk5NDgzNjZaIn19.TGW_gUj0xHULpwjEjRWXQX627dG5kXmDxlHpT3j4V5A&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3007&cardCategoryId=270&cardSubcategoryId=1404,Панельный,2,9,52 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,118 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15/1"
,Eвроремонт,,,270 см,Агентство,103883935,https://999.md/ru/103883935?location=subcategory&index=3008&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,10,41 м²,,1-комнатная квартира,Новострой,,,,109 900 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 4/5"
Нет,Eвроремонт,2,,,Агентство,104272716,https://999.md/ru/104272716?location=subcategory&index=3009&cardCategoryId=270&cardSubcategoryId=1404,,5,10,85 м²,,3-х комнатная квартира,Новострой,,,,155 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 27"
1,Косметический pемонт,2,Мс (Молд. Серия),,Агентство,103932800,https://999.md/ru/103932800?location=subcategory&index=3010&cardCategoryId=270&cardSubcategoryId=1404,,1,5,58 м²,,2-х комнатная квартира,Вторичный,,,,74 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 7/3"
,,,,,Агентство,104228377,https://999.md/ru/104228377?location=subcategory&index=3011&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,5,30 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,58 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 51v"
1,Eвроремонт,2,Индивидуальная,,Агентство,103440220,https://999.md/ru/103440220?location=subcategory&index=3012&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,7,13,74 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,215 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Vasile Lupu, 28"
1,Eвроремонт,1,Хрущевка,,Агентство,103242431,https://999.md/ru/103242431?location=subcategory&index=3013&cardCategoryId=270&cardSubcategoryId=1404,Панельный,5,5,47 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,84 500 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Traian, 1/2"
1,Белый вариант,2,Индивидуальная,,Агентство,104010423,https://999.md/ru/104010423?location=subcategory&index=3014&cardCategoryId=270&cardSubcategoryId=1404,,10,12,79 м²,,2-х комнатная квартира,Новострой,,,,145 900 €,,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, Iazului, 38"
1,Белый вариант,,,,Частное лицо,102849755,https://999.md/ru/102849755?location=subcategory&index=3015&cardCategoryId=270&cardSubcategoryId=1404,,6,6,26 м²,,1-комнатная квартира,Вторичный,,,,39 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Constantin Brâncuşi, 148"
3,,2,,,Агентство,103687848,https://999.md/ru/103687848?location=subcategory&index=3016&cardCategoryId=270&cardSubcategoryId=1404,,5,9,90 м²,,4-x комнатная квартира,Вторичный,,,,111 000 €,,Продам,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, ул. Албишоара, 1"
,,1,,,Агентство,103686866,https://999.md/ru/103686866?location=subcategory&index=3017&cardCategoryId=270&cardSubcategoryId=1404,,3,4,67 м²,,2-х комнатная квартира,Новострой,,,,165 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, ул. Ион Инкулец, 1"
1,,2,,,Агентство,103671890,https://999.md/ru/103671890?location=subcategory&index=3018&cardCategoryId=270&cardSubcategoryId=1404,,7,7,141 м²,,3-х комнатная квартира,Новострой,,,,324 300 €,,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, ул. Моара Рошие, 1"
,Белый вариант,,Индивидуальная,,,101674579,https://999.md/ru/101674579?location=subcategory&index=3019&cardCategoryId=270&cardSubcategoryId=1404,,5,12,106 м²,,3-х комнатная квартира,Новострой,,,,130 000 €,,Продам,"3-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Скулянка, ул. Каля Ешилор, 63/6"
,,,,,Агентство,102774803,https://999.md/ru/102774803?location=subcategory&index=3020&cardCategoryId=270&cardSubcategoryId=1404,,1,9,57 м²,,2-х комнатная квартира,Новострой,,,,74 500 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, ул. Картуша, 95/3"
2,Eвроремонт,1,Индивидуальная,,Частное лицо,104125107,https://999.md/ru/104125107?location=subcategory&index=3021&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,12,76 м²,Подземная,2-х комнатная квартира,Новострой,Exfactor-grup,,76 м²,182 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
Нет,Косметический pемонт,2,,265 см,Агентство,103913841,https://999.md/ru/103913841?location=subcategory&index=3022&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,5,47 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,47 м²,74 900 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 10"
2,,,,,Агентство,104171588,https://999.md/ru/104171588?location=subcategory&index=3023&cardCategoryId=270&cardSubcategoryId=1404,,13,15,96 м²,,2-х комнатная квартира,Новострой,,,,207 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Valea Trandafirilor, 18"
