Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,Незавершенное cтроительство,,,,Частное лицо,104158650,https://999.md/ru/104158650?location=subcategory&index=507&cardCategoryId=270&cardSubcategoryId=1404,,4,9,42 м²,1-комнатная квартира,,Новострой,Estate Invest Company,,42 м²,54 600 €,,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Doina, 158"
2,Белый вариант,2,Индивидуальная,,Агентство,104484281,https://999.md/ru/104484281?location=subcategory&index=508&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,3,9,90 м²,3-х комнатная квартира,Oткрытое,Новострой,Exfactor-grup,,,139 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 57A"
,,,,,Частное лицо,104452502,https://999.md/ru/104452502?location=subcategory&index=509&cardCategoryId=270&cardSubcategoryId=1404,,1,5,46 м²,2-х комнатная квартира,,Вторичный,,,,69 500 €,,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Doina, 104/2"
,Белый вариант,,Индивидуальная,,Застройщик,78419165,https://999.md/ru/78419165?location=subcategory&index=510&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,7,11,60 м²,2-х комнатная квартира,,Новострой,Inamstro,,60 м²,180 000 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Alecu Russo, 9/7"
,Сдан в эксплуатацию,1,Индивидуальная,,Агентство,104563749,https://999.md/ru/104563749?location=subcategory&index=511&cardCategoryId=270&cardSubcategoryId=1404,Бетон,8,16,37 м²,1-комнатная квартира,Oткрытое,Вторичный,,,,55 000 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Piața Unirii Principatelor, 3"
1,Eвроремонт,2,,280 см,Застройщик,104465013,https://999.md/ru/104465013?location=subcategory&index=512&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,6,12,57 м²,2-х комнатная квартира,Oткрытое,Новострой,Sky House,,,87 999 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Băcioii Noi, 14/C"
1,Eвроремонт,1,Индивидуальная,,Агентство,104466296,https://999.md/ru/104466296?location=subcategory&index=513&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,7,12,53 м²,1-комнатная квартира,Oткрытое,Новострой,Estate Invest Company,,,105 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,Индивидуальная,,Агентство,104467943,https://999.md/ru/104467943?location=subcategory&index=514&cardCategoryId=270&cardSubcategoryId=1404,,5,7,42 м²,1-комнатная квартира,Oткрытое,Новострой,,,,95 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Regina Elisabeta, 2"
1,Eвроремонт,1,,,Агентство,104607531,https://999.md/ru/104607531?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjUwNzIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MDc1MzEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2ZkMzhiNmQtZTRjYy00NDAwLThmMWItMjBmY2YwOGU4NmE0IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDE4OjI0OjMyLjY5MzcyNzI4NFoifX0.qV3AVtt3FQrcCHBI3LFxJL1lUa9HkuEstyF3reeOeKg&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=515&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,8,10,60 м²,2-х комнатная квартира,,Новострой,Inamstro,,,157 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6"
1,Eвроремонт,1,,,Застройщик,104575881,https://999.md/ru/104575881?location=subcategory&index=516&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,2,10,43 м²,1-комнатная квартира,Oткрытое,Новострой,,,,79 990 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 99/7"
1,Eвроремонт,1,Индивидуальная,,Агентство,104576225,https://999.md/ru/104576225?location=subcategory&index=517&cardCategoryId=270&cardSubcategoryId=1404,,6,10,60 м²,2-х комнатная квартира,Oткрытое,Новострой,Sky House,,,143 000 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,2,Индивидуальная,,Агентство,104575503,https://999.md/ru/104575503?location=subcategory&index=518&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,3,12,74 м²,2-х комнатная квартира,Oткрытое,Новострой,Estate Invest Company,,,159 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,Индивидуальная,,Агентство,104473870,https://999.md/ru/104473870?location=subcategory&index=519&cardCategoryId=270&cardSubcategoryId=1404,Панельный,5,5,47 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,93 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
1,Белый вариант,1,,,Агентство,104474608,https://999.md/ru/104474608?location=subcategory&index=520&cardCategoryId=270&cardSubcategoryId=1404,,6,8,74 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,102 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Regina Elisabeta, 4"
,,,,,Частное лицо,104468477,https://999.md/ru/104468477?location=subcategory&index=521&cardCategoryId=270&cardSubcategoryId=1404,,2,10,72 м²,2-х комнатная квартира,,Новострой,,,,114 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
1,Косметический pемонт,1,,,Агентство,104482948,https://999.md/ru/104482948?location=subcategory&index=522&cardCategoryId=270&cardSubcategoryId=1404,,2,6,40 м²,1-комнатная квартира,Oткрытое,Вторичный,,,,75 000 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 44/2"
,,,,,Застройщик,104482374,https://999.md/ru/104482374?location=subcategory&index=523&cardCategoryId=270&cardSubcategoryId=1404,,2,7,44 м²,1-комнатная квартира,,Новострой,,,,98 500 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 88"
1,Eвроремонт,1,,,Агентство,104522277,https://999.md/ru/104522277?location=subcategory&index=524&cardCategoryId=270&cardSubcategoryId=1404,,1,5,47 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,99 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,1,Индивидуальная,,Агентство,104572872,https://999.md/ru/104572872?location=subcategory&index=525&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,8,10,74 м²,2-х комнатная квартира,Oткрытое,Новострой,Carpeni,,,175 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25"
,Незавершенное cтроительство,,,290 см,Застройщик,101794818,https://999.md/ru/101794818?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjUwNzIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3OTQ4MTgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMTg6MjQ6MzIuNjkzNzg4Njk2WiJ9fQ.oY6oL7lYXCM-FwbEuv0aFZS-ZAN2R2yj7eaRE4uH0Hs&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=526&cardCategoryId=270&cardSubcategoryId=1404,,5,9,72 м²,2-х комнатная квартира,,Новострой,Solomon Construct Imobil,,,76 965 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a"
1,Eвроремонт,1,,3 см,Частное лицо,104540681,https://999.md/ru/104540681?location=subcategory&index=527&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,4,44 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,81 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Braniștii, 1"
