Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
Inamstro,,https://999.md/ru/104607331?location=subcategory&index=4772&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,13,72 м²,Белый вариант,Новострой,,2-х комнатная квартира,121 720 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1",,Продам,,104607331,5,Агентство,,
,,https://999.md/ru/103998448?location=subcategory&index=4773&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,2,9,53 м²,Индивидуальный дизайн,Вторичный,,2-х комнатная квартира,96 900 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 102/1",,Продам,53 м²,103998448,2,Агентство,1,
,Kотельцовый,https://999.md/ru/103563766?location=subcategory&index=4774&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,4,40 м²,Индивидуальный дизайн,Вторичный,,2-х комнатная квартира,80 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 5/4",,Продам,,103563766,3,Агентство,,
,,https://999.md/ru/103942761?location=subcategory&index=4775&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,1,9,33 м²,Eвроремонт,Вторичный,,1-комнатная квартира,63 500 €,"Кишинёв мун., Кишинёв, Телецентр, str. Miorița, 3/2",,Продам,,103942761,1,Агентство,,
,,https://999.md/ru/104578464?location=subcategory&index=4776&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,9,54 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,110 000 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 38",,Продам,50 м²,104578464,3,Агентство,,
,,https://999.md/ru/104160515?location=subcategory&index=4777&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,2,9,58 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,96 900 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 102/1",,Продам,53 м²,104160515,2,Агентство,1,
Inamstro,Mонолитный,https://999.md/ru/104566925?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI3NjYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NjY5MjUiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjU0YzM2M2ZhLTk0MDgtNDc1OS04NjY1LTc4NDNhMjNiMTMwYSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNi0xNFQyMDozMjo0Ni42MzIxMTE3MjJaIn19.BuBCh9NFQv8jKI7maHJApS_61G6Omn0F8yey8vvl54Y&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4778&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,16,100 м²,Незавершенное cтроительство,Новострой,,3-х комнатная квартира,160 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 11",,Продам,100 м²,104566925,8,Застройщик,2,Индивидуальная
,,https://999.md/ru/103560670?location=subcategory&index=4779&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,2,16,60 м²,,Вторичный,,2-х комнатная квартира,89 900 €,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 92/1",,Продам,57 м²,103560670,5,Агентство,1,
Sky House,Kирпичный,https://999.md/ru/104551001?location=subcategory&index=4780&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,18,41 м²,Белый вариант,Новострой,,1-комнатная квартира,69 300 €,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 14",,Продам,,104551001,17,Застройщик,1,Индивидуальная
,,https://999.md/ru/104538510?location=subcategory&index=4781&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,9,55 м²,Индивидуальный дизайн,Вторичный,,2-х комнатная квартира,115 900 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 38",,Продам,51 м²,104538510,5,Агентство,1,
,,https://999.md/ru/103423303?location=subcategory&index=4782&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,10,78 м²,Индивидуальный дизайн,Вторичный,,3-х комнатная квартира,107 900 €,"Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 788",,Продам,73 м²,103423303,8,Агентство,,
,Панельный,https://999.md/ru/104459830?location=subcategory&index=4783&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,5,60 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,103 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 28/5",,Продам,,104459830,1,Застройщик,Нет,Рубашка
,Kотельцовый,https://999.md/ru/104049327?location=subcategory&index=4784&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,5,70 м²,Без ремонта,Вторичный,,2-х комнатная квартира,69 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Creangă, 64",,Продам,,104049327,1,Застройщик,1,Хрущевка
,Панельный,https://999.md/ru/104607319?location=subcategory&index=4785&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,5,47 м²,Косметический pемонт,Вторичный,,2-х комнатная квартира,86 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Hristo Botev, -",,Продам,,104607319,3,Агентство,1,
,,https://999.md/ru/103797033?location=subcategory&index=4786&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",,1,6,63 м²,Белый вариант,Новострой,,2-х комнатная квартира,90 001 €,"Яловены, Яловены, Центр, str. Alexandru cel Bun, 13/N",290 см,Продам,,103797033,4,Агентство,,
,Блочный,https://999.md/ru/102971595?location=subcategory&index=4787&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",,2,7,76 м²,Белый вариант,Новострой,15 м²,2-х комнатная квартира,75 900 €,"Кишинёв мун., Криково, Центр, str. Calea Basarabiei, 2",,Продам,,102971595,3,Застройщик,,
,,https://999.md/ru/103914247?location=subcategory&index=4788&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,5,32 м²,,Вторичный,,1-комнатная квартира,72 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 9/1",,Продам,,103914247,4,Агентство,,
,,https://999.md/ru/104183067?location=subcategory&index=4789&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,10,188 м²,,Новострой,,2-х комнатная квартира,193 900 €,"Кишинёв мун., Кишинёв, Центр, str. Valea Trandafirilor, 16",,Продам,,104183067,10,Агентство,,
,,https://999.md/ru/103867169?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI3NjYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4NjcxNjkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNjNmMDg1NDAtOGMxYy00ZWI4LWI5NTEtYmFmNjJmNDExMmUwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDIwOjMyOjQ2LjYzMjE5ODk4M1oifX0.zVfhp-tYJTjARALnwqLuANoOzk1d19vq3Sk7WLPk4cI&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4790&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,11,45 м²,,Новострой,,1-комнатная квартира,40 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 43/E",,Сдаю посуточно,,103867169,9,Частное лицо,,
,,https://999.md/ru/103441274?location=subcategory&index=4791&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,1,72 м²,,Вторичный,,3-х комнатная квартира,134 900 €,"Кишинёв мун., Кишинёв, Центр, str. Vasile Alecsandri, 85",,Продам,,103441274,1,Агентство,,
,,https://999.md/ru/104183163?location=subcategory&index=4792&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,10,81 м²,,Новострой,,1-комнатная квартира,128 900 €,"Кишинёв мун., Кишинёв, Центр, str. Valea Trandafirilor, 16",,Продам,,104183163,10,Агентство,,
Peak Development,,https://999.md/ru/101856476?location=subcategory&index=4793&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,9,68 м²,Белый вариант,Новострой,,2-х комнатная квартира,153 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Lipcani, 2",,Продам,,101856476,8,Застройщик,,
Estate Invest Company,,https://999.md/ru/87818258?location=subcategory&index=4794&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,2,12,93 м²,,Новострой,,2-х комнатная квартира,118 110 €,"Кишинёв мун., Дурлешты, Центр, str. Ialoveni, 134",,Продам,,87818258,12,Застройщик,1,
Estate Invest Company,Kирпичный,https://999.md/ru/103915500?location=subcategory&index=4795&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,2,9,89 м²,Eвроремонт,Новострой,,3-х комнатная квартира,176 000 €,"Кишинёв мун., Дурлешты, Центр, str. Ialoveni, 136/A",270 см,Продам,88 м²,103915500,7,Агентство,Нет,
Lagmar Impex,Kомбинированный,https://999.md/ru/104124336?location=subcategory&index=4796&cardCategoryId=270&cardSubcategoryId=1404,Под навесом,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,14,48 м²,Eвроремонт,Новострой,,1-комнатная квартира,89 900 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Andrei Doga, -",,Продам,,104124336,2,Агентство,1,
,Панельный,https://999.md/ru/104320794?location=subcategory&index=4797&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,2,9,69 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,103 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Drumul Schinoasei, /",,Продам,,104320794,6,Агентство,1,Мс (Молд. Серия)
,,https://999.md/ru/104607301?location=subcategory&index=4798&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,,6,55 м²,,Вторичный,,2-х комнатная квартира,79 999 €,"Кишинёв мун., Кишинёв, Телецентр, str. Grenoble, 106",,Продам,,104607301,6,Агентство,,
,,https://999.md/ru/104525346?location=subcategory&index=4799&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,10,90 м²,Eвроремонт,Новострой,,2-х комнатная квартира,164 900 €,"Кишинёв мун., Кишинёв, Чокана,  bd. Mircea cel Bătrân, 20/3",,Продам,,104525346,1,Агентство,1,
,Панельный,https://999.md/ru/104607290?location=subcategory&index=4800&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,5,59 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,97 000 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, -",,Продам,,104607290,1,Агентство,1,
,,https://999.md/ru/104607274?location=subcategory&index=4801&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,16,89 м²,Белый вариант,Новострой,,2-х комнатная квартира,137 950 €,Расположение,,Продам,,104607274,4,Агентство,,
,Kомбинированный,https://999.md/ru/104518904?location=subcategory&index=4802&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,10,84 м²,Eвроремонт,Новострой,,2-х комнатная квартира,309 000 €,"Кишинёв мун., Кишинёв, Центр, ул. Моара Рошие, 5/A",,Продам,,104518904,6,Агентство,,Индивидуальная
,,https://999.md/ru/104603870?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI3NjYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MDM4NzAiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZDdhY2E3MzEtZjU4Yy00ZWNlLWI2ODgtZGVmOTM3OTgwMmUwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDIwOjMyOjQ2LjYzMjI4MjQ5NFoifX0.Ezo9ac8Q2KYlpZh5oZj0zaPz90Bcr0wAwQ_ceeQsV20&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4803&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,9,72 м²,Индивидуальный дизайн,Вторичный,,3-х комнатная квартира,117 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 19/3",,Продам,,104603870,6,Частное лицо,2,143
,Kомбинированный,https://999.md/ru/104407953?location=subcategory&index=4804&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,7,53 м²,Eвроремонт,Новострой,,2-х комнатная квартира,109 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Tudor Vladimirescu, 52",,Продам,,104407953,2,Агентство,,
Solomon Construct Imobil,Kирпичный,https://999.md/ru/104403692?location=subcategory&index=4805&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,11,85 м²,Eвроремонт,Новострой,,3-х комнатная квартира,174 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Jubiliară, 39/1",,Продам,,104403692,10,Агентство,1,Индивидуальная
,Kомбинированный,https://999.md/ru/104401270?location=subcategory&index=4806&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,4,138 м²,Eвроремонт,Новострой,,2-х комнатная квартира,330 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Fiodor Tolbuhin, 24",,Продам,,104401270,2,Агентство,1,Индивидуальная
,Kотельцовый,https://999.md/ru/104312750?location=subcategory&index=4807&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,5,42 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,79 900 €,"Кишинёв мун., Кишинёв, Рышкановка, ул. Николай Димо, 13/4",,Продам,,104312750,5,Агентство,Нет,Хрущевка
Solomon Construct Imobil,Kомбинированный,https://999.md/ru/104312526?location=subcategory&index=4808&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,1,9,31 м²,Eвроремонт,Новострой,,1-комнатная квартира,79 500 €,"Кишинёв мун., Кишинёв, Телецентр, ул. Яловень, 98/1",,Продам,,104312526,3,Агентство,1,Индивидуальная
,Kомбинированный,https://999.md/ru/104245681?location=subcategory&index=4809&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,6,102 м²,Белый вариант,Новострой,,2-х комнатная квартира,235 000 €,"Кишинёв мун., Кишинёв, Центр, ул. Моара Рошие, 5",,Продам,,104245681,3,Агентство,1,Индивидуальная
Exfactor-grup,Kирпичный,https://999.md/ru/104200558?location=subcategory&index=4810&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,13,72 м²,Eвроремонт,Новострой,,2-х комнатная квартира,240 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28",,Продам,,104200558,3,Агентство,1,Индивидуальная
Braus Imobiliare,Kирпичный,https://999.md/ru/104165808?location=subcategory&index=4811&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,17,72 м²,Eвроремонт,Новострой,,2-х комнатная квартира,169 900 €,"Кишинёв мун., Кишинёв, Телецентр, str. Constantin Vârnav, 32/A",,Продам,,104165808,8,Агентство,1,Индивидуальная
Inamstro,Kомбинированный,https://999.md/ru/104146125?location=subcategory&index=4812&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,10,54 м²,Eвроремонт,Новострой,,2-х комнатная квартира,145 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Иоана Раду, 27/4",,Продам,,104146125,3,Агентство,Нет,Индивидуальная
Solomon Construct Imobil,,https://999.md/ru/101794818?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI3NjYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3OTQ4MTgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMjA6MzI6NDYuNjMyMzU0NzkxWiJ9fQ.Bb9EwtgUlrjrR55AbONS_HfpK8b0g-YDX-KzCpQI0To&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4813&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,,9,72 м²,Незавершенное cтроительство,Новострой,,2-х комнатная квартира,76 965 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",290 см,Продам,,101794818,5,Застройщик,,
,Kомбинированный,https://999.md/ru/104129200?location=subcategory&index=4814&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,10,130 м²,Eвроремонт,Новострой,,3-х комнатная квартира,185 000 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Гренобле, 128/1",,Продам,,104129200,Пентхаус,Агентство,1,Индивидуальная
,Kотельцовый,https://999.md/ru/104128574?location=subcategory&index=4815&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,5,72 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,123 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Сучава, 110",,Продам,,104128574,4,Агентство,2,Рубашка
