Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
Solomon Construct Imobil,,https://999.md/ru/103017683?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzIwNDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwMTc2ODMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMjA6MjA6NDcuMjg4ODc1NzMxWiJ9fQ.Q5aSK6bgZutPD_7rRGDZYfJOGFOLLOJSp7mX7r3W-q4&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4379&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,2,10,73 м²,Незавершенное cтроительство,Новострой,17 м²,3-х комнатная квартира,73 790 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24",290 см,Продам,,103017683,9,Застройщик,,
,,https://999.md/ru/103726657?location=subcategory&index=4380&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,7,80 м²,,Новострой,,2-х комнатная квартира,240 000 €,"Кишинёв мун., Кишинёв, Центр, str. Moara Roșie, 5/A",,Продам,,103726657,3,Агентство,,
,,https://999.md/ru/103653699?location=subcategory&index=4381&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,9,76 м²,,Вторичный,,3-х комнатная квартира,99 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Alecu Russo, 55",,Продам,,103653699,1,Частное лицо,1,143
,,https://999.md/ru/104144647?location=subcategory&index=4382&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",,1,9,44 м²,Белый вариант,Новострой,,1-комнатная квартира,61 600 €,"Кишинёв мун., Дурлешты, Окраина, str. Nicolae Dimo, ---",,Продам,,104144647,6,Агентство,,
,,https://999.md/ru/104465188?location=subcategory&index=4383&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,5,47 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,99 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Sucevița , 36",,Продам,,104465188,1,Агентство,,
,Kотельцовый,https://999.md/ru/104320013?location=subcategory&index=4384&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,6,50 м²,Eвроремонт,Новострой,,2-х комнатная квартира,109 900 €,"Кишинёв мун., Кишинёв, Ботаника, Strada Busuiocesti , 16",,Продам,,104320013,3,Агентство,1,
,,https://999.md/ru/103553692?location=subcategory&index=4385&cardCategoryId=270&cardSubcategoryId=1404,,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,2,15,80 м²,,Вторичный,,4-x комнатная квартира,262 000 €,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, ---",,Продам,,103553692,13,Агентство,4 и более,
Exfactor-grup,,https://999.md/ru/103429208?location=subcategory&index=4386&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,9,67 м²,,Новострой,,2-х комнатная квартира,164 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, -",,Продам,,103429208,8,Агентство,,
,,https://999.md/ru/104608110?location=subcategory&index=4387&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,13,38 м²,,Новострой,,1-комнатная квартира,95 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 24/6",,Продам,,104608110,7,Агентство,,
Eurostil Construct,Бетон,https://999.md/ru/103747944?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzIwNDcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3NDc5NDQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMDY4NjI4ODUtNDA3Zi00NDM4LThiYTItYjM4MjBkMmJjYTY0IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDIwOjIwOjQ3LjI4OTAzMTA3OVoifX0.RzqANHefZOoUn-Cv4Xp5SSb5VOSvDWVRF2GAbvJSr20&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4388&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",Квартира с ливингом,1,14,40 м²,Сдан в эксплуатацию,Новострой,8 м²,1-комнатная квартира,550 MDL,"Кишинёв мун., Ставчены, Центр, str. Unirii, 20",250 см,Сдаю посуточно,30 м²,103747944,1,Застройщик,Нет,Индивидуальная
,Kотельцовый,https://999.md/ru/104262024?location=subcategory&index=4389&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,,5,47 м²,Нуждается в ремонте,Вторичный,,2-х комнатная квартира,65 700 €,"Кишинёв мун., Кишинёв, Рышкановка, Московский пр-т, 3/",,Продам,,104262024,5,Агентство,1,Брж (Брежневка)
,,https://999.md/ru/104564890?location=subcategory&index=4390&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,9,77 м²,,Вторичный,,3-х комнатная квартира,105 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, //",,Продам,,104564890,6,Агентство,3,
,,https://999.md/ru/104523310?location=subcategory&index=4391&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,10,70 м²,Белый вариант,Новострой,,2-х комнатная квартира,87 500 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 60/12",,Продам,70 м²,104523310,7,Агентство,2,
,Бетон,https://999.md/ru/104463957?location=subcategory&index=4392&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,1,7,68 м²,Eвроремонт,Новострой,13 м²,2-х комнатная квартира,149 900 €,"Кишинёв мун., Дурлешты, Центр, str. Regele Carol, 5",2700 см,Продам,55 м²,104463957,1,Частное лицо,1,Индивидуальная
,,https://999.md/ru/103838276?location=subcategory&index=4393&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,21,66 м²,Белый вариант,Новострой,,2-х комнатная квартира,82 300 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, -",,Продам,,103838276,3,Агентство,,
,,https://999.md/ru/104574122?location=subcategory&index=4394&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,17,59 м²,Eвроремонт,Новострой,,2-х комнатная квартира,132 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, *",,Продам,,104574122,2,Агентство,1,
,,https://999.md/ru/102637589?location=subcategory&index=4395&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",,,8,43 м²,,Новострой,,1-комнатная квартира,94 500 €,"Кишинёв мун., Дурлешты, Окраина, str. Regina Elisabeta, 2/C",,Продам,,102637589,3,Агентство,,
,,https://999.md/ru/104238503?location=subcategory&index=4396&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,10,72 м²,,Вторичный,,3-х комнатная квартира,96 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 6",,Продам,,104238503,4,Агентство,,
,,https://999.md/ru/100964932?location=subcategory&index=4397&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,4,73 м²,Белый вариант,Новострой,27 м²,2-х комнатная квартира,105 038 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 102",290 см,Продам,,100964932,2,Застройщик,1,
,,https://999.md/ru/103816077?location=subcategory&index=4398&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",Квартира с ливингом,2,7,122 м²,Белый вариант,Новострой,42 м²,2-х комнатная квартира,164 443 €,"Яловены, Яловены, Центр, str. Alexandru cel Bun, 13/N",290 см,Продам,,103816077,7,Застройщик,1,
Inamstro,,https://999.md/ru/104068758?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzIwNDcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNjg3NTgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMjU2ZWEyNmQtY2VjNC00ODIyLWIxOGUtNmUyODAzMGYyMWUzIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDIwOjIwOjQ3LjI4OTE4MTIxNFoifX0.2Mu99_Z6BnaUr7jcWe9xQIL8QXAr2QR6nq4dZjxZeCY&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4399&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,16,52 м²,Белый вариант,Новострой,,2-х комнатная квартира,85 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1",,Продам,,104068758,11,Частное лицо,,
,,https://999.md/ru/103816620?location=subcategory&index=4400&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Центр,  Яловены,  Яловены",Квартира с ливингом,2,7,126 м²,Белый вариант,Новострой,41 м²,3-х комнатная квартира,169 815 €,"Яловены, Яловены, Центр, str. Alexandru cel Bun, 13/N",290 см,Продам,,103816620,7,Застройщик,2,
,,https://999.md/ru/103292815?location=subcategory&index=4401&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,7,97 м²,Eвроремонт,Новострой,,3-х комнатная квартира,275 000 €,"Кишинёв мун., Кишинёв, Буюканы, Liviu Deleanu , 14/16",,Продам,,103292815,7,Агентство,,
,Kотельцовый,https://999.md/ru/103411424?location=subcategory&index=4402&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,5,24 м²,Eвроремонт,Вторичный,,Комната,44 900 €,"Кишинёв мун., Кишинёв, Ботаника, Salcâmilor, 22/7",,Продам,,103411424,4,Агентство,Нет,
,Kирпичный,https://999.md/ru/104450376?location=subcategory&index=4403&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,2,5,129 м²,Белый вариант,Новострой,,3-х комнатная квартира,285 000 €,"Кишинёв мун., Кишинёв, Центр, str. Colina Pușkin, 9",,Продам,,104450376,5,Агентство,2,
Estate Invest Company,Kомбинированный,https://999.md/ru/104096429?location=subcategory&index=4404&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,1,10,39 м²,Незавершенное cтроительство,Новострой,,1-комнатная квартира,47 000 €,"Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 134",,Продам,,104096429,4,Агентство,Нет,Индивидуальная
Carpeni,Ячеистый Бетон,https://999.md/ru/102782615?location=subcategory&index=4405&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,10,43 м²,Eвроремонт,Новострой,,1-комнатная квартира,109 000 €,"Кишинёв мун., Кишинёв, Ботаника, Burebista, 25",,Продам,,102782615,9,Агентство,Нет,Индивидуальная
,Kотельцовый,https://999.md/ru/104584282?location=subcategory&index=4406&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,5,81 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,83 000 €,"Кишинёв мун., Кишинёв, Ботаника, Salcâmilor, 24/2",,Продам,,104584282,1,Агентство,Нет,102
,Kомбинированный,https://999.md/ru/103929248?location=subcategory&index=4407&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,1,18,58 м²,Eвроремонт,Новострой,,2-х комнатная квартира,120 000 €,"Кишинёв мун., Кишинёв, Центр, zaikin, 51",,Продам,,103929248,13,Агентство,Нет,Индивидуальная
,Kотельцовый,https://999.md/ru/104342867?location=subcategory&index=4408&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,1,5,66 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,115 500 €,"Кишинёв мун., Кишинёв, Центр, bd. Constantin Negruzzi, 6",,Продам,,104342867,3,Агентство,1,Брж (Брежневка)
,Kотельцовый,https://999.md/ru/104572332?location=subcategory&index=4409&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,11,51 м²,Eвроремонт,Новострой,,1-комнатная квартира,117 900 €,"Кишинёв мун., Кишинёв, Буюканы, Alba Iulia, 87",,Продам,,104572332,9,Агентство,1,Индивидуальная
Exfactor-grup,Kирпичный,https://999.md/ru/103061235?location=subcategory&index=4410&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,13,71 м²,Eвроремонт,Новострой,,2-х комнатная квартира,177 900 €,"Кишинёв мун., Кишинёв, Чокана, Bulevardul Mircea cel Bătrân, 41A",,Продам,,103061235,7,Агентство,1,Индивидуальная
,Kомбинированный,https://999.md/ru/104456872?location=subcategory&index=4411&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,16,39 м²,Косметический pемонт,Вторичный,,1-комнатная квартира,62 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolae Costin, 61/3",,Продам,,104456872,15,Агентство,Нет,Индивидуальная
Inamstro,,https://999.md/ru/103284850?location=subcategory&index=4412&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",,1,12,67 м²,Белый вариант,Новострой,,2-х комнатная квартира,139 900 €,"Кишинёв мун., Кишинёв, Скулянка, Calea Ieșilor, 6",,Продам,,103284850,7,Агентство,Нет,Индивидуальная
Kirsan,Ячеистый Бетон,https://999.md/ru/103905041?location=subcategory&index=4413&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,1,10,61 м²,Eвроремонт,Новострой,,2-х комнатная квартира,132 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Arheolog Ion Casian Suruceanu, 1/B",,Продам,,103905041,10,Агентство,1,Индивидуальная
,,https://999.md/ru/104608903?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzIwNDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MDg5MDMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYjFlZWZkNjAtMDQ0Yi00YjNmLWJlODAtODFkNTgxY2VmNGVjIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDIwOjIwOjQ3LjI4OTI1NjgyOVoifX0.YZz00G-UkX0Qr_sdlIX4cxGDVbPTJLNj9HuYXK9qeOM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4414&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,13,73 м²,,Новострой,,2-х комнатная квартира,134 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28a",,Продам,,104608903,11,Частное лицо,,
,Kотельцовый,https://999.md/ru/101025062?location=subcategory&index=4415&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,2,5,129 м²,Косметический pемонт,Новострой,,2-х комнатная квартира,199 900 €,"Кишинёв мун., Кишинёв, Буюканы, Angela Păduraru, 7",,Продам,,101025062,5,Агентство,2,Индивидуальная
,Kотельцовый,https://999.md/ru/104583657?location=subcategory&index=4416&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,9,65 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,94 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 157",,Продам,,104583657,7,Агентство,Нет,Индивидуальная
,Kомбинированный,https://999.md/ru/103449184?location=subcategory&index=4417&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,2,11,100 м²,Eвроремонт,Новострой,,3-х комнатная квартира,149 900 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 2/7",,Продам,,103449184,10,Агентство,1,Индивидуальная
Astercon,Kирпичный,https://999.md/ru/103486393?location=subcategory&index=4418&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,2,10,75 м²,Eвроремонт,Новострой,,2-х комнатная квартира,220 000 €,"Кишинёв мун., Кишинёв, Центр, Melestiu, 1/1",,Продам,,103486393,3,Агентство,1,Индивидуальная
AMIC,Kомбинированный,https://999.md/ru/102496485?location=subcategory&index=4419&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,2,10,101 м²,Eвроремонт,Новострой,,3-х комнатная квартира,178 000 €,"Кишинёв мун., Кишинёв, Рышкановка, Andrei Doga, 28/5",,Продам,,102496485,1,Агентство,1,
Braus Imobiliare,Kирпичный,https://999.md/ru/103824822?location=subcategory&index=4420&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,21,41 м²,Незавершенное cтроительство,Новострой,,1-комнатная квартира,65 412 €,"Кишинёв мун., Кишинёв, Ботаника, Dacia, 59",,Продам,,103824822,4,Агентство,1,Индивидуальная
,Kирпичный,https://999.md/ru/103824960?location=subcategory&index=4421&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,21,71 м²,Незавершенное cтроительство,Новострой,,2-х комнатная квартира,101 520 €,"Кишинёв мун., Кишинёв, Ботаника, Dacia, 59",,Продам,,103824960,7,Агентство,2,Индивидуальная
Poliprim Grup,Kотельцовый,https://999.md/ru/104319859?location=subcategory&index=4422&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,1,11,48 м²,Незавершенное cтроительство,Новострой,,1-комнатная квартира,70 000 €,"Кишинёв мун., Дурлешты, Центр, Nicolae Dimo, 25",,Продам,,104319859,8,Агентство,1,Индивидуальная
Boiar House,Ячеистый Бетон,https://999.md/ru/104331070?location=subcategory&index=4423&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,2,9,83 м²,Белый вариант,Новострой,,3-х комнатная квартира,73 000 €,"Кишинёв мун., Дурлешты, Центр, Nicolae Dimo, 24",,Продам,,104331070,8,Агентство,2,
,,https://999.md/ru/103386526?location=subcategory&index=4424&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,,9,46 м²,Eвроремонт,Новострой,,1-комнатная квартира,92 500 €,"Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, 24",,Продам,,103386526,7,Агентство,,
,,https://999.md/ru/104500820?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzIwNDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1MDA4MjAiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImUwZjAyYjViLWEyNTgtNDY5YS04OGEzLWRjZWM5YTIxNzEyNSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMjA6MjA6NDcuMjg5MzcyMTIzWiJ9fQ.epaa1jCuiqVNQaYViS7c-X6ff5pBNaOJq3EiKhm7XU8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4425&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,5,43 м²,Белый вариант,Новострой,,1-комнатная квартира,98 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, Botanica, Chișinău, 5a",,Продам,,104500820,3,Агентство,2,
,,https://999.md/ru/103027974?location=subcategory&index=4426&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,5,31 м²,Косметический pемонт,Вторичный,,1-комнатная квартира,56 500 €,"Кишинёв мун., Кишинёв, Рышкановка, Nicolae Dimo, 31",,Продам,,103027974,1,Агентство,,
