Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
2,Белый вариант,1,,,Агентство,104500820,https://999.md/ru/104500820?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjQ3OTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1MDA4MjAiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImUwZjAyYjViLWEyNTgtNDY5YS04OGEzLWRjZWM5YTIxNzEyNSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMTg6MTk6NTcuNjU4NDk2MDA3WiJ9fQ.SELP1KKo0i72r3txGH1YLCiNPpmWrX0gDpkH1AuITWY&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=323&cardCategoryId=270&cardSubcategoryId=1404,,3,5,43 м²,Подземная,1-комнатная квартира,Новострой,,,,98 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Independenței, Botanica, Chișinău, 5a"
,Белый вариант,1,Индивидуальная,,Агентство,87940599,https://999.md/ru/87940599?location=subcategory&index=324&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,5,40 м²,Oткрытое,1-комнатная квартира,Новострой,,,40 м²,50 000 €,,Продам,"1-комнатная квартира,  Центр,  Тогатин,  Кишинёв мун.",Расположение
,Белый вариант,1,,,Агентство,104125082,https://999.md/ru/104125082?location=subcategory&index=325&cardCategoryId=270&cardSubcategoryId=1404,,8,18,41 м²,,1-комнатная квартира,Новострой,,,,76 285 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 96"
Нет,Eвроремонт,1,,,Агентство,103430333,https://999.md/ru/103430333?location=subcategory&index=326&cardCategoryId=270&cardSubcategoryId=1404,,9,11,73 м²,Oткрытое,3-х комнатная квартира,Новострой,,,,138 500 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, пр-т Алба Юлия, 77/6"
,Eвроремонт,1,,,Агентство,103721403,https://999.md/ru/103721403?location=subcategory&index=327&cardCategoryId=270&cardSubcategoryId=1404,,2,14,43 м²,Oткрытое,1-комнатная квартира,Новострой,,,,62 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.","Кишинёв мун., Ставчены, Центр, ул. Унирий, 20"
,,,,,Агентство,103560398,https://999.md/ru/103560398?location=subcategory&index=328&cardCategoryId=270&cardSubcategoryId=1404,,3,5,722 м²,,3-х комнатная квартира,Новострой,,,,335 000 €,,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, bd. Stefan cel Mare si Sfint, -"
1,Белый вариант,2,,330 см,Застройщик,103495864,https://999.md/ru/103495864?location=subcategory&index=329&cardCategoryId=270&cardSubcategoryId=1404,,2,4,81 м²,,2-х комнатная квартира,Новострой,DASC,,80 м²,153 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Сучава, 110/1"
1,Eвроремонт,1,Индивидуальная,,Агентство,104067456,https://999.md/ru/104067456?location=subcategory&index=330&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,12,73 м²,Oткрытое,2-х комнатная квартира,Новострой,Inamstro,,,237 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
,,,,,Агентство,103632823,https://999.md/ru/103632823?location=subcategory&index=331&cardCategoryId=270&cardSubcategoryId=1404,,10,13,67 м²,,2-х комнатная квартира,Новострой,,,,200 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 41/A"
1,Белый вариант,2,,,Агентство,103373570,https://999.md/ru/103373570?location=subcategory&index=332&cardCategoryId=270&cardSubcategoryId=1404,,9,12,76 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,144 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/B"
1,Белый вариант,2,,290 см,Застройщик,103260908,https://999.md/ru/103260908?location=subcategory&index=333&cardCategoryId=270&cardSubcategoryId=1404,,4,7,67 м²,Подземная,2-х комнатная квартира,Новострой,DASC,,67 м²,105 860 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 38"
1,Косметический pемонт,2,,,Агентство,87139415,https://999.md/ru/87139415?location=subcategory&index=334&cardCategoryId=270&cardSubcategoryId=1404,,1,1,110 м²,Oткрытое,3-х комнатная квартира,Новострой,,,,299 000 €,,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. 31 August 1989, 0"
Нет,Eвроремонт,1,Индивидуальная,220 см,Частное лицо,103806598,https://999.md/ru/103806598?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjQ3OTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MDY1OTgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2U1MWYxMWQtODVhMy00YzQ0LTgwMmQtOTliZTFlYWI1OWYwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDE4OjE5OjU3LjY1ODYwNjY0NloifX0.Cnpfd6x0Xa3RtmUGki4l0IjWuOKBQbpOvr6LS2ALDD8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=335&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,1,83 м²,Гараж,4-x комнатная квартира,Вторичный,A-casa,9 м²,54 м²,178 000 €,Квартира с ливингом,Продам,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Alexandru Botezatu, 4"
,Белый вариант,,,,Частное лицо,100518371,https://999.md/ru/100518371?location=subcategory&index=336&cardCategoryId=270&cardSubcategoryId=1404,,5,9,65 м²,,2-х комнатная квартира,Новострой,Dansicons,,,115 000 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 43"
1,Белый вариант,1,,,Агентство,87208938,https://999.md/ru/87208938?location=subcategory&index=337&cardCategoryId=270&cardSubcategoryId=1404,,18,18,38 м²,,1-комнатная квартира,Новострой,,,38 м²,63 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 22"
1,Белый вариант,1,Индивидуальная,,Агентство,81406730,https://999.md/ru/81406730?location=subcategory&index=338&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,7,9,33 м²,Подземная,1-комнатная квартира,Новострой,,,33 м²,45 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
,Белый вариант,,,,Застройщик,103379097,https://999.md/ru/103379097?location=subcategory&index=339&cardCategoryId=270&cardSubcategoryId=1404,,12,16,91 м²,,3-х комнатная квартира,Новострой,Varincom,,,111 930 €,,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str-la Studenților, 18"
,Eвроремонт,,,,Агентство,104579194,https://999.md/ru/104579194?location=subcategory&index=340&cardCategoryId=270&cardSubcategoryId=1404,,3,5,22 м²,,1-комнатная квартира,Вторичный,,,,48 500 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Belgrad, 19/1"
1,Eвроремонт,1,,,Агентство,104497209,https://999.md/ru/104497209?location=subcategory&index=341&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,7,48 м²,,1-комнатная квартира,Новострой,,,,99 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 86"
3,Eвроремонт,2,,,Агентство,102497770,https://999.md/ru/102497770?location=subcategory&index=342&cardCategoryId=270&cardSubcategoryId=1404,,9,12,78 м²,,3-х комнатная квартира,Новострой,,,,138 900 €,,Продам,"3-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Расположение
,,,,,Агентство,104617008,https://999.md/ru/104617008?location=subcategory&index=343&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,2,120 м²,,3-х комнатная квартира,Вторичный,,,,129 500 €,,Продам,"3-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Скулянка, str. 27 Martie 1918, 3v"
,Eвроремонт,,,,Агентство,104584186,https://999.md/ru/104584186?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjQ3OTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1ODQxODYiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjNkY2NmMmNlLThmN2YtNDUyYy1iNDc2LTIzMzE5OGExYjllMiIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InBsdXMiLCJ0IjoiMjAyNi0wNi0xNFQxODoxOTo1Ny42NTg2NzEwOVoifX0.2hK4hblnm13dRm6j-bh0S6QLQm1xEg8Ft5MFpXBZ0T0&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=344&cardCategoryId=270&cardSubcategoryId=1404,,4,6,300 м²,,4-x комнатная квартира,Новострой,,,,5 300 €,Квартира с ливингом,Сдаю помесячно,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Alexei Mateevici, 86"
1,,2,,290 см,Застройщик,101331706,https://999.md/ru/101331706?location=subcategory&index=345&cardCategoryId=270&cardSubcategoryId=1404,,4,6,63 м²,Подземная,2-х комнатная квартира,Новострой,,,,99 540 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 38"
,,,,,Агентство,104601408,https://999.md/ru/104601408?location=subcategory&index=346&cardCategoryId=270&cardSubcategoryId=1404,,8,10,51 м²,,1-комнатная квартира,Новострой,Exfactor-grup,,,81 600 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62"
,,,,,Застройщик,103645297,https://999.md/ru/103645297?location=subcategory&index=347&cardCategoryId=270&cardSubcategoryId=1404,,10,16,1230 м²,,3-х комнатная квартира,Новострой,Varincom,,,102 090 €,,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 17/1"
1,Белый вариант,2,,300 см,Застройщик,102042780,https://999.md/ru/102042780?location=subcategory&index=348&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,6,6,180 м²,Подземная,3-х комнатная квартира,Новострой,Braus Imobiliare,,,289 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Grătiești, 49"
,,,,,Агентство,104471077,https://999.md/ru/104471077?location=subcategory&index=349&cardCategoryId=270&cardSubcategoryId=1404,,5,5,47 м²,,2-х комнатная квартира,Вторичный,,,,93 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 26/2"
,Eвроремонт,1,Индивидуальная,,Агентство,104252573,https://999.md/ru/104252573?location=subcategory&index=350&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,10,69 м²,Подземная,2-х комнатная квартира,Новострой,,,,154 900 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Расположение
,,,,,Агентство,102673583,https://999.md/ru/102673583?location=subcategory&index=351&cardCategoryId=270&cardSubcategoryId=1404,,10,14,48 м²,,1-комнатная квартира,Новострой,,,,188 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, bd. Ştefan cel Mare şi Sfânt, 171/3"
1,,1,,,Агентство,104515119,https://999.md/ru/104515119?location=subcategory&index=352&cardCategoryId=270&cardSubcategoryId=1404,,4,5,45 м²,,2-х комнатная квартира,Вторичный,,,,84 000 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, ---"
,Eвроремонт,,,,Агентство,102495915,https://999.md/ru/102495915?location=subcategory&index=353&cardCategoryId=270&cardSubcategoryId=1404,,5,7,43 м²,,1-комнатная квартира,Новострой,,,,97 900 €,,Продам,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Окраина, Regina Elisabeta, -"
,,,Мс (Молд. Серия),,Частное лицо,104275408,https://999.md/ru/104275408?location=subcategory&index=354&cardCategoryId=270&cardSubcategoryId=1404,,8,10,75 м²,,3-х комнатная квартира,Вторичный,,,,138 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 33"
3,Индивидуальный дизайн,1,143,,Частное лицо,100644410,https://999.md/ru/100644410?location=subcategory&index=355&cardCategoryId=270&cardSubcategoryId=1404,Бетон,4,9,84 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,115 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, sos. Muncesti, 784"
1,Eвроремонт,2,,,Агентство,104616976,https://999.md/ru/104616976?location=subcategory&index=356&cardCategoryId=270&cardSubcategoryId=1404,,5,10,64 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,88 500 €,,Продам,"2-х комнатная квартира,  Центр,  Страшены,  Страшены","Страшены, Страшены, Центр, str. Ştefan cel Mare și Sfînt, 41"
1,Eвроремонт,2,,285 см,Застройщик,104435167,https://999.md/ru/104435167?location=subcategory&index=357&cardCategoryId=270&cardSubcategoryId=1404,,7,11,82 м²,Oткрытое,2-х комнатная квартира,Новострой,Dansicons,,,159 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 21"
,Незавершенное cтроительство,,Индивидуальная,,Застройщик,104567374,https://999.md/ru/104567374?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjQ3OTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NjczNzQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjU0YzM2M2ZhLTk0MDgtNDc1OS04NjY1LTc4NDNhMjNiMTMwYSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InBsdXMiLCJ0IjoiMjAyNi0wNi0xNFQxODoxOTo1Ny42NTg3MTY0MloifX0.ED2zvlOIjTJcaUhYIOhexK3rsRRtoaDJM2NpsUfX6-o&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=358&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,6,9,46 м²,,1-комнатная квартира,Новострой,Inamstro,,46 м²,105 800 €,,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 7a"
2,Белый вариант,1,,,Агентство,102864212,https://999.md/ru/102864212?location=subcategory&index=359&cardCategoryId=270&cardSubcategoryId=1404,,8,9,76 м²,,2-х комнатная квартира,Новострой,,,,85 000 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Testemitanu, 61"
1,Eвроремонт,2,,,Агентство,104386563,https://999.md/ru/104386563?location=subcategory&index=360&cardCategoryId=270&cardSubcategoryId=1404,,2,7,101 м²,,2-х комнатная квартира,Новострой,,,,146 900 €,,Продам,"2-х комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",Расположение
2,Eвроремонт,2,,,Агентство,104414498,https://999.md/ru/104414498?location=subcategory&index=361&cardCategoryId=270&cardSubcategoryId=1404,,10,15,97 м²,,3-х комнатная квартира,Новострой,,,,215 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 1/1"
,,,,,Застройщик,104449920,https://999.md/ru/104449920?location=subcategory&index=362&cardCategoryId=270&cardSubcategoryId=1404,,5,5,33 м²,,1-комнатная квартира,Вторичный,,,,48 500 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Gheorghe Tofan, 43"
1,Eвроремонт,2,,,Застройщик,104230790,https://999.md/ru/104230790?location=subcategory&index=363&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,8,10,72 м²,,2-х комнатная квартира,Новострой,,,,146 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Cartuşa, 95/3"
,Eвроремонт,2,,,Застройщик,103035404,https://999.md/ru/103035404?location=subcategory&index=364&cardCategoryId=270&cardSubcategoryId=1404,,12,14,94 м²,,2-х комнатная квартира,Новострой,,,,285 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, 21/1"
1,Eвроремонт,2,,3000 см,Застройщик,100874403,https://999.md/ru/100874403?location=subcategory&index=365&cardCategoryId=270&cardSubcategoryId=1404,,8,10,72 м²,,2-х комнатная квартира,Новострой,,,,146 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
,Белый вариант,,,,Застройщик,101326448,https://999.md/ru/101326448?location=subcategory&index=366&cardCategoryId=270&cardSubcategoryId=1404,,3,7,43 м²,,1-комнатная квартира,Новострой,,,,70 950 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 38"
1,Белый вариант,1,Индивидуальная,286 см,Застройщик,102240307,https://999.md/ru/102240307?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjQ3OTcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIyNDAzMDciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTg6MTk6NTcuNjU4Nzc5MDY2WiJ9fQ.WpOji1rd_N27nTABxcxX9_ZnkNHdmTGboWKh9grNoeM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=367&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,2,6,64 м²,Гараж,2-х комнатная квартира,Новострой,Astercon,13 м²,,86 252 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Durlești, 8"
1,Косметический pемонт,1,,,Агентство,103861343,https://999.md/ru/103861343?location=subcategory&index=368&cardCategoryId=270&cardSubcategoryId=1404,,1,5,42 м²,,2-х комнатная квартира,Вторичный,,,,77 000 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 22"
,Нуждается в ремонте,,,,Агентство,104385845,https://999.md/ru/104385845?location=subcategory&index=369&cardCategoryId=270&cardSubcategoryId=1404,,4,9,80 м²,,3-х комнатная квартира,Вторичный,,,,93 499 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Nicolae Costin, 63/2"
2,Eвроремонт,1,Индивидуальная,,Частное лицо,103608177,https://999.md/ru/103608177?location=subcategory&index=370&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,10,90 м²,Подземная,2-х комнатная квартира,Новострой,,,80 м²,174 999 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Алеку Руссо, 61/6"
,,,,,Частное лицо,104140174,https://999.md/ru/104140174?location=subcategory&index=371&cardCategoryId=270&cardSubcategoryId=1404,,3,5,71 м²,,2-х комнатная квартира,Новострой,,,,80 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, Центр, str. Ștefan cel Mare și Sfînt, 189/P"
,,,,,Агентство,104142777,https://999.md/ru/104142777?location=subcategory&index=372&cardCategoryId=270&cardSubcategoryId=1404,,8,9,48 м²,,1-комнатная квартира,Новострой,,,,67 480 €,,Продам,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Окраина, str. Nicolae Dimo, --"
