Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
,,https://999.md/ru/84459407?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzMzNTMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NDQ1OTQwNyIsImkiOiI4OS4xNDkuOTEuMTYyIiwicyI6ImRlc2t0b3BfcmVkZXNpZ24iLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InBybyIsImwiOiJlZDAzMTQ5Ny0xMDg3LTRlYTYtOTVmNi0zZThkZGJlNDJhZDAiLCJlIjoiODkuMTQ5LjkxLjE2MiIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA2LTE0VDIwOjQyOjMzLjg3Mzg1NDIzNVoifX0.-J6x3IeTZReHXELdqY2pDU4aDHdRmjQS-PoXyfoazw8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5102&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,10,35 м²,,Новострой,,1-комнатная квартира,800 MDL,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",,Сдаю посуточно,35 м²,84459407,3,Агентство,,
Exfactor-grup,Kомбинированный,https://999.md/ru/103755363?location=subcategory&index=5103&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,10,70 м²,Белый вариант,Новострой,,2-х комнатная квартира,126 900 €,"Кишинёв мун., Кишинёв, Чокана, Nicolae Milescu Spătarul, 57/A",,Продам,,103755363,4,Агентство,2,Индивидуальная
Lagmar Impex,Kомбинированный,https://999.md/ru/103662030?location=subcategory&index=5104&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,1,9,44 м²,Незавершенное cтроительство,Новострой,,1-комнатная квартира,61 500 €,"Кишинёв мун., Кишинёв, Старая Почта, Ceucari, 1",,Продам,,103662030,8,Агентство,1,Индивидуальная
Dansicons,Ячеистый Бетон,https://999.md/ru/103733517?location=subcategory&index=5105&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,1,10,68 м²,Eвроремонт,Новострой,,2-х комнатная квартира,145 000 €,"Кишинёв мун., Кишинёв, Центр, Constantin Vârnav, 13",,Продам,,103733517,3,Агентство,1,Индивидуальная
Lagmar Impex,,https://999.md/ru/102883947?location=subcategory&index=5106&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,11,65 м²,Eвроремонт,Новострой,,2-х комнатная квартира,179 900 €,"Кишинёв мун., Кишинёв, Рышкановка, Cornesti, -",,Продам,,102883947,8,Агентство,,
,,https://999.md/ru/103144791?location=subcategory&index=5107&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,1,10,35 м²,Eвроремонт,Новострой,,1-комнатная квартира,87 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, -",,Продам,,103144791,4,Агентство,1,Индивидуальная
,,https://999.md/ru/104017351?location=subcategory&index=5108&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,2,9,76 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,103 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Alecu Russo, -",,Продам,,104017351,1,Агентство,1,143
,,https://999.md/ru/104031700?location=subcategory&index=5109&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,9,59 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,103 900 €,"Кишинёв мун., Кишинёв, Ботаника, Cetatea Alba , 3",,Продам,,104031700,1,Агентство,1,
,,https://999.md/ru/103998828?location=subcategory&index=5110&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,5,45 м²,Косметический pемонт,Вторичный,,2-х комнатная квартира,82 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Minsk, 1",,Продам,,103998828,5,Агентство,1,
,,https://999.md/ru/104516618?location=subcategory&index=5111&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,10,57 м²,Индивидуальный дизайн,Вторичный,,2-х комнатная квартира,99 950 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 11",,Продам,,104516618,8,Агентство,2,Варц (Варницкая)
Ecosem Grup,,https://999.md/ru/104546695?location=subcategory&index=5112&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,12,19 м²,Eвроремонт,Новострой,,1-комнатная квартира,36 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Bacioii Noi, 14/C",,Продам,,104546695,9,Агентство,,
,,https://999.md/ru/104544014?location=subcategory&index=5113&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,1,5,55 м²,Косметический pемонт,Вторичный,,2-х комнатная квартира,81 500 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, -",,Продам,,104544014,1,Агентство,,
Horus,,https://999.md/ru/104553729?location=subcategory&index=5114&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,8,85 м²,Eвроремонт,Новострой,,3-х комнатная квартира,249 000 €,"Кишинёв мун., Кишинёв, Центр, str. Albisoara, 82/8",,Продам,,104553729,7,Агентство,,
,,https://999.md/ru/103792893?location=subcategory&index=5115&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,6,59 м²,Белый вариант,Новострой,,2-х комнатная квартира,82 000 €,"Кишинёв мун., Кишинёв, Буюканы, Hora village, 2",,Продам,,103792893,2,Агентство,1,
A-casa,Kомбинированный,https://999.md/ru/104427700?location=subcategory&index=5116&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,5,60 м²,,Новострой,,2-х комнатная квартира,89 460 €,"Кишинёв мун., Кишинёв, Буюканы, Hora, 7",,Продам,,104427700,3,Агентство,,
Inamstro,,https://999.md/ru/104559332?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzMzNTMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NTkzMzIiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiMDE5YzdkN2MtNTYxYS00ZGIwLWE2ZjktZWYyN2MwNGUyMzkwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQyMDo0MjozMy44NzM5MzA0MTlaIn19.8O3FS3IGxh2d3RSdc2MarK97T2jcckMsM9ex_SCdozE&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5117&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,13,123 м²,,Новострой,,3-х комнатная квартира,447 000 €,"Кишинёв мун., Кишинёв, Центр, str. Calea Ieșilor, 6",,Продам,,104559332,13,Агентство,,
A-casa,,https://999.md/ru/104427361?location=subcategory&index=5118&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,6,60 м²,Белый вариант,Новострой,,2-х комнатная квартира,89 460 €,"Кишинёв мун., Кишинёв, Буюканы, Hora, 2",,Продам,,104427361,1,Агентство,,
,,https://999.md/ru/104417810?location=subcategory&index=5119&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,9,80 м²,Eвроремонт,Новострой,,2-х комнатная квартира,180 000 €,"Кишинёв мун., Кишинёв, Центр, str. Alexandru cel Bun, 108",,Продам,,104417810,2,Агентство,,
A-casa,,https://999.md/ru/104430953?location=subcategory&index=5120&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,5,60 м²,Белый вариант,Новострой,,2-х комнатная квартира,89 460 €,"Кишинёв мун., Кишинёв, Буюканы, Hora, 2",,Продам,,104430953,2,Агентство,1,
,,https://999.md/ru/103294057?location=subcategory&index=5121&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,2,18,55 м²,,Вторичный,,2-х комнатная квартира,81 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Albisoara, -",,Продам,,103294057,17,Агентство,1,
Exfactor-grup,,https://999.md/ru/103301959?location=subcategory&index=5122&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,2,10,87 м²,Белый вариант,Новострой,,3-х комнатная квартира,189 000 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 41/A",,Продам,,103301959,8,Агентство,1,
Lagmar Impex,,https://999.md/ru/103305962?location=subcategory&index=5123&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,11,66 м²,Белый вариант,Новострой,,2-х комнатная квартира,99 900 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",,Продам,,103305962,1,Агентство,1,
Horus,,https://999.md/ru/104269421?location=subcategory&index=5124&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,1,16,55 м²,Белый вариант,Новострой,,2-х комнатная квартира,99 900 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, -",,Продам,,104269421,4,Агентство,1,
Art Urban Grup,,https://999.md/ru/104431306?location=subcategory&index=5125&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,10,87 м²,,Новострой,,2-х комнатная квартира,175 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Alecu Russo, 61/6",,Продам,,104431306,5,Застройщик,,
Lagmar Impex,,https://999.md/ru/104459306?location=subcategory&index=5126&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,1,11,91 м²,Белый вариант,Новострой,,1-комнатная квартира,98 500 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, -",,Продам,,104459306,1,Агентство,1,
,,https://999.md/ru/103277381?location=subcategory&index=5127&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Окраина,  Сороки,  Сороки",,,5,46 м²,,Вторичный,,2-х комнатная квартира,33 500 €,"Сороки, Сороки, Окраина, Дмитрий Кантемир, 9",,Продам,,103277381,4,Частное лицо,1,
