Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
1,Eвроремонт,2,,,Застройщик,104230790,https://999.md/ru/104230790?location=subcategory&index=401&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,8,10,72 м²,2-х комнатная квартира,,Новострой,,,,146 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Cartuşa, 95/3"
,Eвроремонт,2,,,Застройщик,103035404,https://999.md/ru/103035404?location=subcategory&index=402&cardCategoryId=270&cardSubcategoryId=1404,,12,14,94 м²,2-х комнатная квартира,,Новострой,,,,285 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, 21/1"
1,Eвроремонт,2,,3000 см,Застройщик,100874403,https://999.md/ru/100874403?location=subcategory&index=403&cardCategoryId=270&cardSubcategoryId=1404,,8,10,72 м²,2-х комнатная квартира,,Новострой,,,,146 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
,Белый вариант,,,,Застройщик,101326448,https://999.md/ru/101326448?location=subcategory&index=404&cardCategoryId=270&cardSubcategoryId=1404,,3,7,43 м²,1-комнатная квартира,,Новострой,,,,70 950 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 38"
1,Косметический pемонт,1,,,Агентство,103861343,https://999.md/ru/103861343?location=subcategory&index=405&cardCategoryId=270&cardSubcategoryId=1404,,1,5,42 м²,2-х комнатная квартира,,Вторичный,,,,77 000 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 22"
,Нуждается в ремонте,,,,Агентство,104385845,https://999.md/ru/104385845?location=subcategory&index=406&cardCategoryId=270&cardSubcategoryId=1404,,4,9,80 м²,3-х комнатная квартира,,Вторичный,,,,93 499 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Nicolae Costin, 63/2"
2,Eвроремонт,1,Индивидуальная,,Частное лицо,103608177,https://999.md/ru/103608177?location=subcategory&index=407&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,10,90 м²,2-х комнатная квартира,Подземная,Новострой,,,80 м²,174 999 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Алеку Руссо, 61/6"
,,,,,Частное лицо,104140174,https://999.md/ru/104140174?location=subcategory&index=408&cardCategoryId=270&cardSubcategoryId=1404,,3,5,71 м²,2-х комнатная квартира,,Новострой,,,,80 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, Центр, str. Ștefan cel Mare și Sfînt, 189/P"
,Eвроремонт,1,,,Частное лицо,104587485,https://999.md/ru/104587485?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjQ5NDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1ODc0ODUiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiODZiZDI4MjgtNDI3OC00MDVlLThkZTYtNTNiY2IzZmU2OGMwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDE4OjIyOjI3LjIxMTg3NTE1OVoifX0.bRtvCgCi0l-RnWhS89-IOXBCSPv67KnBupHElUu2234&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=409&cardCategoryId=270&cardSubcategoryId=1404,,5,5,57 м²,1-комнатная квартира,Oткрытое,Новострой,Inamstro,,,74 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Оргеев,  Оргеев","Оргеев, Оргеев, Центр, Costantin Stamate 27 , Bl.G"
,,,,,Агентство,104142777,https://999.md/ru/104142777?location=subcategory&index=410&cardCategoryId=270&cardSubcategoryId=1404,,8,9,48 м²,1-комнатная квартира,,Новострой,,,,67 480 €,,Продам,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Окраина, str. Nicolae Dimo, --"
,,,,,Агентство,104616958,https://999.md/ru/104616958?location=subcategory&index=411&cardCategoryId=270&cardSubcategoryId=1404,,2,16,68 м²,2-х комнатная квартира,,Новострой,,,,135 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 28/2"
1,Eвроремонт,1,Индивидуальная,265 см,Частное лицо,104257874,https://999.md/ru/104257874?location=subcategory&index=412&cardCategoryId=270&cardSubcategoryId=1404,Блочный,5,7,48 м²,1-комнатная квартира,Подземная,Новострой,,,46 м²,107 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Окраина, str. Regina Elisaveta 2B, 2B"
1,Eвроремонт,2,,,Агентство,102827242,https://999.md/ru/102827242?location=subcategory&index=413&cardCategoryId=270&cardSubcategoryId=1404,,7,13,76 м²,2-х комнатная квартира,Oткрытое,Новострой,Exfactor-grup,,,215 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28"
,Косметический pемонт,,,,Частное лицо,104559652,https://999.md/ru/104559652?location=subcategory&index=414&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,4,4,70 м²,3-х комнатная квартира,,Вторичный,Elit Construct,,,36 000 €,Квартира без ливинга,Продам,"3-х комнатная квартира,  Центр,  Новые Мерены,  Новые Анены","Новые Анены, Новые Мерены, Центр, -, -"
1,Eвроремонт,1,,,Агентство,103726623,https://999.md/ru/103726623?location=subcategory&index=415&cardCategoryId=270&cardSubcategoryId=1404,,1,9,72 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,139 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, ул. Картуша, 95"
2,Eвроремонт,2,102,2700 см,Агентство,104092193,https://999.md/ru/104092193?location=subcategory&index=416&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,9,65 м²,2-х комнатная квартира,Oткрытое,Вторичный,,18 м²,30 м²,115 000 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Vladimir Korolenko, 59/2"
1,Белый вариант,1,,,Агентство,101202034,https://999.md/ru/101202034?location=subcategory&index=417&cardCategoryId=270&cardSubcategoryId=1404,,2,11,70 м²,2-х комнатная квартира,Oткрытое,Новострой,Varincom,,,123 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Николай Димо, 13"
,Cерый вариант,,,,Агентство,103468310,https://999.md/ru/103468310?location=subcategory&index=418&cardCategoryId=270&cardSubcategoryId=1404,,3,9,54 м²,2-х комнатная квартира,,Новострой,,,,60 000 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Testemitanu, 61"
,Eвроремонт,,,,Агентство,103446756,https://999.md/ru/103446756?location=subcategory&index=419&cardCategoryId=270&cardSubcategoryId=1404,,12,13,56 м²,1-комнатная квартира,,Новострой,,,,149 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, 6"
,Белый вариант,,Индивидуальная,,Частное лицо,104483856,https://999.md/ru/104483856?location=subcategory&index=420&cardCategoryId=270&cardSubcategoryId=1404,,7,10,52 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,72 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Браништий, 5/3"
1,Белый вариант,1,,,Агентство,103416892,https://999.md/ru/103416892?location=subcategory&index=421&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,8,11,51 м²,2-х комнатная квартира,,Новострой,,,,56 826 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. N. Dimo, 101"
2,Eвроремонт,1,,,Агентство,103095652,https://999.md/ru/103095652?location=subcategory&index=422&cardCategoryId=270&cardSubcategoryId=1404,,7,9,100 м²,2-х комнатная квартира,,Новострой,,,100 м²,225 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 128"
1,Eвроремонт,1,,,Агентство,103747265,https://999.md/ru/103747265?location=subcategory&index=423&cardCategoryId=270&cardSubcategoryId=1404,,6,8,68 м²,2-х комнатная квартира,,Новострой,,,,141 900 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Расположение
,Eвроремонт,1,,,Частное лицо,104526284,https://999.md/ru/104526284?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjQ5NDcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1MjYyODQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNTQzZDVmZmEtOTM5YS00ZjgzLTliYTItNzc1OGE4MWRlZjFjIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE4OjIyOjI3LjIxMTk0OTIzNVoifX0.SHE4iCLn8adzOM9hvcqJfvSzZgA03FMHRmmMj_NLh98&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=424&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,11,71 м²,2-х комнатная квартира,Oткрытое,Новострой,Inamstro,,60 м²,800 €,,Сдаю помесячно,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Ioana Radu 27 , 27"
,Eвроремонт,1,,,Агентство,103616767,https://999.md/ru/103616767?location=subcategory&index=425&cardCategoryId=270&cardSubcategoryId=1404,,2,2,32 м²,1-комнатная квартира,,Новострой,,,,65 500 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Atelierilor , 17"
,Eвроремонт,,,,Агентство,103725672,https://999.md/ru/103725672?location=subcategory&index=426&cardCategoryId=270&cardSubcategoryId=1404,,15,15,41 м²,1-комнатная квартира,,Новострой,,,,110 000 €,,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, Str. Romana, 2/3a"
2,Eвроремонт,2,,280 см,Агентство,103156796,https://999.md/ru/103156796?location=subcategory&index=427&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,Пентхаус,12,95 м²,4-x комнатная квартира,Подземная,Новострой,,,,500 000 €,,Продам,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Cornesti, 7"
,Eвроремонт,1,Индивидуальная,,Агентство,102238964,https://999.md/ru/102238964?location=subcategory&index=428&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,9,94 м²,3-х комнатная квартира,,Новострой,,,,139 900 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Codrilor, 22/1"
1,Белый вариант,1,Индивидуальная,,Агентство,102877995,https://999.md/ru/102877995?location=subcategory&index=429&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,2,9,44 м²,1-комнатная квартира,,Новострой,,,,60 833 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр,  Șos. Hâncești, 142"
1,Eвроремонт,1,,,Агентство,104450002,https://999.md/ru/104450002?location=subcategory&index=430&cardCategoryId=270&cardSubcategoryId=1404,,2,10,67 м²,2-х комнатная квартира,,Новострой,,,,199 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Ioana Radu, 27"
,,,,,Частное лицо,104157840,https://999.md/ru/104157840?location=subcategory&index=431&cardCategoryId=270&cardSubcategoryId=1404,,6,9,33 м²,1-комнатная квартира,,Новострой,,,,75 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Băcioii Noi, 14/5"
,Eвроремонт,3,,,Агентство,104461212,https://999.md/ru/104461212?location=subcategory&index=432&cardCategoryId=270&cardSubcategoryId=1404,,11,12,300 м²,4-x комнатная квартира,,Новострой,,,,530 000 €,,Продам,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Studentilor, 9/20"
1,Eвроремонт,2,102,,Агентство,104572875,https://999.md/ru/104572875?location=subcategory&index=433&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,5,70 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,,105 000 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Str. Pandurilor, 21"
,,,,,Частное лицо,103473891,https://999.md/ru/103473891?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjQ5NDcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM0NzM4OTEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYmM1MTgwOGQtZjhjYS00NmVkLWJlZjktMzIzMGIzZGMzODFmIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNFQxODoyMjoyNy4yMTIwNTk5MTRaIn19.SNRMrGvRou-LAv_vnlV97ZO4wXYJ4SLkvgPwEzE3RAc&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=434&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,3,10,54 м²,2-х комнатная квартира,,Новострой,Sky House,,,93 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Cetatea Albă, 11"
1,Eвроремонт,1,,,Агентство,102808062,https://999.md/ru/102808062?location=subcategory&index=435&cardCategoryId=270&cardSubcategoryId=1404,,1,15,91 м²,3-х комнатная квартира,Oткрытое,Новострой,,,,228 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 41/A"
1,Белый вариант,,Индивидуальная,,Застройщик,80969545,https://999.md/ru/80969545?location=subcategory&index=436&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,15,45 м²,1-комнатная квартира,,Новострой,,22 м²,,74 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Расположение
,Белый вариант,2,,,Агентство,102747300,https://999.md/ru/102747300?location=subcategory&index=437&cardCategoryId=270&cardSubcategoryId=1404,,2,12,64 м²,2-х комнатная квартира,,Новострой,,,,118 500 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр,  str. Nicolae Testemițanu, 19"
1,Косметический pемонт,,Хрущевка,,Агентство,104447834,https://999.md/ru/104447834?location=subcategory&index=438&cardCategoryId=270&cardSubcategoryId=1404,,1,5,44 м²,2-х комнатная квартира,,Вторичный,,,,74 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Hristo Botev, 21"
1,Белый вариант,1,,,Застройщик,100829137,https://999.md/ru/100829137?location=subcategory&index=439&cardCategoryId=270&cardSubcategoryId=1404,Бетон,1,8,54 м²,1-комнатная квартира,,Новострой,,,,51 300 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Комрат,  Комрат","Комрат, Комрат, Центр, str. Fedico, 29"
,Eвроремонт,2,Индивидуальная,,Агентство,104517985,https://999.md/ru/104517985?location=subcategory&index=440&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,11,93 м²,3-х комнатная квартира,Подземная,Новострой,,,,279 000 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, - bd. Decebal, 99"
1,Белый вариант,2,,,Застройщик,100837618,https://999.md/ru/100837618?location=subcategory&index=441&cardCategoryId=270&cardSubcategoryId=1404,,8,8,60 м²,2-х комнатная квартира,,Новострой,,,,54 600 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Комрат,  Комрат","Комрат, Комрат, Центр, str. Fedico, 29"
1,Eвроремонт,1,Брж (Брежневка),,Агентство,104567107,https://999.md/ru/104567107?location=subcategory&index=442&cardCategoryId=270&cardSubcategoryId=1404,,4,5,32 м²,1-комнатная квартира,,Вторичный,,,,72 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника,  str. Independenței, 9"
,Индивидуальный дизайн,,,,Частное лицо,101120592,https://999.md/ru/101120592?location=subcategory&index=443&cardCategoryId=270&cardSubcategoryId=1404,,6,10,100 м²,3-х комнатная квартира,,Новострой,,,,273 000 €,,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 26b"
,Косметический pемонт,,,,Агентство,104570309,https://999.md/ru/104570309?location=subcategory&index=444&cardCategoryId=270&cardSubcategoryId=1404,,1,4,81 м²,3-х комнатная квартира,,Вторичный,,,,45 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Спея,  Новые Анены","Новые Анены, Спея, Центр, pacii, 1"
Нет,Без ремонта,1,,,Частное лицо,104507244,https://999.md/ru/104507244?location=subcategory&index=445&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,4,37 м²,2-х комнатная квартира,,Вторичный,,,,42 900 €,,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Cucorilor, 49"
1,Eвроремонт,2,Индивидуальная,,Агентство,104008034,https://999.md/ru/104008034?location=subcategory&index=446&cardCategoryId=270&cardSubcategoryId=1404,,2,10,76 м²,2-х комнатная квартира,Oткрытое,Новострой,Astercon,,,149 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,Мс (Молд. Серия),,Агентство,103999911,https://999.md/ru/103999911?location=subcategory&index=447&cardCategoryId=270&cardSubcategoryId=1404,,5,9,35 м²,1-комнатная квартира,Oткрытое,Вторичный,,,,73 000 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
Нет,Белый вариант,2,,286 см,Застройщик,102832078,https://999.md/ru/102832078?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjQ5NDcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzIwNzgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTg6MjI6MjcuMjEyMTcwMDgyWiJ9fQ.PJH24Mial2vTwTAlEjbuxRmhmBux0FKWHDmmlhcUjJI&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=448&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,1,6,96 м²,3-х комнатная квартира,Гараж,Новострой,Astercon,15 м²,,135 646 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Durlești, 8"
1,Белый вариант,1,Индивидуальная,,Агентство,103998159,https://999.md/ru/103998159?location=subcategory&index=449&cardCategoryId=270&cardSubcategoryId=1404,,3,7,64 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,69 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Криуляны,  Криуляны","Криуляны, Криуляны, Центр, str. Biruinței, 20"
2,Eвроремонт,2,Индивидуальная,,Агентство,104008780,https://999.md/ru/104008780?location=subcategory&index=450&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,4,8,77 м²,2-х комнатная квартира,Oткрытое,Новострой,Erinvest,,,159 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, str. Alexandru cel Bun, 2/7"
