Балкон / лоджия,Планировка,Застройщик,link,Площадь кухни,Ливинг,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
,,Ecovzor,https://999.md/ru/103760032?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3NjAwMzIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiM2E1ZjNlMGYtODg5Yy00NGZkLTgzZGQtMDRlZjhmYjYzNmY2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQyOjU3LjAwNzU3OTgzNloifX0.kvcqSRzG_3Redsha6zPdLnmokOS-87Omhn9wVxy1HBY&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,,Квартира с ливингом,Oткрытое,2,,,139 199 €,14,58 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Iazului, 38",103760032,Новострой,,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/76838836?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3NjgzODgzNiIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InByZW1pdW0iLCJsIjoiNmE1ZTFhYmItNzdjMC00MWJjLTlhNjUtZjYzZGM3OWMwYWY3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxNzo0Mjo1Ny4wMDc2MTU3ODdaIn19.rZxqLkS6M5IHDQQ4ZilQdlx_GWt2paq7haj5ziQ7yUM&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,15 м²,,Oткрытое,15,1,300 см,75 €,15,90 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 6/2",76838836,Новострой,Kотельцовый,75 м²,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Агентство,3-х комнатная квартира,Индивидуальный дизайн
,,Basconslux,https://999.md/ru/85801054?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NTgwMTA1NCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiJiMmE3MTgxMC03YTExLTQwMmYtYmQ2OS1jNWMwMDkwYzM2YzIiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJsaXRlIiwidCI6IjIwMjYtMDQtMjBUMTc6NDI6NTcuMDA3Njg1MzA2WiJ9fQ.Lqh7GJMfC3kKomF8jreQx1OOg1fTZuNfQMw0-A9M2H4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,,,Подземная,2,2,,795 €,10,100 м²,"Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 24/1",85801054,Новострой,Блочный,100 м²,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Sky House,https://999.md/ru/104067527?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNjc1MjciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNTRkNjVjMmQtOTY0NS00M2M0LTliNzUtZmEyNzI2ZmIyNjFiIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE3OjQyOjU3LjAwNzcwMjU0OVoifX0.wg9J7N84FqlKoi3djWTDwVTBPTYJF2fOn-fARy-Yv6g&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,39 м²,,Oткрытое,5,1,220 см,50 000 €,12,39 м²,"Кишинёв мун., Кишинёв, Ботаника, Cetatea Albă nr 11/G, Noua",104067527,Новострой,Ячеистый Бетон,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,Белый вариант
1,,,https://999.md/ru/103749006?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3NDkwMDYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiNmJlOWZmY2UtODhjNC00MjU4LTg2YTYtMDA0ZmFiOGM0OGQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzo0Mjo1Ny4wMDc3MTg2MjdaIn19._8P9yGiXQUR_gWbwV3DVTqhnj7hbUs31YvVX4RkE6Lo&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,,Квартира с ливингом,Oткрытое,10,2,,192 000 €,11,130 м²,"Кишинёв мун., Кишинёв, Ботаника, ул. Гренобле, 128/1",103749006,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/102719607?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI3MTk2MDciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmI3MjU4OGYtMzBhZi00OWIzLWE2ZTUtZjcyNjExZGFiYzRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQyOjU3LjAwNzczMjAxM1oifX0.-iOioJp-_L6mTAMYR4OyucVYFfE7vx_yVCAGm5cnHOg&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,,Квартира с ливингом,,13,1,,849 MDL,14,67 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Testemițanu, 3/17",102719607,Новострой,Бетон,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Агентство,1-комнатная квартира,Eвроремонт
1,Индивидуальная,Inamstro,https://999.md/ru/89760365?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTc2MDM2NSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InBybyIsImwiOiIyNTQ3ZWNjMi1hZjQxLTRhZjAtOTVlYi00YjBlMjg0Zjc3N2EiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA0LTIwVDE3OjQyOjU3LjAwNzM5NTAzNFoifX0.EqsqNKa6CEKA2zV_Ep5AeCuDnjnHhymDyi_J8ergwWQ&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=1,,Квартира с ливингом,,4,1,,145 000 €,9,8 м²,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 12a",89760365,Новострой,Бетон,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
,143,,https://999.md/ru/104002597?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMDI1OTciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYzIwZmE1MzgtNWI5NS00ZmE4LTgxNTYtZmJkMzc4YWZlYTIyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQyOjU3LjAwNzQyMzQzNFoifX0.IZxur3JyquDbZ1_9U8KkoKpaL-F0sK50wWWQnjc7Jtg&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=2,,Квартира без ливинга,Oткрытое,7,1,,400 €,9,47 м²,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 26/1",104002597,Вторичный,Панельный,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,1-комнатная квартира,Eвроремонт
,Индивидуальная,,https://999.md/ru/37696639?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIzNzY5NjYzOSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiJjYjE3ZDNmMi00NGJhLTQ0YTUtYjk5NS03NmViYTc0Y2IzMTYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE3OjQyOjU3LjAwNzQzNzEyNVoifX0.gMusf8rGVtgjTe4LTFkC4mJzVc_55K0CN7crJkX_p1E&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=3,15 м²,,Oткрытое,9,,3 см,25 €,10,45 м²,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",37696639,Новострой,Mонолитный,30 м²,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Застройщик,1-комнатная квартира,Eвроремонт
Нет,,,https://999.md/ru/103059582?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwNTk1ODIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYTZmMzkzN2YtN2IwNy00OTQ2LWE4NGYtOTU4NmFmMTQyNWY5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQyOjU3LjAwNzQ0OTk3NloifX0.1OKJJIvktVb9r9i4-5EiwXOkQM9nmCYFVlnf-gZ_QRU&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=4,,Квартира с ливингом,Oткрытое,3,1,280 см,169 000 €,3,63 м²,"Кишинёв мун., Кишинёв, Центр, str. Ivan Zaikin, 51",103059582,Новострой,Бетон,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103672669?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NzI2NjkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiZWQwMzE0OTctMTA4Ny00ZWE2LTk1ZjYtM2U4ZGRiZTQyYWQwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzo0Mjo1Ny4wMDc1MzI4ODlaIn19.6Q7ikEXuc1C42RZEEbxAluaiUNkBiiIOawqYAvji6qQ&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=5,,,,5,,,600 MDL,10,35 м²,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",103672669,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Застройщик,1-комнатная квартира,
1,,,https://999.md/ru/89828684?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTgyODY4NCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InByZW1pdW0iLCJsIjoiMWNiZjkwMzctODQ5Ny00ZGRlLWE0NDgtZjliY2MxOGRlOGZlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzo0Mjo1Ny4wMDc1NjUyMzlaIn19.H5TLLdEutDY9DCb08KJ1kIwj5XrRG852lyloRdYWBQ8&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=6,,Квартира с ливингом,Подземная,3,1,,600 MDL,9,55 м²,Расположение,89828684,Новострой,,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Агентство,3-х комнатная квартира,Eвроремонт
