Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
A-casa,,https://999.md/ru/102884891?location=subcategory&index=4698&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,1,9,43 м²,Eвроремонт,Новострой,,1-комнатная квартира,104 900 €,Расположение,,Продам,,102884891,7,Агентство,1,Индивидуальная
,,https://999.md/ru/103535767?location=subcategory&index=4699&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,1,27 м²,Косметический pемонт,Вторичный,5 м²,1-комнатная квартира,52 000 €,"Кишинёв мун., Кишинёв, Центр, str. 31 August 1989, 42",,Продам,22 м²,103535767,1,Агентство,,
,Mонолитный,https://999.md/ru/103445239?location=subcategory&index=4700&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,1,7,68 м²,Eвроремонт,Новострой,,2-х комнатная квартира,131 000 €,"Кишинёв мун., Дурлешты, Окраина, str. Mihail Odatiuc, 36",,Продам,,103445239,1,Агентство,1,
,,https://999.md/ru/100738806?location=subcategory&index=4701&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,20,47 м²,Белый вариант,Новострой,,1-комнатная квартира,77 800 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 1/10",,Продам,,100738806,9,Агентство,1,
,,https://999.md/ru/101025912?location=subcategory&index=4702&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,1,11,58 м²,,Новострой,,1-комнатная квартира,69 200 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești 142, -",,Продам,,101025912,8,Агентство,,
Boiar House,,https://999.md/ru/89832857?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI2MTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTgzMjg1NyIsImkiOiI4OS4xNDkuOTEuMTYyIiwicyI6ImRlc2t0b3BfcmVkZXNpZ24iLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InByZW1pdW0iLCJsIjoiY2QyNWU0OWQtMGI0OC00MTNmLTlhYjAtYWNlNGFjZDVmZDc5IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQyMDozMDoxNy43NjczNzM5OVoifX0.NgHSbqN4XpUnfsd9_9VOiYhQs5NPzhZ3j5P6i9XRjXs&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4703&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,2,10,100 м²,Незавершенное cтроительство,Новострой,,3-х комнатная квартира,100 300 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24/B",,Продам,,89832857,9,Застройщик,2,
,,https://999.md/ru/103608198?location=subcategory&index=4704&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,11,48 м²,,Новострой,,2-х комнатная квартира,126 500 €,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu, 23/1",,Продам,,103608198,3,Агентство,,
Estate Invest Company,Kирпичный,https://999.md/ru/103914091?location=subcategory&index=4705&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,10,62 м²,Белый вариант,Новострой,,2-х комнатная квартира,104 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Vadul lui Vodă, 34",275 см,Продам,61 м²,103914091,5,Агентство,1,
,,https://999.md/ru/89781814?location=subcategory&index=4706&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,18,45 м²,,Новострой,,1-комнатная квартира,75 500 €,"Кишинёв мун., Кишинёв, Центр, str. Tudor Vladimirescu, 1a",,Продам,,89781814,12,Застройщик,,
Estate Invest Company,Kирпичный,https://999.md/ru/103914224?location=subcategory&index=4707&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,1,9,53 м²,Eвроремонт,Новострой,,2-х комнатная квартира,120 060 €,"Кишинёв мун., Дурлешты, Центр, str. Ialoveni, 136/A",275 см,Продам,52 м²,103914224,7,Агентство,,
,Kомбинированный,https://999.md/ru/102969512?location=subcategory&index=4708&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,2,5,88 м²,Eвроремонт,Новострой,40 м²,2-х комнатная квартира,164 560 €,"Кишинёв мун., Дурлешты, Центр, str. Bisericii, 1",,Продам,,102969512,1,Агентство,,
Lagmar Impex,Бетон,https://999.md/ru/102969837?location=subcategory&index=4709&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,9,70 м²,Белый вариант,Новострой,,2-х комнатная квартира,101 500 €,Расположение,,Продам,,102969837,7,Агентство,1,Индивидуальная
Exfactor-grup,Mонолитный,https://999.md/ru/103961743?location=subcategory&index=4710&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,12,71 м²,Eвроремонт,Новострой,,2-х комнатная квартира,179 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28",,Продам,,103961743,7,Агентство,1,
,,https://999.md/ru/103775095?location=subcategory&index=4711&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,14,43 м²,,Новострой,,1-комнатная квартира,58 400 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",,Продам,,103775095,8,Агентство,,
,Mонолитный,https://999.md/ru/103312415?location=subcategory&index=4712&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,17,84 м²,Белый вариант,Новострой,,3-х комнатная квартира,115 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Titulescu, 36B",,Продам,,103312415,14,Агентство,2,
Exfactor-grup,,https://999.md/ru/103986861?location=subcategory&index=4713&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,15,69 м²,Eвроремонт,Новострой,15 м²,2-х комнатная квартира,199 000 €,"Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 74",,Продам,54 м²,103986861,5,Агентство,1,
Lagmar Impex,Kомбинированный,https://999.md/ru/102388650?location=subcategory&index=4714&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,1,10,43 м²,Белый вариант,Новострой,,1-комнатная квартира,62 790 €,"Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, 142",,Продам,,102388650,5,Агентство,1,Индивидуальная
Sky House,Kомбинированный,https://999.md/ru/102615840?location=subcategory&index=4715&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,2,18,64 м²,Белый вариант,Новострой,,2-х комнатная квартира,99 200 €,Расположение,,Продам,,102615840,16,Агентство,1,Индивидуальная
,,https://999.md/ru/100681233?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI2MTcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2ODEyMzMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImZjYzBjMzkyLWI5NWItNDJmNC04MTQyLTIxNDE0Y2I0YTQ0MiIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMjA6MzA6MTcuNzY3NTEwMzc1WiJ9fQ.03mlLYaO8i3yRJOdux3G-J-LyE3xEiU0KT7hqtuA3mQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4716&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,10,94 м²,,Новострой,,2-х комнатная квартира,950 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, 8A",,Сдаю помесячно,,100681233,6,Частное лицо,,
,,https://999.md/ru/102967134?location=subcategory&index=4717&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,10,60 м²,,Новострой,,3-х комнатная квартира,154 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Luca Caragiale, 24",,Продам,,102967134,3,Агентство,,
,,https://999.md/ru/101972584?location=subcategory&index=4718&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,10,72 м²,Белый вариант,Новострой,,2-х комнатная квартира,113 700 €,Расположение,,Продам,,101972584,2,Агентство,2,Индивидуальная
Nicons,,https://999.md/ru/102840494?location=subcategory&index=4719&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира без ливинга,1,10,45 м²,Белый вариант,Новострой,,1-комнатная квартира,60 000 €,"Кишинёв мун., Дурлешты, Центр, ул. Картуша, 99",,Продам,,102840494,2,Агентство,1,Индивидуальная
,,https://999.md/ru/102809124?location=subcategory&index=4720&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,2,11,80 м²,Белый вариант,Новострой,,2-х комнатная квартира,83 840 €,"Кишинёв мун., Дурлешты, Центр, ул. Картуша, 99/7",,Продам,,102809124,10,Агентство,1,Индивидуальная
,,https://999.md/ru/102809391?location=subcategory&index=4721&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,1,5,48 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,119 900 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 14",,Продам,,102809391,2,Агентство,1,
Solomon Construct Imobil,Kирпичный,https://999.md/ru/102295446?location=subcategory&index=4722&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,9,42 м²,Eвроремонт,Новострой,,1-комнатная квартира,135 000 €,Расположение,,Продам,,102295446,4,Агентство,1,Индивидуальная
Braus Imobiliare,,https://999.md/ru/101472103?location=subcategory&index=4723&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,10,57 м²,Белый вариант,Новострой,,1-комнатная квартира,78 501 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 140",,Продам,,101472103,8,Агентство,2,Индивидуальная
Estate Invest Company,,https://999.md/ru/101590627?location=subcategory&index=4724&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,2,12,65 м²,Белый вариант,Новострой,,2-х комнатная квартира,70 200 €,"Кишинёв мун., Кишинёв, Телецентр, ул. Яловень, 134",,Продам,,101590627,7,Агентство,Нет,
,,https://999.md/ru/101874984?location=subcategory&index=4725&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,10,64 м²,Белый вариант,Новострой,,2-х комнатная квартира,101 000 €,"Кишинёв мун., Кишинёв, Чокана, ул. Вадул луй Водэ, 30",,Продам,,101874984,2,Агентство,1,
,,https://999.md/ru/100176969?location=subcategory&index=4726&cardCategoryId=270&cardSubcategoryId=1404,,"4-x комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,10,85 м²,,Вторичный,0 м²,4-x комнатная квартира,119 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul;str. Nicolae Milescu Spătarul, 7/1",0 см,Продам,0 м²,100176969,9,Агентство,,
Premium-Cons Grup,Kомбинированный,https://999.md/ru/104297911?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI2MTcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQyOTc5MTEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMzI2N2RiMDctY2Y4OS00NjI1LTgxOTUtZTJmMTM4ZDYwMmU1IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDIwOjMwOjE3Ljc2NzYxMjMxNFoifX0.YU4AoG50DRsiuTgdKKuEolYojvKUsknxDuXakn83YR0&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4727&cardCategoryId=270&cardSubcategoryId=1404,Гараж,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,6,68 м²,,Новострой,27 м²,2-х комнатная квартира,102 554 €,"Кишинёв мун., Кишинёв, Буюканы, str. Durlești, 56",2800 см,Продам,40 м²,104297911,1,Застройщик,1,
Eldorado Terra,,https://999.md/ru/89754038?location=subcategory&index=4728&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,16,93 м²,Eвроремонт,Новострой,,2-х комнатная квартира,295 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1",,Продам,,89754038,14,Агентство,2,
,Ячеистый Бетон,https://999.md/ru/102094783?location=subcategory&index=4729&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,10,34 м²,Белый вариант,Новострой,,1-комнатная квартира,50 000 €,Расположение,,Продам,,102094783,8,Агентство,,Индивидуальная
,,https://999.md/ru/102061885?location=subcategory&index=4730&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,2,5,38 м²,Eвроремонт,Вторичный,,1-комнатная квартира,49 900 €,Расположение,,Продам,,102061885,2,Агентство,1,
,,https://999.md/ru/102104050?location=subcategory&index=4731&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,16,84 м²,Белый вариант,Новострой,,3-х комнатная квартира,112 500 €,"Кишинёв мун., Кишинёв, Рышкановка, ул. Каля Мошилор, 4",,Продам,,102104050,12,Агентство,2,
,,https://999.md/ru/101743840?location=subcategory&index=4732&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,9,51 м²,Белый вариант,Новострой,,1-комнатная квартира,77 900 €,Расположение,,Продам,,101743840,3,Агентство,,
Estate Invest Company,Kирпичный,https://999.md/ru/101689620?location=subcategory&index=4733&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"1-комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,9,45 м²,Eвроремонт,Новострой,,1-комнатная квартира,99 000 €,Расположение,275 см,Продам,45 м²,101689620,7,Агентство,Нет,
,,https://999.md/ru/104483209?location=subcategory&index=4734&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,16,18 м²,Косметический pемонт,Вторичный,,1-комнатная квартира,19 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor , 16/1",,Продам,,104483209,16,Агентство,,
Solomon Construct Imobil,,https://999.md/ru/104340627?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI2MTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQzNDA2MjciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMDI3NWIwZmItOTFlMi00NDk3LWExZjEtY2E5MzkxNDcxZDVmIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQyMDozMDoxNy43Njc2NzUwMVoifX0.1w-pHJR4zHBAVEVYSbMji_FN9iTi4t3r6DH4Gm9uQyU&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4735&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,,10,42 м²,,Новострой,,1-комнатная квартира,51 800 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",,Продам,,104340627,8,Частное лицо,1,
,,https://999.md/ru/104411669?location=subcategory&index=4736&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,7,45 м²,Белый вариант,Новострой,,1-комнатная квартира,73 540 €,"Кишинёв мун., Кишинёв, Ботаника, Bd.Daci, 59",,Продам,,104411669,5,Агентство,,
,,https://999.md/ru/104607542?location=subcategory&index=4737&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,10,94 м²,Eвроремонт,Новострой,,3-х комнатная квартира,210 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 11",,Продам,94 м²,104607542,1,Агентство,,
,,https://999.md/ru/103036129?location=subcategory&index=4738&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,7,84 м²,Индивидуальный дизайн,Новострой,,3-х комнатная квартира,309 500 €,"Кишинёв мун., Кишинёв, Центр, str. Moara Rosie, 5",,Продам,84 м²,103036129,4,Частное лицо,Нет,Индивидуальная
