Балкон / лоджия,Планировка,Ливинг,link,Застройщик,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
,,,https://999.md/ru/104074117?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzQxMTciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiM2Y5NDZhNzEtOWUxMS00OWRlLTlhYjgtYThkYjhhMDM1Y2FkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQ4OjA1Ljk0NDIxMjEzWiJ9fQ.87kH9JOTN-jNlivzGkjZjCuuftUDoPfp2KOZqUBX4_8&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,,,,5,,,22 800 €,6,16 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Eugen Coca, 3",104074117,Вторичный,Kотельцовый,,"Комната,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,Комната,Без ремонта
,,Квартира с ливингом,https://999.md/ru/103760032?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3NjAwMzIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiM2E1ZjNlMGYtODg5Yy00NGZkLTgzZGQtMDRlZjhmYjYzNmY2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQ4OjA1Ljk0NDIzNDYxMloifX0.5eO5nUYYpfl6of6xq9PuMy7SDj7WvkPnUEVWHSuAJMY&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,Ecovzor,,Oткрытое,2,,,139 199 €,14,58 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Iazului, 38",103760032,Новострой,,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
,,Квартира без ливинга,https://999.md/ru/103968975?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5Njg5NzUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNjNmMDg1NDAtOGMxYy00ZWI4LWI5NTEtYmFmNjJmNDExMmUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE3OjQ4OjA1Ljk0NDMzNTQ0OFoifX0.oZ8f_rki7kTYSxeX46TlB7yvpfdPxJawupdFDabv2qc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,,,Oткрытое,2,,,35 €,15,45 м²,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testimiţeanu, 3/10",103968975,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Частное лицо,1-комнатная квартира,
1,,,https://999.md/ru/103962174?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NjIxNzQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYWQwZjZhYjYtNTllYy00MGYxLWIyZTItMmJlMmY2YTExNzAwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzo0ODowNS45NDQzNTk3NTJaIn19.xhbRPdu1qYozfGR1pMpuqiKFJhbgA-R6pvrj7EsXLeo&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,,,Oткрытое,2,1,,82 900 €,5,62 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, 29/3",103962174,Вторичный,Kотельцовый,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/102013891?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIwMTM4OTEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6NDg6MDUuOTQ0NDAzMTA4WiJ9fQ.1VxDOwWExtk_ObJzhqdJXXpCj2Pm-W6Is1c4m3W9_g4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,Astercon,13 м²,Гараж,2,1,286 см,63 800 €,6,44 м²,"Кишинёв мун., Дурлешты, Центр, Durlești, 8",102013891,Новострой,Ячеистый Бетон,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
2,,,https://999.md/ru/104083188?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODMxODgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYWM2OWIwOTAtYjY0MC00ODAyLTg5YmMtNjMwMjFjYjM3MjI1IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQ4OjA1Ljk0NDQyNTUxN1oifX0.o5V1ZmHLEBJOkld8FJRICe7q8VXFEwt_qQA3zsZF4bI&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,,,Oткрытое,3,1,,115 500 €,5,70 м²,Расположение,104083188,Вторичный,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Eвроремонт
Нет,Хрущевка,Квартира с ливингом,https://999.md/ru/103657294?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NTcyOTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMjEzNDZiYmItMWMwMy00Y2NiLTg5OTEtZDk2ZWMzYWQxYmQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQ4OjA1Ljk0Mzk1MTg2NFoifX0.gOvQhCXmR7yH_XQPEntZSTbYRXQkk8DgPWzaUwIaQsU&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=1,,,,1,1,,109 900 €,5,55 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Titulescu, 10",103657294,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
,Мс (Молд. Серия),Квартира с ливингом,https://999.md/ru/104033884?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMzM4ODQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYjhjMjRiZmItNGVhNy00NjFmLWJmZWQtZTQ0M2IzZDA0MDI2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE3OjQ4OjA1Ljk0Mzk5MDk2N1oifX0.9rHRmb5Nwv41Wr6TSfmOVVVLPTgNv8tuATHZjCLILuI&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=2,,,,8,,,89 900 €,9,70 м²,"Бельцы мун., Бельцы, 10 квартал, str. Suceava, 3",104033884,Вторичный,Бетон,67 м²,"3-х комнатная квартира,  10 квартал,  Бельцы,  Бельцы мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
1,,Квартира с ливингом,https://999.md/ru/103948145?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NDgxNDUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiZGIwMzFiMWYtZTc4NC00NGJlLWFhMGYtZDYyYjYwY2Q0N2M1IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxNzo0ODowNS45NDQwMTc0NjhaIn19.2PhE2eQ5mryovpDhjMIlGMyuwHudqnb65L_f-TEofRU&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=3,Comalion & Co,,,14,1,,134 550 €,14,69 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Ghioceilor, 2/1",103948145,Вторичный,,69 м²,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,,Квартира с ливингом,https://999.md/ru/101794926?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3OTQ5MjYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InBsdXMiLCJ0IjoiMjAyNi0wNC0yMFQxNzo0ODowNS45NDQwNjQ4ODZaIn19.y5QizwwgBfLoi0Z7NHDNE6o-on_IVj1B86UFSXBurtM&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=4,Solomon Construct Imobil,27 м²,,4,,290 см,124 660 €,9,110 м²,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",101794926,Новострой,,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Незавершенное cтроительство
1,,Квартира без ливинга,https://999.md/ru/100621297?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2MjEyOTciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6NDg6MDUuOTQ0MTI0ODI2WiJ9fQ.Cn8bH54Lh9bXmDWfzcTbSG7WuNh4EpWjPePvqS-zMB0&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=5,Astercon,11 м²,Гараж,5,2,275 см,97 790 €,5,63 м²,"Кишинёв мун., Ставчены, Центр, Grătiești , 10",100621297,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
1,,Квартира без ливинга,https://999.md/ru/103887006?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4ODcwMDYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiNjJkOTNiYjUtNDI5YS00MWYyLWI2ZmUtZDRmNDkyNDYyODMwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQ4OjA1Ljk0NDE4NTc5MVoifX0.mrIFuPq-ighBYd6t5VK0yaaVJdzzwlhElEPL2VVQVuw&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=6,,,,5,2,,85 000 €,5,60 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Dumitru Rîșcanu, 33/1",103887006,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,
