Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
,,https://999.md/ru/104351175?location=subcategory&index=4223&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,9,36 м²,Нуждается в ремонте,Вторичный,,1-комнатная квартира,53 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, 2/3",,Продам,,104351175,3,Застройщик,1,
,,https://999.md/ru/103738066?location=subcategory&index=4224&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,1,5,56 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,124 900 €,Расположение,,Продам,56 м²,103738066,2,Агентство,1,
Interactiv,,https://999.md/ru/104608770?location=subcategory&index=4225&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,10,145 м²,Eвроремонт,Новострой,,3-х комнатная квартира,464 000 €,"Кишинёв мун., Кишинёв, Центр, str. Alexandru cel Bun, 108/1",,Продам,,104608770,6,Застройщик,2,Индивидуальная
Sky House,Kирпичный,https://999.md/ru/104482575?location=subcategory&index=4226&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,11,57 м²,,Новострой,,2-х комнатная квартира,159 900 €,"Кишинёв мун., Кишинёв, Центр, str. Gheorghe Asachi, 69/1",,Продам,,104482575,8,Частное лицо,,
,,https://999.md/ru/103288595?location=subcategory&index=4227&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,9,50 м²,,Вторичный,,2-х комнатная квартира,98 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 59",,Продам,,103288595,9,Агентство,,
,,https://999.md/ru/103453158?location=subcategory&index=4228&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,,10,56 м²,,Новострой,,1-комнатная квартира,53 580 €,"Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, ---",,Продам,,103453158,2,Агентство,,
,,https://999.md/ru/104608756?location=subcategory&index=4229&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Флорешть,  Флорешты",,,2,43 м²,,Вторичный,,3-х комнатная квартира,30 000 €,"Флорешты, Флорешть, Центр, str. Mihai Viteazul, 52",,Продам,,104608756,1,Агентство,,
,,https://999.md/ru/104572957?location=subcategory&index=4230&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  10 квартал,  Бельцы,  Бельцы мун.",,,5,47 м²,,Вторичный,,2-х комнатная квартира,46 900 €,"Бельцы мун., Бельцы, 10 квартал, bd. Larisa, 7",,Продам,,104572957,4,Частное лицо,,
,,https://999.md/ru/104589701?location=subcategory&index=4231&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,15,67 м²,,Вторичный,,3-х комнатная квартира,109 900 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 47",,Продам,,104589701,14,Агентство,,143
,,https://999.md/ru/103829548?location=subcategory&index=4232&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,9,117 м²,Eвроремонт,Новострой,,2-х комнатная квартира,239 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Academician Sergiu Radautanu, 3",,Продам,,103829548,7,Частное лицо,1,
,,https://999.md/ru/104190400?location=subcategory&index=4233&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,9,51 м²,,Вторичный,,2-х комнатная квартира,79 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Valea Crucii, 22",,Продам,,104190400,3,Агентство,,143
,,https://999.md/ru/104330377?location=subcategory&index=4234&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,9,56 м²,Косметический pемонт,Вторичный,,2-х комнатная квартира,99 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 3",,Продам,50 м²,104330377,8,Агентство,1,
,,https://999.md/ru/104568197?location=subcategory&index=4235&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"Комната,  Чокана,  Кишинёв,  Кишинёв мун.",,1,9,15 м²,,Вторичный,,Комната,21 900 €,"Кишинёв мун., Кишинёв, Чокана, ул. Николае Милеску-Спэтарул, 19/3",,Продам,,104568197,9,Частное лицо,Нет,Малосемейная
,,https://999.md/ru/104608903?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzE4MDksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MDg5MDMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYjFlZWZkNjAtMDQ0Yi00YjNmLWJlODAtODFkNTgxY2VmNGVjIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDIwOjE2OjQ5LjQ3MDU3NDI4NloifX0.o4pLT3-7tD4EFVVJHGAn7BuAiUUF9fM5FKmLwJwKeGw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4236&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,13,73 м²,,Новострой,,2-х комнатная квартира,134 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28a",,Продам,,104608903,11,Частное лицо,,
Dansicons,,https://999.md/ru/100018151?location=subcategory&index=4237&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",Квартира с ливингом,2,6,64 м²,Белый вариант,Новострой,,2-х комнатная квартира,79 625 €,Расположение,,Продам,,100018151,5,Застройщик,1,Индивидуальная
,,https://999.md/ru/103726303?location=subcategory&index=4238&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,1,8,70 м²,Белый вариант,Новострой,,2-х комнатная квартира,104 900 €,"Кишинёв мун., Кишинёв, Центр, str. Regina Elizabeta, --",,Продам,,103726303,2,Агентство,1,
Lagmar Impex,,https://999.md/ru/102997061?location=subcategory&index=4239&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,16,48 м²,Белый вариант,Новострой,,1-комнатная квартира,75 000 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Calea Mosilor, 4",,Продам,,102997061,2,Агентство,,
,,https://999.md/ru/103951697?location=subcategory&index=4240&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,10,68 м²,Белый вариант,Новострой,,2-х комнатная квартира,107 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Milano, -",,Продам,,103951697,9,Агентство,,
,,https://999.md/ru/102706517?location=subcategory&index=4241&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,9,52 м²,Косметический pемонт,Вторичный,,2-х комнатная квартира,99 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Grigore Alexandrescu , 15",,Продам,,102706517,8,Агентство,1,143
,,https://999.md/ru/104502051?location=subcategory&index=4242&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,2,12,65 м²,Eвроремонт,Новострой,,2-х комнатная квартира,148 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 61/5",,Продам,,104502051,12,Частное лицо,1,
,Бетон,https://999.md/ru/104561347?location=subcategory&index=4243&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,1,16,40 м²,Eвроремонт,Вторичный,12 м²,1-комнатная квартира,95 500 €,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 92",270 см,Продам,20 м²,104561347,14,Застройщик,,Индивидуальная
,,https://999.md/ru/104608634?location=subcategory&index=4244&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,10,100 м²,Eвроремонт,Новострой,,3-х комнатная квартира,165 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Valea Crucii, .",,Продам,100 м²,104608634,8,Агентство,,
Lagmar Impex,,https://999.md/ru/104295612?location=subcategory&index=4245&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,12,44 м²,Eвроремонт,Новострой,,1-комнатная квартира,119 500 €,"Кишинёв мун., Кишинёв, Центр, str. Carierei, 5b",,Продам,,104295612,10,Застройщик,1,
Lagmar Impex,,https://999.md/ru/104295578?location=subcategory&index=4246&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,12,44 м²,Eвроремонт,Новострой,,1-комнатная квартира,119 500 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Carierei, 5b",,Продам,,104295578,10,Застройщик,1,
,,https://999.md/ru/103867169?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzE4MDksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4NjcxNjkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNjNmMDg1NDAtOGMxYy00ZWI4LWI5NTEtYmFmNjJmNDExMmUwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDIwOjE2OjQ5LjQ3MDY0MTIwOFoifX0.T8HFJvs4R2XQ45TbNck2ySvnsX1PVWL09qFXsFaqfwA&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4247&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,11,45 м²,,Новострой,,1-комнатная квартира,40 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 43/E",,Сдаю посуточно,,103867169,9,Частное лицо,,
,Бетон,https://999.md/ru/103745460?location=subcategory&index=4248&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,1,14,45 м²,Белый вариант,Новострой,,2-х комнатная квартира,80 900 €,"Кишинёв мун., Кишинёв, Центр, Renasterii Nationale , 35",,Продам,,103745460,9,Агентство,,
,,https://999.md/ru/102690803?location=subcategory&index=4249&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,6,30 м²,,Новострой,,1-комнатная квартира,58 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Vadul lui Voda;str. Vadul lui Vodă, 30/1",,Продам,,102690803,4,Агентство,,
,,https://999.md/ru/104277010?location=subcategory&index=4250&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,2,6,98 м²,Белый вариант,Новострой,,3-х комнатная квартира,151 900 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 204",,Продам,,104277010,3,Агентство,2,
Lagmar Impex,,https://999.md/ru/102996935?location=subcategory&index=4251&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,,16,46 м²,Белый вариант,Новострой,,2-х комнатная квартира,75 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Mosilor, 4",,Продам,,102996935,15,Агентство,,
,,https://999.md/ru/104608602?location=subcategory&index=4252&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,12,91 м²,Eвроремонт,Новострой,,3-х комнатная квартира,182 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Alba-Iulia, 77/5",,Продам,91 м²,104608602,9,Агентство,,
,,https://999.md/ru/101161862?location=subcategory&index=4253&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,10,91 м²,Eвроремонт,Новострой,,3-х комнатная квартира,190 000 €,"Кишинёв мун., Кишинёв, Буюканы, пр-т Алба Юлия, -",,Продам,,101161862,5,Агентство,2,
,,https://999.md/ru/104592403?location=subcategory&index=4254&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,9,72 м²,,Вторичный,,3-х комнатная квартира,129 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Alecu Russo, 61/2",,Продам,,104592403,4,Агентство,,
Exfactor-grup,Kомбинированный,https://999.md/ru/102735699?location=subcategory&index=4255&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,12,85 м²,Eвроремонт,Новострой,,2-х комнатная квартира,164 900 €,"Кишинёв мун., Кишинёв, Ботаника, Doctor Tudor Strișcă, 8/1",,Продам,,102735699,4,Агентство,Нет,Индивидуальная
,,https://999.md/ru/104608548?location=subcategory&index=4256&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,9,71 м²,Eвроремонт,Вторичный,,3-х комнатная квартира,139 900 €,"Кишинёв мун., Кишинёв, Ботаника, Bd. Cuza Voda, ***",,Продам,,104608548,4,Агентство,2,Мс (Молд. Серия)
,Панельный,https://999.md/ru/104447110?location=subcategory&index=4257&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,2,9,75 м²,Индивидуальный дизайн,Вторичный,,3-х комнатная квартира,149 000 €,"Кишинёв мун., Кишинёв, Буюканы, șos. Balcani, 4/3",,Продам,70 м²,104447110,8,Частное лицо,1,Мс (Молд. Серия)
,Mонолитный,https://999.md/ru/104534257?location=subcategory&index=4258&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,2,19,62 м²,Косметический pемонт,Вторичный,8 м²,2-х комнатная квартира,86 900 €,"Кишинёв мун., Кишинёв, Центр, ул. Измайловская, 92/1",260 см,Продам,40 м²,104534257,5,Агентство,1,Индивидуальная
Basconslux,,https://999.md/ru/104578243?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzE4MDksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NzgyNDMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYzU2NjAyNTEtYjE0Zi00Nzc4LWJlNDgtNTQyYmYxNDMxMzE0IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDIwOjE2OjQ5LjQ3MDcyOTcwM1oifX0.vd6m2nsjWXLF1nzqiKRpuSxN6lnMmd5OBBw3oaPghig&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4259&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,11,74 м²,,Новострой,,3-х комнатная квартира,149 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 3/G",,Продам,,104578243,1,Частное лицо,,
,,https://999.md/ru/104082247?location=subcategory&index=4260&cardCategoryId=270&cardSubcategoryId=1404,Под навесом,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,2,9,108 м²,Eвроремонт,Вторичный,,3-х комнатная квартира,199 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 5/6",,Продам,,104082247,6,Агентство,2,Индивидуальная
,,https://999.md/ru/103950942?location=subcategory&index=4261&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Центр,  Гидигич,  Кишинёв мун.",,1,9,44 м²,Eвроремонт,Новострой,,1-комнатная квартира,71 900 €,Расположение,,Продам,,103950942,3,Агентство,1,
,,https://999.md/ru/104581862?location=subcategory&index=4262&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,1,11,50 м²,,Новострой,,2-х комнатная квартира,59 772 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",270 см,Продам,,104581862,8,Застройщик,1,
,,https://999.md/ru/104582706?location=subcategory&index=4263&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,1,11,41 м²,Белый вариант,Новострой,,2-х комнатная квартира,48 950 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",270 см,Продам,,104582706,1,Застройщик,1,
,Kирпичный,https://999.md/ru/104280257?location=subcategory&index=4264&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,2,10,72 м²,Eвроремонт,Новострой,,2-х комнатная квартира,149 600 €,"Кишинёв мун., Дурлешты, Центр, Cartușa, 95/5",,Продам,,104280257,8,Агентство,Нет,
,Панельный,https://999.md/ru/103996789?location=subcategory&index=4265&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,5,45 м²,Без ремонта,Вторичный,,2-х комнатная квартира,61 300 €,"Кишинёв мун., Кишинёв, Ботаника, Nicolai Zelinski, 38/4",,Продам,,103996789,5,Агентство,1,Хрущевка
,Kомбинированный,https://999.md/ru/102554513?location=subcategory&index=4266&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,2,13,91 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,124 900 €,"Кишинёв мун., Кишинёв, Старая Почта, Socoleni, 23",,Продам,,102554513,7,Агентство,Нет,Индивидуальная
Inamstro,,https://999.md/ru/104559332?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzE4MDksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NTkzMzIiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiMDE5YzdkN2MtNTYxYS00ZGIwLWE2ZjktZWYyN2MwNGUyMzkwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQyMDoxNjo0OS40NzA3NzE1ODVaIn19.CogoSUNTGB6kH_KVN-1EeI8jgVS-1A9Nkghzv158qF8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4267&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,13,123 м²,,Новострой,,3-х комнатная квартира,447 000 €,"Кишинёв мун., Кишинёв, Центр, str. Calea Ieșilor, 6",,Продам,,104559332,13,Агентство,,
,Панельный,https://999.md/ru/104407476?location=subcategory&index=4268&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,9,75 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,104 900 €,"Кишинёв мун., Кишинёв, Ботаника, Traian, 20",,Продам,,104407476,7,Агентство,2,Варц (Варницкая)
Lagmar Impex,Kирпичный,https://999.md/ru/103035898?location=subcategory&index=4269&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,2,10,67 м²,Незавершенное cтроительство,Новострой,,2-х комнатная квартира,86 000 €,"Кишинёв мун., Кишинёв, Старая Почта, Ceucari, 1",,Продам,,103035898,4,Агентство,1,Индивидуальная
,Панельный,https://999.md/ru/104350076?location=subcategory&index=4270&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,9,70 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,116 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 19/3",,Продам,,104350076,6,Агентство,2,143
Estate Invest Company,Kомбинированный,https://999.md/ru/104492165?location=subcategory&index=4271&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,1,10,59 м²,Незавершенное cтроительство,Новострой,,2-х комнатная квартира,82 900 €,"Кишинёв мун., Дурлешты, Центр, Atelierilor, 23",,Продам,,104492165,3,Агентство,1,Индивидуальная
