Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Этаж,Тип здания,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,Eвроремонт,,,,Агентство,104458572,https://999.md/ru/104458572?location=subcategory&index=3918&cardCategoryId=270&cardSubcategoryId=1404,2,,9,55 м²,,2-х комнатная квартира,Вторичный,,,,113 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, 2/3"
1,Белый вариант,2,Индивидуальная,270 см,Застройщик,102030309,https://999.md/ru/102030309?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzA5MTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIwMzAzMDkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNGM0NTRhYWQtMjE0OC00ZTMwLWEzYjQtZDU4YjFkYTRhNTliIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQyMDowMTo1Mi4xNTc1Njc4NjRaIn19.gjz7Kc7eRglM6_qyHjtl_UcoDw9rEmLeKVYmQgFCb-s&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3919&cardCategoryId=270&cardSubcategoryId=1404,3,Ячеистый Бетон,10,82 м²,Подземная,3-х комнатная квартира,Новострой,Rodaris Pro,,81 м²,120 540 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Tudor Vladimirescu, 19"
1,Eвроремонт,,,,Агентство,104392870,https://999.md/ru/104392870?location=subcategory&index=3920&cardCategoryId=270&cardSubcategoryId=1404,2,,11,38 м²,,1-комнатная квартира,Новострой,,,,103 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Андрей Дога, 26/E"
,Eвроремонт,,,,Агентство,104375011,https://999.md/ru/104375011?location=subcategory&index=3921&cardCategoryId=270&cardSubcategoryId=1404,1,,10,36 м²,,1-комнатная квартира,Новострой,,,,117 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Гика Водэ, 5"
,Eвроремонт,,,,Агентство,104335007,https://999.md/ru/104335007?location=subcategory&index=3922&cardCategoryId=270&cardSubcategoryId=1404,4,,14,72 м²,,2-х комнатная квартира,Новострой,Exfactor-grup,,,189 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28"
,Eвроремонт,,,,Агентство,104209813,https://999.md/ru/104209813?location=subcategory&index=3923&cardCategoryId=270&cardSubcategoryId=1404,11,,13,120 м²,,3-х комнатная квартира,Новострой,,,,225 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, ул. Николае Сулак, 4"
,Eвроремонт,1,,,Агентство,104075618,https://999.md/ru/104075618?location=subcategory&index=3924&cardCategoryId=270&cardSubcategoryId=1404,8,,9,38 м²,Oткрытое,1-комнатная квартира,Новострой,Pamir Construct,,,118 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Гика Водэ, 5"
,Eвроремонт,,,,Агентство,104010052,https://999.md/ru/104010052?location=subcategory&index=3925&cardCategoryId=270&cardSubcategoryId=1404,7,,9,56 м²,,2-х комнатная квартира,Вторичный,,,,109 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Calea Orheiului, 105/2"
1,Белый вариант,2,,,Агентство,100961364,https://999.md/ru/100961364?location=subcategory&index=3926&cardCategoryId=270&cardSubcategoryId=1404,5,,9,69 м²,Oткрытое,2-х комнатная квартира,Новострой,Basconslux,,,69 000 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Центр,  Страшены,  Страшены","Страшены, Страшены, Центр, ул. Штефан чел Маре ши Сынт, 35"
1,Eвроремонт,2,,,Агентство,104318829,https://999.md/ru/104318829?location=subcategory&index=3927&cardCategoryId=270&cardSubcategoryId=1404,6,,9,53 м²,,2-х комнатная квартира,Вторичный,,,,117 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Igor Vieru, --"
2,Eвроремонт,2,,,Агентство,103658038,https://999.md/ru/103658038?location=subcategory&index=3928&cardCategoryId=270&cardSubcategoryId=1404,Пентхаус,Kомбинированный,8,109 м²,Подземная,3-х комнатная квартира,Новострой,,,109 м²,229 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Яловены,  Яловены",Расположение
1,Eвроремонт,1,,,Агентство,104574297,https://999.md/ru/104574297?location=subcategory&index=3929&cardCategoryId=270&cardSubcategoryId=1404,3,,10,48 м²,,1-комнатная квартира,Новострой,Basconslux,,48 м²,112 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 1/A"
1,Eвроремонт,1,143,,Агентство,104604075,https://999.md/ru/104604075?location=subcategory&index=3930&cardCategoryId=270&cardSubcategoryId=1404,1,Панельный,10,60 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,55 м²,110 000 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Calea Orheiului, 109/2"
,Cерый вариант,,,,Частное лицо,103786268,https://999.md/ru/103786268?location=subcategory&index=3931&cardCategoryId=270&cardSubcategoryId=1404,5,,9,54 м²,,1-комнатная квартира,Новострой,,,,54 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Testemițanu, 61"
1,Белый вариант,1,Индивидуальная,,Застройщик,103991621,https://999.md/ru/103991621?location=subcategory&index=3932&cardCategoryId=270&cardSubcategoryId=1404,5,Kомбинированный,10,57 м²,Oткрытое,1-комнатная квартира,Новострой,Pamir Construct,,,80 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 100/3"
,Белый вариант,,,2600 см,Частное лицо,104478809,https://999.md/ru/104478809?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzA5MTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0Nzg4MDkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2RlOTZjNDgtYmViNi00OGNjLTljYTYtMzI0OTAzNGI1ZWU0IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQyMDowMTo1Mi4xNTc3MjcwNDlaIn19.ERH2lgOMUF-LiDkPNNtye0uOcICwZ84_34FPmYAB1ig&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3933&cardCategoryId=270&cardSubcategoryId=1404,11,Kомбинированный,14,44 м²,,1-комнатная квартира,Новострой,Sky House,12 м²,12 м²,79 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1"
1,Белый вариант,2,,,Агентство,104300591,https://999.md/ru/104300591?location=subcategory&index=3934&cardCategoryId=270&cardSubcategoryId=1404,12,,12,91 м²,,3-х комнатная квартира,Новострой,Solomon Construct Imobil,,,144 000 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, --"
2,Белый вариант,2,,,Агентство,101937602,https://999.md/ru/101937602?location=subcategory&index=3935&cardCategoryId=270&cardSubcategoryId=1404,5,,5,90 м²,,3-х комнатная квартира,Новострой,,,,132 814 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Bisericii, 1"
1,Белый вариант,2,,290 см,Застройщик,100972384,https://999.md/ru/100972384?location=subcategory&index=3936&cardCategoryId=270&cardSubcategoryId=1404,4,,4,77 м²,Подземная,2-х комнатная квартира,Новострой,,22 м²,,80 367 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, str. Suceava, 5"
1,Белый вариант,2,,290 см,Застройщик,101437717,https://999.md/ru/101437717?location=subcategory&index=3937&cardCategoryId=270&cardSubcategoryId=1404,1,,4,80 м²,Oткрытое,2-х комнатная квартира,Новострой,,30 м²,,91 597 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, str. Suceava, 5"
2,Белый вариант,1,,290 см,Застройщик,100972048,https://999.md/ru/100972048?location=subcategory&index=3938&cardCategoryId=270&cardSubcategoryId=1404,4,,4,119 м²,Подземная,3-х комнатная квартира,Новострой,,,,112 995 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, str. Suceava, 5"
1,Белый вариант,1,,,Частное лицо,104588900,https://999.md/ru/104588900?location=subcategory&index=3939&cardCategoryId=270&cardSubcategoryId=1404,3,Kирпичный,14,63 м²,,2-х комнатная квартира,Новострой,Lagmar Impex,,,91 300 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14"
,Белый вариант,1,,,Частное лицо,104588871,https://999.md/ru/104588871?location=subcategory&index=3940&cardCategoryId=270&cardSubcategoryId=1404,3,,14,47 м²,,1-комнатная квартира,Новострой,Lagmar Impex,,,69 700 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Ceucari, 14"
1,Белый вариант,1,Индивидуальная,,Застройщик,86578033,https://999.md/ru/86578033?location=subcategory&index=3941&cardCategoryId=270&cardSubcategoryId=1404,6,,6,47 м²,Подземная,1-комнатная квартира,Новострой,Dansicons,,,60 580 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Оргеев,  Оргеев",Расположение
1,Косметический pемонт,1,Рубашка,,Частное лицо,104544113,https://999.md/ru/104544113?location=subcategory&index=3942&cardCategoryId=270&cardSubcategoryId=1404,1,Панельный,5,60 м²,,3-х комнатная квартира,Вторичный,,,60 м²,63 500 €,Квартира без ливинга,Продам,"3-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",Расположение
1,Индивидуальный дизайн,1,Индивидуальная,,Частное лицо,103360660,https://999.md/ru/103360660?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzA5MTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNjA2NjAiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZTExZDczNDMtMGRkMy00ZDQyLTg4MzgtMDc2N2YyMjQ1ZmYwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDIwOjAxOjUyLjE1NzgyODU3NFoifX0.PERrGBxtNdlpbw0OLElD4nzRtMw9wBg0S3D0EIQCoWs&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3943&cardCategoryId=270&cardSubcategoryId=1404,1,Бетон,10,47 м²,Подземная,1-комнатная квартира,Новострой,Basconslux,,,95 999 €,,Продам,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Расположение
1,Eвроремонт,1,,,Частное лицо,104555878,https://999.md/ru/104555878?location=subcategory&index=3944&cardCategoryId=270&cardSubcategoryId=1404,2,,8,43 м²,Подземная,1-комнатная квартира,Новострой,,,,94 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Regele Carol, 5"
1,Eвроремонт,1,143,,Частное лицо,104077452,https://999.md/ru/104077452?location=subcategory&index=3945&cardCategoryId=270&cardSubcategoryId=1404,8,,9,70 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,120 000 €,,Продам,"3-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.","Кишинёв мун., Кодру, Центр, Str. Costiujeni, 6/1"
,Белый вариант,,,,Агентство,101439370,https://999.md/ru/101439370?location=subcategory&index=3946&cardCategoryId=270&cardSubcategoryId=1404,4,,8,67 м²,,2-х комнатная квартира,Новострой,,,,103 850 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.","Кишинёв мун., Кодру, Центр, str. Valea Apelor, 21/A"
,Белый вариант,1,,2820 см,Частное лицо,104588847,https://999.md/ru/104588847?location=subcategory&index=3947&cardCategoryId=270&cardSubcategoryId=1404,3,,14,48 м²,,1-комнатная квартира,Новострой,Lagmar Impex,,,72 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14"
2,Косметический pемонт,2,Мс (Молд. Серия),2600 см,Частное лицо,80834511,https://999.md/ru/80834511?location=subcategory&index=3948&cardCategoryId=270&cardSubcategoryId=1404,5,Блочный,5,49 м²,Oткрытое,2-х комнатная квартира,Вторичный,A-casa,9 м²,,78 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Grenoble, 159/4"
3,Косметический pемонт,2,,,Агентство,104574238,https://999.md/ru/104574238?location=subcategory&index=3949&cardCategoryId=270&cardSubcategoryId=1404,3,Бетон,9,74 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,125 900 €,Квартира без ливинга,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, ул. Петру Заднипру, 19/1"
1,Белый вариант,2,,,Застройщик,101075956,https://999.md/ru/101075956?location=subcategory&index=3950&cardCategoryId=270&cardSubcategoryId=1404,6,Kомбинированный,10,71 м²,,2-х комнатная квартира,Новострой,Basconslux,,,69 501 €,,Продам,"2-х комнатная квартира,  Центр,  Страшены,  Страшены",Расположение
,Eвроремонт,,,,Застройщик,100845678,https://999.md/ru/100845678?location=subcategory&index=3951&cardCategoryId=270&cardSubcategoryId=1404,9,Kомбинированный,10,54 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,130 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 27"
1,Eвроремонт,1,,,Частное лицо,100481781,https://999.md/ru/100481781?location=subcategory&index=3952&cardCategoryId=270&cardSubcategoryId=1404,8,Kомбинированный,10,54 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,130 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 27"
1,Белый вариант,,,290 см,Застройщик,100971568,https://999.md/ru/100971568?location=subcategory&index=3953&cardCategoryId=270&cardSubcategoryId=1404,2,,4,47 м²,Подземная,1-комнатная квартира,Новострой,,22 м²,,57 787 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, str. Ialoveni, 102"
,Белый вариант,,,,Агентство,104477546,https://999.md/ru/104477546?location=subcategory&index=3954&cardCategoryId=270&cardSubcategoryId=1404,9,,15,73 м²,,1-комнатная квартира,Новострой,,,,87 984 €,,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, -"
1,Индивидуальный дизайн,1,,,Частное лицо,100613067,https://999.md/ru/100613067?location=subcategory&index=3955&cardCategoryId=270&cardSubcategoryId=1404,9,Kомбинированный,10,54 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,130 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 27"
Нет,Eвроремонт,1,,280 см,Частное лицо,104462743,https://999.md/ru/104462743?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzA5MTIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0NjI3NDMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2FmOTU4ZjYtYWM2Yy00OGU0LTgwMzEtZDQ3MDM2ZDE2NTFkIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDIwOjAxOjUyLjE1NzkwMDg3MloifX0.N3ZS57tRxh9oKNwjpj2hiiyCUOfYKuXxNSZICX032hA&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3956&cardCategoryId=270&cardSubcategoryId=1404,2,Kомбинированный,8,70 м²,Oткрытое,2-х комнатная квартира,Новострой,,,70 м²,149 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 5/E"
,Eвроремонт,,,,Агентство,104021622,https://999.md/ru/104021622?location=subcategory&index=3957&cardCategoryId=270&cardSubcategoryId=1404,12,,14,76 м²,,2-х комнатная квартира,Новострой,Lagmar Impex,,,258 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 19"
,,,,,Агентство,103956241,https://999.md/ru/103956241?location=subcategory&index=3958&cardCategoryId=270&cardSubcategoryId=1404,14,,21,48 м²,,1-комнатная квартира,Новострой,Braus Imobiliare,,,131 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15"
,Белый вариант,2,Индивидуальная,,Агентство,102997492,https://999.md/ru/102997492?location=subcategory&index=3959&cardCategoryId=270&cardSubcategoryId=1404,10,Kирпичный,16,68 м²,Подземная,2-х комнатная квартира,Новострой,,,,96 517 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Calea Mosilor , 4"
