Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
3,Eвроремонт,2,Индивидуальная,,Агентство,103488674,https://999.md/ru/103488674?location=subcategory&index=3599&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,8,14,90 м²,Oткрытое,3-х комнатная квартира,Новострой,AMIC,,,159 900 €,Квартира без ливинга,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,,,,Агентство,104610772,https://999.md/ru/104610772?location=subcategory&index=3600&cardCategoryId=270&cardSubcategoryId=1404,,2,9,68 м²,,2-х комнатная квартира,Новострой,,,,142 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62"
Нет,Eвроремонт,1,,,Застройщик,104610756,https://999.md/ru/104610756?location=subcategory&index=3601&cardCategoryId=270&cardSubcategoryId=1404,,6,12,55 м²,,1-комнатная квартира,Новострой,Lagmar Impex,,,115 000 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 2D"
,Белый вариант,,,,Агентство,104610732,https://999.md/ru/104610732?location=subcategory&index=3602&cardCategoryId=270&cardSubcategoryId=1404,,5,10,67 м²,,2-х комнатная квартира,Новострой,Exfactor-grup,,,94 360 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62"
,Eвроремонт,1,,,Частное лицо,104177869,https://999.md/ru/104177869?location=subcategory&index=3603&cardCategoryId=270&cardSubcategoryId=1404,Блочный,1,5,48 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,48 м²,102 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 20"
2,Нуждается в ремонте,2,,,Агентство,104258534,https://999.md/ru/104258534?location=subcategory&index=3604&cardCategoryId=270&cardSubcategoryId=1404,,4,9,69 м²,,3-х комнатная квартира,Вторичный,,,,93 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Nicolae Costin, 63"
1,Белый вариант,,,,Агентство,104514209,https://999.md/ru/104514209?location=subcategory&index=3605&cardCategoryId=270&cardSubcategoryId=1404,,18,20,48 м²,,1-комнатная квартира,Новострой,Braus Imobiliare,,,89 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 15"
Нет,Eвроремонт,1,Гостинка,270 см,Застройщик,104561655,https://999.md/ru/104561655?location=subcategory&index=3606&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,4,20 м²,Oткрытое,Комната,Вторичный,A-casa,5 м²,15 м²,46 500 €,Квартира без ливинга,Продам,"Комната,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, bd. Grigore Vieru, 22/8"
1,,,,,Частное лицо,104340627,https://999.md/ru/104340627?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzAzNDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQzNDA2MjciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMDI3NWIwZmItOTFlMi00NDk3LWExZjEtY2E5MzkxNDcxZDVmIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQxOTo1MjoyNy4zNjU5MDc5MDVaIn19.Oia0c1a6RHQP5AC_tddHO_aow2j4aRtvtqCh-olOrqw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3607&cardCategoryId=270&cardSubcategoryId=1404,,8,10,42 м²,,1-комнатная квартира,Новострой,Solomon Construct Imobil,,,51 800 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a"
1,Белый вариант,1,,,Агентство,102514697,https://999.md/ru/102514697?location=subcategory&index=3608&cardCategoryId=270&cardSubcategoryId=1404,,4,9,44 м²,Oткрытое,1-комнатная квартира,Новострой,Lagmar Impex,,,69 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, ул. Чеукарь, 84"
,Белый вариант,,,,Частное лицо,103446086,https://999.md/ru/103446086?location=subcategory&index=3609&cardCategoryId=270&cardSubcategoryId=1404,,8,10,54 м²,,2-х комнатная квартира,Новострой,Lagmar Impex,,,70 186 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, Шоссе Хынчешть , 142"
,Белый вариант,,,,Частное лицо,103338988,https://999.md/ru/103338988?location=subcategory&index=3610&cardCategoryId=270&cardSubcategoryId=1404,,2,9,41 м²,,1-комнатная квартира,Новострой,Lagmar Impex,,,53 755 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142"
1,Eвроремонт,1,,,Агентство,104610624,https://999.md/ru/104610624?location=subcategory&index=3611&cardCategoryId=270&cardSubcategoryId=1404,,2,17,60 м²,,2-х комнатная квартира,Новострой,Exfactor-grup,,,132 900 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, 19/3"
Нет,Eвроремонт,1,,,Агентство,103597201,https://999.md/ru/103597201?location=subcategory&index=3612&cardCategoryId=270&cardSubcategoryId=1404,,1,9,44 м²,Oткрытое,1-комнатная квартира,Новострой,Volare Tur,,,101 999 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 120"
Нет,Eвроремонт,2,,,Агентство,103224546,https://999.md/ru/103224546?location=subcategory&index=3613&cardCategoryId=270&cardSubcategoryId=1404,,4,12,89 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,152 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, ул. Яловень, 136"
1,Белый вариант,1,,,Агентство,102104677,https://999.md/ru/102104677?location=subcategory&index=3614&cardCategoryId=270&cardSubcategoryId=1404,,13,16,56 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,89 600 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Каля Мошилор, 4"
1,Белый вариант,1,,,Агентство,100664680,https://999.md/ru/100664680?location=subcategory&index=3615&cardCategoryId=270&cardSubcategoryId=1404,,3,4,55 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,79 750 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, ул. Григоре Виеру, 34"
2,Eвроремонт,2,,,Агентство,103657305,https://999.md/ru/103657305?location=subcategory&index=3616&cardCategoryId=270&cardSubcategoryId=1404,,7,13,71 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,177 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28"
1,Белый вариант,2,,,Агентство,102105336,https://999.md/ru/102105336?location=subcategory&index=3617&cardCategoryId=270&cardSubcategoryId=1404,,11,18,81 м²,Oткрытое,2-х комнатная квартира,Новострой,Horus,,,120 700 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Расположение
Нет,Eвроремонт,2,,,Агентство,102615700,https://999.md/ru/102615700?location=subcategory&index=3618&cardCategoryId=270&cardSubcategoryId=1404,,13,14,69 м²,Oткрытое,2-х комнатная квартира,Новострой,Dansicons,,,139 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Расположение
1,Белый вариант,1,,,Агентство,102103843,https://999.md/ru/102103843?location=subcategory&index=3619&cardCategoryId=270&cardSubcategoryId=1404,,5,16,51 м²,Oткрытое,2-х комнатная квартира,Новострой,Lagmar Impex,,,81 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Каля Мошилор, 4"
1,Eвроремонт,1,,,Агентство,102997282,https://999.md/ru/102997282?location=subcategory&index=3620&cardCategoryId=270&cardSubcategoryId=1404,,10,14,54 м²,Oткрытое,1-комнатная квартира,Новострой,Exfactor-grup,,,145 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 41"
,,,,275 см,Застройщик,104613926,https://999.md/ru/104613926?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzAzNDcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MTM5MjYiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNjMwZDU4ZTctODlhYi00Zjk4LWIwZDUtMDA1ODhiNjQ3N2Y2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNFQxOTo1MjoyNy4zNjU5OTkxMjVaIn19.8cDH_QlmU8M93a7c_oTaa70Be6aW-qliWr07V9JEWz8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3621&cardCategoryId=270&cardSubcategoryId=1404,,8,9,64 м²,Oткрытое,2-х комнатная квартира,Новострой,Inamstro,,,146 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6"
1,Белый вариант,1,,,Агентство,102627419,https://999.md/ru/102627419?location=subcategory&index=3622&cardCategoryId=270&cardSubcategoryId=1404,,3,4,59 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,85 550 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, ул. Григоре Виеру, 14"
1,Eвроремонт,1,,,Агентство,102689174,https://999.md/ru/102689174?location=subcategory&index=3623&cardCategoryId=270&cardSubcategoryId=1404,,9,10,73 м²,Oткрытое,2-х комнатная квартира,Новострой,Varincom,,,174 360 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Николай Димо, 13"
1,Eвроремонт,1,,,Агентство,102602205,https://999.md/ru/102602205?location=subcategory&index=3624&cardCategoryId=270&cardSubcategoryId=1404,,15,16,45 м²,Oткрытое,1-комнатная квартира,Новострой,,,,79 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.","Кишинёв мун., Ставчены, Центр, -, -"
1,Белый вариант,2,,,Агентство,102105875,https://999.md/ru/102105875?location=subcategory&index=3625&cardCategoryId=270&cardSubcategoryId=1404,,10,18,81 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,120 800 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Тудор Владимиреску, 1"
Нет,Eвроремонт,1,,,Агентство,102938753,https://999.md/ru/102938753?location=subcategory&index=3626&cardCategoryId=270&cardSubcategoryId=1404,,1,5,67 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,94 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев","Оргеев, Оргеев, Центр, ул. Константин Стамати, 27"
1,Белый вариант,1,,,Агентство,102104182,https://999.md/ru/102104182?location=subcategory&index=3627&cardCategoryId=270&cardSubcategoryId=1404,,12,16,46 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,75 200 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,,,Агентство,103539413,https://999.md/ru/103539413?location=subcategory&index=3628&cardCategoryId=270&cardSubcategoryId=1404,,10,10,76 м²,Oткрытое,2-х комнатная квартира,Новострой,Sky House,,,159 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 129"
1,Белый вариант,1,,,Агентство,100662129,https://999.md/ru/100662129?location=subcategory&index=3629&cardCategoryId=270&cardSubcategoryId=1404,,2,4,62 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,89 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, ул. Григоре Виеру, 14"
1,Белый вариант,1,,,Агентство,103954413,https://999.md/ru/103954413?location=subcategory&index=3630&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,1,4,45 м²,Oткрытое,1-комнатная квартира,Новострой,,,,67 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, ул. Григоре Виеру, 14"
Нет,Eвроремонт,2,,,Агентство,103791314,https://999.md/ru/103791314?location=subcategory&index=3631&cardCategoryId=270&cardSubcategoryId=1404,,2,9,71 м²,Oткрытое,2-х комнатная квартира,Новострой,Solomon Construct Imobil,,,189 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,,,Агентство,103631642,https://999.md/ru/103631642?location=subcategory&index=3632&cardCategoryId=270&cardSubcategoryId=1404,,3,4,60 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,109 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Думитру Рышкану, 4"
2,Eвроремонт,2,Мс (Молд. Серия),,Агентство,103871162,https://999.md/ru/103871162?location=subcategory&index=3633&cardCategoryId=270&cardSubcategoryId=1404,,7,9,71 м²,Подземная,3-х комнатная квартира,Вторичный,,,,124 900 €,Квартира без ливинга,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătaru, 3"
1,Eвроремонт,1,,,Агентство,104581666,https://999.md/ru/104581666?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzAzNDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1ODE2NjYiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNmJlOWZmY2UtODhjNC00MjU4LTg2YTYtMDA0ZmFiOGM0OGQ3IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQxOTo1MjoyNy4zNjYxMDYzNzZaIn19.4lGi1PFJQsUR4FRoRBBTe9Rxbt6siSTLIrfxuMWY5gI&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3634&cardCategoryId=270&cardSubcategoryId=1404,,3,15,53 м²,Oткрытое,1-комнатная квартира,Новострой,,,,100 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Albisoara, 80/7"
Нет,Eвроремонт,1,,,Агентство,103700193,https://999.md/ru/103700193?location=subcategory&index=3635&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,6,6,44 м²,Oткрытое,1-комнатная квартира,Новострой,,,,95 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.","Кишинёв мун., Думбрава, Центр, ул. Дурлешть, 20"
,Eвроремонт,1,,,Агентство,103224868,https://999.md/ru/103224868?location=subcategory&index=3636&cardCategoryId=270&cardSubcategoryId=1404,,7,10,34 м²,Oткрытое,1-комнатная квартира,Новострой,Sky House,,,79 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Bacioii Noi, 14"
Нет,Eвроремонт,1,,,Агентство,103676912,https://999.md/ru/103676912?location=subcategory&index=3637&cardCategoryId=270&cardSubcategoryId=1404,,1,10,71 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,179 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41"
1,Белый вариант,1,,,Агентство,103860938,https://999.md/ru/103860938?location=subcategory&index=3638&cardCategoryId=270&cardSubcategoryId=1404,,6,16,45 м²,Oткрытое,1-комнатная квартира,Новострой,Horus,,,82 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Тудор Владимиреску, 1/8"
1,Белый вариант,2,,,Агентство,103807659,https://999.md/ru/103807659?location=subcategory&index=3639&cardCategoryId=270&cardSubcategoryId=1404,,7,12,46 м²,Oткрытое,1-комнатная квартира,Новострой,Exfactor-grup,,,107 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,,,Агентство,103943712,https://999.md/ru/103943712?location=subcategory&index=3640&cardCategoryId=270&cardSubcategoryId=1404,,2,9,60 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,125 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, ул. Александру чел Бун, 2/8"
1,Eвроремонт,1,,,Агентство,103765395,https://999.md/ru/103765395?location=subcategory&index=3641&cardCategoryId=270&cardSubcategoryId=1404,,9,9,70 м²,Oткрытое,2-х комнатная квартира,Новострой,Basconslux,,,165 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 43/F"
1,Eвроремонт,1,,,Агентство,103733623,https://999.md/ru/103733623?location=subcategory&index=3642&cardCategoryId=270&cardSubcategoryId=1404,,4,10,47 м²,Oткрытое,1-комнатная квартира,Новострой,Varincom,,,118 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Николай Димо, 13"
1,Косметический pемонт,1,Хрущевка,2750 см,Агентство,103840051,https://999.md/ru/103840051?location=subcategory&index=3643&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,2,5,60 м²,Oткрытое,3-х комнатная квартира,Вторичный,Inamstro,5 м²,55 м²,95 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Трандафирилор, 29/2"
1,Косметический pемонт,1,Хрущевка,,Агентство,103833390,https://999.md/ru/103833390?location=subcategory&index=3644&cardCategoryId=270&cardSubcategoryId=1404,,3,4,35 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,59 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Andrei Doga, 23"
1,Eвроремонт,2,,,Агентство,103998772,https://999.md/ru/103998772?location=subcategory&index=3645&cardCategoryId=270&cardSubcategoryId=1404,,15,16,68 м²,,2-х комнатная квартира,Новострой,Exfactor-grup,,,155 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, ул. Джинта Латинэ, 19/6"
