Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
,,https://999.md/ru/104200329?location=subcategory&index=4856&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,2,9,94 м²,Индивидуальный дизайн,Новострой,,3-х комнатная квартира,179 900 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24",,Продам,,104200329,9,Агентство,1,
,,https://999.md/ru/103366924?location=subcategory&index=4857&cardCategoryId=270&cardSubcategoryId=1404,,"Комната,  Центр,  Дурлешты,  Кишинёв мун.",,1,10,43 м²,,Новострой,,Комната,89 900 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, ---",,Продам,,103366924,7,Агентство,,
,,https://999.md/ru/101425942?location=subcategory&index=4858&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,16,69 м²,Белый вариант,Новострой,,1-комнатная квартира,104 900 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, .",,Продам,,101425942,2,Агентство,1,
Exfactor-grup,,https://999.md/ru/104439299?location=subcategory&index=4859&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,9,50 м²,Белый вариант,Новострой,,1-комнатная квартира,79 900 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62",,Продам,,104439299,7,Агентство,2,
,,https://999.md/ru/103811604?location=subcategory&index=4860&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  8 квартал,  Бельцы,  Бельцы мун.",,,5,60 м²,Индивидуальный дизайн,Вторичный,,3-х комнатная квартира,63 000 €,"Бельцы мун., Бельцы, 8 квартал, str. Vasile Coroban, 20",,Продам,,103811604,2,Частное лицо,,Индивидуальная
,,https://999.md/ru/102159570?location=subcategory&index=4861&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,2,13,81 м²,Белый вариант,Новострой,,2-х комнатная квартира,117 595 €,"Кишинёв мун., Кишинёв, Центр, str. Petru Rareș, 55/1",,Продам,,102159570,12,Агентство,1,Индивидуальная
,Kомбинированный,https://999.md/ru/103374832?location=subcategory&index=4862&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,13,65 м²,Eвроремонт,Новострой,,2-х комнатная квартира,194 900 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Voda, 5",,Продам,,103374832,2,Агентство,,Индивидуальная
,,https://999.md/ru/104431633?location=subcategory&index=4863&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,10,43 м²,,Новострой,,1-комнатная квартира,56 023 €,"Кишинёв мун., Кишинёв, Центр, str. Calea Moșilor, 4",,Продам,,104431633,3,Агентство,,
Exfactor-grup,,https://999.md/ru/104607196?location=subcategory&index=4864&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,10,67 м²,Белый вариант,Новострой,,2-х комнатная квартира,94 400 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62",,Продам,,104607196,4,Агентство,,
,,https://999.md/ru/104554608?location=subcategory&index=4865&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,2,9,50 м²,Косметический pемонт,Вторичный,,2-х комнатная квартира,77 900 €,"Кишинёв мун., Кишинёв, Телецентр, str. Vladimir Korolenko, 59/1",,Продам,,104554608,9,Агентство,1,
,,https://999.md/ru/104554598?location=subcategory&index=4866&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,1,10,42 м²,Eвроремонт,Новострой,,1-комнатная квартира,91 900 €,"Кишинёв мун., Дурлешты, Центр, str. Tudor Vladimirescu, 73",,Продам,,104554598,1,Агентство,,
,,https://999.md/ru/104551700?location=subcategory&index=4867&cardCategoryId=270&cardSubcategoryId=1404,,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",,,5,18 м²,Eвроремонт,Вторичный,,Комната,39 500 €,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 43/2",,Продам,,104551700,1,Агентство,,
A-casa,Kомбинированный,https://999.md/ru/103806598?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI5MTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MDY1OTgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2U1MWYxMWQtODVhMy00YzQ0LTgwMmQtOTliZTFlYWI1OWYwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDIwOjM1OjE3Ljk0OTQ5NDgwNloifX0.JtFbO_01SKGj5fmlkE843R_JYWm6XLmieH60_ZlWzLQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4868&cardCategoryId=270&cardSubcategoryId=1404,Гараж,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,1,83 м²,Eвроремонт,Вторичный,9 м²,4-x комнатная квартира,178 000 €,"Кишинёв мун., Кишинёв, Центр, str. Alexandru Botezatu, 4",220 см,Продам,54 м²,103806598,1,Частное лицо,Нет,Индивидуальная
,,https://999.md/ru/104551686?location=subcategory&index=4869&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,4,77 м²,Eвроремонт,Новострой,,2-х комнатная квартира,214 900 €,"Кишинёв мун., Кишинёв, Центр, str. Tighina, 26",,Продам,,104551686,1,Агентство,,
,,https://999.md/ru/104551599?location=subcategory&index=4870&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,,5,54 м²,,Вторичный,,2-х комнатная квартира,69 990 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Dumitru Rîșcanu, 20/2",,Продам,,104551599,1,Агентство,,
,,https://999.md/ru/104492595?location=subcategory&index=4871&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,6,66 м²,Eвроремонт,Новострой,,2-х комнатная квартира,155 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Livădarilor, 103",,Продам,,104492595,4,Агентство,,
,,https://999.md/ru/104486049?location=subcategory&index=4872&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,15,68 м²,Белый вариант,Новострой,,2-х комнатная квартира,118 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 2",,Продам,,104486049,4,Агентство,,
,,https://999.md/ru/104477858?location=subcategory&index=4873&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,4,63 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,99 900 €,"Кишинёв мун., Кишинёв, Центр, bd. Iuri Gagarin, 5",,Продам,,104477858,2,Агентство,1,
,,https://999.md/ru/103419123?location=subcategory&index=4874&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,,2,40 м²,,Вторичный,,2-х комнатная квартира,63 900 €,"Кишинёв мун., Кишинёв, Телецентр, str. Mihail Lomonosov, 8b",,Продам,,103419123,2,Агентство,,
,Kирпичный,https://999.md/ru/102059534?location=subcategory&index=4875&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,9,42 м²,Белый вариант,Новострой,,1-комнатная квартира,56 133 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",,Продам,,102059534,3,Частное лицо,1,
,,https://999.md/ru/104480112?location=subcategory&index=4876&cardCategoryId=270&cardSubcategoryId=1404,,"Комната,  Чокана,  Кишинёв,  Кишинёв мун.",,1,5,22 м²,Eвроремонт,Вторичный,,Комната,42 500 €,"Кишинёв мун., Кишинёв, Чокана, str. Maria Drăgan, 28/2",,Продам,,104480112,5,Агентство,,
,,https://999.md/ru/104607156?location=subcategory&index=4877&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,16,65 м²,Белый вариант,Новострой,,1-комнатная квартира,100 750 €,Расположение,,Продам,,104607156,16,Агентство,1,
,,https://999.md/ru/104590247?location=subcategory&index=4878&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,9,50 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,110 000 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 38",,Продам,,104590247,3,Агентство,,
,,https://999.md/ru/104597582?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI5MTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1OTc1ODIiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImUwZjAyYjViLWEyNTgtNDY5YS04OGEzLWRjZWM5YTIxNzEyNSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMjA6MzU6MTcuOTQ5NTY5MVoifX0.hhqkrZ6Dpd31uHrJzzwKeKkc7rQCdVgFzAhAZLQg2cg&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4879&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,2,9,185 м²,Eвроремонт,Новострой,,3-х комнатная квартира,484 500 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Nadejda Russo, *",,Продам,,104597582,9,Агентство,2,
,,https://999.md/ru/104144557?location=subcategory&index=4880&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",,1,9,46 м²,Белый вариант,Новострой,,1-комнатная квартира,64 680 €,"Кишинёв мун., Дурлешты, Окраина, str. Nicolae Dimo, ---",,Продам,,104144557,6,Агентство,,
Lagmar Impex,Kирпичный,https://999.md/ru/103776707?location=subcategory&index=4881&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,16,48 м²,,Новострой,11 м²,1-комнатная квартира,74 900 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 1",,Продам,26 м²,103776707,9,Агентство,1,
Braus Imobiliare,Kирпичный,https://999.md/ru/102889548?location=subcategory&index=4882&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,20,115 м²,Eвроремонт,Новострой,,3-х комнатная квартира,200 000 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15",,Продам,,102889548,19,Агентство,1,
,,https://999.md/ru/104576472?location=subcategory&index=4883&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,12,39 м²,,Вторичный,,1-комнатная квартира,72 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 12/4",,Продам,,104576472,9,Агентство,1,
,,https://999.md/ru/103027185?location=subcategory&index=4884&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,1,5,46 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,75 000 €,"Кишинёв мун., Дурлешты, Центр, str. Grigore Ureche, 10/A",,Продам,,103027185,2,Агентство,,
,,https://999.md/ru/104589966?location=subcategory&index=4885&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,9,55 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,118 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Igor Vieru, 13",,Продам,,104589966,8,Агентство,1,143
Lagmar Impex,,https://999.md/ru/104607102?location=subcategory&index=4886&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,12,43 м²,Eвроремонт,Новострой,,1-комнатная квартира,127 500 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornești, 13",,Продам,,104607102,3,Агентство,Нет,
,,https://999.md/ru/104484379?location=subcategory&index=4887&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,1,12,49 м²,Eвроремонт,Новострой,,1-комнатная квартира,105 000 €,"Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 136",,Продам,,104484379,1,Агентство,,
,,https://999.md/ru/104592831?location=subcategory&index=4888&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,9,54 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,93 900 €,"Кишинёв мун., Кишинёв, Чокана,  Milescu Spataru , 13",,Продам,,104592831,7,Агентство,1,143
,,https://999.md/ru/104020896?location=subcategory&index=4889&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Пэмынтены,  Бельцы,  Бельцы мун.",,,5,47 м²,,Вторичный,,1-комнатная квартира,47 500 €,"Бельцы мун., Бельцы, Пэмынтены, str. Visarion Puiu, ---",,Продам,,104020896,1,Агентство,,
,,https://999.md/ru/103552786?location=subcategory&index=4890&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,21,38 м²,,Новострой,,1-комнатная квартира,79 900 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, ---",,Продам,,103552786,11,Агентство,1,
,,https://999.md/ru/101436691?location=subcategory&index=4891&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,5,35 м²,,Вторичный,,1-комнатная квартира,72 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, 14",,Продам,,101436691,5,Агентство,,
,,https://999.md/ru/104373590?location=subcategory&index=4892&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,9,38 м²,Белый вариант,Новострой,,1-комнатная квартира,79 200 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Poștei, 2",,Продам,,104373590,5,Застройщик,1,
Lagmar Impex,Бетон,https://999.md/ru/104563990?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI5MTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NjM5OTAiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNzM1OGY5NWItZjgwZi00M2U4LTg5NTktOTk4ZTM3ZTQwYjY5IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQyMDozNToxNy45NDk3NDk5NTdaIn19.tqyoGU1ig7ZI3pZOXvamEGYYiXxtpIIWlGfEr6JLihI&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4893&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,12,62 м²,Индивидуальный дизайн,Новострой,,2-х комнатная квартира,175 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornești, 16",2700 см,Продам,,104563990,7,Частное лицо,2,
,Kотельцовый,https://999.md/ru/101074282?location=subcategory&index=4894&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,6,86 м²,Eвроремонт,Вторичный,,3-х комнатная квартира,119 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Cetatea Albă, 43",,Продам,,101074282,5,Частное лицо,2,Индивидуальная
,,https://999.md/ru/103322726?location=subcategory&index=4895&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,2,13,82 м²,Eвроремонт,Новострой,,3-х комнатная квартира,219 900 €,"Кишинёв мун., Кишинёв, Центр, str. Ion Nistor, 2",,Продам,,103322726,10,Агентство,,
