Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,Белый вариант,1,,,Агентство,104338624,https://999.md/ru/104338624?location=subcategory&index=3365&cardCategoryId=270&cardSubcategoryId=1404,,9,10,70 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,125 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, 27/5."
,Eвроремонт,1,,,Частное лицо,88806232,https://999.md/ru/88806232?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njk5MjQsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4ODgwNjIzMiIsImkiOiI4OS4xNDkuOTEuMTYyIiwicyI6ImRlc2t0b3BfcmVkZXNpZ24iLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6IiIsImwiOiI5ODg1ODZiNi04NTU1LTQwZWUtOWIwOC0zZmM0MDIyMzA4MTMiLCJlIjoiODkuMTQ5LjkxLjE2MiIsImciOiJsaXRlIiwidCI6IjIwMjYtMDYtMTRUMTk6NDU6MjQuNTI4MzM0OTI3WiJ9fQ.G5BBB5KE84Ze3W6JsUO51E29IE1efT-v8LQgxF4-zSM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3366&cardCategoryId=270&cardSubcategoryId=1404,,4,10,45 м²,1-комнатная квартира,Oткрытое,Новострой,Carpeni,,,800 MDL,,Сдаю посуточно,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Petru Ungureanu, 1a"
1,Нуждается в ремонте,1,,,Агентство,104318531,https://999.md/ru/104318531?location=subcategory&index=3367&cardCategoryId=270&cardSubcategoryId=1404,,5,5,46 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,69 900 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. George Topirceanu,  27."
1,Eвроремонт,,,,Агентство,104309481,https://999.md/ru/104309481?location=subcategory&index=3368&cardCategoryId=270&cardSubcategoryId=1404,,9,10,38 м²,1-комнатная квартира,Oткрытое,Новострой,,,,89 500 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu,  61/4."
1,Индивидуальный дизайн,1,,,Агентство,104308950,https://999.md/ru/104308950?location=subcategory&index=3369&cardCategoryId=270&cardSubcategoryId=1404,,6,6,41 м²,1-комнатная квартира,Oткрытое,Новострой,,,,96 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.","Кишинёв мун., Думбрава, Центр, str. Durleşti, 20."
,Eвроремонт,1,,,Агентство,104142913,https://999.md/ru/104142913?location=subcategory&index=3370&cardCategoryId=270&cardSubcategoryId=1404,,9,10,43 м²,1-комнатная квартира,,Новострой,,,,109 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25."
1,,1,,,Агентство,104122794,https://999.md/ru/104122794?location=subcategory&index=3371&cardCategoryId=270&cardSubcategoryId=1404,,4,7,64 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,122 500 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Gheorghe Codreanu,  21."
,Eвроремонт,1,,,Агентство,104039519,https://999.md/ru/104039519?location=subcategory&index=3372&cardCategoryId=270&cardSubcategoryId=1404,,5,7,48 м²,1-комнатная квартира,Oткрытое,Новострой,,,,99 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, Regina Elisabeta , 4."
Нет,Eвроремонт,2,Индивидуальная,,Застройщик,104453797,https://999.md/ru/104453797?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njk5MjQsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0NTM3OTciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMDk3M2U4ZjgtNTMxZS00NGMyLTg2ZWUtNzAyMDliNzVlMGI5IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE5OjQ1OjI0LjUyODQ1ODg4MVoifX0.YdqSVh1AjrE8dwfDSYriTwzYyKAWYDfw6IGaMqzymyQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3373&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,9,10,71 м²,2-х комнатная квартира,Oткрытое,Новострой,Carpeni,,,167 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25"
2,Eвроремонт,1,,,Агентство,104029061,https://999.md/ru/104029061?location=subcategory&index=3374&cardCategoryId=270&cardSubcategoryId=1404,,5,10,69 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,119 900 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Alba-Iulia,  89/1."
,Eвроремонт,1,,,Агентство,104000229,https://999.md/ru/104000229?location=subcategory&index=3375&cardCategoryId=270&cardSubcategoryId=1404,,1,10,42 м²,1-комнатная квартира,Oткрытое,Новострой,,,,92 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Tudor Vladimirescu, 75/1."
,Индивидуальный дизайн,1,,,Застройщик,104320217,https://999.md/ru/104320217?location=subcategory&index=3376&cardCategoryId=270&cardSubcategoryId=1404,,3,12,72 м²,2-х комнатная квартира,,Новострой,Exfactor-grup,,,240 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
,,1,,,Агентство,103666429,https://999.md/ru/103666429?location=subcategory&index=3377&cardCategoryId=270&cardSubcategoryId=1404,,5,5,26 м²,1-комнатная квартира,,Вторичный,,,,28 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 73/1"
,,1,,,Агентство,104563255,https://999.md/ru/104563255?location=subcategory&index=3378&cardCategoryId=270&cardSubcategoryId=1404,,6,9,53 м²,2-х комнатная квартира,,Новострой,,,,66 900 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/3."
,Eвроремонт,1,,,Агентство,104535918,https://999.md/ru/104535918?location=subcategory&index=3379&cardCategoryId=270&cardSubcategoryId=1404,,5,5,47 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,93 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski,  26/2."
,Eвроремонт,1,,,Агентство,104535789,https://999.md/ru/104535789?location=subcategory&index=3380&cardCategoryId=270&cardSubcategoryId=1404,,9,9,20 м²,1-комнатная квартира,Oткрытое,Вторичный,,,,40 900 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 36/2."
,Eвроремонт,1,,,Агентство,104535742,https://999.md/ru/104535742?location=subcategory&index=3381&cardCategoryId=270&cardSubcategoryId=1404,,5,9,40 м²,1-комнатная квартира,Oткрытое,Новострой,,,,97 000 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Grenoble,  120."
,Eвроремонт,1,,,Агентство,104525247,https://999.md/ru/104525247?location=subcategory&index=3382&cardCategoryId=270&cardSubcategoryId=1404,,2,11,51 м²,1-комнатная квартира,Oткрытое,Новострой,,,,105 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 100/3."
1,Eвроремонт,1,,,Агентство,104515403,https://999.md/ru/104515403?location=subcategory&index=3383&cardCategoryId=270&cardSubcategoryId=1404,,4,10,48 м²,1-комнатная квартира,Oткрытое,Новострой,,,,93 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Alba-Iulia, 87."
,,1,,,Агентство,104512856,https://999.md/ru/104512856?location=subcategory&index=3384&cardCategoryId=270&cardSubcategoryId=1404,,7,8,34 м²,1-комнатная квартира,Oткрытое,Новострой,,,,83 900 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 98."
1,Белый вариант,2,,275 см,Застройщик,100621297,https://999.md/ru/100621297?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njk5MjQsIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2MjEyOTciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTk6NDU6MjQuNTI4NTQ4MTQ4WiJ9fQ.PXg1lKOcwpTG--K5UCcRFlOot7bm62pc7bJeb73bbEQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3385&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,5,5,63 м²,2-х комнатная квартира,Гараж,Новострой,Astercon,11 м²,,97 790 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.","Кишинёв мун., Ставчены, Центр, Grătiești , 10"
Нет,Eвроремонт,,,,Агентство,104494861,https://999.md/ru/104494861?location=subcategory&index=3386&cardCategoryId=270&cardSubcategoryId=1404,,2,5,79 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,109 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Eremei Stratan, 4."
,Индивидуальный дизайн,1,,,Агентство,104485785,https://999.md/ru/104485785?location=subcategory&index=3387&cardCategoryId=270&cardSubcategoryId=1404,,8,10,53 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,119 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni,  136B."
,Индивидуальный дизайн,1,,,Агентство,104485532,https://999.md/ru/104485532?location=subcategory&index=3388&cardCategoryId=270&cardSubcategoryId=1404,,7,10,71 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,146 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/3."
,Индивидуальный дизайн,1,,,Агентство,104485379,https://999.md/ru/104485379?location=subcategory&index=3389&cardCategoryId=270&cardSubcategoryId=1404,,4,9,69 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,155 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, ."
,Eвроремонт,1,,,Агентство,104477164,https://999.md/ru/104477164?location=subcategory&index=3390&cardCategoryId=270&cardSubcategoryId=1404,,9,10,45 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,107 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, 27/2."
,Eвроремонт,1,,,Агентство,104400949,https://999.md/ru/104400949?location=subcategory&index=3391&cardCategoryId=270&cardSubcategoryId=1404,,1,7,56 м²,2-х комнатная квартира,,Новострой,,,,119 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.","Кишинёв мун., Думбрава, Центр, str. Durleşti, 20."
,Eвроремонт,1,,,Агентство,104400279,https://999.md/ru/104400279?location=subcategory&index=3392&cardCategoryId=270&cardSubcategoryId=1404,,1,9,55 м²,2-х комнатная квартира,,Новострой,,,,109 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Testemitanu, 61."
,Белый вариант,,,,Агентство,104371918,https://999.md/ru/104371918?location=subcategory&index=3393&cardCategoryId=270&cardSubcategoryId=1404,,9,10,70 м²,2-х комнатная квартира,,Новострой,,,,125 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, 27/5."
,Eвроремонт,1,,,Агентство,104371561,https://999.md/ru/104371561?location=subcategory&index=3394&cardCategoryId=270&cardSubcategoryId=1404,,7,10,34 м²,1-комнатная квартира,,Новострой,Solomon Construct Imobil,,,83 900 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 98."
,Eвроремонт,,,,Агентство,104339299,https://999.md/ru/104339299?location=subcategory&index=3395&cardCategoryId=270&cardSubcategoryId=1404,,8,9,68 м²,2-х комнатная квартира,,Новострой,,,,179 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 9."
,Eвроремонт,1,,,Агентство,104328862,https://999.md/ru/104328862?location=subcategory&index=3396&cardCategoryId=270&cardSubcategoryId=1404,,5,10,65 м²,2-х комнатная квартира,,Вторичный,,,,123 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 100/3."
1,Косметический pемонт,1,,,Агентство,104318438,https://999.md/ru/104318438?location=subcategory&index=3397&cardCategoryId=270&cardSubcategoryId=1404,,5,5,46 м²,2-х комнатная квартира,,Вторичный,,,,69 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. George Topirceanu, 27."
1,Eвроремонт,1,,,Агентство,104299054,https://999.md/ru/104299054?location=subcategory&index=3398&cardCategoryId=270&cardSubcategoryId=1404,,3,5,48 м²,2-х комнатная квартира,,Вторичный,,,,96 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 19."
1,Eвроремонт,1,,,Агентство,104268084,https://999.md/ru/104268084?location=subcategory&index=3399&cardCategoryId=270&cardSubcategoryId=1404,,2,8,43 м²,1-комнатная квартира,,Новострой,Solomon Construct Imobil,,,115 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 63."
,Eвроремонт,1,,,Агентство,104249319,https://999.md/ru/104249319?location=subcategory&index=3400&cardCategoryId=270&cardSubcategoryId=1404,,6,10,34 м²,1-комнатная квартира,,Новострой,Sky House,,,79 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Băcioii Noi, 14."
,Белый вариант,,,270 см,Частное лицо,102926836,https://999.md/ru/102926836?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njk5MjQsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI5MjY4MzYiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZmI1YTE4MWUtY2JhNy00MzY1LTlkZTktOGJiZTk5ZmIxMjlkIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNFQxOTo0NToyNC41Mjg2MTI0MDNaIn19.1DNC4kqW0dqyrYLRYU6kOWNmUdYgLftwHd_dCHL6RsA&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3401&cardCategoryId=270&cardSubcategoryId=1404,,11,21,38 м²,1-комнатная квартира,,Новострой,Braus Imobiliare,,,81 500 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15"
,Индивидуальный дизайн,1,,,Агентство,104200062,https://999.md/ru/104200062?location=subcategory&index=3402&cardCategoryId=270&cardSubcategoryId=1404,,5,9,42 м²,1-комнатная квартира,Oткрытое,Новострой,,,,95 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, ."
,Eвроремонт,1,,,Агентство,104199953,https://999.md/ru/104199953?location=subcategory&index=3403&cardCategoryId=270&cardSubcategoryId=1404,,7,9,34 м²,1-комнатная квартира,Oткрытое,Новострой,,,,83 900 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 98."
,Eвроремонт,1,,,Агентство,104190752,https://999.md/ru/104190752?location=subcategory&index=3404&cardCategoryId=270&cardSubcategoryId=1404,,4,5,47 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,94 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Paris, 38/2."
1,Eвроремонт,1,,,Агентство,103755313,https://999.md/ru/103755313?location=subcategory&index=3405&cardCategoryId=270&cardSubcategoryId=1404,,4,12,71 м²,2-х комнатная квартира,Oткрытое,Новострой,Exfactor-grup,,,189 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
1,Cерый вариант,1,На земле,3 см,Застройщик,87331578,https://999.md/ru/87331578?location=subcategory&index=3406&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,1,155 м²,3-х комнатная квартира,Oткрытое,Новострой,Basconslux,17 м²,17 м²,123 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Dacia, 77"
3,,2,,,Агентство,104544493,https://999.md/ru/104544493?location=subcategory&index=3407&cardCategoryId=270&cardSubcategoryId=1404,,7,16,96 м²,3-х комнатная квартира,Oткрытое,Новострой,,,,189 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 18"
,,,,,Агентство,104607283,https://999.md/ru/104607283?location=subcategory&index=3408&cardCategoryId=270&cardSubcategoryId=1404,,5,9,50 м²,2-х комнатная квартира,,Вторичный,,,,108 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 19/6"
,,,,,Агентство,104546613,https://999.md/ru/104546613?location=subcategory&index=3409&cardCategoryId=270&cardSubcategoryId=1404,,8,9,77 м²,3-х комнатная квартира,,Вторичный,,,,143 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, șos. Balcani, 4/3"
,Eвроремонт,,,,,102134588,https://999.md/ru/102134588?location=subcategory&index=3410&cardCategoryId=270&cardSubcategoryId=1404,,11,16,67 м²,3-х комнатная квартира,,Вторичный,,,,159 900 €,,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 11"
,Белый вариант,1,,,Частное лицо,103331453,https://999.md/ru/103331453?location=subcategory&index=3411&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,1,10,79 м²,3-х комнатная квартира,,Новострой,Inamstro,,,158 500 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6"
,Белый вариант,1,Индивидуальная,280 см,Частное лицо,104570649,https://999.md/ru/104570649?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njk5MjQsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NzA2NDkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMTY5YjVkZTItY2FjNS00NDdlLTk4MDUtOGQ0YThiYWE0MzUzIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQxOTo0NToyNC41Mjg3MDQ0ODRaIn19.u2BnYGQP9Tu1UnKYizwQK6EcF3r4MwLVtT445bZ3Xzo&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3412&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,8,58 м²,2-х комнатная квартира,,Новострой,,,,70 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a"
