Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,,,,,Агентство,104279488,https://999.md/ru/104279488?location=subcategory&index=2043&cardCategoryId=270&cardSubcategoryId=1404,,6,9,45 м²,,1-комнатная квартира,Новострой,,,,99 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Nicolae Costin, 44/7"
,Eвроремонт,,,,Агентство,103951554,https://999.md/ru/103951554?location=subcategory&index=2044&cardCategoryId=270&cardSubcategoryId=1404,,11,14,81 м²,,2-х комнатная квартира,Новострой,Inamstro,,,224 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 14"
,,,,,Агентство,104609321,https://999.md/ru/104609321?location=subcategory&index=2045&cardCategoryId=270&cardSubcategoryId=1404,,11,13,33 м²,,1-комнатная квартира,Вторичный,,,,59 900 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 5/3"
,Eвроремонт,,,,Агентство,104594738,https://999.md/ru/104594738?location=subcategory&index=2046&cardCategoryId=270&cardSubcategoryId=1404,,7,9,34 м²,,1-комнатная квартира,Вторичный,,,,72 900 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, 47/2"
Нет,Белый вариант,2,,286 см,Застройщик,102832078,https://999.md/ru/102832078?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njc1OTcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzIwNzgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTk6MDY6MzcuMjkxODcwMjA1WiJ9fQ.4cfWp6tCxR3SeE1EUZi31Hoxxqz5ZyfzUrcRhQSSda0&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2047&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,1,6,96 м²,Гараж,3-х комнатная квартира,Новострой,Astercon,15 м²,,135 646 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Durlești, 8"
,Eвроремонт,,,,Агентство,104468618,https://999.md/ru/104468618?location=subcategory&index=2048&cardCategoryId=270&cardSubcategoryId=1404,,8,9,54 м²,,2-х комнатная квартира,Вторичный,,,,118 900 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Igor Vieru, 13"
,Eвроремонт,,,,Агентство,103954389,https://999.md/ru/103954389?location=subcategory&index=2049&cardCategoryId=270&cardSubcategoryId=1404,,2,10,65 м²,,2-х комнатная квартира,Новострой,,,,220 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, 10"
,Eвроремонт,,,,Агентство,104065947,https://999.md/ru/104065947?location=subcategory&index=2050&cardCategoryId=270&cardSubcategoryId=1404,,4,3,87 м²,,3-х комнатная квартира,Новострой,,,,233 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
2,Белый вариант,2,,,Застройщик,20485822,https://999.md/ru/20485822?location=subcategory&index=2051&cardCategoryId=270&cardSubcategoryId=1404,,3,6,67 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,51 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, Центр, str. Ștefan cel Mare și Sfînt, 189"
,Eвроремонт,1,,,Агентство,102552891,https://999.md/ru/102552891?location=subcategory&index=2052&cardCategoryId=270&cardSubcategoryId=1404,,3,5,25 м²,,1-комнатная квартира,Вторичный,,,,49 900 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Gheorghe Asachi, 0"
1,Белый вариант,2,,,Агентство,85746040,https://999.md/ru/85746040?location=subcategory&index=2053&cardCategoryId=270&cardSubcategoryId=1404,,5,12,63 м²,Подземная,2-х комнатная квартира,Новострой,,,,94 500 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, -"
,,,,,Агентство,104601487,https://999.md/ru/104601487?location=subcategory&index=2054&cardCategoryId=270&cardSubcategoryId=1404,,5,14,37 м²,,1-комнатная квартира,Новострой,,,,92 000 €,,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Albișoara, 80/12"
,,,,,Агентство,104517873,https://999.md/ru/104517873?location=subcategory&index=2055&cardCategoryId=270&cardSubcategoryId=1404,,4,14,71 м²,,2-х комнатная квартира,Новострой,,,,189 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
,,,,,Агентство,104517475,https://999.md/ru/104517475?location=subcategory&index=2056&cardCategoryId=270&cardSubcategoryId=1404,,1,5,50 м²,,2-х комнатная квартира,Вторичный,,,,66 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 22"
,,,,,Агентство,104514335,https://999.md/ru/104514335?location=subcategory&index=2057&cardCategoryId=270&cardSubcategoryId=1404,,2,5,52 м²,,2-х комнатная квартира,Вторичный,,,,109 000 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 14"
,,,,,Застройщик,104489792,https://999.md/ru/104489792?location=subcategory&index=2058&cardCategoryId=270&cardSubcategoryId=1404,,4,9,54 м²,,2-х комнатная квартира,Новострой,,,,62 100 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a"
1,Eвроремонт,3,,,Агентство,103097621,https://999.md/ru/103097621?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njc1OTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwOTc2MjEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMTk6MDY6MzcuMjkxOTc0MTczWiJ9fQ.wHtaT2KLWfQB35z5X7xgkFY49-1x3TNuPD_68hm77gM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2059&cardCategoryId=270&cardSubcategoryId=1404,,Пентхаус,7,145 м²,Oткрытое,3-х комнатная квартира,Новострой,,,,525 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Moara Rosie, 5/D"
,,,,,Застройщик,104489769,https://999.md/ru/104489769?location=subcategory&index=2060&cardCategoryId=270&cardSubcategoryId=1404,,4,9,67 м²,,2-х комнатная квартира,Новострой,,,,65 660 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Regele Carol, 5"
,,,,,Застройщик,104489757,https://999.md/ru/104489757?location=subcategory&index=2061&cardCategoryId=270&cardSubcategoryId=1404,,5,9,44 м²,,1-комнатная квартира,Новострой,,,,44 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Regele Carol, 5"
,Eвроремонт,,,,Агентство,104478512,https://999.md/ru/104478512?location=subcategory&index=2062&cardCategoryId=270&cardSubcategoryId=1404,,5,5,35 м²,,1-комнатная квартира,Вторичный,,,,61 900 €,,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Busuiocești, 18"
,,,,,Агентство,104250348,https://999.md/ru/104250348?location=subcategory&index=2063&cardCategoryId=270&cardSubcategoryId=1404,,5,5,55 м²,,2-х комнатная квартира,Вторичный,,,,71 900 €,,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Gheorghe Madan, 87/2"
,Eвроремонт,,,,Агентство,104037530,https://999.md/ru/104037530?location=subcategory&index=2064&cardCategoryId=270&cardSubcategoryId=1404,,2,10,100 м²,,3-х комнатная квартира,Новострой,,,,239 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str-la 2 Lvov, 83"
,,,,,Агентство,103559599,https://999.md/ru/103559599?location=subcategory&index=2065&cardCategoryId=270&cardSubcategoryId=1404,,6,9,54 м²,,2-х комнатная квартира,Новострой,,,,120 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24"
1,Eвроремонт,1,,,Агентство,103360025,https://999.md/ru/103360025?location=subcategory&index=2066&cardCategoryId=270&cardSubcategoryId=1404,,4,7,68 м²,Подземная,2-х комнатная квартира,Новострой,,,,147 900 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Regina Elisabeta, *"
1,Eвроремонт,2,,,Агентство,101283508,https://999.md/ru/101283508?location=subcategory&index=2067&cardCategoryId=270&cardSubcategoryId=1404,,5,16,82 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,219 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, -"
1,Сдан в эксплуатацию,1,,,Частное лицо,104351753,https://999.md/ru/104351753?location=subcategory&index=2068&cardCategoryId=270&cardSubcategoryId=1404,,2,5,38 м²,,2-х комнатная квартира,Вторичный,,,,15 000 $,,Продам,"2-х комнатная квартира,  Борисовка,  Бендеры,  Бендеры мун.","Бендеры мун., Бендеры, Борисовка, ул. Панфилова, 8"
,Eвроремонт,,,,Частное лицо,104585045,https://999.md/ru/104585045?location=subcategory&index=2069&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,2,5,49 м²,,2-х комнатная квартира,Вторичный,,,,102 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Alecu Russo, 3/2"
,Eвроремонт,2,,,Агентство,103236214,https://999.md/ru/103236214?location=subcategory&index=2070&cardCategoryId=270&cardSubcategoryId=1404,,11,12,65 м²,,3-х комнатная квартира,Новострой,Exfactor-grup,,,174 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 0"
,,,,,Агентство,103006109,https://999.md/ru/103006109?location=subcategory&index=2071&cardCategoryId=270&cardSubcategoryId=1404,,8,9,50 м²,,2-х комнатная квартира,Вторичный,,,,91 900 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 23/2"
,,,,275 см,Застройщик,104613926,https://999.md/ru/104613926?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njc1OTcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MTM5MjYiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNjMwZDU4ZTctODlhYi00Zjk4LWIwZDUtMDA1ODhiNjQ3N2Y2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNFQxOTowNjozNy4yOTIwODk1NjRaIn19.LaL_licYb-WwboQ_1QIJAG87ITw8PpKXebvq0V7-18c&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2072&cardCategoryId=270&cardSubcategoryId=1404,,8,9,64 м²,Oткрытое,2-х комнатная квартира,Новострой,Inamstro,,,146 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6"
1,Белый вариант,2,,,Агентство,102644770,https://999.md/ru/102644770?location=subcategory&index=2073&cardCategoryId=270&cardSubcategoryId=1404,,9,13,78 м²,,3-х комнатная квартира,Новострой,,,,154 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 0"
,Белый вариант,1,,,Агентство,103373639,https://999.md/ru/103373639?location=subcategory&index=2074&cardCategoryId=270&cardSubcategoryId=1404,,8,9,44 м²,,1-комнатная квартира,Новострой,,,,55 000 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Regina Elisabeta, -"
Нет,Eвроремонт,1,,,Агентство,101361605,https://999.md/ru/101361605?location=subcategory&index=2075&cardCategoryId=270&cardSubcategoryId=1404,,8,10,37 м²,Oткрытое,1-комнатная квартира,Новострой,,,,95 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, -"
1,Eвроремонт,1,,,Агентство,103902477,https://999.md/ru/103902477?location=subcategory&index=2076&cardCategoryId=270&cardSubcategoryId=1404,,14,15,56 м²,Oткрытое,1-комнатная квартира,Новострой,Exfactor-grup,,,145 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Pietrarilor, 10/5"
1,Eвроремонт,2,,,Агентство,100064609,https://999.md/ru/100064609?location=subcategory&index=2077&cardCategoryId=270&cardSubcategoryId=1404,,2,11,76 м²,Oткрытое,2-х комнатная квартира,Новострой,Estate Invest Company,,,135 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, -"
1,Белый вариант,1,,,Агентство,103862219,https://999.md/ru/103862219?location=subcategory&index=2078&cardCategoryId=270&cardSubcategoryId=1404,,10,17,42 м²,Oткрытое,1-комнатная квартира,Новострой,,,,70 845 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, *"
2,Белый вариант,1,,280 см,Застройщик,100908646,https://999.md/ru/100908646?location=subcategory&index=2079&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,8,10,70 м²,Подземная,2-х комнатная квартира,Новострой,Braus Imobiliare,,,98 850 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, 140/1"
,Eвроремонт,,,,Агентство,103933580,https://999.md/ru/103933580?location=subcategory&index=2080&cardCategoryId=270&cardSubcategoryId=1404,,2,9,60 м²,,2-х комнатная квартира,Новострой,,,,127 500 €,,Продам,"2-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр,  Alexandru cel Bun , 2/8"
,,,,,Агентство,104082208,https://999.md/ru/104082208?location=subcategory&index=2081&cardCategoryId=270&cardSubcategoryId=1404,,5,6,37 м²,,1-комнатная квартира,Вторичный,,,,60 500 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Titulescu, 33"
2,Eвроремонт,1,Брж (Брежневка),,Агентство,104574199,https://999.md/ru/104574199?location=subcategory&index=2082&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,5,30 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,74 900 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка,  str. Matei Basarab , 5"
,Белый вариант,1,,,Застройщик,102996266,https://999.md/ru/102996266?location=subcategory&index=2083&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,3,12,48 м²,,1-комнатная квартира,Новострой,David's Capital,,,87 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,2,,,Агентство,101843686,https://999.md/ru/101843686?location=subcategory&index=2084&cardCategoryId=270&cardSubcategoryId=1404,,2,9,93 м²,,2-х комнатная квартира,Новострой,,,,195 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Alba Iulia,  77/4"
1,,,,,Частное лицо,104614457,https://999.md/ru/104614457?location=subcategory&index=2085&cardCategoryId=270&cardSubcategoryId=1404,,2,14,46 м²,,1-комнатная квартира,Новострой,Estate Invest Company,,,63 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 1"
3,Белый вариант,3,,290 см,Застройщик,103815968,https://999.md/ru/103815968?location=subcategory&index=2086&cardCategoryId=270&cardSubcategoryId=1404,,7,7,109 м²,Подземная,3-х комнатная квартира,Новострой,,18 м²,,146 988 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, str. Alexandru cel Bun, 13/N"
,Белый вариант,2,,,Застройщик,88894927,https://999.md/ru/88894927?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njc1OTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4ODg5NDkyNyIsImkiOiI4OS4xNDkuOTEuMTYyIiwicyI6ImRlc2t0b3BfcmVkZXNpZ24iLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InBybyIsImwiOiIwZjQwMGNkNi0zMWZlLTRjNmUtOGFjNS1kYThlZjkyZmVhMGYiLCJlIjoiODkuMTQ5LjkxLjE2MiIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA2LTE0VDE5OjA2OjM3LjI5MjE1MjI4M1oifX0.3fNGG6Nko1LMXmCRmryn99BTSo8-6c87lkBiTXGJHAQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2087&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,6,7,64 м²,,2-х комнатная квартира,Новострой,,,,118 400 €,,Продам,"2-х комнатная квартира,  Окраина,  Кодру,  Кишинёв мун.",Расположение
1,Eвроремонт,1,,,Агентство,103653691,https://999.md/ru/103653691?location=subcategory&index=2088&cardCategoryId=270&cardSubcategoryId=1404,,7,7,72 м²,,2-х комнатная квартира,Новострой,,,,199 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 10/4"
