Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,,,,,Агентство,104308963,https://999.md/ru/104308963?location=subcategory&index=1337&cardCategoryId=270&cardSubcategoryId=1404,,2,10,31 м²,1-комнатная квартира,,Новострой,,,,56 200 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 98"
,,,,,Агентство,104236728,https://999.md/ru/104236728?location=subcategory&index=1338&cardCategoryId=270&cardSubcategoryId=1404,,3,10,75 м²,2-х комнатная квартира,,Новострой,,,,165 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 77/A"
,,,,,Агентство,104207182,https://999.md/ru/104207182?location=subcategory&index=1339&cardCategoryId=270&cardSubcategoryId=1404,,2,9,55 м²,2-х комнатная квартира,,Вторичный,,,,118 500 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15"
,,,,,Агентство,104201001,https://999.md/ru/104201001?location=subcategory&index=1340&cardCategoryId=270&cardSubcategoryId=1404,,4,7,65 м²,2-х комнатная квартира,,Новострой,,,,117 900 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str-la Tudor Vladimirescu, 52"
,,,,,Агентство,104173829,https://999.md/ru/104173829?location=subcategory&index=1341&cardCategoryId=270&cardSubcategoryId=1404,,4,5,47 м²,2-х комнатная квартира,,Вторичный,,,,94 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Paris, 38/2"
,,,,,Агентство,104173812,https://999.md/ru/104173812?location=subcategory&index=1342&cardCategoryId=270&cardSubcategoryId=1404,,7,9,34 м²,1-комнатная квартира,,Новострой,,,,83 900 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 98"
,,,,,Агентство,104173410,https://999.md/ru/104173410?location=subcategory&index=1343&cardCategoryId=270&cardSubcategoryId=1404,,5,9,42 м²,1-комнатная квартира,,Вторичный,,,,95 900 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 44"
,,,,,Агентство,104173326,https://999.md/ru/104173326?location=subcategory&index=1344&cardCategoryId=270&cardSubcategoryId=1404,,2,10,43 м²,1-комнатная квартира,,Новострой,,,,115 900 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 75"
,,,,,Агентство,104147960,https://999.md/ru/104147960?location=subcategory&index=1345&cardCategoryId=270&cardSubcategoryId=1404,,6,10,25 м²,1-комнатная квартира,,Новострой,,,,69 900 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 61/3"
,,,,,Агентство,104132316,https://999.md/ru/104132316?location=subcategory&index=1346&cardCategoryId=270&cardSubcategoryId=1404,,5,5,30 м²,1-комнатная квартира,,Вторичный,,,,62 900 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Lech Kaczynski, 10/2"
,,,,,Агентство,104053656,https://999.md/ru/104053656?location=subcategory&index=1347&cardCategoryId=270&cardSubcategoryId=1404,,5,5,45 м²,2-х комнатная квартира,,Вторичный,,,,61 500 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Vadul lui Vodă, 62/2"
,Белый вариант,1,,,Частное лицо,104068758,https://999.md/ru/104068758?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY0MzYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNjg3NTgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMjU2ZWEyNmQtY2VjNC00ODIyLWIxOGUtNmUyODAzMGYyMWUzIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE4OjQ3OjE2LjczMzM3MTIxMVoifX0.B0Lj9MPFuL4ArP3BoNr_hdt_WrAM-OtORYT0kRw60Yw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1348&cardCategoryId=270&cardSubcategoryId=1404,,11,16,52 м²,2-х комнатная квартира,,Новострой,Inamstro,,,85 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1"
,,,,,Агентство,104022897,https://999.md/ru/104022897?location=subcategory&index=1349&cardCategoryId=270&cardSubcategoryId=1404,,4,9,48 м²,1-комнатная квартира,,Новострой,,,,67 400 €,,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 1/1"
,,,,,Агентство,104015175,https://999.md/ru/104015175?location=subcategory&index=1350&cardCategoryId=270&cardSubcategoryId=1404,,5,7,42 м²,1-комнатная квартира,,Новострой,,,,95 900 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 27"
,,,,,Агентство,104003305,https://999.md/ru/104003305?location=subcategory&index=1351&cardCategoryId=270&cardSubcategoryId=1404,,16,17,38 м²,2-х комнатная квартира,,Вторичный,,,,77 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Nicolae Costin, 61/3"
,,,,,Агентство,103875374,https://999.md/ru/103875374?location=subcategory&index=1352&cardCategoryId=270&cardSubcategoryId=1404,,7,9,38 м²,1-комнатная квартира,,Новострой,,,,89 500 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136"
,,,,,Агентство,103728852,https://999.md/ru/103728852?location=subcategory&index=1353&cardCategoryId=270&cardSubcategoryId=1404,,5,5,18 м²,1-комнатная квартира,,Вторичный,,,,37 000 €,,Продам,"1-комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.","Кишинёв мун., Ставчены, Центр, str. Florilor, 2"
,,,,,Агентство,103619216,https://999.md/ru/103619216?location=subcategory&index=1354&cardCategoryId=270&cardSubcategoryId=1404,,4,9,51 м²,1-комнатная квартира,,Новострой,,,,76 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62"
,,,,,Агентство,103565273,https://999.md/ru/103565273?location=subcategory&index=1355&cardCategoryId=270&cardSubcategoryId=1404,,3,4,40 м²,2-х комнатная квартира,,Вторичный,,,,80 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 5/4"
,,,,,Агентство,103421345,https://999.md/ru/103421345?location=subcategory&index=1356&cardCategoryId=270&cardSubcategoryId=1404,,1,9,18 м²,1-комнатная квартира,,Вторичный,,,,43 900 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 28/2"
1,Белый вариант,2,Индивидуальная,,Агентство,85739644,https://999.md/ru/85739644?location=subcategory&index=1357&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,3,6,102 м²,2-х комнатная квартира,Подземная,Новострой,,,,235 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Moara Roșie, 5"
1,Eвроремонт,2,,,Агентство,104508141,https://999.md/ru/104508141?location=subcategory&index=1358&cardCategoryId=270&cardSubcategoryId=1404,,2,4,138 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,330 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Fiodor Tolbuhin, 24"
1,Eвроремонт,2,,,Агентство,104349230,https://999.md/ru/104349230?location=subcategory&index=1359&cardCategoryId=270&cardSubcategoryId=1404,,8,9,54 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,114 900 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 7/4"
Нет,Белый вариант,1,,286 см,Застройщик,102831391,https://999.md/ru/102831391?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY0MzYsIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzEzOTEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTg6NDc6MTYuNzMzNDkwMTdaIn19.VvwTVh11tC_7bN_ojJEFHv_2J5JJVUcjXQKWvg-pwNU&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1360&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,1,6,41 м²,1-комнатная квартира,Гараж,Новострой,Astercon,13 м²,,58 986 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Durlești, 8"
,Eвроремонт,1,,,Агентство,104342719,https://999.md/ru/104342719?location=subcategory&index=1361&cardCategoryId=270&cardSubcategoryId=1404,,7,11,75 м²,2-х комнатная квартира,Oткрытое,Новострой,Ecovzor,,,179 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str-la Studenților, 15a"
1,Eвроремонт,2,143,,Агентство,104342323,https://999.md/ru/104342323?location=subcategory&index=1362&cardCategoryId=270&cardSubcategoryId=1404,Панельный,2,9,60 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,116 500 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 22"
1,Eвроремонт,2,,,Агентство,104342277,https://999.md/ru/104342277?location=subcategory&index=1363&cardCategoryId=270&cardSubcategoryId=1404,,5,9,60 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,118 900 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Albisoara, 18"
1,Eвроремонт,2,,,Агентство,104341502,https://999.md/ru/104341502?location=subcategory&index=1364&cardCategoryId=270&cardSubcategoryId=1404,,3,5,142 м²,3-х комнатная квартира,Подземная,Новострой,,,,280 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ștefan Neaga, 20"
2,Косметический pемонт,2,,,Агентство,104332616,https://999.md/ru/104332616?location=subcategory&index=1365&cardCategoryId=270&cardSubcategoryId=1404,,5,9,71 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,,95 000 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 199"
1,Eвроремонт,1,,,Агентство,104271818,https://999.md/ru/104271818?location=subcategory&index=1366&cardCategoryId=270&cardSubcategoryId=1404,,2,9,48 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,118 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15/1"
,Eвроремонт,1,,,Агентство,104253532,https://999.md/ru/104253532?location=subcategory&index=1367&cardCategoryId=270&cardSubcategoryId=1404,,1,4,30 м²,1-комнатная квартира,Oткрытое,Вторичный,,,,58 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 51v"
1,Eвроремонт,1,,,Агентство,104198500,https://999.md/ru/104198500?location=subcategory&index=1368&cardCategoryId=270&cardSubcategoryId=1404,,13,13,93 м²,2-х комнатная квартира,Подземная,Новострой,Inamstro,,,315 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, 6 b"
2,Eвроремонт,1,,,Агентство,104065501,https://999.md/ru/104065501?location=subcategory&index=1369&cardCategoryId=270&cardSubcategoryId=1404,,4,5,72 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,123 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Сучава, 110"
Нет,Eвроремонт,2,Индивидуальная,,Застройщик,104453797,https://999.md/ru/104453797?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY0MzYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0NTM3OTciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMDk3M2U4ZjgtNTMxZS00NGMyLTg2ZWUtNzAyMDliNzVlMGI5IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE4OjQ3OjE2LjczMzUzNzc3OVoifX0.IYR5IVc4yezz5Sr52SCB7HVlviYtKcgWZbo47LEL9wo&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1370&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,9,10,71 м²,2-х комнатная квартира,Oткрытое,Новострой,Carpeni,,,167 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25"
1,Eвроремонт,1,,,Агентство,104021952,https://999.md/ru/104021952?location=subcategory&index=1371&cardCategoryId=270&cardSubcategoryId=1404,,6,9,70 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,127 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Окраина, str. Cartuşa, 95/3"
1,Eвроремонт,2,Индивидуальная,,Агентство,101863513,https://999.md/ru/101863513?location=subcategory&index=1372&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,12,14,76 м²,2-х комнатная квартира,Подземная,Новострой,Lagmar Impex,,,257 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 19"
Нет,Eвроремонт,2,Индивидуальная,,Агентство,101426649,https://999.md/ru/101426649?location=subcategory&index=1373&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,16,82 м²,2-х комнатная квартира,Oткрытое,Новострой,Sky House,,,218 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, ул. Лев Толстой, 63"
2,Eвроремонт,2,,,Агентство,101190521,https://999.md/ru/101190521?location=subcategory&index=1374&cardCategoryId=270&cardSubcategoryId=1404,,10,11,93 м²,2-х комнатная квартира,Oткрытое,Новострой,Eldorado Terra,,,177 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ginta Latina, 12/7"
,Белый вариант,1,Индивидуальная,,Агентство,101142212,https://999.md/ru/101142212?location=subcategory&index=1375&cardCategoryId=270&cardSubcategoryId=1404,,6,13,80 м²,2-х комнатная квартира,Подземная,Новострой,Inamstro,,,185 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Каля Ешилор, 6"
1,Eвроремонт,1,Индивидуальная,,Агентство,101139740,https://999.md/ru/101139740?location=subcategory&index=1376&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,7,11,78 м²,2-х комнатная квартира,Oткрытое,Новострой,Eldorado Terra,,,167 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ginta Latina, 12/12"
,Eвроремонт,2,,,Агентство,100262114,https://999.md/ru/100262114?location=subcategory&index=1377&cardCategoryId=270&cardSubcategoryId=1404,,6,10,84 м²,2-х комнатная квартира,Подземная,Новострой,,,,309 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Moara Rosie, 5/A"
,,,,,Частное лицо,104280365,https://999.md/ru/104280365?location=subcategory&index=1378&cardCategoryId=270&cardSubcategoryId=1404,,3,9,67 м²,3-х комнатная квартира,,Вторичный,,,,140 000 €,,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Каля Орхеюлуй, 109/3"
,,,,,Агентство,104270893,https://999.md/ru/104270893?location=subcategory&index=1379&cardCategoryId=270&cardSubcategoryId=1404,,1,9,90 м²,2-х комнатная квартира,,Новострой,,,,230 000 €,,Продам,"2-х комнатная квартира,  Центр,  Голерканы,  Дубоссары","Дубоссары, Голерканы, Центр, ---, ---"
1,,2,,,Агентство,104374891,https://999.md/ru/104374891?location=subcategory&index=1380&cardCategoryId=270&cardSubcategoryId=1404,,5,5,53 м²,2-х комнатная квартира,,Вторичный,,,,70 000 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 28/3"
1,Eвроремонт,1,,,Агентство,104200935,https://999.md/ru/104200935?location=subcategory&index=1381&cardCategoryId=270&cardSubcategoryId=1404,,3,12,72 м²,2-х комнатная квартира,Подземная,Новострой,Exfactor-grup,,,240 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
,Eвроремонт,1,,,Агентство,101918738,https://999.md/ru/101918738?location=subcategory&index=1382&cardCategoryId=270&cardSubcategoryId=1404,,7,8,55 м²,2-х комнатная квартира,Oткрытое,Новострой,Pamir Construct,,,143 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, пер. Гика Водэ, 5"
1,Eвроремонт,2,Индивидуальная,,Агентство,101863718,https://999.md/ru/101863718?location=subcategory&index=1383&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,6,13,62 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,269 900 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, пр-т Штефан чел Маре ши Сфынт, 169"
,Косметический pемонт,1,,,Агентство,104002215,https://999.md/ru/104002215?location=subcategory&index=1384&cardCategoryId=270&cardSubcategoryId=1404,,2,4,63 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,99 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, бул. Юрий Гагарин, 5"
Нет,Eвроремонт,1,,280 см,Частное лицо,104462743,https://999.md/ru/104462743?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY0MzYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0NjI3NDMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2FmOTU4ZjYtYWM2Yy00OGU0LTgwMzEtZDQ3MDM2ZDE2NTFkIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE4OjQ3OjE2LjczMzYyMTdaIn19.0flWmeJfUciTNjRIQHGyd6lVhFE5fnOL13RpaS7nQ1A&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1385&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,2,8,70 м²,2-х комнатная квартира,Oткрытое,Новострой,,,70 м²,149 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 5/E"
1,Eвроремонт,2,,,Агентство,103975422,https://999.md/ru/103975422?location=subcategory&index=1386&cardCategoryId=270&cardSubcategoryId=1404,,7,9,56 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,109 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, ул. Каля Орхеюлуй, 105/2"
