Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
1,Белый вариант,2,,,Агентство,103933779,https://999.md/ru/103933779?location=subcategory&index=2429&cardCategoryId=270&cardSubcategoryId=1404,,7,8,63 м²,,3-х комнатная квартира,Новострой,,,,94 500 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, -"
,Eвроремонт,1,,,Агентство,103875408,https://999.md/ru/103875408?location=subcategory&index=2430&cardCategoryId=270&cardSubcategoryId=1404,,2,4,32 м²,,1-комнатная квартира,Новострой,,,,59 000 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Atelierilor, -"
,Eвроремонт,2,,,Агентство,103998208,https://999.md/ru/103998208?location=subcategory&index=2431&cardCategoryId=270&cardSubcategoryId=1404,,3,12,63 м²,,2-х комнатная квартира,Новострой,,,,125 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, -"
1,Белый вариант,2,,,Агентство,103813899,https://999.md/ru/103813899?location=subcategory&index=2432&cardCategoryId=270&cardSubcategoryId=1404,,7,12,50 м²,,2-х комнатная квартира,Новострой,,,,88 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, -"
1,Белый вариант,2,,,Агентство,103940916,https://999.md/ru/103940916?location=subcategory&index=2433&cardCategoryId=270&cardSubcategoryId=1404,,1,2,105 м²,,3-х комнатная квартира,Новострой,,,,110 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, ул. Хыртоапе, -"
,Eвроремонт,2,,,Агентство,100834635,https://999.md/ru/100834635?location=subcategory&index=2434&cardCategoryId=270&cardSubcategoryId=1404,,5,5,112 м²,,3-х комнатная квартира,Новострой,,,,350 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Independentei, 0"
2,Eвроремонт,2,Индивидуальная,,Агентство,102951544,https://999.md/ru/102951544?location=subcategory&index=2435&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,7,10,73 м²,Oткрытое,2-х комнатная квартира,Новострой,,16 м²,42 м²,99 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Окраина,  Яловены,  Яловены","Яловены, Яловены, Окраина, str. Timișoara, 8/2"
1,Косметический pемонт,2,Индивидуальная,,Агентство,102124189,https://999.md/ru/102124189?location=subcategory&index=2436&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,9,68 м²,Oткрытое,3-х комнатная квартира,Вторичный,,8 м²,42 м²,89 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Grădescu, 5"
2,Белый вариант,2,,,Агентство,104576042,https://999.md/ru/104576042?location=subcategory&index=2437&cardCategoryId=270&cardSubcategoryId=1404,,6,7,71 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,260 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, Str. Ștefan cel Mare, --"
,Eвроремонт,,,,Агентство,104249066,https://999.md/ru/104249066?location=subcategory&index=2438&cardCategoryId=270&cardSubcategoryId=1404,,4,10,36 м²,,1-комнатная квартира,Вторичный,,,,44 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника,  str. Sarmizegetusa, 18/3"
,,,,,Агентство,104613888,https://999.md/ru/104613888?location=subcategory&index=2439&cardCategoryId=270&cardSubcategoryId=1404,,5,5,75 м²,,3-х комнатная квартира,Новострой,,,,18 500 €,,Продам,"3-х комнатная квартира,  Центр,  Колоница,  Кишинёв мун.","Кишинёв мун., Колоница, Центр, str. Tohatin, 28/A"
,Белый вариант,,,,Агентство,104477572,https://999.md/ru/104477572?location=subcategory&index=2440&cardCategoryId=270&cardSubcategoryId=1404,,9,15,86 м²,,2-х комнатная квартира,Новострой,,,,100 000 €,,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, -"
2,Незавершенное cтроительство,2,,,Застройщик,89832857,https://999.md/ru/89832857?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjgyODYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTgzMjg1NyIsImkiOiI4OS4xNDkuOTEuMTYyIiwicyI6ImRlc2t0b3BfcmVkZXNpZ24iLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InByZW1pdW0iLCJsIjoiY2QyNWU0OWQtMGI0OC00MTNmLTlhYjAtYWNlNGFjZDVmZDc5IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQxOToxODowNi44ODc0MzQzNjdaIn19.-sze8qxAeNxSG2XSDr0jRQ2puIP3S1-FWxkt_6I7Cgg&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2441&cardCategoryId=270&cardSubcategoryId=1404,,9,10,100 м²,,3-х комнатная квартира,Новострой,Boiar House,,,100 300 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24/B"
1,Eвроремонт,1,Индивидуальная,,Агентство,104574065,https://999.md/ru/104574065?location=subcategory&index=2442&cardCategoryId=270&cardSubcategoryId=1404,,1,16,57 м²,Подземная,2-х комнатная квартира,Новострой,,,,135 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника,  str. Sarmizegetusa, 23"
1,Белый вариант,1,Индивидуальная,,Агентство,102776435,https://999.md/ru/102776435?location=subcategory&index=2443&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,6,45 м²,Подземная,1-комнатная квартира,Новострой,,,,72 320 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
,Белый вариант,1,,,Агентство,102603988,https://999.md/ru/102603988?location=subcategory&index=2444&cardCategoryId=270&cardSubcategoryId=1404,,9,10,48 м²,,1-комнатная квартира,Новострой,,,,92 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
,,,,,Агентство,104581928,https://999.md/ru/104581928?location=subcategory&index=2445&cardCategoryId=270&cardSubcategoryId=1404,,1,9,60 м²,,2-х комнатная квартира,Новострой,,,,114 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Așhabad, 127/5"
,Eвроремонт,,,,Агентство,104246970,https://999.md/ru/104246970?location=subcategory&index=2446&cardCategoryId=270&cardSubcategoryId=1404,,3,5,31 м²,,1-комнатная квартира,Вторичный,,,,75 500 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 8/3"
,Белый вариант,,Индивидуальная,,Частное лицо,101718666,https://999.md/ru/101718666?location=subcategory&index=2447&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,9,44 м²,,1-комнатная квартира,Новострой,Lagmar Impex,,,61 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 141"
,Косметический pемонт,1,,,Агентство,104613868,https://999.md/ru/104613868?location=subcategory&index=2448&cardCategoryId=270&cardSubcategoryId=1404,,4,5,20 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,35 500 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 20"
,Eвроремонт,1,,,Агентство,102170199,https://999.md/ru/102170199?location=subcategory&index=2449&cardCategoryId=270&cardSubcategoryId=1404,,3,21,43 м²,,2-х комнатная квартира,Новострой,,,,140 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Bogdan Petriceicu Hasdeu, 0"
2,Eвроремонт,1,Индивидуальная,,Агентство,102304276,https://999.md/ru/102304276?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjgyODYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIzMDQyNzYiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMTk6MTg6MDYuODg3NTExODg0WiJ9fQ.e--tIpyOJtkL56XR7HhCKyvclPoHWY2eSwufJ_PaE-8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2450&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,9,11,62 м²,Oткрытое,2-х комнатная квартира,Новострой,Eldorado Terra,,,159 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 3/3"
,,,,,Агентство,103730888,https://999.md/ru/103730888?location=subcategory&index=2451&cardCategoryId=270&cardSubcategoryId=1404,,9,10,81 м²,,3-х комнатная квартира,Новострой,,,,190 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, ---"
,Eвроремонт,1,Индивидуальная,280 см,Частное лицо,104272817,https://999.md/ru/104272817?location=subcategory&index=2452&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,3,11,66 м²,Подземная,2-х комнатная квартира,Новострой,Estate Invest Company,,66 м²,143 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136/B"
Нет,Eвроремонт,1,Индивидуальная,270 см,Агентство,104190346,https://999.md/ru/104190346?location=subcategory&index=2453&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,9,18 м²,Oткрытое,1-комнатная квартира,Вторичный,,2 м²,16 м²,33 500 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Voluntarilor, 16/1"
Нет,Eвроремонт,1,Индивидуальная,280 см,Агентство,104223023,https://999.md/ru/104223023?location=subcategory&index=2454&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,3,11,66 м²,Подземная,2-х комнатная квартира,Новострой,Estate Invest Company,,66 м²,143 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136/B"
,,,,,Агентство,104073134,https://999.md/ru/104073134?location=subcategory&index=2455&cardCategoryId=270&cardSubcategoryId=1404,,2,5,62 м²,,3-х комнатная квартира,Вторичный,,,,77 900 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Maria Drăgan, 4/2"
2,Eвроремонт,1,Индивидуальная,280 см,Застройщик,103558430,https://999.md/ru/103558430?location=subcategory&index=2456&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,7,65 м²,Oткрытое,2-х комнатная квартира,Новострой,A-casa,10 м²,50 м²,118 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str-la Tudor Vladimirescu, 52"
2,Eвроремонт,1,Индивидуальная,280 см,Застройщик,103558365,https://999.md/ru/103558365?location=subcategory&index=2457&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,7,65 м²,Oткрытое,2-х комнатная квартира,Новострой,A-casa,10 м²,50 м²,108 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str-la Tudor Vladimirescu, 52"
1,Eвроремонт,1,Индивидуальная,280 см,Застройщик,103558309,https://999.md/ru/103558309?location=subcategory&index=2458&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,7,65 м²,Oткрытое,2-х комнатная квартира,Новострой,A-casa,10 м²,50 м²,98 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str-la Tudor Vladimirescu, 52"
2,Eвроремонт,1,Индивидуальная,280 см,Застройщик,103558248,https://999.md/ru/103558248?location=subcategory&index=2459&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,7,65 м²,Oткрытое,2-х комнатная квартира,Новострой,A-casa,10 м²,50 м²,118 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str-la Tudor Vladimirescu, 52"
2,Eвроремонт,1,Индивидуальная,280 см,Застройщик,103558150,https://999.md/ru/103558150?location=subcategory&index=2460&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,7,65 м²,Oткрытое,2-х комнатная квартира,Новострой,A-casa,10 м²,50 м²,108 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str-la Tudor Vladimirescu, 52"
1,Eвроремонт,1,Индивидуальная,280 см,Застройщик,103558009,https://999.md/ru/103558009?location=subcategory&index=2461&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,7,65 м²,Oткрытое,2-х комнатная квартира,Новострой,A-casa,10 м²,50 м²,98 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str-la Tudor Vladimirescu, 52"
,Eвроремонт,1,,,Агентство,104575555,https://999.md/ru/104575555?location=subcategory&index=2462&cardCategoryId=270&cardSubcategoryId=1404,,8,10,74 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,175 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25"
1,Eвроремонт,2,,,Агентство,104479078,https://999.md/ru/104479078?location=subcategory&index=2463&cardCategoryId=270&cardSubcategoryId=1404,,5,5,47 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,93 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 26/2"
,Eвроремонт,1,,,Агентство,104085111,https://999.md/ru/104085111?location=subcategory&index=2464&cardCategoryId=270&cardSubcategoryId=1404,,1,6,50 м²,Oткрытое,1-комнатная квартира,Новострой,Inamstro,,,111 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Ливиу Деляну, 10/2"
1,Eвроремонт,1,,,Агентство,103682164,https://999.md/ru/103682164?location=subcategory&index=2465&cardCategoryId=270&cardSubcategoryId=1404,,7,7,72 м²,Oткрытое,2-х комнатная квартира,Новострой,Inamstro,,,199 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 10/4"
1,,1,Мс (Молд. Серия),,Частное лицо,104617479,https://999.md/ru/104617479?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjgyODYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MTc0NzkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMDgxOTRmMTUtNDllYi00MGQ0LTgxZWEtY2M0NWUzNGVjMjRhIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE5OjE4OjA2Ljg4NzYwMzkxOFoifX0.2U98VDwgyQggHu7qEawj6bbP7wr8BKjmE5dqC8dk37M&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2466&cardCategoryId=270&cardSubcategoryId=1404,,6,9,50 м²,,2-х комнатная квартира,Вторичный,,,,380 €,,Сдаю помесячно,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Mesager, 5/4"
2,Белый вариант,2,Индивидуальная,,Агентство,103332869,https://999.md/ru/103332869?location=subcategory&index=2467&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,8,10,71 м²,Подземная,2-х комнатная квартира,Новострой,Exfactor-grup,,,124 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 57"
3,Без ремонта,2,143,,Агентство,100956519,https://999.md/ru/100956519?location=subcategory&index=2468&cardCategoryId=270&cardSubcategoryId=1404,,5,9,91 м²,Oткрытое,4-x комнатная квартира,Вторичный,,,,114 900 €,,Продам,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, ул. Албишоара, 76/7"
,Eвроремонт,1,,,Агентство,100332509,https://999.md/ru/100332509?location=subcategory&index=2469&cardCategoryId=270&cardSubcategoryId=1404,,1,8,42 м²,Oткрытое,1-комнатная квартира,Новострой,,,,92 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Tudor Vladimirescu, 75/1"
1,Eвроремонт,1,,,Агентство,104387500,https://999.md/ru/104387500?location=subcategory&index=2470&cardCategoryId=270&cardSubcategoryId=1404,,6,11,54 м²,,2-х комнатная квартира,Новострой,,,,147 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ștefan Neaga, 67"
1,Белый вариант,1,,,Агентство,89571034,https://999.md/ru/89571034?location=subcategory&index=2471&cardCategoryId=270&cardSubcategoryId=1404,,3,7,80 м²,Подземная,2-х комнатная квартира,Новострой,,,,240 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Moara Roșie, 5"
1,Eвроремонт,1,,,Агентство,104567124,https://999.md/ru/104567124?location=subcategory&index=2472&cardCategoryId=270&cardSubcategoryId=1404,,3,5,59 м²,Oткрытое,1-комнатная квартира,Новострой,Dansicons,,,210 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Moara Rosie, 2/4"
1,Косметический pемонт,2,,,Агентство,102563594,https://999.md/ru/102563594?location=subcategory&index=2473&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,2,5,75 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,104 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Chimiștilor, 9"
1,Eвроремонт,1,,,Агентство,102745725,https://999.md/ru/102745725?location=subcategory&index=2474&cardCategoryId=270&cardSubcategoryId=1404,,3,8,70 м²,Гараж,2-х комнатная квартира,Новострой,,,,125 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Alexandr Orlov, 46"
1,Косметический pемонт,2,,,Агентство,103736413,https://999.md/ru/103736413?location=subcategory&index=2475&cardCategoryId=270&cardSubcategoryId=1404,Бетон,2,9,88 м²,Гараж,3-х комнатная квартира,Вторичный,,,,123 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Cetatea Alba, 3"
