Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Этаж,Тип здания,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,Белый вариант,1,Индивидуальная,,Застройщик,103539440,https://999.md/ru/103539440?location=subcategory&index=1504&cardCategoryId=270&cardSubcategoryId=1404,2,Kирпичный,6,75 м²,Подземная,2-х комнатная квартира,Новострой,,,,125 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, ул. Соколень, 2A"
1,Eвроремонт,1,Чш (Чешка),,Частное лицо,104571607,https://999.md/ru/104571607?location=subcategory&index=1505&cardCategoryId=270&cardSubcategoryId=1404,1,Kотельцовый,5,54 м²,Oткрытое,2-х комнатная квартира,Вторичный,,9 м²,35 м²,93 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Богдан Воевод, ."
,Eвроремонт,1,,,Агентство,89690530,https://999.md/ru/89690530?location=subcategory&index=1506&cardCategoryId=270&cardSubcategoryId=1404,1,,6,60 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,120 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.","Кишинёв мун., Кодру, Центр, ул. Кобзарилор, 102"
,,,,,Агентство,103571482,https://999.md/ru/103571482?location=subcategory&index=1507&cardCategoryId=270&cardSubcategoryId=1404,4,,21,60 м²,,2-х комнатная квартира,Новострой,,,,143 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, ---"
2,Белый вариант,2,,,Агентство,104276867,https://999.md/ru/104276867?location=subcategory&index=1508&cardCategoryId=270&cardSubcategoryId=1404,3,,6,76 м²,,2-х комнатная квартира,Новострой,,,,129 200 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, --"
1,Eвроремонт,1,,300 см,Частное лицо,104235994,https://999.md/ru/104235994?location=subcategory&index=1509&cardCategoryId=270&cardSubcategoryId=1404,10,,10,54 м²,,1-комнатная квартира,Новострой,Exfactor-grup,,,135 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Albisoara, 78/4"
1,Eвроремонт,2,,,Агентство,104460072,https://999.md/ru/104460072?location=subcategory&index=1510&cardCategoryId=270&cardSubcategoryId=1404,8,,9,59 м²,,2-х комнатная квартира,Новострой,,,,134 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Academician Natalia Gheorghiu, 30"
1,Индивидуальный дизайн,3,Индивидуальная,,Агентство,104188435,https://999.md/ru/104188435?location=subcategory&index=1511&cardCategoryId=270&cardSubcategoryId=1404,10,,10,358 м²,Oткрытое,4-x комнатная квартира,Новострой,,,,689 000 €,,Продам,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Bd. Renașterii Naționale, -"
1,Eвроремонт,2,,,Агентство,104282160,https://999.md/ru/104282160?location=subcategory&index=1512&cardCategoryId=270&cardSubcategoryId=1404,5,,14,75 м²,,2-х комнатная квартира,Новострой,Estate Invest Company,,,307 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 9/5"
Нет,Eвроремонт,1,,,Агентство,104576835,https://999.md/ru/104576835?location=subcategory&index=1513&cardCategoryId=270&cardSubcategoryId=1404,5,,10,71 м²,Подземная,2-х комнатная квартира,Новострой,,,,259 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Mihai Eminescu, 63"
1,Eвроремонт,2,,,Агентство,104097626,https://999.md/ru/104097626?location=subcategory&index=1514&cardCategoryId=270&cardSubcategoryId=1404,7,,13,90 м²,Подземная,3-х комнатная квартира,Новострой,Exfactor-grup,,,227 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
1,Eвроремонт,2,,,Агентство,103679570,https://999.md/ru/103679570?location=subcategory&index=1515&cardCategoryId=270&cardSubcategoryId=1404,7,,13,71 м²,Подземная,2-х комнатная квартира,Новострой,Exfactor-grup,,,177 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
1,,,,,Застройщик,104569422,https://999.md/ru/104569422?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY2NzcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1Njk0MjIiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMDNjZDdhMzEtM2IzMi00OTBjLWFlNDctNjYzNmU4MDllMTU0IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDE4OjUxOjE3LjI4MzE1NDUwMVoifX0.Avf5vF5_sxLZYlUHb4yvAm-4XELzE9FcLiy18xvTvhc&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1516&cardCategoryId=270&cardSubcategoryId=1404,5,,8,105 м²,,2-х комнатная квартира,Новострой,,,,569 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Alessandro Bernardazzi, 79"
1,Eвроремонт,2,,,Агентство,103674410,https://999.md/ru/103674410?location=subcategory&index=1517&cardCategoryId=270&cardSubcategoryId=1404,7,,13,71 м²,Подземная,2-х комнатная квартира,Новострой,Exfactor-grup,,,177 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
1,Eвроремонт,1,Ст (Сталинка),,Агентство,103279266,https://999.md/ru/103279266?location=subcategory&index=1518&cardCategoryId=270&cardSubcategoryId=1404,3,,4,72 м²,,2-х комнатная квартира,Вторичный,,,,335 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, bd. Ştefan cel Mare şi Sfânt, 132"
,Eвроремонт,2,,,Агентство,103153020,https://999.md/ru/103153020?location=subcategory&index=1519&cardCategoryId=270&cardSubcategoryId=1404,4,,13,72 м²,,2-х комнатная квартира,Новострой,Exfactor-grup,,,189 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
1,Eвроремонт,2,,,Агентство,104281620,https://999.md/ru/104281620?location=subcategory&index=1520&cardCategoryId=270&cardSubcategoryId=1404,12,,14,76 м²,,2-х комнатная квартира,Новострой,Lagmar Impex,,,257 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 19"
1,Eвроремонт,1,,,Агентство,104316784,https://999.md/ru/104316784?location=subcategory&index=1521&cardCategoryId=270&cardSubcategoryId=1404,2,,13,75 м²,Oткрытое,2-х комнатная квартира,Новострой,Inamstro,,,237 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, 6"
,Eвроремонт,1,,,Агентство,104286856,https://999.md/ru/104286856?location=subcategory&index=1522&cardCategoryId=270&cardSubcategoryId=1404,3,,10,65 м²,Oткрытое,2-х комнатная квартира,Новострой,Flormin-Com,,,219 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, 10"
,,,,,Частное лицо,103686788,https://999.md/ru/103686788?location=subcategory&index=1523&cardCategoryId=270&cardSubcategoryId=1404,6,,10,63 м²,,2-х комнатная квартира,Новострой,,,,108 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Vadul lui Voda, 30"
,Eвроремонт,1,,,Агентство,103235209,https://999.md/ru/103235209?location=subcategory&index=1524&cardCategoryId=270&cardSubcategoryId=1404,1,,8,36 м²,,1-комнатная квартира,Новострой,Pamir Construct,,,117 000 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str-la Ghica Vodă, 5"
Нет,Eвроремонт,1,,,Агентство,104553962,https://999.md/ru/104553962?location=subcategory&index=1525&cardCategoryId=270&cardSubcategoryId=1404,4,,9,48 м²,,2-х комнатная квартира,Новострой,Pamir Construct,,,139 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Ghica Vodă, 5"
1,Незавершенное cтроительство,1,,,Агентство,104599999,https://999.md/ru/104599999?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY2NzcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1OTk5OTkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2ZkNTA5ZjItYmVlMi00YTE4LTk0NTQtYzA2MzJiZDU3MTIyIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE4OjUxOjE3LjI4MzIzNzY4MVoifX0.7WAfu8i2z_yZwoBkDar9OADTl9MFa3WRJuRVMA70hW0&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1526&cardCategoryId=270&cardSubcategoryId=1404,8,,16,55 м²,,1-комнатная квартира,Новострой,,,,72 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,,,,Застройщик,103613301,https://999.md/ru/103613301?location=subcategory&index=1527&cardCategoryId=270&cardSubcategoryId=1404,3,Kомбинированный,11,63 м²,,1-комнатная квартира,Новострой,Dansicons,,48 м²,126 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu, 23/1"
1,Eвроремонт,1,,,Агентство,103846102,https://999.md/ru/103846102?location=subcategory&index=1528&cardCategoryId=270&cardSubcategoryId=1404,6,,11,54 м²,Подземная,2-х комнатная квартира,Новострой,Inamstro,,,147 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ștefan Neaga, 67"
1,Белый вариант,2,,,Агентство,103652634,https://999.md/ru/103652634?location=subcategory&index=1529&cardCategoryId=270&cardSubcategoryId=1404,11,,14,65 м²,Подземная,2-х комнатная квартира,Новострой,Lagmar Impex,,,126 750 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 19"
,Eвроремонт,1,,,Агентство,104097424,https://999.md/ru/104097424?location=subcategory&index=1530&cardCategoryId=270&cardSubcategoryId=1404,3,,12,43 м²,Подземная,1-комнатная квартира,Новострой,Lagmar Impex,,,127 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Cornești, 13"
,Eвроремонт,,,,Агентство,103645572,https://999.md/ru/103645572?location=subcategory&index=1531&cardCategoryId=270&cardSubcategoryId=1404,9,,10,75 м²,Подземная,3-х комнатная квартира,Новострой,Vasigur Grup,,,225 000 €,,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 4/4"
,Eвроремонт,1,,,Агентство,103648478,https://999.md/ru/103648478?location=subcategory&index=1532&cardCategoryId=270&cardSubcategoryId=1404,3,,7,64 м²,Подземная,2-х комнатная квартира,Новострой,Maxmod Imobil,,,167 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vissarion Belinski, 71"
,Eвроремонт,1,,,Агентство,103960371,https://999.md/ru/103960371?location=subcategory&index=1533&cardCategoryId=270&cardSubcategoryId=1404,11,,11,95 м²,,2-х комнатная квартира,Новострой,,,,164 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 55/5"
,Eвроремонт,1,,,Агентство,103655917,https://999.md/ru/103655917?location=subcategory&index=1534&cardCategoryId=270&cardSubcategoryId=1404,6,,9,70 м²,,2-х комнатная квартира,Новострой,Inamstro,,,179 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, 27/3"
,,,,,Агентство,103159498,https://999.md/ru/103159498?location=subcategory&index=1535&cardCategoryId=270&cardSubcategoryId=1404,8,,10,65 м²,,2-х комнатная квартира,Новострой,,,,154 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Иоана Раду, 29/2"
,Eвроремонт,2,,,Агентство,103957190,https://999.md/ru/103957190?location=subcategory&index=1536&cardCategoryId=270&cardSubcategoryId=1404,11,,14,120 м²,,3-х комнатная квартира,Новострой,,,,225 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, 4"
1,Белый вариант,2,Индивидуальная,,Застройщик,102706960,https://999.md/ru/102706960?location=subcategory&index=1537&cardCategoryId=270&cardSubcategoryId=1404,6,Kирпичный,24,68 м²,Подземная,2-х комнатная квартира,Новострой,NG Invest,,,129 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Spartacus, 36"
,Eвроремонт,,,,Агентство,104337976,https://999.md/ru/104337976?location=subcategory&index=1538&cardCategoryId=270&cardSubcategoryId=1404,5,,10,51 м²,,1-комнатная квартира,Новострой,Estate Invest Company,,,120 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 43"
,,,,,Застройщик,101948412,https://999.md/ru/101948412?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY2NzcsIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE5NDg0MTIiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjAzMDc3ZTgyLTVkNDctNGMzZC05OTAxLWFjN2MzZmE1OGZhNCIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTg6NTE6MTcuMjgzMjgwMzU4WiJ9fQ.n8OTRY1Bra7qND60kDjhwdnSQbX60b1I1BqWGynoI7M&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1539&cardCategoryId=270&cardSubcategoryId=1404,6,,10,62 м²,,1-комнатная квартира,Новострой,,,,107 260 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6"
