Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,,,,,Частное лицо,104615595,https://999.md/ru/104615595?location=subcategory&index=1649&cardCategoryId=270&cardSubcategoryId=1404,,4,5,24 м²,1-комнатная квартира,,Вторичный,,,,32 000 €,,Продам,"1-комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",Расположение
,,,,,Агентство,104615591,https://999.md/ru/104615591?location=subcategory&index=1650&cardCategoryId=270&cardSubcategoryId=1404,,1,5,50 м²,1-комнатная квартира,,Новострой,,,,53 000 €,,Продам,"1-комнатная квартира,  Молодово,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, Молодово, str. Ștefan cel Mare și Sfînt, 189/E"
1,Eвроремонт,2,Индивидуальная,,Агентство,100926290,https://999.md/ru/100926290?location=subcategory&index=1651&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,5,100 м²,3-х комнатная квартира,Oткрытое,Новострой,,,,125 000 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Butuceni, 37"
1,Белый вариант,1,Индивидуальная,,Застройщик,103242580,https://999.md/ru/103242580?location=subcategory&index=1652&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,6,10,53 м²,1-комнатная квартира,Подземная,Новострой,NG Invest,,,101 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 71g"
,Eвроремонт,1,,,Агентство,104615574,https://999.md/ru/104615574?location=subcategory&index=1653&cardCategoryId=270&cardSubcategoryId=1404,,1,5,45 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,45 м²,89 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 15"
,Eвроремонт,1,,,Агентство,103292053,https://999.md/ru/103292053?location=subcategory&index=1654&cardCategoryId=270&cardSubcategoryId=1404,,7,11,38 м²,1-комнатная квартира,,Новострой,,,,86 900 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, Ialoveni, -"
1,Белый вариант,1,Индивидуальная,,Застройщик,88793805,https://999.md/ru/88793805?location=subcategory&index=1655&cardCategoryId=270&cardSubcategoryId=1404,,5,6,42 м²,1-комнатная квартира,Подземная,Новострой,Dansicons,,,53 950 €,,Продам,"1-комнатная квартира,  Центр,  Оргеев,  Оргеев","Оргеев, Оргеев, Центр, str. Constantin Negruzzi, 91/P"
,Eвроремонт,1,,,Агентство,103625968,https://999.md/ru/103625968?location=subcategory&index=1656&cardCategoryId=270&cardSubcategoryId=1404,,8,9,41 м²,2-х комнатная квартира,,Новострой,,,,89 900 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Tudor Vladimirescu, 75"
2,Eвроремонт,2,Индивидуальная,,Застройщик,104494635,https://999.md/ru/104494635?location=subcategory&index=1657&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,2,5,67 м²,3-х комнатная квартира,,Вторичный,,8 м²,,93 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Виссарион Белинский, ."
1,Eвроремонт,1,,,Частное лицо,104458509,https://999.md/ru/104458509?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY5MTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0NTg1MDkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMTY5YjVkZTItY2FjNS00NDdlLTk4MDUtOGQ0YThiYWE0MzUzIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQxODo1NToxNy40NjYyMzQ5ODZaIn19.zgqffprT7lPsNQKDNk2F2vb-YSVQFnZ-bbOmHD9_LDQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1658&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,6,120 м²,3-х комнатная квартира,Oткрытое,Новострой,,30 м²,,115 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 93/1"
1,Eвроремонт,1,,,Агентство,103168866,https://999.md/ru/103168866?location=subcategory&index=1659&cardCategoryId=270&cardSubcategoryId=1404,,16,17,105 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,259 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1"
Нет,Без ремонта,2,Индивидуальная,2 см,Частное лицо,103644465,https://999.md/ru/103644465?location=subcategory&index=1660&cardCategoryId=270&cardSubcategoryId=1404,Блочный,1,2,45 м²,2-х комнатная квартира,Oткрытое,Вторичный,Casa de Piatra,10 м²,35 м²,10 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Гиндешты (село),  Флорешты","Флорешты, Гиндешты (село), Центр, str. Ion Creangă, 2"
1,Белый вариант,2,Индивидуальная,,Агентство,103882206,https://999.md/ru/103882206?location=subcategory&index=1661&cardCategoryId=270&cardSubcategoryId=1404,,14,17,109 м²,3-х комнатная квартира,Oткрытое,Новострой,,,,137 000 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, **"
Нет,Eвроремонт,1,,,Агентство,103658732,https://999.md/ru/103658732?location=subcategory&index=1662&cardCategoryId=270&cardSubcategoryId=1404,,6,6,41 м²,1-комнатная квартира,Oткрытое,Новострой,,,,98 500 €,,Продам,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.","Кишинёв мун., Думбрава, Центр, str. Durlești, *"
,Eвроремонт,1,Хрущевка,260 см,Частное лицо,104223195,https://999.md/ru/104223195?location=subcategory&index=1663&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,5,30 м²,1-комнатная квартира,Oткрытое,Вторичный,,,,68 000 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, 11/1"
2,Eвроремонт,,,,Застройщик,104615520,https://999.md/ru/104615520?location=subcategory&index=1664&cardCategoryId=270&cardSubcategoryId=1404,,1,11,41 м²,1-комнатная квартира,,Вторичный,,,,65 000 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 2"
,,1,,,Застройщик,104434083,https://999.md/ru/104434083?location=subcategory&index=1665&cardCategoryId=270&cardSubcategoryId=1404,,5,9,44 м²,2-х комнатная квартира,,Новострой,,,,76 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
2,Белый вариант,1,Индивидуальная,,Застройщик,104182111,https://999.md/ru/104182111?location=subcategory&index=1666&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,15,58 м²,2-х комнатная квартира,Подземная,Новострой,Lagmar Impex,,,90 000 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Calea Moșilor, 4"
1,Eвроремонт,1,,,Агентство,102389015,https://999.md/ru/102389015?location=subcategory&index=1667&cardCategoryId=270&cardSubcategoryId=1404,,13,14,58 м²,2-х комнатная квартира,,Новострой,,,,105 600 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Socoleni, 0"
,Eвроремонт,,,,Агентство,103447698,https://999.md/ru/103447698?location=subcategory&index=1668&cardCategoryId=270&cardSubcategoryId=1404,,5,10,45 м²,1-комнатная квартира,,Новострой,,,,45 174 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, ---"
,Белый вариант,1,,,Агентство,101799557,https://999.md/ru/101799557?location=subcategory&index=1669&cardCategoryId=270&cardSubcategoryId=1404,,1,10,85 м²,3-х комнатная квартира,,Новострой,,,,119 900 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, -"
Нет,Eвроремонт,1,,,Частное лицо,80783257,https://999.md/ru/80783257?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY5MTcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MDc4MzI1NyIsImkiOiI4OS4xNDkuOTEuMTYyIiwicyI6ImRlc2t0b3BfcmVkZXNpZ24iLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6IiIsImwiOiJlNDhjZmZiOC0zMjg4LTQyNWQtYTRiOC05NTZhZGY0YmI1MzkiLCJlIjoiODkuMTQ5LjkxLjE2MiIsInQiOiIyMDI2LTA2LTE0VDE4OjU1OjE3LjQ2NjMwOTA0NVoifX0.vvRbruSHB3T42n-QykP-3rGhJI_LtO6rAlES8PC7KOk&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1670&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,8,15,40 м²,1-комнатная квартира,Oткрытое,Новострой,,,,40 €,,Сдаю посуточно,"1-комнатная квартира, 40 м², Центр, Кишинёв","Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/6"
,,,,,Агентство,103418539,https://999.md/ru/103418539?location=subcategory&index=1671&cardCategoryId=270&cardSubcategoryId=1404,,14,21,97 м²,3-х комнатная квартира,,Новострой,,,,259 000 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 15"
,Белый вариант,1,,,Агентство,102506730,https://999.md/ru/102506730?location=subcategory&index=1672&cardCategoryId=270&cardSubcategoryId=1404,,1,12,52 м²,1-комнатная квартира,,Новострой,,,,54 802 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 0"
2,,1,,,Агентство,104615502,https://999.md/ru/104615502?location=subcategory&index=1673&cardCategoryId=270&cardSubcategoryId=1404,,4,10,69 м²,2-х комнатная квартира,,Новострой,Exfactor-grup,,,147 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62"
2,Eвроремонт,2,,,Агентство,104019249,https://999.md/ru/104019249?location=subcategory&index=1674&cardCategoryId=270&cardSubcategoryId=1404,,10,16,68 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,,124 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
,Белый вариант,,,,Частное лицо,102739602,https://999.md/ru/102739602?location=subcategory&index=1675&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,3,9,50 м²,1-комнатная квартира,,Новострой,Lagmar Impex,,,79 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Calea Moșilor, 4"
2,Eвроремонт,2,,,Застройщик,104545423,https://999.md/ru/104545423?location=subcategory&index=1676&cardCategoryId=270&cardSubcategoryId=1404,,5,5,65 м²,3-х комнатная квартира,,Вторичный,,,,115 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Traian, 9"
2,Косметический pемонт,2,102,,Застройщик,104582215,https://999.md/ru/104582215?location=subcategory&index=1677&cardCategoryId=270&cardSubcategoryId=1404,,1,5,60 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,89 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Traian, 6/1"
1,Eвроремонт,1,Хрущевка,,Агентство,104382311,https://999.md/ru/104382311?location=subcategory&index=1678&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,4,44 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,89 900 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Mihail Lomonosov, 40"
2,Eвроремонт,2,Мс (Молд. Серия),,Застройщик,104615473,https://999.md/ru/104615473?location=subcategory&index=1679&cardCategoryId=270&cardSubcategoryId=1404,,4,9,71 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,,139 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 25/5"
2,Белый вариант,1,Индивидуальная,3000 см,Застройщик,103262183,https://999.md/ru/103262183?location=subcategory&index=1680&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,16,58 м²,2-х комнатная квартира,Подземная,Новострой,Lagmar Impex,,,90 000 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Calea Moșilor, 4"
,Белый вариант,2,,,Агентство,102506359,https://999.md/ru/102506359?location=subcategory&index=1681&cardCategoryId=270&cardSubcategoryId=1404,,8,12,89 м²,3-х комнатная квартира,,Новострой,,,,118 636 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 0"
1,Eвроремонт,1,,,Агентство,89791641,https://999.md/ru/89791641?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY5MTcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTc5MTY0MSIsImkiOiI4OS4xNDkuOTEuMTYyIiwicyI6ImRlc2t0b3BfcmVkZXNpZ24iLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InByZW1pdW0iLCJsIjoiMWNiZjkwMzctODQ5Ny00ZGRlLWE0NDgtZjliY2MxOGRlOGZlIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE4OjU1OjE3LjQ2NjM4NDk3NFoifX0.OfBmhxABv9A9TZgCgHSIWDv5HTnsrnnXUcWpPiT7Ezo&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1682&cardCategoryId=270&cardSubcategoryId=1404,,3,9,95 м²,2-х комнатная квартира,Подземная,Новострой,,,66 м²,600 MDL,Квартира с ливингом,Сдаю посуточно,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Cojocarilor, 20"
1,Eвроремонт,2,,,Агентство,102539822,https://999.md/ru/102539822?location=subcategory&index=1683&cardCategoryId=270&cardSubcategoryId=1404,,3,8,65 м²,2-х комнатная квартира,,Новострой,,,,139 000 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 0"
1,Белый вариант,2,,,Агентство,102644518,https://999.md/ru/102644518?location=subcategory&index=1684&cardCategoryId=270&cardSubcategoryId=1404,,3,9,51 м²,2-х комнатная квартира,,Новострой,,,,94 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 0"
1,Eвроремонт,1,,,Застройщик,104476503,https://999.md/ru/104476503?location=subcategory&index=1685&cardCategoryId=270&cardSubcategoryId=1404,,5,14,72 м²,2-х комнатная квартира,,Новострой,Exfactor-grup,,,181 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Тудор Стришкэ, 8/1"
,Индивидуальный дизайн,1,Индивидуальная,260 см,Частное лицо,104064880,https://999.md/ru/104064880?location=subcategory&index=1686&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,10,10,50 м²,2-х комнатная квартира,Oткрытое,Вторичный,,9 м²,22 м²,79 999 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 1/1"
,,,,,Агентство,103630942,https://999.md/ru/103630942?location=subcategory&index=1687&cardCategoryId=270&cardSubcategoryId=1404,,10,10,230 м²,4-x комнатная квартира,,Новострой,,,,440 000 €,,Продам,"4-x комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, 5/2"
1,Нуждается в ремонте,2,,,Агентство,103659871,https://999.md/ru/103659871?location=subcategory&index=1688&cardCategoryId=270&cardSubcategoryId=1404,,4,5,50 м²,2-х комнатная квартира,,Вторичный,,,,81 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Calea Iesilor, -9"
3,Eвроремонт,1,Индивидуальная,260 см,Частное лицо,104563922,https://999.md/ru/104563922?location=subcategory&index=1689&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,2,6,68 м²,2-х комнатная квартира,Oткрытое,Вторичный,,10 м²,35 м²,104 999 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Alba-Iulia, 4"
,,,,,Частное лицо,103661323,https://999.md/ru/103661323?location=subcategory&index=1690&cardCategoryId=270&cardSubcategoryId=1404,,Цоколь,1,55 м²,2-х комнатная квартира,,Вторичный,,,,83 900 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Alexandru Marinescu, 40"
,Eвроремонт,2,,,Агентство,104404509,https://999.md/ru/104404509?location=subcategory&index=1691&cardCategoryId=270&cardSubcategoryId=1404,,8,8,73 м²,2-х комнатная квартира,,Новострой,,,,163 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 42/2"
,,,,,Агентство,102902014,https://999.md/ru/102902014?location=subcategory&index=1692&cardCategoryId=270&cardSubcategoryId=1404,,8,13,71 м²,2-х комнатная квартира,,Новострой,,,,179 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
,Eвроремонт,1,,,Агентство,104331054,https://999.md/ru/104331054?location=subcategory&index=1693&cardCategoryId=270&cardSubcategoryId=1404,,3,10,67 м²,2-х комнатная квартира,,Новострой,,,,152 999 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, --"
,,,,,Агентство,103351484,https://999.md/ru/103351484?location=subcategory&index=1694&cardCategoryId=270&cardSubcategoryId=1404,,5,7,154 м²,3-х комнатная квартира,,Новострой,,,,308 000 €,,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Alexandr Pușkin, 49/1"
,Незавершенное cтроительство,2,,290 см,Застройщик,103017683,https://999.md/ru/103017683?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY5MTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwMTc2ODMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMTg6NTU6MTcuNDY2NTMzNDE2WiJ9fQ.sdGUoxIDOnzph2E5kwzbXZ0Tu6DUtXWvNI_J4-PM4Z0&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1695&cardCategoryId=270&cardSubcategoryId=1404,,9,10,73 м²,3-х комнатная квартира,,Новострой,Solomon Construct Imobil,17 м²,,73 790 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24"
2,Eвроремонт,2,,,Агентство,102009243,https://999.md/ru/102009243?location=subcategory&index=1696&cardCategoryId=270&cardSubcategoryId=1404,Бетон,2,14,90 м²,3-х комнатная квартира,Oткрытое,Новострой,,,,154 500 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 12/4"
,Белый вариант,2,,,Агентство,102305336,https://999.md/ru/102305336?location=subcategory&index=1697&cardCategoryId=270&cardSubcategoryId=1404,,3,13,90 м²,3-х комнатная квартира,,Новострой,,,,94 290 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Ialoveni, 0"
