Балкон / лоджия,Состояние квартиры,Санузел,Высота потолков,Планировка,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
1,Eвроремонт,2,,,Агентство,104528172,https://999.md/ru/104528172?location=subcategory&index=2663&cardCategoryId=270&cardSubcategoryId=1404,,9,10,70 м²,,3-х комнатная квартира,Вторичный,,,,96 900 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 22/3"
,Косметический pемонт,,,,Агентство,104604826,https://999.md/ru/104604826?location=subcategory&index=2664&cardCategoryId=270&cardSubcategoryId=1404,,7,15,39 м²,,1-комнатная квартира,Вторичный,,,,62 900 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Nicolae Costin, 61/3"
2,Eвроремонт,,,,Агентство,104598212,https://999.md/ru/104598212?location=subcategory&index=2665&cardCategoryId=270&cardSubcategoryId=1404,,14,15,72 м²,,3-х комнатная квартира,Вторичный,,,,109 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 47"
1,Белый вариант,1,,,Агентство,102839833,https://999.md/ru/102839833?location=subcategory&index=2666&cardCategoryId=270&cardSubcategoryId=1404,,1,7,95 м²,Подземная,3-х комнатная квартира,Новострой,,,,119 000 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Regina Elisabeta, -"
1,Eвроремонт,1,,,Агентство,103863717,https://999.md/ru/103863717?location=subcategory&index=2667&cardCategoryId=270&cardSubcategoryId=1404,,2,10,75 м²,,2-х комнатная квартира,Новострой,,,,310 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Mihai Eminescu, -"
,,,,,Агентство,103813494,https://999.md/ru/103813494?location=subcategory&index=2668&cardCategoryId=270&cardSubcategoryId=1404,,1,1,37 м²,,1-комнатная квартира,Новострой,,,,59 000 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Codrilor, --"
1,Eвроремонт,1,,,Агентство,103860867,https://999.md/ru/103860867?location=subcategory&index=2669&cardCategoryId=270&cardSubcategoryId=1404,,7,9,60 м²,,2-х комнатная квартира,Вторичный,,,,119 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Izmail, -"
,Белый вариант,2,,,Агентство,103862481,https://999.md/ru/103862481?location=subcategory&index=2670&cardCategoryId=270&cardSubcategoryId=1404,,12,13,76 м²,,3-х комнатная квартира,Новострой,,,,148 785 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, -"
,,,,,Агентство,104077414,https://999.md/ru/104077414?location=subcategory&index=2671&cardCategoryId=270&cardSubcategoryId=1404,,2,9,92 м²,,3-х комнатная квартира,Новострой,,,,145 600 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Pietrarilor, 12"
,,1,,,Агентство,103552892,https://999.md/ru/103552892?location=subcategory&index=2672&cardCategoryId=270&cardSubcategoryId=1404,,4,10,49 м²,,1-комнатная квартира,Новострой,,,,129 000 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, ---"
,,1,,,Агентство,104029944,https://999.md/ru/104029944?location=subcategory&index=2673&cardCategoryId=270&cardSubcategoryId=1404,,1,1,60 м²,,2-х комнатная квартира,Вторичный,,,,119 999 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Vlaicu Pârcălab, -"
,Незавершенное cтроительство,2,290 см,,Застройщик,103017683,https://999.md/ru/103017683?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njg2NzMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwMTc2ODMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMTk6MjQ6MzMuMjE1NzQ1NjkzWiJ9fQ.I5fCTy1H-Cwp4UuyZyBjM7ch38eMLW2sT7D7OOA8UPQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2674&cardCategoryId=270&cardSubcategoryId=1404,,9,10,73 м²,,3-х комнатная квартира,Новострой,Solomon Construct Imobil,17 м²,,73 790 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24"
2,Eвроремонт,2,,,Агентство,100662092,https://999.md/ru/100662092?location=subcategory&index=2675&cardCategoryId=270&cardSubcategoryId=1404,,7,8,140 м²,,4-x комнатная квартира,Новострой,,,,179 000 €,,Продам,"4-x комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, -"
,Eвроремонт,1,,,Агентство,102570540,https://999.md/ru/102570540?location=subcategory&index=2676&cardCategoryId=270&cardSubcategoryId=1404,,11,13,71 м²,,3-х комнатная квартира,Новострой,,,,215 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 0"
1,Eвроремонт,1,,Индивидуальная,Агентство,103824001,https://999.md/ru/103824001?location=subcategory&index=2677&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,4,36 м²,,1-комнатная квартира,Вторичный,,7 м²,18 м²,60 900 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Botanica, str. Nikolai Zelinski, 1/1"
,Eвроремонт,1,,,Агентство,104483369,https://999.md/ru/104483369?location=subcategory&index=2678&cardCategoryId=270&cardSubcategoryId=1404,,7,9,71 м²,,3-х комнатная квартира,Новострой,,,,146 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Cartuşa, -"
1,Белый вариант,2,,Индивидуальная,Агентство,103477095,https://999.md/ru/103477095?location=subcategory&index=2679&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,6,93 м²,Подземная,2-х комнатная квартира,Новострой,Estate Invest Company,,,130 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Durlești, 2b"
1,Eвроремонт,2,,143,Агентство,104513342,https://999.md/ru/104513342?location=subcategory&index=2680&cardCategoryId=270&cardSubcategoryId=1404,,5,9,57 м²,,2-х комнатная квартира,Вторичный,,,,95 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, -"
,Белый вариант,1,,,Агентство,104582125,https://999.md/ru/104582125?location=subcategory&index=2681&cardCategoryId=270&cardSubcategoryId=1404,,2,2,68 м²,,3-х комнатная квартира,Вторичный,,,,170 750 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str-la Teatrului, -"
1,Eвроремонт,1,,,Агентство,104386857,https://999.md/ru/104386857?location=subcategory&index=2682&cardCategoryId=270&cardSubcategoryId=1404,,5,5,60 м²,,3-х комнатная квартира,Вторичный,,,,97 500 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Nicolae Zelinski, 38/2"
,Eвроремонт,,,,Агентство,104567471,https://999.md/ru/104567471?location=subcategory&index=2683&cardCategoryId=270&cardSubcategoryId=1404,,2,9,42 м²,,1-комнатная квартира,Новострой,,,,84 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 53"
1,Косметический pемонт,2,,Мс (Молд. Серия),Агентство,104463011,https://999.md/ru/104463011?location=subcategory&index=2684&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,5,57 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,82 900 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 157"
1,Белый вариант,1,,,Агентство,103406672,https://999.md/ru/103406672?location=subcategory&index=2685&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,16,18,54 м²,Подземная,2-х комнатная квартира,Новострой,,,,86 400 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Dimineții, 11"
2,Косметический pемонт,2,,135,Агентство,104299425,https://999.md/ru/104299425?location=subcategory&index=2686&cardCategoryId=270&cardSubcategoryId=1404,Панельный,9,9,79 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,106 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника,  Independenței, 30"
,,1,,,Частное лицо,103867501,https://999.md/ru/103867501?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njg2NzMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4Njc1MDEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNjNmMDg1NDAtOGMxYy00ZWI4LWI5NTEtYmFmNjJmNDExMmUwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE5OjI0OjMzLjIxNTgzOTM1NVoifX0.Hqqp_2HaEjHNVFWbuaaD2c5MMeK_tqJm6E07awAAUUg&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2687&cardCategoryId=270&cardSubcategoryId=1404,,8,17,70 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,55 €,Квартира без ливинга,Сдаю посуточно,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Melestiu, 26/10"
1,Белый вариант,1,,Индивидуальная,Агентство,103824399,https://999.md/ru/103824399?location=subcategory&index=2688&cardCategoryId=270&cardSubcategoryId=1404,,6,13,65 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,149 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Voda, **"
,Белый вариант,1,,,Агентство,103838360,https://999.md/ru/103838360?location=subcategory&index=2689&cardCategoryId=270&cardSubcategoryId=1404,,4,21,50 м²,,1-комнатная квартира,Новострой,,,,75 400 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, -"
,,,,,Агентство,104252123,https://999.md/ru/104252123?location=subcategory&index=2690&cardCategoryId=270&cardSubcategoryId=1404,,2,5,50 м²,,2-х комнатная квартира,Новострой,,,,139 900 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, bd. Ştefan cel Mare şi Sfânt, 64"
,Eвроремонт,1,,,Агентство,101683870,https://999.md/ru/101683870?location=subcategory&index=2691&cardCategoryId=270&cardSubcategoryId=1404,,1,2,86 м²,,4-x комнатная квартира,Вторичный,,,,159 900 €,,Продам,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Vasile Alecsandri, 0"
,Eвроремонт,1,,,Агентство,104307380,https://999.md/ru/104307380?location=subcategory&index=2692&cardCategoryId=270&cardSubcategoryId=1404,,12,14,92 м²,Подземная,4-x комнатная квартира,Новострой,,,,220 000 €,,Продам,"4-x комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, -"
,Eвроремонт,2,,,Агентство,103980684,https://999.md/ru/103980684?location=subcategory&index=2693&cardCategoryId=270&cardSubcategoryId=1404,,4,10,140 м²,,4-x комнатная квартира,Новострой,,,140 м²,1 200 000 €,,Продам,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, Tricolorului, -"
1,Косметический pемонт,1,,Хрущевка,Частное лицо,104605463,https://999.md/ru/104605463?location=subcategory&index=2694&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,5,43 м²,,2-х комнатная квартира,Вторичный,,6 м²,,69 500 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Titulescu, 6"
1,,2,,,Агентство,101728403,https://999.md/ru/101728403?location=subcategory&index=2695&cardCategoryId=270&cardSubcategoryId=1404,,9,10,87 м²,,4-x комнатная квартира,Вторичный,,,,89 900 €,,Продам,"4-x комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Igor Vieru, 15"
1,,2,,,Агентство,104607073,https://999.md/ru/104607073?location=subcategory&index=2696&cardCategoryId=270&cardSubcategoryId=1404,,11,16,55 м²,,1-комнатная квартира,Новострой,,,,82 250 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
,,,,,Частное лицо,104480116,https://999.md/ru/104480116?location=subcategory&index=2697&cardCategoryId=270&cardSubcategoryId=1404,,6,9,52 м²,,Комната,Новострой,Exfactor-grup,,,85 800 €,,Продам,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62"
2,Белый вариант,1,,,Агентство,104261116,https://999.md/ru/104261116?location=subcategory&index=2698&cardCategoryId=270&cardSubcategoryId=1404,,6,10,96 м²,Подземная,3-х комнатная квартира,Новострой,,,,96 500 €,,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str.Cărtușa, *"
Нет,Белый вариант,1,,,Агентство,102386116,https://999.md/ru/102386116?location=subcategory&index=2699&cardCategoryId=270&cardSubcategoryId=1404,,4,8,68 м²,Подземная,2-х комнатная квартира,Новострой,,,,74 800 €,,Продам,"2-х комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, Str.Nicolae Dimo , **"
Нет,Белый вариант,1,286 см,,Застройщик,102831391,https://999.md/ru/102831391?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njg2NzMsIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzEzOTEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTk6MjQ6MzMuMjE1OTYxMTMxWiJ9fQ.Ujetl4ozl-frJ8NeU9GzMCzA8ymhRUg8glrUw5f4kos&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2700&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,1,6,41 м²,Гараж,1-комнатная квартира,Новострой,Astercon,13 м²,,58 986 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Durlești, 8"
Нет,Белый вариант,1,,,Агентство,104187359,https://999.md/ru/104187359?location=subcategory&index=2701&cardCategoryId=270&cardSubcategoryId=1404,,5,8,41 м²,,1-комнатная квартира,Новострой,,,,45 920 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, Str.Nicolae Dimo , **"
1,Eвроремонт,1,270 см,Гостинка,Застройщик,104561754,https://999.md/ru/104561754?location=subcategory&index=2702&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,4,20 м²,Oткрытое,1-комнатная квартира,Вторичный,A-casa,5 м²,15 м²,46 500 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, bd. Grigore Vieru, 22/8"
1,Eвроремонт,1,,Индивидуальная,Агентство,104340048,https://999.md/ru/104340048?location=subcategory&index=2703&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,9,10,58 м²,Oткрытое,2-х комнатная квартира,Новострой,Kirsan,,,110 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Prigoreni, 10/1"
Нет,Eвроремонт,1,,Индивидуальная,Агентство,103870867,https://999.md/ru/103870867?location=subcategory&index=2704&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,7,45 м²,Oткрытое,1-комнатная квартира,Новострой,Astercon,,,95 900 €,,Продам,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.","Кишинёв мун., Думбрава, Центр, Durlesti, 10 F1"
1,Eвроремонт,1,,Индивидуальная,Агентство,104513079,https://999.md/ru/104513079?location=subcategory&index=2705&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,5,70 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,163 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Ion Inculeț, 50"
1,Eвроремонт,1,,Индивидуальная,Агентство,101603790,https://999.md/ru/101603790?location=subcategory&index=2706&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,8,10,37 м²,Oткрытое,1-комнатная квартира,Новострой,,,,92 900 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Spataru, 47"
1,Косметический pемонт,1,,Хрущевка,Агентство,104258496,https://999.md/ru/104258496?location=subcategory&index=2707&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,5,47 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,76 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, George Coșbuc, 11"
1,Незавершенное cтроительство,1,,Индивидуальная,Агентство,102051449,https://999.md/ru/102051449?location=subcategory&index=2708&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,3,6,48 м²,Подземная,1-комнатная квартира,Новострой,Estate Invest Company,,,72 000 €,,Продам,"1-комнатная квартира,  Окраина,  Думбрава,  Кишинёв мун.","Кишинёв мун., Думбрава, Окраина, Durlești, 1"
,Eвроремонт,1,,,Частное лицо,104177869,https://999.md/ru/104177869?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njg2NzMsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxNzc4NjkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNjIzMDJhOTEtNjA1Ni00OTkzLWFlYzgtZTBiNTQ5YTM3N2MzIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNFQxOToyNDozMy4yMTYwMDM2MVoifX0.aLtzhv9S_OQJxliJRYZwsnJZaVqAeol3NhfJKxwsqlY&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2709&cardCategoryId=270&cardSubcategoryId=1404,Блочный,1,5,48 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,48 м²,102 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 20"
1,Незавершенное cтроительство,1,,Индивидуальная,Агентство,104593090,https://999.md/ru/104593090?location=subcategory&index=2710&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,7,20,38 м²,Подземная,1-комнатная квартира,Новострой,Braus Imobiliare,,,48 640 €,,Продам,"1-комнатная квартира,  Аэропорт,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Аэропорт, bd. Dacia, 59/A"
Нет,Eвроремонт,1,,Индивидуальная,Агентство,103292763,https://999.md/ru/103292763?location=subcategory&index=2711&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,8,10,73 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,184 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13"
