Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
Pamir Construct,,https://999.md/ru/103874040?location=subcategory&index=4147&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,8,53 м²,Eвроремонт,Новострой,,2-х комнатная квартира,143 900 €,"Кишинёв мун., Кишинёв, Ботаника, пер. Гика Водэ, 5",,Продам,,103874040,7,Агентство,,
,,https://999.md/ru/103873490?location=subcategory&index=4148&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,3,7,145 м²,Eвроремонт,Новострой,,3-х комнатная квартира,525 000 €,"Кишинёв мун., Кишинёв, Центр, str. Moara Roșie, 5/D",,Продам,,103873490,6,Агентство,1,
Exfactor-grup,,https://999.md/ru/103875067?location=subcategory&index=4149&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,14,72 м²,Eвроремонт,Новострой,,2-х комнатная квартира,189 900 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28a",,Продам,,103875067,4,Агентство,1,
Exfactor-grup,,https://999.md/ru/103874944?location=subcategory&index=4150&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,13,71 м²,Eвроремонт,Новострой,,2-х комнатная квартира,177 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28a",,Продам,,103874944,7,Агентство,1,
,Панельный,https://999.md/ru/104021656?location=subcategory&index=4151&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,5,47 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,98 500 €,"Кишинёв мун., Кишинёв, Буюканы, Paris, 47",,Продам,,104021656,5,Агентство,1,Хрущевка
,Kотельцовый,https://999.md/ru/103613773?location=subcategory&index=4152&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,1,6,53 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,70 000 €,"Кишинёв мун., Кишинёв, Центр, Haltei, 21/2",,Продам,,103613773,6,Агентство,1,Индивидуальная
,Kирпичный,https://999.md/ru/103291771?location=subcategory&index=4153&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,9,49 м²,Незавершенное cтроительство,Новострой,,1-комнатная квартира,81 000 €,"Кишинёв мун., Кишинёв, Рышкановка, Tudor Vladimirescu, 1\8",,Продам,,103291771,2,Агентство,1,Индивидуальная
,Kотельцовый,https://999.md/ru/104177286?location=subcategory&index=4154&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,5,72 м²,Eвроремонт,Вторичный,,3-х комнатная квартира,119 900 €,"Кишинёв мун., Кишинёв, Чокана, Vadul lui Vodă, 60/1",,Продам,,104177286,5,Агентство,1,102
,,https://999.md/ru/104245445?location=subcategory&index=4155&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,15,45 м²,,Новострой,,1-комнатная квартира,74 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Orheiului, 28/1",,Продам,,104245445,14,Частное лицо,,
Astercon,Ячеистый Бетон,https://999.md/ru/100621297?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzE2ODYsIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2MjEyOTciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMjA6MTQ6NDYuMTY4MTAzOTM2WiJ9fQ.HzIa-qzHEjmCY_5Sn6Ef7LCfgMFRi7ChPRyPbykX1K8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4156&cardCategoryId=270&cardSubcategoryId=1404,Гараж,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",Квартира без ливинга,2,5,63 м²,Белый вариант,Новострой,11 м²,2-х комнатная квартира,97 790 €,"Кишинёв мун., Ставчены, Центр, Grătiești , 10",275 см,Продам,,100621297,5,Застройщик,1,
,Kотельцовый,https://999.md/ru/104542314?location=subcategory&index=4157&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,6,60 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,79 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolai Zelinski, 5/5",,Продам,,104542314,4,Агентство,1,Хрущевка
,Панельный,https://999.md/ru/104350334?location=subcategory&index=4158&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,2,9,70 м²,Eвроремонт,Вторичный,,3-х комнатная квартира,149 000 €,"Кишинёв мун., Кишинёв, Буюканы, șos. Balcani, 4/3",,Продам,,104350334,8,Агентство,1,Мс (Молд. Серия)
,,https://999.md/ru/104386191?location=subcategory&index=4159&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,2,15,72 м²,Eвроремонт,Вторичный,,3-х комнатная квартира,109 900 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 47",,Продам,,104386191,14,Застройщик,2,
Exfactor-grup,Kирпичный,https://999.md/ru/102623038?location=subcategory&index=4160&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,12,73 м²,Белый вариант,Новострой,,2-х комнатная квартира,145 000 €,"Кишинёв мун., Кишинёв, Чокана, Bulevardul Mircea cel Batrin, 41B",,Продам,,102623038,3,Агентство,1,Индивидуальная
,Mонолитный,https://999.md/ru/104029784?location=subcategory&index=4161&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,2,16,70 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,92 900 €,"Кишинёв мун., Кишинёв, Центр, Ismail, 100",,Продам,,104029784,12,Агентство,1,Индивидуальная
Inamstro,Kирпичный,https://999.md/ru/104450133?location=subcategory&index=4162&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,14,75 м²,Eвроремонт,Новострой,,2-х комнатная квартира,237 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, 6",,Продам,,104450133,2,Агентство,,
Lagmar Impex,,https://999.md/ru/104449860?location=subcategory&index=4163&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,14,76 м²,Eвроремонт,Новострой,,2-х комнатная квартира,257 900 €,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 19",,Продам,,104449860,12,Агентство,1,
,Kотельцовый,https://999.md/ru/100545187?location=subcategory&index=4164&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,5,60 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,117 900 €,"Кишинёв мун., Кишинёв, Рышкановка, Alecu Russo, 3/2",,Продам,,100545187,3,Агентство,1,Хрущевка
,Kирпичный,https://999.md/ru/102430039?location=subcategory&index=4165&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,2,14,71 м²,Eвроремонт,Новострой,,2-х комнатная квартира,179 000 €,"Кишинёв мун., Кишинёв, Буюканы, Vasile Lupu, 28 E",,Продам,,102430039,2,Агентство,1,
Braus Imobiliare,,https://999.md/ru/102926836?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzE2ODYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI5MjY4MzYiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZmI1YTE4MWUtY2JhNy00MzY1LTlkZTktOGJiZTk5ZmIxMjlkIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNFQyMDoxNDo0Ni4xNjgxODA5NTZaIn19.AO0npiDm8Ra7IrWKscFqfAsMVlfCETZLlCYjsBjsWdg&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4166&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,21,38 м²,Белый вариант,Новострой,,1-комнатная квартира,81 500 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15",270 см,Продам,,102926836,11,Частное лицо,,
,Kомбинированный,https://999.md/ru/104584636?location=subcategory&index=4167&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,10,57 м²,Белый вариант,Новострой,,1-комнатная квартира,114 000 €,"Кишинёв мун., Кишинёв, Чокана, ул. Ион Думенюк, 6",,Продам,,104584636,7,Агентство,,
,,https://999.md/ru/104091924?location=subcategory&index=4168&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,10,80 м²,,Вторичный,,3-х комнатная квартира,135 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 1",,Продам,,104091924,3,Агентство,,
,Kотельцовый,https://999.md/ru/104569597?location=subcategory&index=4169&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,6,68 м²,Eвроремонт,Вторичный,10 м²,2-х комнатная квартира,104 999 €,"Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 4",260 см,Продам,35 м²,104569597,2,Частное лицо,3,Индивидуальная
Dansicons,,https://999.md/ru/103864592?location=subcategory&index=4170&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,11,63 м²,Eвроремонт,Новострой,,1-комнатная квартира,126 500 €,"Кишинёв мун., Кишинёв, Телецентр, ул. Николае Тестемицану, 23/1",,Продам,,103864592,3,Агентство,,
,,https://999.md/ru/103863754?location=subcategory&index=4171&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,7,80 м²,Белый вариант,Новострой,,2-х комнатная квартира,240 000 €,"Кишинёв мун., Кишинёв, Центр, ул. Моара Рошие, 5",,Продам,,103863754,3,Агентство,,
,,https://999.md/ru/103864049?location=subcategory&index=4172&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,4,72 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,335 000 €,"Кишинёв мун., Кишинёв, Центр, пр-т Штефан чел Маре ши Сфынт, 132",,Продам,,103864049,3,Агентство,1,
Eldorado Terra,,https://999.md/ru/103865176?location=subcategory&index=4173&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,12,80 м²,Eвроремонт,Новострой,,2-х комнатная квартира,167 500 €,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 12/12",,Продам,,103865176,7,Агентство,,
Inamstro,,https://999.md/ru/103863904?location=subcategory&index=4174&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,13,80 м²,Белый вариант,Новострой,,2-х комнатная квартира,185 000 €,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 6",,Продам,,103863904,6,Агентство,,
,,https://999.md/ru/103864884?location=subcategory&index=4175&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,7,64 м²,Eвроремонт,Новострой,,2-х комнатная квартира,167 500 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Виссарион Белинский, 71",,Продам,,103864884,3,Агентство,1,
,,https://999.md/ru/103873364?location=subcategory&index=4176&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,10,65 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,220 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Онисифор Гибу, 10",,Продам,,103873364,2,Агентство,1,
Lagmar Impex,,https://999.md/ru/103873595?location=subcategory&index=4177&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,12,65 м²,Eвроремонт,Новострой,,2-х комнатная квартира,174 900 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornești, 13",,Продам,,103873595,11,Агентство,1,
Exfactor-grup,,https://999.md/ru/103864173?location=subcategory&index=4178&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,12,87 м²,Eвроремонт,Новострой,,3-х комнатная квартира,219 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28",,Продам,,103864173,2,Агентство,,
,Kотельцовый,https://999.md/ru/101980654?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzE2ODYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE5ODA2NTQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjFjYmY5MDM3LTg0OTctNGRkZS1hNDQ4LWY5YmNjMThkZThmZSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMjA6MTQ6NDYuMTY4MjgwMzg1WiJ9fQ.qRX0WBTRxjEl1r6OgevqK746xw6WFHcQHFf5ro3H8UU&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4179&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,6,60 м²,Eвроремонт,Новострой,,2-х комнатная квартира,100 MDL,"Кишинёв мун., Кишинёв, Центр, str. Alexandru Hâjdeu, 98",,Сдаю посуточно,50 м²,101980654,2,Застройщик,1,
Vasigur Grup,,https://999.md/ru/103864803?location=subcategory&index=4180&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,10,75 м²,Eвроремонт,Новострой,,3-х комнатная квартира,225 000 €,"Кишинёв мун., Кишинёв, Рышкановка, Московский пр-т, 4/4",,Продам,,103864803,9,Агентство,1,
Lagmar Impex,,https://999.md/ru/104303116?location=subcategory&index=4181&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,2,14,65 м²,Белый вариант,Новострой,,2-х комнатная квартира,126 750 €,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 19",,Продам,,104303116,11,Агентство,1,
,,https://999.md/ru/104303523?location=subcategory&index=4182&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,5,45 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,69 900 €,"Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 806",,Продам,,104303523,2,Агентство,1,
Braus Imobiliare,,https://999.md/ru/104303469?location=subcategory&index=4183&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,17,72 м²,Eвроремонт,Новострой,,2-х комнатная квартира,169 900 €,"Кишинёв мун., Кишинёв, Телецентр, str. Constantin Virnav, 32/A",,Продам,,104303469,8,Агентство,1,
Sky House,,https://999.md/ru/104302964?location=subcategory&index=4184&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,16,82 м²,Eвроремонт,Новострой,,2-х комнатная квартира,218 500 €,"Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 63",,Продам,,104302964,5,Агентство,,
Exfactor-grup,,https://999.md/ru/104303380?location=subcategory&index=4185&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,10,74 м²,Eвроремонт,Новострой,,2-х комнатная квартира,205 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 11",,Продам,,104303380,9,Агентство,1,
,,https://999.md/ru/104402549?location=subcategory&index=4186&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,14,33 м²,,Вторичный,,1-комнатная квартира,59 900 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 5/3",,Продам,,104402549,11,Застройщик,,
,,https://999.md/ru/102998462?location=subcategory&index=4187&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,1,4,45 м²,Индивидуальный дизайн,Новострой,12 м²,1-комнатная квартира,125 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Bucovinei, 3",,Продам,,102998462,4,Частное лицо,,
,Mонолитный,https://999.md/ru/103836603?location=subcategory&index=4188&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,11,48 м²,Белый вариант,Новострой,,1-комнатная квартира,67 200 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 140/1",,Продам,,103836603,6,Агентство,1,
,Kотельцовый,https://999.md/ru/103805756?location=subcategory&index=4189&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,1,3,89 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,91 500 €,"Кишинёв мун., Кишинёв, Старая Почта, Magda Isanos, 14/2",,Продам,,103805756,3,Агентство,1,
,,https://999.md/ru/100681233?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzE2ODYsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2ODEyMzMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImZjYzBjMzkyLWI5NWItNDJmNC04MTQyLTIxNDE0Y2I0YTQ0MiIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMjA6MTQ6NDYuMTY4MzQ0ODA2WiJ9fQ.qE99MY8GEb4Cu7wbI8jNj1ZD1IxFxqZRvHIrXXB3zS8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4190&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,10,94 м²,,Новострой,,2-х комнатная квартира,950 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, 8A",,Сдаю помесячно,,100681233,6,Частное лицо,,
