Балкон / лоджия,Планировка,Ливинг,link,Застройщик,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
1,,Квартира без ливинга,https://999.md/ru/104021571?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMjE1NzEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6IjhjOTU1NDRiLTA3MGUtNDhmMS04MzQyLTBlYjNmYTIzMWZjNSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTg6MDk6MDEuODU0MzIzNDE1WiJ9fQ.0zdipcgvv1V1dL-y_yx576qeUcBO18bSBJl2c_IztV0&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,NG Invest,16 м²,Подземная,5,1,300 см,50 660 €,10,43 м²,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",104021571,Новострой,Kирпичный,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
,,,https://999.md/ru/104066914?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNjY5MTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYzdmYzhkODYtNTkzMC00NDUwLTg1NGYtZWY0MzlkZjdiMmYwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODowOTowMS44NTQzNDgyOTJaIn19.60bxbvDF6CLvbsaHn24pAojalnnFPL4kNaF6V9dcWtM&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,,,,3,,,134 800 €,10,66 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Miorita, 1/1",104066914,Новострой,Kирпичный,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/100618094?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2MTgwOTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiY2M4NGVkY2YtZGQyOC00MjgzLThjZmYtYmVjNWI4ZGVhMDQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjA5OjAxLjg1NDQyODY4WiJ9fQ.XGUBOhX5vm-uxz6WVH55tPSbg9jYwnc1zLxyvmEYdY4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,Horus,,,5,,,198 000 €,15,86 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 1/1",100618094,Новострой,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/104096688?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTY2ODgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYTM2ODFhZjMtMDQ3Yy00Y2QwLWIwMDMtZTZhZDVjZTBkNWJjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjA5OjAxLjg1NDQ1MjM1NFoifX0.4l2ldcjY7OVTrdl8xoUCy6gKeTx3dK7B_l245UEmhBc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,,,,2,,,750 €,12,68 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornesti, 7",104096688,Новострой,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Агентство,2-х комнатная квартира,
Нет,,Квартира без ливинга,https://999.md/ru/102831391?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzEzOTEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTg6MDk6MDEuODU0NTEzODY3WiJ9fQ.Qp4zQ6SPfKSg16gLUywedkk6MTz4ehcPjUtGqKdLszQ&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,Astercon,13 м²,Гараж,1,1,286 см,58 986 €,6,41 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102831391,Новострой,Ячеистый Бетон,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
,,,https://999.md/ru/103642758?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NDI3NTgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiZWQwMzE0OTctMTA4Ny00ZWE2LTk1ZjYtM2U4ZGRiZTQyYWQwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjA5OjAxLjg1NDUzNzM4NFoifX0.EhWhNAPpDnqwZ_yUK2FkC9t19xjuv4DbOPsbYdERKjs&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,,,,4,,,600 MDL,11,35 м²,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",103642758,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Застройщик,1-комнатная квартира,
1,,Квартира с ливингом,https://999.md/ru/101129855?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDExMjk4NTUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMDIwMjUzOWMtZTBhOC00MTBmLTlkZDItY2ZlYjEzYmFlMzg2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjA5OjAxLjg1NDAyOTY2NFoifX0.nI5tWzIUJmUfoPCvcsLQ8C2olArV2Q4b8-cbBquVle8&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=1,,,Oткрытое,6,1,,79 500 €,6,47 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Alecu Russo, 4",101129855,Вторичный,Бетон,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103243261?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMyNDMyNjEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYTlkN2RlNmUtNGUzMy00ZDBhLTkwODEtZjQ5OTAwY2Y1MTgyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjA5OjAxLjg1NDA5MDgxMloifX0.ihfK5u91ptOX1Pp5367gdFUMINnP1sSiry22Okm_0Xw&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=2,,,Гараж,1,1,250 см,46 500 €,2,30 м²,"Комрат, Комрат, Окраина, str. Lenin, 10",103243261,Вторичный,Kотельцовый,,"1-комнатная квартира,  Окраина,  Комрат,  Комрат",Продам,Частное лицо,1-комнатная квартира,Индивидуальный дизайн
2,,Квартира с ливингом,https://999.md/ru/102898462?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4OTg0NjIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6IjlkZjMwMGM3LTA3OTMtNDk2My1iODhlLWIwZjUwMzY5NDViYyIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTg6MDk6MDEuODU0MTM1NjMxWiJ9fQ.pulq-TWziytIiNBNEO8ZnBUS8YHYW3e3TaCWDTWA300&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=3,Exfactor-grup,,Oткрытое,11,2,,50 €,11,60 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Dumitru Rîșcanu, 2/1",102898462,Новострой,,60 м²,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Агентство,2-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/103925431?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MjU0MzEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiN2Q1YzJhNTAtOTQ4OC00YzcyLTg2YmUtNDAwZGQzZjdkZDY2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjA5OjAxLjg1NDE1ODg3M1oifX0.fC8rruBLcW37bTbpMiXmjyFM1QDr5W-uu0FbVzqJD08&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=4,,,,7,,,76 500 €,16,41 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Eugen Coca, 19",103925431,Вторичный,,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,
3,,Квартира с ливингом,https://999.md/ru/104059792?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNTk3OTIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYzc5YjdmMzQtMjM4MC00YzNhLWFhNzEtNTRkN2RkZjUxMzMxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODowOTowMS44NTQyNDAxMDNaIn19.ViK5W2J1If-33WITTZNC2ke9-uxTuV5F4OL40zUZVwU&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=5,,,Oткрытое,12,,,145 000 €,16,82 м²,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 26",104059792,Новострой,Бетон,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/104061770?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNjE3NzAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMjhmYWIxMDctMTJkZC00Y2EyLThjM2YtNjdjYjExNzhiNDRmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjA5OjAxLjg1NDI4MjE2MVoifX0.iBLr11FdkqyloVBKNMDbfXnSLa0Zz2jr7HgB14SdGsU&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=6,,,,6,,,550 €,9,54 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Traian, 18/1",104061770,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,2-х комнатная квартира,
