Балкон / лоджия,Состояние квартиры,Санузел,Высота потолков,Планировка,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
1,Eвроремонт,1,,,Агентство,104252603,https://999.md/ru/104252603?location=subcategory&index=1883&cardCategoryId=270&cardSubcategoryId=1404,,2,2,35 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,68 000 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 68"
1,Eвроремонт,1,,102,Агентство,104187297,https://999.md/ru/104187297?location=subcategory&index=1884&cardCategoryId=270&cardSubcategoryId=1404,,3,5,45 м²,,2-х комнатная квартира,Вторичный,,,,91 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Zelinski, 35"
1,Белый вариант,1,,,Агентство,103667946,https://999.md/ru/103667946?location=subcategory&index=1885&cardCategoryId=270&cardSubcategoryId=1404,,3,9,39 м²,,1-комнатная квартира,Новострой,,,,66 331 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, **"
,,,,,Частное лицо,104404329,https://999.md/ru/104404329?location=subcategory&index=1886&cardCategoryId=270&cardSubcategoryId=1404,,4,5,33 м²,,1-комнатная квартира,Вторичный,,,,36 500 €,,Продам,"1-комнатная квартира,  10 квартал,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, 10 квартал, ул. Набережная, 13/A"
,,,,,Частное лицо,103796462,https://999.md/ru/103796462?location=subcategory&index=1887&cardCategoryId=270&cardSubcategoryId=1404,,7,10,85 м²,,3-х комнатная квартира,Новострой,,,,108 000 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/3"
1,,1,,,Агентство,104258610,https://999.md/ru/104258610?location=subcategory&index=1888&cardCategoryId=270&cardSubcategoryId=1404,,13,15,41 м²,,1-комнатная квартира,Новострой,,,,97 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, -"
,Eвроремонт,,,,Частное лицо,104404561,https://999.md/ru/104404561?location=subcategory&index=1889&cardCategoryId=270&cardSubcategoryId=1404,,7,9,70 м²,,3-х комнатная квартира,Вторичный,,,,81 000 €,,Продам,"3-х комнатная квартира,  10 квартал,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, 10 квартал, пр-т Лариса, 4"
1,Eвроремонт,1,,,Частное лицо,104457157,https://999.md/ru/104457157?location=subcategory&index=1890&cardCategoryId=270&cardSubcategoryId=1404,,9,10,48 м²,,1-комнатная квартира,Новострой,Lagmar Impex,,,112 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 14/C"
,,,,,Агентство,104614861,https://999.md/ru/104614861?location=subcategory&index=1891&cardCategoryId=270&cardSubcategoryId=1404,,13,16,39 м²,,1-комнатная квартира,Вторичный,,,,55 900 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Nicolae Costin, 61/2"
,Белый вариант,1,,,Агентство,104125835,https://999.md/ru/104125835?location=subcategory&index=1892&cardCategoryId=270&cardSubcategoryId=1404,,6,18,56 м²,,2-х комнатная квартира,Новострой,,,,103 970 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 96"
1,Eвроремонт,1,,,Агентство,103970284,https://999.md/ru/103970284?location=subcategory&index=1893&cardCategoryId=270&cardSubcategoryId=1404,,11,12,40 м²,Oткрытое,1-комнатная квартира,Новострой,Astercon,,,115 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 61/7"
1,Eвроремонт,,300 см,,Агентство,103613385,https://999.md/ru/103613385?location=subcategory&index=1894&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,3,11,63 м²,,2-х комнатная квартира,Новострой,Dansicons,,,126 500 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu, 23/1"
1,,,,135,Частное лицо,104592739,https://999.md/ru/104592739?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjczMjMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1OTI3MzkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMDFlYmE2NzAtNmFhMy00NzgwLThiZGMtNWRiY2Y1YjczMWFiIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDE5OjAyOjAzLjE0NTI4OTY3NVoifX0.IZYqPism5e1YG4E1nD6Yu219kUZkYltcpo7o4xIW_yY&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1895&cardCategoryId=270&cardSubcategoryId=1404,Бетон,2,9,55 м²,,2-х комнатная квартира,Вторичный,,,50 м²,95 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, șos. Balcani, 8/1"
2,Белый вариант,2,,,Агентство,104600128,https://999.md/ru/104600128?location=subcategory&index=1896&cardCategoryId=270&cardSubcategoryId=1404,,4,9,77 м²,,2-х комнатная квартира,Новострой,,,,116 700 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62/A,B"
2,Без ремонта,,,,Частное лицо,104614840,https://999.md/ru/104614840?location=subcategory&index=1897&cardCategoryId=270&cardSubcategoryId=1404,,5,5,65 м²,,3-х комнатная квартира,Вторичный,,,,13 000 €,,Продам,"3-х комнатная квартира,  Центр,  Бессарабка,  Бессарабка",Расположение
,,,,,Агентство,104136754,https://999.md/ru/104136754?location=subcategory&index=1898&cardCategoryId=270&cardSubcategoryId=1404,,1,14,85 м²,,2-х комнатная квартира,Новострой,,,,239 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, ---"
,,,,,Агентство,103697265,https://999.md/ru/103697265?location=subcategory&index=1899&cardCategoryId=270&cardSubcategoryId=1404,,2,5,128 м²,,2-х комнатная квартира,Новострой,,,,320 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str-la 2 Ciocirliei, ---"
1,Eвроремонт,2,,Индивидуальная,Агентство,102008952,https://999.md/ru/102008952?location=subcategory&index=1900&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,10,79 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,167 900 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Anestiade, 6"
Нет,Eвроремонт,2,250 см,Индивидуальная,Частное лицо,104585642,https://999.md/ru/104585642?location=subcategory&index=1901&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,3,9,50 м²,Oткрытое,Комната,Новострой,,,50 м²,118 000 €,Квартира с ливингом,Продам,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 31b"
,,,,,Агентство,104388909,https://999.md/ru/104388909?location=subcategory&index=1902&cardCategoryId=270&cardSubcategoryId=1404,,1,16,29 м²,,1-комнатная квартира,Новострой,,,,61 900 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 15/1"
,,,,,Агентство,104614814,https://999.md/ru/104614814?location=subcategory&index=1903&cardCategoryId=270&cardSubcategoryId=1404,,1,4,30 м²,,1-комнатная квартира,Вторичный,,,,52 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Pandurilor, 55/2"
2,,,,,Агентство,104129276,https://999.md/ru/104129276?location=subcategory&index=1904&cardCategoryId=270&cardSubcategoryId=1404,,3,5,50 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,85 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 15"
,Eвроремонт,1,,,Застройщик,104453671,https://999.md/ru/104453671?location=subcategory&index=1905&cardCategoryId=270&cardSubcategoryId=1404,,2,7,44 м²,,1-комнатная квартира,Новострой,,,,85 900 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
1,Индивидуальный дизайн,1,,,Агентство,104617323,https://999.md/ru/104617323?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjczMjMsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MTczMjMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYWMzNTg3ODMtZTIwZi00MGJlLWFiZWMtMjRlMTIxYTMwZTFlIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNFQxOTowMjowMy4xNDUzODExMDVaIn19.XwlYXNde7RCDAkRz9M55fhWXuI302vGtIylc000rxGo&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1906&cardCategoryId=270&cardSubcategoryId=1404,,5,14,72 м²,Под навесом,2-х комнатная квартира,Новострой,Exfactor-grup,,,182 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, 8/1"
,Eвроремонт,,,,Агентство,102902191,https://999.md/ru/102902191?location=subcategory&index=1907&cardCategoryId=270&cardSubcategoryId=1404,,8,12,71 м²,,2-х комнатная квартира,Новострой,,,,179 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28B"
1,Eвроремонт,1,280 см,Индивидуальная,Агентство,104350884,https://999.md/ru/104350884?location=subcategory&index=1908&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,7,46 м²,Oткрытое,1-комнатная квартира,Новострой,,,,96 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Расположение
1,Eвроремонт,1,,,Агентство,103292115,https://999.md/ru/103292115?location=subcategory&index=1909&cardCategoryId=270&cardSubcategoryId=1404,,5,9,57 м²,,2-х комнатная квартира,Новострой,,,,220 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Grigore Alexandrescu, 3A"
1,Eвроремонт,1,,,Частное лицо,104606607,https://999.md/ru/104606607?location=subcategory&index=1910&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,7,13,38 м²,Oткрытое,1-комнатная квартира,Новострой,,,,95 000 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 24/6"
1,Eвроремонт,2,,Индивидуальная,Агентство,104505396,https://999.md/ru/104505396?location=subcategory&index=1911&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,2,5,117 м²,Подземная,3-х комнатная квартира,Новострой,,,,299 500 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Liviu Deleanu, 10"
,Косметический pемонт,1,,,Частное лицо,104330115,https://999.md/ru/104330115?location=subcategory&index=1912&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,8,14,50 м²,,1-комнатная квартира,Новострой,Basconslux,,,95 000 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 9/4"
,,,,Брж (Брежневка),Агентство,104614792,https://999.md/ru/104614792?location=subcategory&index=1913&cardCategoryId=270&cardSubcategoryId=1404,,4,5,32 м²,,1-комнатная квартира,Вторичный,,,,72 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 9/1"
2,Косметический pемонт,2,,Индивидуальная,Агентство,100041951,https://999.md/ru/100041951?location=subcategory&index=1914&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,8,9,113 м²,Oткрытое,3-х комнатная квартира,Новострой,Dansicons,,,165 000 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Valea Crucii, 26"
Нет,Косметический pемонт,2,,,Агентство,102996625,https://999.md/ru/102996625?location=subcategory&index=1915&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,6,36 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,49 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Sucevița, 22/2"
1,Eвроремонт,1,,Индивидуальная,Агентство,104597319,https://999.md/ru/104597319?location=subcategory&index=1916&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,3,10,66 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,143 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Alba-Iulia, 103"
Нет,Eвроремонт,2,,Ст (Сталинка),Агентство,104486802,https://999.md/ru/104486802?location=subcategory&index=1917&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,3,74 м²,Под навесом,2-х комнатная квартира,Вторичный,,,,125 000 €,,Продам,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 7/2"
1,Eвроремонт,1,,Индивидуальная,Агентство,100446621,https://999.md/ru/100446621?location=subcategory&index=1918&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,11,65 м²,Oткрытое,2-х комнатная квартира,Новострой,Solomon Construct Imobil,,,126 500 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. jubiliara, 39"
Нет,Белый вариант,2,286 см,,Застройщик,102832078,https://999.md/ru/102832078?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjczMjMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzIwNzgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTk6MDI6MDMuMTQ1NTE0NDM3WiJ9fQ._SVtJaUeIaWwfyYEsK-0H0G0QFUNyPGBpD7VLtEd_QM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1919&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,1,6,96 м²,Гараж,3-х комнатная квартира,Новострой,Astercon,15 м²,,135 646 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Durlești, 8"
2,Косметический pемонт,2,,102,Агентство,104039284,https://999.md/ru/104039284?location=subcategory&index=1920&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,5,56 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,79 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Tudor Vladimirescu, 9"
Нет,Белый вариант,2,,Индивидуальная,Агентство,103929265,https://999.md/ru/103929265?location=subcategory&index=1921&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,2,3,61 м²,Oткрытое,1-комнатная квартира,Новострой,,,,109 000 €,,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Ivan Zaikin, 51"
Нет,Eвроремонт,1,,,Агентство,104540364,https://999.md/ru/104540364?location=subcategory&index=1922&cardCategoryId=270&cardSubcategoryId=1404,Панельный,2,9,38 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,69 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 38"
1,Eвроремонт,2,,Хрущевка,Агентство,104094195,https://999.md/ru/104094195?location=subcategory&index=1923&cardCategoryId=270&cardSubcategoryId=1404,Панельный,2,5,62 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,104 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Traian, 1/2"
Нет,Eвроремонт,2,,Индивидуальная,Агентство,103502943,https://999.md/ru/103502943?location=subcategory&index=1924&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,2,12,148 м²,Подземная,2-х комнатная квартира,Новострой,Dansicons,,,239 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, Nicolae Testemițanu, 23/1"
Нет,Белый вариант,1,,Индивидуальная,Агентство,102048827,https://999.md/ru/102048827?location=subcategory&index=1925&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,11,50 м²,Oткрытое,1-комнатная квартира,Новострой,Nicons,,,62 950 €,,Продам,"1-комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, Cartușa, 95/7"
Нет,Eвроремонт,1,,Хрущевка,Агентство,103744031,https://999.md/ru/103744031?location=subcategory&index=1926&cardCategoryId=270&cardSubcategoryId=1404,Панельный,1,5,110 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,150 000 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Nicolai Zelinski, 40/1"
2,Белый вариант,2,,Индивидуальная,Агентство,103169136,https://999.md/ru/103169136?location=subcategory&index=1927&cardCategoryId=270&cardSubcategoryId=1404,,3,12,98 м²,Oткрытое,3-х комнатная квартира,Новострой,Dansicons,,,186 500 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Nicolae Costin, 50"
1,Незавершенное cтроительство,1,,,Застройщик,103017371,https://999.md/ru/103017371?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjczMjMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwMTczNzEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMTk6MDI6MDMuMTQ1NTc5NjAyWiJ9fQ.WjohKfbQISyRCX8Rfm64h7zwae4P42jnQB1e-8ztuzY&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1928&cardCategoryId=270&cardSubcategoryId=1404,,1,10,72 м²,,2-х комнатная квартира,Новострой,Solomon Construct Imobil,,,74 744 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a"
2,Белый вариант,2,,Индивидуальная,Агентство,104243103,https://999.md/ru/104243103?location=subcategory&index=1929&cardCategoryId=270&cardSubcategoryId=1404,,3,10,104 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,109 900 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Ginta latina, 8/1"
Нет,Незавершенное cтроительство,2,,Индивидуальная,Агентство,102180218,https://999.md/ru/102180218?location=subcategory&index=1930&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,2,16,50 м²,Подземная,1-комнатная квартира,Новострой,Lagmar Impex,,,76 800 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Calea Mosilor, 4"
1,Eвроремонт,1,,Индивидуальная,Агентство,103135838,https://999.md/ru/103135838?location=subcategory&index=1931&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,6,49 м²,Oткрытое,1-комнатная квартира,Новострой,,,,78 900 €,,Продам,"1-комнатная квартира,  Центр,  Чореску,  Кишинёв мун.","Кишинёв мун., Чореску, Центр, Serghei Lazo, 4/B"
