Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,Eвроремонт,1,,,Агентство,104481254,https://999.md/ru/104481254?location=subcategory&index=1134&cardCategoryId=270&cardSubcategoryId=1404,,9,10,70 м²,2-х комнатная квартира,,Новострой,,,,169 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25"
,,,,,Частное лицо,104231735,https://999.md/ru/104231735?location=subcategory&index=1135&cardCategoryId=270&cardSubcategoryId=1404,,2,5,55 м²,2-х комнатная квартира,,Вторичный,,,,65 000 €,,Продам,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев","Оргеев, Оргеев, Центр, str. Iona Iachir, 13"
1,Белый вариант,1,,,Агентство,103886789,https://999.md/ru/103886789?location=subcategory&index=1136&cardCategoryId=270&cardSubcategoryId=1404,,7,12,68 м²,2-х комнатная квартира,Подземная,Новострой,,,,68 110 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, Str. Regina Elisabeta, **"
1,Eвроремонт,1,Индивидуальная,,Агентство,104586563,https://999.md/ru/104586563?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjYwODYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1ODY1NjMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjNjOGU4NDA4LWE3NDAtNDViOC1iODU0LTYwZTYyMTljNWExYiIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InBsdXMiLCJ0IjoiMjAyNi0wNi0xNFQxODo0MToyNi44MjMxMTg5NDJaIn19.dz3ieuH6yzmv6k9cYmpspq-qZwTYznDPirTNamU1cvE&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1137&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,3,7,49 м²,1-комнатная квартира,Oткрытое,Новострой,Dansicons,15 м²,25 м²,89 500 €,,Продам,"1-комнатная квартира,  Центр,  Оргеев,  Оргеев","Оргеев, Оргеев, Центр, str. Constantin Negruzzi, 91"
1,Белый вариант,,,,Агентство,104253907,https://999.md/ru/104253907?location=subcategory&index=1138&cardCategoryId=270&cardSubcategoryId=1404,,6,9,50 м²,1-комнатная квартира,,Новострой,Lagmar Impex,,,74 325 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Calea Moșilor, 7"
,Eвроремонт,,,,Агентство,104526643,https://999.md/ru/104526643?location=subcategory&index=1139&cardCategoryId=270&cardSubcategoryId=1404,,9,12,79 м²,2-х комнатная квартира,,Новострой,Exfactor-grup,,,189 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 17"
,Eвроремонт,,,,Агентство,104468384,https://999.md/ru/104468384?location=subcategory&index=1140&cardCategoryId=270&cardSubcategoryId=1404,,6,20,48 м²,1-комнатная квартира,,Новострой,,,,122 800 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15"
,Eвроремонт,,,,Агентство,103967046,https://999.md/ru/103967046?location=subcategory&index=1141&cardCategoryId=270&cardSubcategoryId=1404,,1,14,91 м²,3-х комнатная квартира,,Новострой,Exfactor-grup,,,229 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 41/A"
,Eвроремонт,,,,Агентство,103956272,https://999.md/ru/103956272?location=subcategory&index=1142&cardCategoryId=270&cardSubcategoryId=1404,,10,12,67 м²,2-х комнатная квартира,,Новострой,Exfactor-grup,,,199 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 41/A"
,Eвроремонт,,,,Агентство,103954971,https://999.md/ru/103954971?location=subcategory&index=1143&cardCategoryId=270&cardSubcategoryId=1404,,1,10,86 м²,3-х комнатная квартира,,Новострой,Exfactor-grup,,,179 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 11"
1,,2,,,Агентство,100759483,https://999.md/ru/100759483?location=subcategory&index=1144&cardCategoryId=270&cardSubcategoryId=1404,,9,10,107 м²,3-х комнатная квартира,Oткрытое,Новострой,,,,175 500 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 1/8"
2,Белый вариант,2,,,Застройщик,76777112,https://999.md/ru/76777112?location=subcategory&index=1145&cardCategoryId=270&cardSubcategoryId=1404,,3,6,67 м²,3-х комнатная квартира,Oткрытое,Новострой,,,,51 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Молодово,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, Молодово, str. Ștefan cel Mare și Sfînt, 189"
1,Белый вариант,2,,,Агентство,87958074,https://999.md/ru/87958074?location=subcategory&index=1146&cardCategoryId=270&cardSubcategoryId=1404,,2,5,66 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,66 000 €,,Продам,"2-х комнатная квартира,  Окраина,  Кожушна,  Страшены","Страшены, Кожушна, Окраина, -, -"
,Белый вариант,2,,,Агентство,102305198,https://999.md/ru/102305198?location=subcategory&index=1147&cardCategoryId=270&cardSubcategoryId=1404,,3,13,65 м²,2-х комнатная квартира,,Новострой,,,,68 355 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Ialoveni, 0"
1,Белый вариант,2,Индивидуальная,275 см,Застройщик,104593998,https://999.md/ru/104593998?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjYwODYsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1OTM5OTgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTg6NDE6MjYuODIzMjIwNjRaIn19.QOi_BuYEbWF0-ckuF3wf9lBLWNAmxDsFehrrYAzSqcs&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1148&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,9,106 м²,3-х комнатная квартира,Гараж,Новострой,Astercon,19 м²,,154 000 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Durleşti, 10/A"
,,,,,Агентство,104441083,https://999.md/ru/104441083?location=subcategory&index=1149&cardCategoryId=270&cardSubcategoryId=1404,,1,10,75 м²,3-х комнатная квартира,Oткрытое,Новострой,,,,189 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Melestiu, 22/2"
