id,price,Высота потолков,Жилая площадь,link,title,Регион,Тип,Общая площадь,Телефон,Площадь кухни
103397225,38 900 €,,20 м²,https://999.md/ru/103397225,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Телецентр, Vasile Cheltuială 9/2, .",Продам,27 м²,+37360,
103853773,52 000 €,,,https://999.md/ru/103853773,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Телецентр, str. Gheorghe Asachi, 49b",Продам,29 м²,+37369,
100971368,83 559 €,290 см,,https://999.md/ru/100971368,"2-х комнатная квартира,  Центр,  Яловены,  Яловены","Регион:Яловены, Яловены, Центр, str. Suceava, 5",Продам,73 м²,+37369,
103012838,125 000 €,,,https://999.md/ru/103012838,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 9",Продам,48 м²,+37378,
102961817,95 500 €,,,https://999.md/ru/102961817,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Регион:Кишинёв мун., Дурлешты, Центр, Regina Elisabeta, 2",Продам,43 м²,+37378,
103849768,63 000 €,,,https://999.md/ru/103849768,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Ботаника, str. Trandafirilor, 31/1",Продам,55 м²,+37379,
103845736,215 000 €,,,https://999.md/ru/103845736,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 24/1",Продам,85 м²,+37369,
103850852,59 900 €,,,https://999.md/ru/103850852,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 32",Продам,36 м²,+37378,
103769083,105 900 €,,,https://999.md/ru/103769083?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzQxODQ2MDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3NjkwODMiLCJpIjoiODkuMTQ5LjkzLjIwNyIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiOTQzZjQ5MTAtZWM2Ny00NWE4LWJjMTMtZGUyZGMwZmZhMDhjIiwiZSI6Ijg5LjE0OS45My4yMDciLCJnIjoibGl0ZSIsInQiOiIyMDI2LTAzLTIyVDEyOjAzOjIyLjYwNzcyOTAxMVoifX0.7m5pR7hT2_pi_3wFchbJG2kChO7-nNaE1rmZQLqgB5E&adType=booster,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 106",Продам,52 м²,+37362,
102588960,114 700 €,2 см,52 м²,https://999.md/ru/102588960,"2-х комнатная квартира,  Центр,  Криуляны,  Криуляны","Регион:Криуляны, Криуляны, Центр, bd. Biruintei;bd. Biruinței, 20B",Продам,70 м²,,18 м²
103805866,242 000 €,,,https://999.md/ru/103805866,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Центр, Lev Tolstoi, 74",Продам,82 м²,+37379,
103544207,99 990 €,,,https://999.md/ru/103544207,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 75/1",Продам,52 м²,+37369,
103486325,105 000 €,,,https://999.md/ru/103486325,"3-х комнатная квартира,  Окраина,  Каушаны,  Каушаны","Регион:Каушаны, Каушаны, Окраина, str. Alexandr Pușkin, 90",Продам,2000 м²,+37379,
103833533,112 500 €,,,https://999.md/ru/103833533,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 1.",Продам,50 м²,+37376,
103570958,73 000 €,,,https://999.md/ru/103570958,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Ботаника, Muncești, 798.",Продам,63 м²,+37376,
103816813,254 955 €,3000 см,,https://999.md/ru/103816813,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Старая Почта, str. Iazului, 38",Продам,172 м²,+37369,
103368501,88 200 €,295 см,,https://999.md/ru/103368501,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.","Регион:Кишинёв мун., Криково, Центр, str. Vasile Alescandri, 5",Продам,63 м²,+37369,
103803808,75 000 €,,,https://999.md/ru/103803808,"3-х комнатная квартира,  Пэмынтены,  Бельцы,  Бельцы мун.","Регион:Бельцы мун., Бельцы, Пэмынтены, str. Visarion Puiu, 28/A",Продам,70 м²,+37360,
103838293,59 900 €,,,https://999.md/ru/103838293,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 32",Продам,38 м²,+37360,
103825282,128 650 €,,,https://999.md/ru/103825282?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzQxODQ2MDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MjUyODIiLCJpIjoiODkuMTQ5LjkzLjIwNyIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiOGI5OGZiMGQtNWJhNi00NzFhLWJiODctYjVmZDU0Y2M3NGFhIiwiZSI6Ijg5LjE0OS45My4yMDciLCJnIjoibGl0ZSIsInQiOiIyMDI2LTAzLTIyVDEyOjAzOjIyLjYwNzgxNzE3M1oifX0.ADVPhFY3phephSiTqdG0s4HpNb_QwUFuolI9K6CxF6M&adType=booster,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Чокана, str. Vadul lui Vodă, 30",Продам,83 м²,+37360,
101201110,109 000 €,,,https://999.md/ru/101201110,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Чокана, Ginta Latina 19/6, 19/6",Продам,55 м²,+37362,
103835958,102 900 €,,,https://999.md/ru/103835958,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Регион:Кишинёв мун., Дурлешты, Центр, Regina elisabeta, 4",Продам,74 м²,+37369,
103692603,41 900 €,,,https://999.md/ru/103692603,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 36/2",Продам,20 м²,+37369,
103098531,92 900 €,,,https://999.md/ru/103098531,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Ботаника, Minsk, 26/2",Продам,45 м²,+37369,
103105757,43 900 €,,23 м²,https://999.md/ru/103105757,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Телецентр, str. Vasile Cheltuială, 9/2",Продам,23 м²,+37369,
103108464,142 000 €,,80 м²,https://999.md/ru/103108464,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 24",Продам,80 м²,+37369,
103598849,111 900 €,,56 м²,https://999.md/ru/103598849,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Titulescu, 10",Продам,56 м²,+37369,
103098507,89 900 €,,42 м²,https://999.md/ru/103098507,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Буюканы, Tudor Vladimirescu, 75/1",Продам,42 м²,+37369,
103098614,78 900 €,,,https://999.md/ru/103098614,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Ботаника, Korolenko, 59/1",Продам,50 м²,+37369,
103602993,62 000 €,,,https://999.md/ru/103602993,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Чокана, Sr. Maria Drăgan, 20/1",Продам,33 м²,+37369,
103799650,129 500 €,285 см,,https://999.md/ru/103799650,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 100/3",Продам,66 м²,+37360,
103782191,175 000 €,,,https://999.md/ru/103782191,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 2/7",Продам,100 м²,+37369,
103833428,35 100 €,260 см,18 м²,https://999.md/ru/103833428?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzQxODQ2MDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MzM0MjgiLCJpIjoiODkuMTQ5LjkzLjIwNyIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNTU2Yjk0YjctMDMyMC00MDgzLThmYWItODg0MzVjMDI1YzlkIiwiZSI6Ijg5LjE0OS45My4yMDciLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wMy0yMlQxMjowMzoyMi42MDc4ODQxNTNaIn19.ZwZCCVqJ6M3V9IpDMGLL5kUZDOEy-7Fv0rhXPInI3W4&adType=booster,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 10/4",Продам,25 м²,+37369,3 м²
102489518,109 833 €,275 см,,https://999.md/ru/102489518,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.","Регион:Кишинёв мун., Ставчены, Центр, Grăiești, 10",Продам,70 м²,+37322,14 м²
102013891,63 800 €,286 см,,https://999.md/ru/102013891,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Регион:Кишинёв мун., Дурлешты, Центр, Durlești, 8",Продам,44 м²,+37360,13 м²
101110476,206 900 €,,,https://999.md/ru/101110476,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Центр, str. Ivan Zaikin, 51",Продам,104 м²,+37378,
103669902,90 000 €,270 см,,https://999.md/ru/103669902,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Старая Почта, str. Magda Isanos, 15",Продам,62 м²,+37368,
88964625,229 000 €,,,https://999.md/ru/88964625,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, 14",Продам,125 м²,+37378,
100735061,83 500 €,,,https://999.md/ru/100735061,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Старая Почта, Ceucari, 11",Продам,65 м²,+37369,12 м²
103798340,99 990 €,,,https://999.md/ru/103798340,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.","Регион:Кишинёв мун., Дурлешты, Окраина, str. Mihail Odatiuc, 36",Продам,45 м²,+37378,
103797837,91 900 €,,,https://999.md/ru/103797837,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 12/1",Продам,64 м²,+37378,
101719165,135 000 €,,,https://999.md/ru/101719165,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 12",Продам,90 м²,+37369,
103030165,169 000 €,,,https://999.md/ru/103030165,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 113",Продам,67 м²,+37369,
103666575,119 000 €,,,https://999.md/ru/103666575,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Ботаника, str. Constantin Virnav, 32.",Продам,47 м²,+37376,
102633669,110 000 €,,,https://999.md/ru/102633669?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzQxODQ2MDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI2MzM2NjkiLCJpIjoiODkuMTQ5LjkzLjIwNyIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiOWEzNmFhMWYtNmNhYi00MDkwLWE1ZTctOTUwZjdjMTkyNGJjIiwiZSI6Ijg5LjE0OS45My4yMDciLCJnIjoibGl0ZSIsInQiOiIyMDI2LTAzLTIyVDEyOjAzOjIyLjYwODAxMjE2WiJ9fQ.oUkGnrvDIcFoVefodXe5lY8PNA5QcsqF_PoAMnMupjY&adType=booster,"4-x комнатная квартира,  Центр,  Бельцы,  Бельцы мун.","Регион:Бельцы мун., Бельцы, Центр, str. Alexandr Pușkin, 10",Продам,100 м²,+37369,15 м²
103666500,48 500 €,,,https://999.md/ru/103666500,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 12.",Продам,31 м²,+37376,
103737810,67 900 €,,,https://999.md/ru/103737810,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Старая Почта, str. Gheorghe Madan, 87/2",Продам,56 м²,+37360,
103737941,125 900 €,,,https://999.md/ru/103737941,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 1/2",Продам,70 м²,+37360,
103738651,119 900 €,,,https://999.md/ru/103738651,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",Продам,48 м²,+37378,
103603706,119 900 €,,,https://999.md/ru/103603706,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 106",Продам,53 м²,+37360,
78201123,90 000 €,,,https://999.md/ru/78201123,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Телецентр, str. Lech Kaczynski, 6/2",Продам,44 м²,+37379,
103775077,50 000 €,,44 м²,https://999.md/ru/103775077,"2-х комнатная квартира,  Центр,  Чореску,  Кишинёв мун.","Регион:Кишинёв мун., Чореску, Центр, str. Moldova, 16",Продам,50 м²,+37379,
103730989,187 000 €,,,https://999.md/ru/103730989,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 77/2",Продам,75 м²,+37378,
103731260,269 000 €,,,https://999.md/ru/103731260,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1/E",Продам,105 м²,+37368,
103731266,165 000 €,,,https://999.md/ru/103731266,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1/C",Продам,60 м²,+37368,
103730888,190 000 €,,,https://999.md/ru/103730888,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, ---",Продам,81 м²,+37378,
103800681,35 000 €,,,https://999.md/ru/103800681,"2-х комнатная квартира,  Центр,  Криуляны,  Криуляны","Регион:Криуляны, Криуляны, Центр, bd. Biruinței, 29a",Продам,53 м²,+37378,
100193715,330 000 €,,,https://999.md/ru/100193715,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 63",Продам,110 м²,+37369,
100024847,68 985 €,,,https://999.md/ru/100024847,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев","Регион:Оргеев, Оргеев, Центр, str. Constantin Negruzzi, 91/P",Продам,66 м²,+37360,
103781537,36 900 €,,,https://999.md/ru/103781537,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Чокана, str. Maria Drăgan, 18/2",Продам,18 м²,+37360,
103669886,115 000 €,,,https://999.md/ru/103669886,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Рышкановка, str. Dumitru Rîșcanu, 4.",Продам,60 м²,+37376,
103669129,98 500 €,,,https://999.md/ru/103669129,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Буюканы, Paris, 38/2.",Продам,47 м²,+37376,
103669489,97 500 €,,,https://999.md/ru/103669489,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Ботаника, ул. Николай Зелински, 5/1.",Продам,48 м²,+37376,
103747864,42 500 €,,,https://999.md/ru/103747864,"2-х комнатная квартира,  Центр,  Добружа,  Кишинёв мун.","Регион:Кишинёв мун., Добружа, Центр",Продам,54 м²,+37360,
103740381,78 000 €,,,https://999.md/ru/103740381,"1-комнатная квартира,  Аэропорт,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Аэропорт, bd. Dacia, 62",Продам,51 м²,+37379,
103645406,179 000 €,,,https://999.md/ru/103645406?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzQxODQ2MDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NDU0MDYiLCJpIjoiODkuMTQ5LjkzLjIwNyIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjIxYjNlZTUwLTYxYzAtNDdjZS05MmQ2LWIzMGQ5NzllYTE5NyIsImUiOiI4OS4xNDkuOTMuMjA3IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDMtMjJUMTI6MDM6MjIuNjA4MTkyMTk3WiJ9fQ.lxJnNjIuhQady--tZtGLvmbc_VvN8J3Ei35RvZR7JcQ&adType=booster,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Буюканы, ул. Ион Буздуган, 13",Продам,79 м²,+37369,
103698024,109 500 €,,,https://999.md/ru/103698024,"1-комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Скулянка, Calea Ieșilor, 63/6.",Продам,47 м²,+37376,
