Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Этаж,Тип здания,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,,,,,Застройщик,100527010,https://999.md/ru/100527010?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzA0OTEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA1MjcwMTAiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZTc4ZTFmMWUtYTQxNy00Y2JmLWJkY2QtNGJkN2IxYWRiYTc5IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDE5OjU0OjUxLjUwNjc4OTlaIn19.FerD-KTWbjuAJ6lvwXUS6XKpqSprD5MsZww1AcIZboM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3678&cardCategoryId=270&cardSubcategoryId=1404,3,,9,52 м²,,1-комнатная квартира,Новострой,,,,1 050 MDL,Квартира с ливингом,Сдаю посуточно,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Иоана Раду, 27/8"
1,Белый вариант,1,,,Агентство,103603269,https://999.md/ru/103603269?location=subcategory&index=3679&cardCategoryId=270&cardSubcategoryId=1404,5,,14,48 м²,Oткрытое,1-комнатная квартира,Новострой,,11 м²,,52 500 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, 88"
2,Белый вариант,2,,,Застройщик,104478028,https://999.md/ru/104478028?location=subcategory&index=3680&cardCategoryId=270&cardSubcategoryId=1404,4,Kирпичный,6,75 м²,Подземная,2-х комнатная квартира,Новострой,,,,141 500 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 58/27"
,,,,,Агентство,104263298,https://999.md/ru/104263298?location=subcategory&index=3681&cardCategoryId=270&cardSubcategoryId=1404,2,,2,57 м²,,2-х комнатная квартира,Вторичный,,,,200 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. București, 43"
1,Косметический pемонт,1,,,Агентство,104535915,https://999.md/ru/104535915?location=subcategory&index=3682&cardCategoryId=270&cardSubcategoryId=1404,3,,5,35 м²,,1-комнатная квартира,Вторичный,,,,67 500 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Alecu Russo, 6"
1,Белый вариант,1,,,Агентство,102612914,https://999.md/ru/102612914?location=subcategory&index=3683&cardCategoryId=270&cardSubcategoryId=1404,3,,8,38 м²,Oткрытое,1-комнатная квартира,Новострой,,,,79 250 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, 11"
1,Eвроремонт,1,Индивидуальная,,Агентство,103013924,https://999.md/ru/103013924?location=subcategory&index=3684&cardCategoryId=270&cardSubcategoryId=1404,11,,12,65 м²,Oткрытое,2-х комнатная квартира,Новострой,Lagmar Impex,,,174 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Cornești, 7"
1,Белый вариант,1,,,Агентство,102997044,https://999.md/ru/102997044?location=subcategory&index=3685&cardCategoryId=270&cardSubcategoryId=1404,8,,10,37 м²,Oткрытое,1-комнатная квартира,Новострой,Estate Invest Company,,,64 750 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, ул. Вадул луй Водэ, 30"
2,Косметический pемонт,2,143,,Агентство,104610432,https://999.md/ru/104610432?location=subcategory&index=3686&cardCategoryId=270&cardSubcategoryId=1404,9,,9,82 м²,Oткрытое,4-x комнатная квартира,Вторичный,,,,100 000 €,,Продам,"4-x комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str.ialoveni, ***"
1,Косметический pемонт,2,,,Агентство,87554300,https://999.md/ru/87554300?location=subcategory&index=3687&cardCategoryId=270&cardSubcategoryId=1404,5,Kотельцовый,5,88 м²,Oткрытое,3-х комнатная квартира,Новострой,,,88 м²,135 000 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Milescu Spătarul, 11/10"
2,Незавершенное cтроительство,1,Индивидуальная,,Застройщик,104566566,https://999.md/ru/104566566?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzA0OTEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NjY1NjYiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjU0YzM2M2ZhLTk0MDgtNDc1OS04NjY1LTc4NDNhMjNiMTMwYSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InBsdXMiLCJ0IjoiMjAyNi0wNi0xNFQxOTo1NDo1MS41MDY4OTEyOTVaIn19.VlgSufrwxPPpRyUgl5-qbr1QNY2uOBC7XKADMCRN2Qs&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3688&cardCategoryId=270&cardSubcategoryId=1404,8,Mонолитный,16,67 м²,,2-х комнатная квартира,Новострой,Inamstro,,67 м²,113 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 11"
,Eвроремонт,1,,,Агентство,104076981,https://999.md/ru/104076981?location=subcategory&index=3689&cardCategoryId=270&cardSubcategoryId=1404,4,,9,40 м²,,1-комнатная квартира,Новострой,Lagmar Impex,,,110 000 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Cornesti, -"
2,Белый вариант,2,Индивидуальная,,Агентство,102549348,https://999.md/ru/102549348?location=subcategory&index=3690&cardCategoryId=270&cardSubcategoryId=1404,9,Kирпичный,12,77 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,111 500 €,,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, Calea Orheiului, 113/1"
1,Eвроремонт,1,Хрущевка,,Агентство,103805990,https://999.md/ru/103805990?location=subcategory&index=3691&cardCategoryId=270&cardSubcategoryId=1404,3,Kотельцовый,5,47 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,106 000 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Kiev, 16/1"
1,Eвроремонт,1,Индивидуальная,,Агентство,101732785,https://999.md/ru/101732785?location=subcategory&index=3692&cardCategoryId=270&cardSubcategoryId=1404,3,Ячеистый Бетон,10,63 м²,Oткрытое,1-комнатная квартира,Новострой,Eldorado Terra,,,176 900 €,,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/19"
Нет,Eвроремонт,1,Индивидуальная,,Агентство,104126891,https://999.md/ru/104126891?location=subcategory&index=3693&cardCategoryId=270&cardSubcategoryId=1404,2,Kотельцовый,8,45 м²,Oткрытое,1-комнатная квартира,Новострой,Astercon,,,99 000 €,,Продам,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.","Кишинёв мун., Думбрава, Центр, str. Durlești, 10"
1,Eвроремонт,1,Брж (Брежневка),,Агентство,104279880,https://999.md/ru/104279880?location=subcategory&index=3694&cardCategoryId=270&cardSubcategoryId=1404,4,Kотельцовый,6,31 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,69 900 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Studenților, 2"
Нет,Eвроремонт,1,Индивидуальная,,Агентство,103094335,https://999.md/ru/103094335?location=subcategory&index=3695&cardCategoryId=270&cardSubcategoryId=1404,Цоколь,Kирпичный,10,65 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,95 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, Tecuci, 3/1"
1,Eвроремонт,1,Индивидуальная,,Агентство,102479945,https://999.md/ru/102479945?location=subcategory&index=3696&cardCategoryId=270&cardSubcategoryId=1404,4,Kирпичный,13,71 м²,Подземная,2-х комнатная квартира,Новострой,Exfactor-grup,,,189 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Vasile lupu, 28E"
2,Белый вариант,1,143,,Агентство,103668940,https://999.md/ru/103668940?location=subcategory&index=3697&cardCategoryId=270&cardSubcategoryId=1404,3,Панельный,9,70 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,118 500 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Ion Neculce, 10"
,Eвроремонт,,143,,Агентство,104599898,https://999.md/ru/104599898?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzA0OTEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1OTk4OTgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiY2FjMTk4ZjktZGQ5MC00YTcyLWI0MmYtOTVjYmMzNmVkMmUzIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQxOTo1NDo1MS41MDcwMTAzMDNaIn19.TEB9nxAwe5w09SZs9p0bKQtBaBFfXgdkeErzUsO-o1M&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3698&cardCategoryId=270&cardSubcategoryId=1404,7,,9,54 м²,,2-х комнатная квартира,Вторичный,,,,93 500 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 13"
Нет,Eвроремонт,1,Хрущевка,,Агентство,103791395,https://999.md/ru/103791395?location=subcategory&index=3699&cardCategoryId=270&cardSubcategoryId=1404,5,Kотельцовый,5,42 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,82 000 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Nicolae Dimo, 13/4"
1,Eвроремонт,2,Мс (Молд. Серия),,Агентство,103227962,https://999.md/ru/103227962?location=subcategory&index=3700&cardCategoryId=270&cardSubcategoryId=1404,8,Панельный,10,54 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,85 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Nicolae Milescu Spătarul, 1"
3,Eвроремонт,2,Индивидуальная,,Агентство,103735658,https://999.md/ru/103735658?location=subcategory&index=3701&cardCategoryId=270&cardSubcategoryId=1404,4,,9,92 м²,Oткрытое,3-х комнатная квартира,Новострой,,,,160 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,1,Индивидуальная,,Агентство,103593231,https://999.md/ru/103593231?location=subcategory&index=3702&cardCategoryId=270&cardSubcategoryId=1404,3,Kотельцовый,4,40 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,80 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,Индивидуальная,,Агентство,103670755,https://999.md/ru/103670755?location=subcategory&index=3703&cardCategoryId=270&cardSubcategoryId=1404,3,Ячеистый Бетон,6,71 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,154 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Regina Elisabeta, 2"
1,Eвроремонт,1,Хрущевка,,Агентство,104197142,https://999.md/ru/104197142?location=subcategory&index=3704&cardCategoryId=270&cardSubcategoryId=1404,2,Kотельцовый,5,60 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,109 900 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, Academiei, 17"
1,Eвроремонт,1,Индивидуальная,,Агентство,104040792,https://999.md/ru/104040792?location=subcategory&index=3705&cardCategoryId=270&cardSubcategoryId=1404,10,Ячеистый Бетон,11,47 м²,Oткрытое,1-комнатная квартира,Новострой,Basconslux,,,119 900 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Bulevardul Mircea cel Bătrân, 43 B,C"
1,Белый вариант,1,Индивидуальная,,Агентство,104349900,https://999.md/ru/104349900?location=subcategory&index=3706&cardCategoryId=270&cardSubcategoryId=1404,5,Kотельцовый,9,69 м²,Oткрытое,2-х комнатная квартира,Новострой,Golban Trade,,,108 000 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, Regina Elisabeta, 4"
1,Незавершенное cтроительство,1,Индивидуальная,,Агентство,102895856,https://999.md/ru/102895856?location=subcategory&index=3707&cardCategoryId=270&cardSubcategoryId=1404,7,Kирпичный,10,47 м²,Oткрытое,1-комнатная квартира,Новострой,Lagmar Impex,,,75 200 €,,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, Ceucari, 11/1"
1,Косметический pемонт,1,Брж (Брежневка),,Агентство,104542903,https://999.md/ru/104542903?location=subcategory&index=3708&cardCategoryId=270&cardSubcategoryId=1404,5,Kотельцовый,5,31 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,57 000 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, 3"
,Eвроремонт,1,Индивидуальная,280 см,Частное лицо,104603494,https://999.md/ru/104603494?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzA0OTEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MDM0OTQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNzlkMmIzMzgtYzFlOC00M2IxLThiZGQtNzlmNDc5YjgyM2E3IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDE5OjU0OjUxLjUwNzE3Mjg2OVoifX0.JK1-AB2c5E92wCU6_lfnu_TmzD9S22KXFIAHOpoImiw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3709&cardCategoryId=270&cardSubcategoryId=1404,1,Бетон,8,31 м²,Oткрытое,1-комнатная квартира,Новострой,A-casa,,,68 900 €,,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Poștei, 53/1"
1,Eвроремонт,1,Индивидуальная,,Агентство,103929423,https://999.md/ru/103929423?location=subcategory&index=3710&cardCategoryId=270&cardSubcategoryId=1404,7,Kирпичный,17,79 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,185 000 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, Pietrarilor, 10/5"
1,Eвроремонт,1,102,,Агентство,104205376,https://999.md/ru/104205376?location=subcategory&index=3711&cardCategoryId=270&cardSubcategoryId=1404,5,Kотельцовый,5,35 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,72 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Bulevardul Traian, 6/1"
1,Eвроремонт,1,,,Агентство,103843697,https://999.md/ru/103843697?location=subcategory&index=3712&cardCategoryId=270&cardSubcategoryId=1404,5,Бетон,17,45 м²,Oткрытое,1-комнатная квартира,Новострой,,,,52 900 €,,Продам,"1-комнатная квартира,  Окраина,  Ставчены,  Кишинёв мун.","Кишинёв мун., Ставчены, Окраина, str. Unirii, 20/2"
1,Eвроремонт,1,Чш (Чешка),,Агентство,104376131,https://999.md/ru/104376131?location=subcategory&index=3713&cardCategoryId=270&cardSubcategoryId=1404,5,Kотельцовый,5,50 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,84 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Nicolae Dimo, 29/3"
1,Eвроремонт,1,,,Агентство,101321621,https://999.md/ru/101321621?location=subcategory&index=3714&cardCategoryId=270&cardSubcategoryId=1404,9,Kирпичный,14,46 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,72 000 €,,Продам,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.","Кишинёв мун., Ставчены, Центр, Unirii, 20"
,Eвроремонт,1,Индивидуальная,,Агентство,103894872,https://999.md/ru/103894872?location=subcategory&index=3715&cardCategoryId=270&cardSubcategoryId=1404,1,Блочный,5,43 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,82 500 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,1,Гостинка,,Агентство,103828176,https://999.md/ru/103828176?location=subcategory&index=3716&cardCategoryId=270&cardSubcategoryId=1404,5,Kотельцовый,6,16 м²,Oткрытое,Комната,Вторичный,,,,32 900 €,Квартира без ливинга,Продам,"Комната,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,1,Индивидуальная,,Агентство,103865906,https://999.md/ru/103865906?location=subcategory&index=3717&cardCategoryId=270&cardSubcategoryId=1404,5,Kирпичный,10,50 м²,Oткрытое,1-комнатная квартира,Новострой,Dansicons,,,121 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,Индивидуальная,,Агентство,103287447,https://999.md/ru/103287447?location=subcategory&index=3718&cardCategoryId=270&cardSubcategoryId=1404,3,Ячеистый Бетон,7,67 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,145 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, Regina Elisabeta, 2A"
1,,1,,300 см,Частное лицо,104350949,https://999.md/ru/104350949?location=subcategory&index=3719&cardCategoryId=270&cardSubcategoryId=1404,12,,15,65 м²,,2-х комнатная квартира,Новострой,Eldorado Terra,,,170 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 6/2"
1,Белый вариант,1,Индивидуальная,,Агентство,103376276,https://999.md/ru/103376276?location=subcategory&index=3720&cardCategoryId=270&cardSubcategoryId=1404,2,,9,42 м²,Oткрытое,1-комнатная квартира,Новострой,Lagmar Impex,,,56 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Расположение
,,,,,Агентство,104593693,https://999.md/ru/104593693?location=subcategory&index=3721&cardCategoryId=270&cardSubcategoryId=1404,9,,11,246 м²,,4-x комнатная квартира,Новострой,,,,395 000 €,,Продам,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, bd. Renașterii Naționale, 4"
1,Eвроремонт,2,Мс (Молд. Серия),,Агентство,104494451,https://999.md/ru/104494451?location=subcategory&index=3722&cardCategoryId=270&cardSubcategoryId=1404,7,,9,78 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,149 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, șos. Balcani, 4/3"
1,Индивидуальный дизайн,1,Индивидуальная,,Частное лицо,103360660,https://999.md/ru/103360660?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzA0OTEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNjA2NjAiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZTExZDczNDMtMGRkMy00ZDQyLTg4MzgtMDc2N2YyMjQ1ZmYwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDE5OjU0OjUxLjUwNzI3Nzk1NVoifX0.fMWTSeOvXefqD_kLJMLv06brSZ8v_G5ygo-ZhBLydRY&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3723&cardCategoryId=270&cardSubcategoryId=1404,1,Бетон,10,47 м²,Подземная,1-комнатная квартира,Новострой,Basconslux,,,95 999 €,,Продам,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Расположение
,,,,,Агентство,104045873,https://999.md/ru/104045873?location=subcategory&index=3724&cardCategoryId=270&cardSubcategoryId=1404,8,,9,86 м²,,2-х комнатная квартира,Новострой,,,,148 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 3/3"
