Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
1,Eвроремонт,1,Хрущевка,,Агентство,104466067,https://999.md/ru/104466067?location=subcategory&index=2195&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,5,48 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,83 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Minsk, 47"
3,Eвроремонт,2,Индивидуальная,,Агентство,104096732,https://999.md/ru/104096732?location=subcategory&index=2196&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,10,121 м²,3-х комнатная квартира,Oткрытое,Новострой,,,,190 000 €,,Продам,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, Testemitanu, 37"
,Eвроремонт,,,300 см,Агентство,104528805,https://999.md/ru/104528805?location=subcategory&index=2197&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,14,14,68 м²,2-х комнатная квартира,,Новострой,Exfactor-grup,,,238 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
,,,,,Застройщик,104517086,https://999.md/ru/104517086?location=subcategory&index=2198&cardCategoryId=270&cardSubcategoryId=1404,,6,12,57 м²,2-х комнатная квартира,,Новострой,,,,86 500 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Băcioii Noi, 14"
2,Индивидуальный дизайн,1,Индивидуальная,260 см,Частное лицо,104519422,https://999.md/ru/104519422?location=subcategory&index=2199&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,7,867 м²,3-х комнатная квартира,Oткрытое,Новострой,AlimConstruct Grup,15 м²,76 м²,149 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str-la 2 Tudor Vladimirescu, 27"
,,,,,Застройщик,104464947,https://999.md/ru/104464947?location=subcategory&index=2200&cardCategoryId=270&cardSubcategoryId=1404,,10,11,62 м²,2-х комнатная квартира,,Новострой,,,,114 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 316"
3,,2,,,Агентство,102011304,https://999.md/ru/102011304?location=subcategory&index=2201&cardCategoryId=270&cardSubcategoryId=1404,,9,9,124 м²,3-х комнатная квартира,Oткрытое,Новострой,,,,265 000 €,,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Mitropolitul Petru Movilă, *"
1,Eвроремонт,1,,,Частное лицо,104491843,https://999.md/ru/104491843?location=subcategory&index=2202&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,9,74 м²,2-х комнатная квартира,Подземная,Новострой,Exfactor-grup,,,169 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13"
Нет,Eвроремонт,2,,,Частное лицо,104577361,https://999.md/ru/104577361?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njc4NzIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NzczNjEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiODdiMzIyNzctZGNjYS00NWVhLWEzNmYtNjAxMDgwOTk5ZjIxIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDE5OjExOjEyLjU3OTQ0NTQyMVoifX0.Tbn41bIlqBWs_KLS7Ga-8J8EvA4MEu_otij_OUR9E10&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2203&cardCategoryId=270&cardSubcategoryId=1404,,3,10,71 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,142 200 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Гидигич,  Кишинёв мун.","Кишинёв мун., Гидигич, Центр, str. Ştefan cel Mare și Sfînt, 1/b"
,,,,,Агентство,104301492,https://999.md/ru/104301492?location=subcategory&index=2204&cardCategoryId=270&cardSubcategoryId=1404,,5,9,81 м²,2-х комнатная квартира,,Новострой,,,,125 500 €,,Продам,"2-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, БАМ, ул. Булгарэ, 120/A"
,Eвроремонт,,,,Застройщик,104166372,https://999.md/ru/104166372?location=subcategory&index=2205&cardCategoryId=270&cardSubcategoryId=1404,,3,8,50 м²,1-комнатная квартира,,Новострой,,,,235 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Alessandro Bernardazzi, 79"
2,,,,,Частное лицо,104308776,https://999.md/ru/104308776?location=subcategory&index=2206&cardCategoryId=270&cardSubcategoryId=1404,,3,9,69 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,,56 000 €,,Продам,"3-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, БАМ, str. Ivan Conev, 46"
Нет,Eвроремонт,1,,,Частное лицо,101201110,https://999.md/ru/101201110?location=subcategory&index=2207&cardCategoryId=270&cardSubcategoryId=1404,Бетон,13,16,54 м²,1-комнатная квартира,Oткрытое,Новострой,Exfactor-grup,,,118 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 19/6"
,Eвроремонт,2,,,Частное лицо,101201178,https://999.md/ru/101201178?location=subcategory&index=2208&cardCategoryId=270&cardSubcategoryId=1404,Бетон,3,16,75 м²,2-х комнатная квартира,Oткрытое,Новострой,Exfactor-grup,,,148 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,,,,Частное лицо,102862292,https://999.md/ru/102862292?location=subcategory&index=2209&cardCategoryId=270&cardSubcategoryId=1404,,6,10,76 м²,2-х комнатная квартира,,Новострой,Basconslux,,,170 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 24/1"
,Косметический pемонт,,,,Агентство,104329107,https://999.md/ru/104329107?location=subcategory&index=2210&cardCategoryId=270&cardSubcategoryId=1404,,5,5,56 м²,3-х комнатная квартира,,Вторичный,,,,54 000 €,,Продам,"3-х комнатная квартира,  Пэмынтены,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, Пэмынтены, ул. Дечебал, 33"
1,,1,,,Частное лицо,103740381,https://999.md/ru/103740381?location=subcategory&index=2211&cardCategoryId=270&cardSubcategoryId=1404,,8,10,51 м²,1-комнатная квартира,,Новострой,Exfactor-grup,,,77 000 €,,Продам,"1-комнатная квартира,  Аэропорт,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Аэропорт, bd. Dacia, 62"
,,,,,Агентство,103730989,https://999.md/ru/103730989?location=subcategory&index=2212&cardCategoryId=270&cardSubcategoryId=1404,,6,12,75 м²,2-х комнатная квартира,,Новострой,,,,187 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 77/2"
1,Косметический pемонт,1,Ст (Сталинка),,Агентство,103530702,https://999.md/ru/103530702?location=subcategory&index=2213&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,2,2,55 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,85 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Mihail Kogălniceanu, 44"
,Белый вариант,,,,Агентство,102499973,https://999.md/ru/102499973?location=subcategory&index=2214&cardCategoryId=270&cardSubcategoryId=1404,,7,12,65 м²,2-х комнатная квартира,,Новострой,,,,94 000 €,,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 1"
,Eвроремонт,,,,Агентство,103417537,https://999.md/ru/103417537?location=subcategory&index=2215&cardCategoryId=270&cardSubcategoryId=1404,,11,14,69 м²,3-х комнатная квартира,,Вторичный,,,,114 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Voda, 23"
1,Eвроремонт,2,,,Агентство,104532282,https://999.md/ru/104532282?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njc4NzIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1MzIyODIiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiYzM4NTE1OGMtYTBjOS00YWE2LWIwMTYtMmE0NDczZWJlYWEzIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDE5OjExOjEyLjU3OTU5NTQ4M1oifX0.Fafg_-h29K6ItCDLZyMe5aGr_qbFTQ6fMr-9rBPUK6Q&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2216&cardCategoryId=270&cardSubcategoryId=1404,,9,9,70 м²,3-х комнатная квартира,,Вторичный,,,,96 900 €,Квартира без ливинга,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 22/3"
1,Белый вариант,2,Индивидуальная,,Застройщик,100024847,https://999.md/ru/100024847?location=subcategory&index=2217&cardCategoryId=270&cardSubcategoryId=1404,,6,6,66 м²,2-х комнатная квартира,Подземная,Новострой,Dansicons,,,82 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",Расположение
1,Индивидуальный дизайн,2,Индивидуальная,,Агентство,100193715,https://999.md/ru/100193715?location=subcategory&index=2218&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,8,10,110 м²,3-х комнатная квартира,Гараж,Новострой,Exfactor-grup,,,330 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 63"
,,,,,Агентство,103727978,https://999.md/ru/103727978?location=subcategory&index=2219&cardCategoryId=270&cardSubcategoryId=1404,,3,5,83 м²,2-х комнатная квартира,,Новострой,,,,177 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 17/A"
1,Белый вариант,1,Индивидуальная,,Агентство,103911370,https://999.md/ru/103911370?location=subcategory&index=2220&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,8,10,32 м²,1-комнатная квартира,Oткрытое,Новострой,Kirsan,,,37 900 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 53A"
1,Eвроремонт,1,Брж (Брежневка),,Агентство,102962095,https://999.md/ru/102962095?location=subcategory&index=2221&cardCategoryId=270&cardSubcategoryId=1404,,5,5,44 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,86 900 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Trandafirilor, 31/5"
,Косметический pемонт,,135,,Частное лицо,103804105,https://999.md/ru/103804105?location=subcategory&index=2222&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,13,16,41 м²,1-комнатная квартира,,Вторичный,,,,69 000 €,,Продам,"1-комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Скулянка, Каля Ешилор , 61/2"
,Индивидуальный дизайн,1,,,Агентство,103544958,https://999.md/ru/103544958?location=subcategory&index=2223&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,11,15,70 м²,2-х комнатная квартира,,Новострой,Exfactor-grup,,,199 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
,Нуждается в ремонте,1,,,Частное лицо,103775077,https://999.md/ru/103775077?location=subcategory&index=2224&cardCategoryId=270&cardSubcategoryId=1404,,5,5,50 м²,2-х комнатная квартира,,Вторичный,,,44 м²,50 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Чореску,  Кишинёв мун.","Кишинёв мун., Чореску, Центр, str. Moldova, 16"
1,Eвроремонт,1,Индивидуальная,,Агентство,101907501,https://999.md/ru/101907501?location=subcategory&index=2225&cardCategoryId=270&cardSubcategoryId=1404,,12,17,48 м²,1-комнатная квартира,Oткрытое,Новострой,Eldorado Terra,,,160 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,1,Индивидуальная,,Агентство,101801342,https://999.md/ru/101801342?location=subcategory&index=2226&cardCategoryId=270&cardSubcategoryId=1404,,6,9,70 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,299 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Расположение
,,,,,Агентство,101322418,https://999.md/ru/101322418?location=subcategory&index=2227&cardCategoryId=270&cardSubcategoryId=1404,,9,11,110 м²,2-х комнатная квартира,,Новострой,,,,285 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ștefan Neaga, 67"
,Белый вариант,,,280 см,Застройщик,80068279,https://999.md/ru/80068279?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njc4NzIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MDA2ODI3OSIsImkiOiI4OS4xNDkuOTEuMTYyIiwicyI6ImRlc2t0b3BfcmVkZXNpZ24iLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InByZW1pdW0iLCJsIjoiZWJiNjZjMWUtOWI2NC00YWQwLWE0MGEtMjY4YTQ5YzE4MmI2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNFQxOToxMToxMi41Nzk2Nzg0MTZaIn19.SePS_0SuJ2ai8CFhGaN_Bzar3mlZeNN3SZsV_7Whx5Q&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2228&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,2,7,75 м²,2-х комнатная квартира,,Новострой,Boiar House,,,74 382 €,,Продам,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.","Кишинёв мун., Криково, Центр, str. Calea Basarabiei, 2A"
1,Eвроремонт,1,Индивидуальная,,Агентство,102220589,https://999.md/ru/102220589?location=subcategory&index=2229&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,6,12,100 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,258 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,2,Индивидуальная,,Агентство,102635393,https://999.md/ru/102635393?location=subcategory&index=2230&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,3,17,95 м²,3-х комнатная квартира,Oткрытое,Новострой,Volare Tur,,,270 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, bd. Renasterii Nationale, 10"
,Eвроремонт,1,Индивидуальная,,Агентство,102765857,https://999.md/ru/102765857?location=subcategory&index=2231&cardCategoryId=270&cardSubcategoryId=1404,Бетон,3,9,65 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,133 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, ул. Картуша, 95/4"
2,Eвроремонт,2,Индивидуальная,,Агентство,102744830,https://999.md/ru/102744830?location=subcategory&index=2232&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,10,90 м²,3-х комнатная квартира,Oткрытое,Новострой,Varincom,,,209 500 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,Индивидуальная,,Агентство,102840347,https://999.md/ru/102840347?location=subcategory&index=2233&cardCategoryId=270&cardSubcategoryId=1404,,2,16,52 м²,1-комнатная квартира,Oткрытое,Новострой,Eldorado Terra,,,150 000 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,2,Индивидуальная,,Агентство,102157841,https://999.md/ru/102157841?location=subcategory&index=2234&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,14,87 м²,3-х комнатная квартира,Oткрытое,Новострой,Exfactor-grup,,,219 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,2,Индивидуальная,,Агентство,102122542,https://999.md/ru/102122542?location=subcategory&index=2235&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,13,72 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,308 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,1,Индивидуальная,270 см,Частное лицо,102687284,https://999.md/ru/102687284?location=subcategory&index=2236&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,12,21,77 м²,2-х комнатная квартира,Oткрытое,Новострой,Braus Imobiliare,13 м²,64 м²,159 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15"
2,Белый вариант,2,,,Агентство,104614277,https://999.md/ru/104614277?location=subcategory&index=2237&cardCategoryId=270&cardSubcategoryId=1404,,2,16,136 м²,3-х комнатная квартира,,Новострой,,,,197 200 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,1,,,Агентство,102995374,https://999.md/ru/102995374?location=subcategory&index=2238&cardCategoryId=270&cardSubcategoryId=1404,,Цоколь,10,37 м²,1-комнатная квартира,,Вторичный,,,,44 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Voda, 25/9"
1,Косметический pемонт,1,,,Агентство,101968760,https://999.md/ru/101968760?location=subcategory&index=2239&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,5,57 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,,96 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor , 23"
1,Eвроремонт,1,,,Агентство,103604590,https://999.md/ru/103604590?location=subcategory&index=2240&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,5,46 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,87 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника,  str. Nicolae Titulescu , 53/2"
1,Незавершенное cтроительство,2,,290 см,Застройщик,101794768,https://999.md/ru/101794768?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njc4NzIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3OTQ3NjgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMTk6MTE6MTIuNTc5NzQxNDZaIn19.c8rKBkqhI7zuW_CQ_eng-MUzF3O6FTBhCXOacCcRdz4&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2241&cardCategoryId=270&cardSubcategoryId=1404,,1,10,72 м²,2-х комнатная квартира,,Новострой,Solomon Construct Imobil,,,74 870 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a"
,,,,,Агентство,104593049,https://999.md/ru/104593049?location=subcategory&index=2242&cardCategoryId=270&cardSubcategoryId=1404,,1,2,47 м²,1-комнатная квартира,,Вторичный,,,,85 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Sfatul Țării, 34"
