Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
,Mонолитный,https://999.md/ru/100810417?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzMyMTYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA4MTA0MTciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNTE1ODNkNDUtYjZmYi00MDFjLThjZmItNzAyNDM1NDNmNDlmIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQyMDo0MDoxNi4zNDkxMjYzMDVaIn19.R4Cpk9wsWaYI5aVQ_JfcIpCJWkTxSAY2pn5CbbhD2mg&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5013&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",Квартира с ливингом,1,4,45 м²,Белый вариант,Новострой,,2-х комнатная квартира,67 500 €,"Яловены, Яловены, Центр, str. Grigore Vieru, 8",,Продам,45 м²,100810417,2,Застройщик,1,Индивидуальная
Estate Invest Company,,https://999.md/ru/87741673?location=subcategory&index=5014&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",Квартира с ливингом,,6,48 м²,,Новострой,,1-комнатная квартира,71 040 €,"Кишинёв мун., Думбрава, Центр, -, -",,Продам,,87741673,4,Застройщик,1,
Exfactor-grup,Kирпичный,https://999.md/ru/104127842?location=subcategory&index=5015&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,9,51 м²,Белый вариант,Новострой,,1-комнатная квартира,77 900 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62/k",,Продам,,104127842,6,Агентство,2,
,,https://999.md/ru/104250678?location=subcategory&index=5016&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",,1,5,64 м²,Cерый вариант,Новострой,,3-х комнатная квартира,65 000 €,"Кишинёв мун., Кодру, Центр, str. Schinoasa-Vale, /",,Продам,,104250678,5,Агентство,1,Индивидуальная
,Kотельцовый,https://999.md/ru/82874255?location=subcategory&index=5017&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,4,33 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,64 999 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Пандурилор, 68",,Продам,,82874255,1,Застройщик,1,Индивидуальная
Estate Invest Company,,https://999.md/ru/101274333?location=subcategory&index=5018&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,12,80 м²,Белый вариант,Новострой,,3-х комнатная квартира,82 400 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 134",,Продам,,101274333,8,Застройщик,,
Estate Invest Company,,https://999.md/ru/101274448?location=subcategory&index=5019&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,12,67 м²,Белый вариант,Новострой,,2-х комнатная квартира,72 360 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 134",,Продам,,101274448,6,Застройщик,,
,Kомбинированный,https://999.md/ru/101204041?location=subcategory&index=5020&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,11,76 м²,Eвроремонт,Новострой,,3-х комнатная квартира,149 900 €,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, -",,Продам,,101204041,8,,2,
,Kотельцовый,https://999.md/ru/104418731?location=subcategory&index=5021&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,,5,56 м²,Косметический pемонт,Вторичный,,2-х комнатная квартира,64 000 €,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 3/3",,Продам,,104418731,5,Агентство,,Ст (Сталинка)
,Kирпичный,https://999.md/ru/102187288?location=subcategory&index=5022&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,2,10,78 м²,Белый вариант,Новострой,,2-х комнатная квартира,77 220 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Testemițanu, -",,Продам,,102187288,9,Застройщик,2,
,Kотельцовый,https://999.md/ru/104304022?location=subcategory&index=5023&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,1,5,62 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,115 500 €,"Кишинёв мун., Кишинёв, Центр, bd. C. Negruzzi, 6",2600 см,Продам,,104304022,3,Застройщик,2,Хрущевка
,,https://999.md/ru/101477581?location=subcategory&index=5024&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,1,9,44 м²,,Новострой,,1-комнатная квартира,51 530 €,Расположение,,Продам,,101477581,Цоколь,Агентство,1,
,Kирпичный,https://999.md/ru/104584212?location=subcategory&index=5025&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,9,70 м²,Eвроремонт,Новострой,,2-х комнатная квартира,147 000 €,"Кишинёв мун., Кишинёв, Ботаника,  bd. Dacia , 62",,Продам,,104584212,4,Агентство,2,Индивидуальная
,,https://999.md/ru/104602573?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzMyMTYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MDI1NzMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZGI1NTJiOGMtYzViNi00N2QwLWI1YTItNjAzNTIwM2RkODVkIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDIwOjQwOjE2LjM0OTE5ODA0NloifX0.YFRxwfSgXM44iiD7E8GBbUoZ0mjcHLfXVQCaPl_gZnM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5026&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,21,66 м²,Eвроремонт,Новострой,,2-х комнатная квартира,163 000 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15",,Продам,,104602573,3,Частное лицо,,
,Kомбинированный,https://999.md/ru/104592650?location=subcategory&index=5027&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,10,43 м²,Eвроремонт,Новострой,,1-комнатная квартира,109 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25",,Продам,,104592650,9,Агентство,1,Индивидуальная
,Kотельцовый,https://999.md/ru/104606589?location=subcategory&index=5028&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,1,5,38 м²,Eвроремонт,Вторичный,,1-комнатная квартира,67 900 €,"Кишинёв мун., Кишинёв, Телецентр, ул. Георге Асаки, 63",,Продам,,104606589,1,Агентство,,
,Kотельцовый,https://999.md/ru/104584190?location=subcategory&index=5029&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,5,45 м²,Индивидуальный дизайн,Вторичный,,2-х комнатная квартира,79 850 €,"Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 798",,Продам,45 м²,104584190,1,Частное лицо,,Индивидуальная
,Kотельцовый,https://999.md/ru/102803593?location=subcategory&index=5030&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,4,40 м²,,Вторичный,6 м²,2-х комнатная квартира,73 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Григоре Александреску, 9B",,Продам,20 м²,102803593,3,Частное лицо,,
,Kотельцовый,https://999.md/ru/104606576?location=subcategory&index=5031&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,5,18 м²,,Вторичный,5 м²,1-комнатная квартира,42 900 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Индепенденцей, 6/3",,Продам,12 м²,104606576,2,Застройщик,Нет,
,,https://999.md/ru/100770420?location=subcategory&index=5032&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",,1,10,60 м²,Eвроремонт,Новострой,,2-х комнатная квартира,115 000 €,"Кишинёв мун., Кишинёв, str. Nicolae Dimo, -",,Продам,,100770420,9,Агентство,,
,,https://999.md/ru/103997994?location=subcategory&index=5033&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,2,11,130 м²,,Новострой,,3-х комнатная квартира,212 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Grenoble, 128/2",,Продам,130 м²,103997994,10,Агентство,2,
,,https://999.md/ru/104186605?location=subcategory&index=5034&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,16,37 м²,Eвроремонт,Вторичный,,1-комнатная квартира,82 000 €,"Кишинёв мун., Кишинёв, Буюканы, Piața Unirii Principatelor, -",,Продам,,104186605,5,Агентство,,
,,https://999.md/ru/104468683?location=subcategory&index=5035&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",,1,9,41 м²,Косметический pемонт,Вторичный,,1-комнатная квартира,68 000 €,"Кишинёв мун., Кишинёв, Скулянка, str. Ion Neculce, 1/2",,Продам,,104468683,9,Агентство,1,143
,,https://999.md/ru/104590853?location=subcategory&index=5036&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,9,42 м²,Eвроремонт,Новострой,,1-комнатная квартира,107 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Vadul lui Voda, 30",,Продам,,104590853,7,Агентство,,
,,https://999.md/ru/103387366?location=subcategory&index=5037&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,12,77 м²,Eвроремонт,Новострой,,2-х комнатная квартира,125 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, 8",,Продам,,103387366,6,Агентство,1,Индивидуальная
,,https://999.md/ru/103905887?location=subcategory&index=5038&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,10,64 м²,Eвроремонт,Новострой,,2-х комнатная квартира,118 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Ashabad, --",,Продам,,103905887,2,Агентство,1,
Astercon,Ячеистый Бетон,https://999.md/ru/102832078?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzMyMTYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzIwNzgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMjA6NDA6MTYuMzQ5MzQ5MTA4WiJ9fQ.jueP_KoL5iGy5FtLtTXnk7tExzVWeKC2N3bbGx4wiEE&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5039&cardCategoryId=270&cardSubcategoryId=1404,Гараж,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,2,6,96 м²,Белый вариант,Новострой,15 м²,3-х комнатная квартира,135 646 €,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",286 см,Продам,,102832078,1,Застройщик,Нет,
,Kирпичный,https://999.md/ru/102304732?location=subcategory&index=5040&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,16,50 м²,Белый вариант,Новострой,,2-х комнатная квартира,77 035 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Moșilor, 4",,Продам,,102304732,5,Частное лицо,2,
,Mонолитный,https://999.md/ru/104589712?location=subcategory&index=5041&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,10,33 м²,Eвроремонт,Новострой,,1-комнатная квартира,78 500 €,"Кишинёв мун., Кишинёв, Ботаника, Muncești , 316",,Продам,,104589712,5,Агентство,,Индивидуальная
Inamstro,Kомбинированный,https://999.md/ru/102285685?location=subcategory&index=5042&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,9,105 м²,Индивидуальный дизайн,Новострой,33 м²,2-х комнатная квартира,265 000 €,"Кишинёв мун., Кишинёв, Центр, ул. Аврам Янку, 32",,Продам,50 м²,102285685,1,Частное лицо,1,Индивидуальная
,,https://999.md/ru/104020221?location=subcategory&index=5043&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,9,55 м²,,Вторичный,,2-х комнатная квартира,75 000 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân,  27/2",,Продам,,104020221,9,Агентство,,
Solomon Construct Imobil,Kирпичный,https://999.md/ru/104561305?location=subcategory&index=5044&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,12,40 м²,Белый вариант,Новострой,,1-комнатная квартира,71 200 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 134/4",275 см,Продам,39 м²,104561305,9,Частное лицо,1,Индивидуальная
Astercon,Kомбинированный,https://999.md/ru/102570628?location=subcategory&index=5045&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,2,13,61 м²,Eвроремонт,Новострой,,2-х комнатная квартира,175 000 €,"Кишинёв мун., Кишинёв, Буюканы, Ion Creangă, 5/1",,Продам,,102570628,13,Агентство,1,
,,https://999.md/ru/104163002?location=subcategory&index=5046&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,13,72 м²,Eвроремонт,Новострой,,2-х комнатная квартира,195 000 €,Расположение,,Продам,,104163002,4,Агентство,1,
,,https://999.md/ru/104606375?location=subcategory&index=5047&cardCategoryId=270&cardSubcategoryId=1404,,"4-x комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,3,16,156 м²,Белый вариант,Новострой,,4-x комнатная квартира,218 400 €,Расположение,,Продам,,104606375,11,Агентство,,
Solomon Construct Imobil,Kирпичный,https://999.md/ru/104561264?location=subcategory&index=5048&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,12,41 м²,Белый вариант,Новострой,,1-комнатная квартира,72 300 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 134/4",275 см,Продам,40 м²,104561264,3,Частное лицо,1,Индивидуальная
Sky House,Kомбинированный,https://999.md/ru/104478809?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzMyMTYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0Nzg4MDkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2RlOTZjNDgtYmViNi00OGNjLTljYTYtMzI0OTAzNGI1ZWU0IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQyMDo0MDoxNi4zNDk0NjU5NzRaIn19.3aXlVWbrwVM_eMRvLP_z9rce38jKBkDvXpWEVXDltxs&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5049&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,14,44 м²,Белый вариант,Новострой,12 м²,1-комнатная квартира,79 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1",2600 см,Продам,12 м²,104478809,11,Частное лицо,,
,Kотельцовый,https://999.md/ru/104319994?location=subcategory&index=5050&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,4,30 м²,Eвроремонт,Вторичный,,1-комнатная квартира,59 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, /",,Продам,,104319994,1,Агентство,,
