Балкон / лоджия,Планировка,Ливинг,link,Застройщик,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
,Мс (Молд. Серия),,https://999.md/ru/103564980?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDkzNzAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1NjQ5ODAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiNmI2MDE0NmItOGVkNS00NmYyLWE1NTQtNWU1NjAzZTFmNjUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzoyMjo1MC4xNDgxMjMyMzFaIn19.g1FAotkylfDjY18_jcRTmlatfeVreiWMwrPJzeZle9A&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,,,,1,,,127 000 €,9,74 м²,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 1",103564980,Вторичный,,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/102196003?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDkzNzAsIkMiOnsiciI6MSwiYiI6MTYwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIxOTYwMDMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6MjI6NTAuMTQ4MTQ3NjU3WiJ9fQ.zRSJOVpZInTGO9cKTR708vnH0-av84lnaWZCCD0O7bc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,Astercon,12 м²,Гараж,2,1,286 см,72 384 €,6,50 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102196003,Новострой,Ячеистый Бетон,,"Комната,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,Комната,Белый вариант
,,Квартира с ливингом,https://999.md/ru/103366835?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDkzNzAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNjY4MzUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiZjVmZTVjYzItOTMzOC00ZTBjLWI3NTAtYWNhZTY0ZjNiNzc0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjIyOjUwLjE0ODIyMjUxM1oifX0.Wly8IP4WC4a17fMLfPf4ZdMEsnpPIIIvc53Ra8tUZiw&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,Exfactor-grup,,,9,,,192 000 €,13,75 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",103366835,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/102884930?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDkzNzAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4ODQ5MzAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImQ4MGQyMmM1LTA3NTQtNDgxYS05Y2IxLTM2N2YzNzFmYTMzNiIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTc6MjI6NTAuMTQ4MjQ5NTI1WiJ9fQ.RNCYb8-oapO5RJsVOs9RmDqDJv2aampbHbxOt11ZsRk&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,,,,5,,,83 000 €,5,47 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 161/4",102884930,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,
2,Брж (Брежневка),,https://999.md/ru/103951254?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDkzNzAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NTEyNTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYTJhZWVkOWEtZDdiMi00MDRlLTg3NDItZDQxNGVhNTVmZTI2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjIyOjUwLjE0ODI3Mzc4NFoifX0.giASHz_LjtwTM-WaXAoOGws2Onz5Dld1KHczQivKJWc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,,,,5,1,,110 000 €,5,70 м²,Расположение,103951254,Вторичный,Kотельцовый,70 м²,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/101491664?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDkzNzAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE0OTE2NjQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFhNzRmNTFlLTNjZmItNDJmZC1hNGJlLWE3MmI4ODczYTA4ZSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQxNzoyMjo1MC4xNDgyOTY3NDNaIn19.YdzQDNjDOIdOXnXNb5En5qEEM80dyVnBY0zHUQWy4YA&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,,,,2,,,490 MDL,2,20 м²,"Кишинёв мун., Кишинёв, Центр, str. București, 7/1",101491664,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Агентство,1-комнатная квартира,
2,Индивидуальная,Квартира без ливинга,https://999.md/ru/102489518?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDkzNzAsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI0ODk1MTgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6MjI6NTAuMTQ3NzI3NDUzWiJ9fQ.PCfeEhPFwrJov16IX9RaysL8AXbYhmXKIgTPQTt1cf8&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=1,Astercon,14 м²,Гараж,5,2,275 см,109 833 €,5,70 м²,"Кишинёв мун., Ставчены, Центр, Grăiești , 10",102489518,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
,,Квартира с ливингом,https://999.md/ru/104095924?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDkzNzAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTU5MjQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMTU4MzhjMjQtMTk2MS00Y2FlLWJhYzUtM2ZiY2RmYmVhNDU3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzoyMjo1MC4xNDc4MzYwMTVaIn19.EP5vN54Cdt7KddRysqNT7DoeGEUEhGjUzCjZoTMC9Uc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=2,Exfactor-grup,,,10,,,199 000 €,12,68 м²,Расположение,104095924,Новострой,Kирпичный,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/103454687?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDkzNzAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM0NTQ2ODciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiM2ZkMzhiNmQtZTRjYy00NDAwLThmMWItMjBmY2YwOGU4NmE0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzoyMjo1MC4xNDc4Nzc3MTlaIn19.0UVtJzem1WHTQ6oB3VM28CB4Y_TNxUq33-7JZdZv1hQ&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=3,Exfactor-grup,,,2,1,,205 000 €,14,70 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",103454687,Новострой,Kирпичный,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/103723243?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDkzNzAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3MjMyNDMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTc6MjI6NTAuMTQ3OTIxOTMyWiJ9fQ.KL5iEK4KhUaguMmhbV67oj7QPBBP7VEW-Gc-eUAVpNE&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=4,Lagmar Impex,,Oткрытое,10,1,,127 000 €,12,41 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornesti, 17",103723243,Новострой,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,
1,,,https://999.md/ru/104085313?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDkzNzAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODUzMTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYjU3ODg3YmYtYmI0OC00ZGFhLWE1ZmYtMmEwZjBhNDBkZmJiIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjIyOjUwLjE0ODAyMzU3N1oifX0.slGbSte8fuOma8OwfY94J5RSDj0LwkwVJgsAcpjy4Sc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=5,,,,5,1,,66 500 €,9,35 м²,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 20",104085313,Вторичный,Панельный,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Косметический pемонт
,На земле,,https://999.md/ru/61721508?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MDkzNzAsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI2MTcyMTUwOCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiJhMTlmNzk3Yi1mMjE5LTQ2YmYtOWU2ZS03OWY2YTBmNDJjYzgiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE3OjIyOjUwLjE0ODA0ODk2OFoifX0.2OJHSDePaN55V1mhcpm9n1pQbysXbnaAtdGkKULSW_g&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=6,,,Oткрытое,1,1,,600 MDL,1,25 м²,"Кишинёв мун., Кишинёв, Центр, str. Alexandru Hâjdeu, 50",61721508,Новострой,Kотельцовый,,"1-комнатная квартира, 25 м², Центр, Кишинёв",Сдаю посуточно,Застройщик,1-комнатная квартира,Eвроремонт
