Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
,Kотельцовый,https://999.md/ru/104333407?location=subcategory&index=4078&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,5,51 м²,Косметический pемонт,Вторичный,,2-х комнатная квартира,79 900 €,"Кишинёв мун., Кишинёв, Рышкановка, Miron Costin, 13/1",,Продам,,104333407,2,Агентство,1,Брж (Брежневка)
Inamstro,,https://999.md/ru/104613926?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzE1NTksIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ2MTM5MjYiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNjMwZDU4ZTctODlhYi00Zjk4LWIwZDUtMDA1ODhiNjQ3N2Y2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNFQyMDoxMjozOS40NDU1NDU0MDdaIn19.2b61ZbYzAvbTfTD2ggdkuV4IibN-sVGFujiI2mByvuw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4079&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,9,64 м²,,Новострой,,2-х комнатная квартира,146 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6",275 см,Продам,,104613926,8,Застройщик,,
,Kотельцовый,https://999.md/ru/104582806?location=subcategory&index=4080&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,5,80 м²,Косметический pемонт,Вторичный,,2-х комнатная квартира,69 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Maria Drăgan, 22/2",,Продам,,104582806,4,Агентство,1,Малосемейная
,Kотельцовый,https://999.md/ru/103911544?location=subcategory&index=4081&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,11,94 м²,Белый вариант,Новострой,,3-х комнатная квартира,134 900 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrîn, 22/3",,Продам,,103911544,8,Агентство,2,Индивидуальная
,Kотельцовый,https://999.md/ru/104216178?location=subcategory&index=4082&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,5,21 м²,Косметический pемонт,Вторичный,,1-комнатная квартира,29 900 €,"Кишинёв мун., Кишинёв, Чокана, Maria Drăgan, 2/1",,Продам,,104216178,5,Агентство,Нет,
A-casa,Mонолитный,https://999.md/ru/104572422?location=subcategory&index=4083&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,1,5,78 м²,Белый вариант,Новострой,,2-х комнатная квартира,95 000 €,"Кишинёв мун., Дурлешты, Центр, Bisericii, 1",,Продам,,104572422,5,Агентство,Нет,Индивидуальная
,Панельный,https://999.md/ru/103838117?location=subcategory&index=4084&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,9,43 м²,Eвроремонт,Вторичный,,1-комнатная квартира,81 900 €,"Кишинёв мун., Кишинёв, Чокана, Ginta Latină, 5",,Продам,,103838117,1,Агентство,1,Мс (Молд. Серия)
,Kотельцовый,https://999.md/ru/104375200?location=subcategory&index=4085&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,5,54 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,81 500 €,"Кишинёв мун., Кишинёв, Рышкановка, Bogdan Voievod, 8/6",,Продам,,104375200,1,Агентство,Нет,Малосемейная
Lagmar Impex,Kомбинированный,https://999.md/ru/103774121?location=subcategory&index=4086&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,2,9,71 м²,Белый вариант,Новострой,,2-х комнатная квартира,109 900 €,"Кишинёв мун., Кишинёв, Рышкановка, Tudor Vladimirescu, 1",,Продам,,103774121,7,Агентство,1,Индивидуальная
,,https://999.md/ru/104569422?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzE1NTksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1Njk0MjIiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMDNjZDdhMzEtM2IzMi00OTBjLWFlNDctNjYzNmU4MDllMTU0IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDIwOjEyOjM5LjQ0NTYxODY0OVoifX0.QC0GVudiXqPwMy6yuOCyg4JJDfzj1xNgmydptTl8Qyw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4087&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,8,105 м²,,Новострой,,2-х комнатная квартира,569 000 €,"Кишинёв мун., Кишинёв, Центр, str. Alessandro Bernardazzi, 79",,Продам,,104569422,5,Застройщик,1,
,Панельный,https://999.md/ru/103472040?location=subcategory&index=4088&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,2,9,75 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,140 000 €,"Кишинёв мун., Кишинёв, Центр, Grădinilor, 25",,Продам,,103472040,7,Агентство,2,Мс (Молд. Серия)
,Kомбинированный,https://999.md/ru/102627226?location=subcategory&index=4089&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,2,15,38 м²,Eвроремонт,Вторичный,,1-комнатная квартира,68 000 €,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 11",,Продам,,102627226,13,Агентство,1,Индивидуальная
,Mонолитный,https://999.md/ru/103551729?location=subcategory&index=4090&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",,1,16,64 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,99 500 €,"Кишинёв мун., Кишинёв, Скулянка, Calea Ieșilor, 61/2",,Продам,,103551729,4,Агентство,2,Индивидуальная
Kirsan,Ячеистый Бетон,https://999.md/ru/101267205?location=subcategory&index=4091&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,10,63 м²,Незавершенное cтроительство,Новострой,,2-х комнатная квартира,74 900 €,"Кишинёв мун., Кишинёв, Ботаника, Sarmizegetusa, 53C",,Продам,,101267205,8,Агентство,1,Индивидуальная
,Kотельцовый,https://999.md/ru/103892085?location=subcategory&index=4092&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,9,51 м²,Косметический pемонт,Новострой,,1-комнатная квартира,104 500 €,"Кишинёв мун., Кишинёв, Буюканы, Liviu Deleanu, 5/6",,Продам,,103892085,1,Агентство,Нет,Индивидуальная
,Kирпичный,https://999.md/ru/101603896?location=subcategory&index=4093&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,10,37 м²,Eвроремонт,Новострой,,1-комнатная квартира,94 900 €,"Кишинёв мун., Кишинёв, Чокана, Spataru, 27",,Продам,,101603896,8,Агентство,1,Индивидуальная
,Панельный,https://999.md/ru/104493009?location=subcategory&index=4094&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,9,72 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,134 900 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 27/1",,Продам,,104493009,4,Агентство,2,Варц (Варницкая)
Inamstro,Kирпичный,https://999.md/ru/102249430?location=subcategory&index=4095&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,13,49 м²,Белый вариант,Новострой,,1-комнатная квартира,109 900 €,"Кишинёв мун., Кишинёв, Буюканы, Calea, 6",,Продам,,102249430,12,Агентство,Нет,
,,https://999.md/ru/104123078?location=subcategory&index=4096&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,1,9,76 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,99 900 €,"Кишинёв мун., Кишинёв, Чокана, ул. Алеку Руссо, 55",,Продам,,104123078,1,Агентство,1,143
Exfactor-grup,,https://999.md/ru/104132211?location=subcategory&index=4097&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,9,68 м²,Eвроремонт,Новострой,,2-х комнатная квартира,179 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Ион Буздуган, 9",,Продам,,104132211,8,Агентство,1,
Exfactor-grup,,https://999.md/ru/104132127?location=subcategory&index=4098&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,14,50 м²,Eвроремонт,Новострой,,1-комнатная квартира,143 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28",,Продам,,104132127,9,Агентство,1,
Dansicons,,https://999.md/ru/104133875?location=subcategory&index=4099&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,12,63 м²,Eвроремонт,Новострой,,2-х комнатная квартира,135 000 €,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 19/3",,Продам,,104133875,8,Агентство,1,
,,https://999.md/ru/104196991?location=subcategory&index=4100&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,5,43 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,94 800 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, --",,Продам,,104196991,1,Агентство,Нет,
,,https://999.md/ru/104094977?location=subcategory&index=4101&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",Квартира с ливингом,1,7,71 м²,Белый вариант,Новострой,,2-х комнатная квартира,99 400 €,"Яловены, Яловены, Центр, ул. Молдова, 2/3",,Продам,,104094977,1,Агентство,Нет,
,Ячеистый Бетон,https://999.md/ru/104075510?location=subcategory&index=4102&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,1,6,67 м²,Eвроремонт,Новострой,,2-х комнатная квартира,141 900 €,"Кишинёв мун., Дурлешты, Центр, str. Regina Elisabeta, 2",,Продам,,104075510,6,Агентство,1,
,,https://999.md/ru/104121334?location=subcategory&index=4103&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,9,38 м²,Eвроремонт,Новострой,,1-комнатная квартира,119 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Ghica Voda, --",,Продам,,104121334,8,Агентство,Нет,
,,https://999.md/ru/103097621?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzE1NTksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwOTc2MjEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMjA6MTI6MzkuNDQ1NjY5MDQxWiJ9fQ.-bPxtkrKa6DVnFm6ygrh12tYDUz-PrsvoNj9NPDpGUw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4104&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,3,7,145 м²,Eвроремонт,Новострой,,3-х комнатная квартира,525 000 €,"Кишинёв мун., Кишинёв, Центр, str. Moara Rosie, 5/D",,Продам,,103097621,Пентхаус,Агентство,1,
,,https://999.md/ru/89042479?location=subcategory&index=4105&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,,11,43 м²,,Новострой,,1-комнатная квартира,70 048 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, ---",,Продам,,89042479,3,Агентство,,
,,https://999.md/ru/104062676?location=subcategory&index=4106&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,1,9,73 м²,Eвроремонт,Новострой,,2-х комнатная квартира,141 900 €,"Кишинёв мун., Дурлешты, Центр, Cartusa , 95",,Продам,,104062676,7,Агентство,,
,,https://999.md/ru/104179302?location=subcategory&index=4107&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,8,106 м²,,Новострой,,3-х комнатная квартира,570 000 €,"Кишинёв мун., Кишинёв, Центр, str. Alexandr Pușkin, 49",,Продам,,104179302,6,Частное лицо,,
,Kотельцовый,https://999.md/ru/103427721?location=subcategory&index=4108&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  8 квартал,  Бельцы,  Бельцы мун.",Квартира с ливингом,,5,38 м²,Eвроремонт,Вторичный,,1-комнатная квартира,43 500 €,"Бельцы мун., Бельцы, 8 квартал, str. Alecu Russo, 12",,Продам,,103427721,3,Частное лицо,,
,,https://999.md/ru/104103657?location=subcategory&index=4109&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,1,10,62 м²,Eвроремонт,Новострой,,2-х комнатная квартира,135 000 €,"Кишинёв мун., Кишинёв, Телецентр, Str. Arheolog Ion Casian Suruceanu, **",,Продам,,104103657,9,Агентство,Нет,Индивидуальная
,Kирпичный,https://999.md/ru/103061574?location=subcategory&index=4110&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,1,6,79 м²,Белый вариант,Новострой,,2-х комнатная квартира,108 000 €,Расположение,,Продам,,103061574,4,Агентство,,
Inamstro,,https://999.md/ru/101213650?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzE1NTksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDEyMTM2NTAiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNGIzZTcyMjEtMGFmMS00YTlmLWJiNjMtYjg2YTQzMjVkM2VmIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQyMDoxMjozOS40NDU3MTUzODFaIn19.FbrcNtOphZr7kWY-VR2EdoRwlGtiWCqaFsgaDTyvdr4&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4111&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",,,13,60 м²,Eвроремонт,Новострой,,2-х комнатная квартира,174 000 €,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 6",,Продам,,101213650,12,Застройщик,,
,,https://999.md/ru/104062825?location=subcategory&index=4112&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,9,24 м²,Eвроремонт,Вторичный,,1-комнатная квартира,46 800 €,"Кишинёв мун., Кишинёв, Ботаника,  str. Independenței, 34",,Продам,,104062825,7,Агентство,,
